"{""chat"": [{""sex"": ""2"", ""content"": ""怎么称呼""}, {""sex"": ""1"", ""content"": ""我姓相，单名一个公，你叫我老公就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁啊""}, {""sex"": ""1"", ""content"": ""我也在想这个问题，我不知道你是谁，但你是怎么出现在我好友栏里的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好开心哦""}, {""sex"": ""1"", ""content"": ""是啊，只要跟你聊天我就觉得很开心""}, {""sex"": ""1"", ""content"": ""开开心心没有烦恼不是挺好的嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""消失那么久""}, {""sex"": ""1"", ""content"": ""还不是怪你，都不来找我。""}, {""sex"": ""1"", ""content"": ""可我一刻都没有从你的心里消失过，对吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""躺着呗""}, {""sex"": ""1"", ""content"": ""躺我怀里会更舒服的。""}, {""sex"": ""1"", ""content"": ""我觉得你身边缺了一个像我这样的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""蜕变""}, {""sex"": ""1"", ""content"": ""女大十八变，果然不一样哦""}, {""sex"": ""1"", ""content"": ""经历了蜕变就会越来越成熟了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜言蜜语真多""}, {""sex"": ""1"", ""content"": ""因为我希望你能一直甜甜的呀。""}, {""sex"": ""1"", ""content"": ""你总不会喜欢我说些不好听的话的对吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在湖南""}, {""sex"": ""1"", ""content"": ""自古就有湘女多情，温柔动人，湖南的女孩子应该都很好哦。""}, {""sex"": ""1"", ""content"": ""听说湖南的妹子都长得很漂亮，性格很直爽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愉悦""}, {""sex"": ""1"", ""content"": ""能让你觉得跟我聊天很愉悦真是太好了。""}, {""sex"": ""1"", ""content"": ""我也觉得跟你相处让我心情愉悦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想嫁人""}, {""sex"": ""1"", ""content"": ""那我娶你就好啦。""}, {""sex"": ""1"", ""content"": ""你只是还没有遇到想嫁的那个人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这嘴太会说了""}, {""sex"": ""1"", ""content"": ""那你会喜欢我这嘴的主人吗。""}, {""sex"": ""1"", ""content"": ""说喜欢你的时候这张嘴是真的帅。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是易胖体质""}, {""sex"": ""1"", ""content"": ""你不觉得自己胖起来很好看吗。""}, {""sex"": ""1"", ""content"": ""微胖的女孩子才是真爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想表达什么""}, {""sex"": ""1"", ""content"": ""我知道了，你对我的爱难以表达""}, {""sex"": ""1"", ""content"": ""你什么都不用说我也什么都懂""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么想了解我""}, {""sex"": ""1"", ""content"": ""喜欢你当然得多了解你啊。""}, {""sex"": ""1"", ""content"": ""想余生和你度过，怎么可以不了解你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不需要吧""}, {""sex"": ""1"", ""content"": ""我知道你需要保护小动物协会的人来喜欢""}, {""sex"": ""1"", ""content"": ""老衲掐指一算  姑娘五行却金  命中缺我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还是早点睡吧""}, {""sex"": ""1"", ""content"": ""可我一直想着你睡不着呀。""}, {""sex"": ""1"", ""content"": ""是我们一起早点睡吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上早点睡""}, {""sex"": ""1"", ""content"": ""你又不在我身边怎么早睡呢。""}, {""sex"": ""1"", ""content"": ""那你的晚安一定记得准时送到呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很烦啊""}, {""sex"": ""1"", ""content"": ""对，我好烦（凡），你好仙哦。""}, {""sex"": ""1"", ""content"": ""谁让你在我跟前，不烦你烦谁。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""逛啥""}, {""sex"": ""1"", ""content"": ""你想逛啥咱们就去逛啥，我都陪着你""}, {""sex"": ""1"", ""content"": ""逛逛街，给你买新衣服呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天在忙""}, {""sex"": ""1"", ""content"": ""难怪都没回我消息，原来是在忙啊。""}, {""sex"": ""1"", ""content"": ""那事情都忙完了吗，今天还会不会很忙？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""切菜切到手了""}, {""sex"": ""1"", ""content"": ""怎么这么不小心啊，有没有流血，疼不疼啊？""}, {""sex"": ""1"", ""content"": ""笨蛋！你就是这么照顾自己的，照顾到切到自己的手！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""平时有什么爱好""}, {""sex"": ""1"", ""content"": ""喜欢跟你聊天算爱好吗？""}, {""sex"": ""1"", ""content"": ""我的爱好还挺多的，健身摄影看电影什么的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你小名叫什么""}, {""sex"": ""1"", ""content"": ""我小名叫宝贝。""}, {""sex"": ""1"", ""content"": ""告诉你我的小名以后，你会用小名叫我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""住在哪里""}, {""sex"": ""1"", ""content"": ""当然是住在你的心里啦。""}, {""sex"": ""1"", ""content"": ""你想让我住在哪里呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这几天忙""}, {""sex"": ""1"", ""content"": ""那你要记得好好照顾自己。""}, {""sex"": ""1"", ""content"": ""没事，我等你不忙的时候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约你""}, {""sex"": ""1"", ""content"": ""那你就有可能出现在我家的户口本上。""}, {""sex"": ""1"", ""content"": ""这种是事情要男人先开口，约吗""}, {""sex"": ""1"", ""content"": ""你到底想不想约我啊，怎么总是挑最忙的时候约我（捂脸）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你开心就好呀""}, {""sex"": ""1"", ""content"": ""你开心，我就开心啦。""}, {""sex"": ""1"", ""content"": ""我和你一起才是最开心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么要换""}, {""sex"": ""1"", ""content"": ""鞋子穿坏了不就要换新的嘛。""}, {""sex"": ""1"", ""content"": ""我觉得你可以换一个更合适的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加我的理由""}, {""sex"": ""1"", ""content"": ""对不起，我没有理由的。""}, {""sex"": ""1"", ""content"": ""为什么加你就一定需要一个理由呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想笑就笑""}, {""sex"": ""1"", ""content"": ""笑吧，反正你笑的好看。""}, {""sex"": ""1"", ""content"": ""笑点低的人，总是比较容易获得幸福。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在忙不忙""}, {""sex"": ""1"", ""content"": ""你要是找我我就不忙呀。""}, {""sex"": ""1"", ""content"": ""有点忙，一直忙着想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的魅力在哪里""}, {""sex"": ""1"", ""content"": ""你的魅力无时无刻都在，我也不清楚在哪。""}, {""sex"": ""1"", ""content"": ""看来魅力大的人都不知道自己的魅力在哪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不然你想怎样""}, {""sex"": ""1"", ""content"": ""我怕把我的真实想法说出来会把你吓跑了。""}, {""sex"": ""1"", ""content"": ""没想怎样，就想跟你在一起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有撩你""}, {""sex"": ""1"", ""content"": ""你说没有就没有？我的心都动了！""}, {""sex"": ""1"", ""content"": ""那你怎么把我的心撩到你那的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不晓得""}, {""sex"": ""1"", ""content"": ""竟然还有仙女不知道的事情啊。""}, {""sex"": ""1"", ""content"": ""你不晓得正好，这样就可以由我来告诉你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你愿不愿意跟我谈啊""}, {""sex"": ""1"", ""content"": ""谈恋爱，我还是可以的。""}, {""sex"": ""1"", ""content"": ""我有什么不愿意的和你谈呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太搞笑""}, {""sex"": ""1"", ""content"": ""我这还不是为了逗你笑啊。""}, {""sex"": ""1"", ""content"": ""可是你笑起来的时候也很好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你真心话的么？""}, {""sex"": ""1"", ""content"": ""真心话，比钻石还要真！""}, {""sex"": ""1"", ""content"": ""要不要把我的心掏出来给你看看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是真心找对象的""}, {""sex"": ""1"", ""content"": ""我把心给你看，让你知道下什么叫真心！""}, {""sex"": ""1"", ""content"": ""象棋里面就有一对象，当然不是真心啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你几岁呢""}, {""sex"": ""1"", ""content"": ""怎么怕诱拐儿童吗。""}, {""sex"": ""1"", ""content"": ""几岁，反正和你差不多。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱歉哈""}, {""sex"": ""1"", ""content"": ""我不接受口头上的道歉，我只接受肉偿。""}, {""sex"": ""1"", ""content"": ""确实，建议你抱紧我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备吃早饭""}, {""sex"": ""1"", ""content"": ""难道吃早饭的时候不应该带上我吗？""}, {""sex"": ""1"", ""content"": ""早饭要有我一起才能更香。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天被吵醒了""}, {""sex"": ""1"", ""content"": ""太过分了，怎么能吵到小仙女睡觉啊""}, {""sex"": ""1"", ""content"": ""那今天的心情都不会好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞句子""}, {""sex"": ""1"", ""content"": ""祝你圣诞快乐，祝你不止圣诞快乐。""}, {""sex"": ""1"", ""content"": ""希望圣诞树/礼物/雪花和你一起到来""}, {""sex"": ""1"", ""content"": "" 圣诞节你还不来找我，是准备让我cos成圣诞老人去你家要礼物吗？""}, {""sex"": ""1"", ""content"": ""圣诞节给你个选择是钻我袜子里还是钻我怀里""}, {""sex"": ""1"", ""content"": ""在等雪花、圣诞树、新年烟火，和更好的你。""}, {""sex"": ""1"", ""content"": ""叮叮当～叮叮当～今个响叮当～嘿！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在不想找对象""}, {""sex"": ""1"", ""content"": ""已经过了三秒，现在想找对象了吗。""}, {""sex"": ""1"", ""content"": ""没事，已经找到我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想跟你说话""}, {""sex"": ""1"", ""content"": ""那你可以开始把想说的话说出来了。""}, {""sex"": ""1"", ""content"": ""我真在仔细聆听你的话呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失眠中""}, {""sex"": ""1"", ""content"": ""一起失眠中。""}, {""sex"": ""1"", ""content"": ""想你中。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你好看""}, {""sex"": ""1"", ""content"": ""那必须的，这么好看的也就是我了。""}, {""sex"": ""1"", ""content"": ""难道你不觉得我好看，啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你骂我是狗""}, {""sex"": ""1"", ""content"": ""谁还不是单身狗了，是吧""}, {""sex"": ""1"", ""content"": ""哪有，狗狗明明很可爱，怎么能说是骂？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭么""}, {""sex"": ""1"", ""content"": ""吃啊，有饭为啥不吃呢。""}, {""sex"": ""1"", ""content"": ""怎么，想请我吃饭啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没空聊""}, {""sex"": ""1"", ""content"": ""果然仙女就是比较忙啊""}, {""sex"": ""1"", ""content"": ""那我只能默默想你，默默等你有空找我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见过自恋的，没见过你这么自恋的""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭啊，兄弟""}, {""sex"": ""1"", ""content"": ""自恋那是因为我有自恋的资本。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""听故事""}, {""sex"": ""1"", ""content"": ""听你和我的故事好不好？""}, {""sex"": ""1"", ""content"": ""这故事可以听好久呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多赚钱""}, {""sex"": ""1"", ""content"": ""努力赚钱是为了更好的明天。""}, {""sex"": ""1"", ""content"": ""赚钱不容易啊，真累。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安亲爱哒""}, {""sex"": ""1"", ""content"": ""早安，可爱哒""}, {""sex"": ""1"", ""content"": ""早安呀，我的早安吻呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个就算了吧""}, {""sex"": ""1"", ""content"": ""怎么能算了呢，我可是要当你男朋友的人。""}, {""sex"": ""1"", ""content"": ""小仙女怎么能这么轻易就放弃呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早就起来了。""}, {""sex"": ""1"", ""content"": ""起这么早呀，都没有睡懒觉吗？""}, {""sex"": ""1"", ""content"": ""下次起床记得叫我，我要跟你一起早起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡的早起的早""}, {""sex"": ""1"", ""content"": ""这样才能身体好啊。""}, {""sex"": ""1"", ""content"": ""熬夜有瘾之后，就再也没办法早睡早起了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈恋爱找我""}, {""sex"": ""1"", ""content"": ""那我得好好想想要怎么和你谈恋爱才行。""}, {""sex"": ""1"", ""content"": ""我这不是已经找到你了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡着了吗？""}, {""sex"": ""1"", ""content"": ""你还没跟我说晚安，我怎么能睡？""}, {""sex"": ""1"", ""content"": ""怎么啦？是不是想我想得睡不着觉了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就要你心疼""}, {""sex"": ""1"", ""content"": ""你这要求太过分了点吧。""}, {""sex"": ""1"", ""content"": ""我心疼你是满意的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你上班累不累啊""}, {""sex"": ""1"", ""content"": ""累啊，我都觉得要撑不住了。""}, {""sex"": ""1"", ""content"": ""累是累了点，但是这样才能感觉到生活的充实啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪都不懂""}, {""sex"": ""1"", ""content"": ""就是因为你不懂才显得我格外重要呀。""}, {""sex"": ""1"", ""content"": ""没关系，你哪不懂我都会教你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""噩梦了""}, {""sex"": ""1"", ""content"": ""都让你晚上梦到我啦，这下好了""}, {""sex"": ""1"", ""content"": ""不怕不怕，这不是还有我在嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会被我打死""}, {""sex"": ""1"", ""content"": ""把我打死了，那你就继承我的花呗吧。""}, {""sex"": ""1"", ""content"": ""看来你对自己很有信心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢猫还是狗""}, {""sex"": ""1"", ""content"": ""我喜欢你这只小猫咪。""}, {""sex"": ""1"", ""content"": ""怎么？想跟我一起养小猫小狗吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""希望你不是说说而已""}, {""sex"": ""1"", ""content"": ""我像是那种只说不做的人吗！""}, {""sex"": ""1"", ""content"": ""心动不如行动！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生气了都""}, {""sex"": ""1"", ""content"": ""生气那我就哄你！""}, {""sex"": ""1"", ""content"": ""生气有啥用，还不如揍我一顿解气呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我受到了惊吓""}, {""sex"": ""1"", ""content"": ""快让我抱一下，安抚你受惊吓的小心灵。""}, {""sex"": ""1"", ""content"": ""你现在肯定像一只受到惊吓的小兔子在瑟瑟发抖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃过饭了没""}, {""sex"": ""1"", ""content"": ""如果你想请我吃饭的话，我可以当做没吃饭。""}, {""sex"": ""1"", ""content"": ""没有，怎么要一起去吃饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃午饭了没""}, {""sex"": ""1"", ""content"": ""午饭不和你一起吃都不算吃了。""}, {""sex"": ""1"", ""content"": ""你请我吃饭的话就还没有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭没有啊？""}, {""sex"": ""1"", ""content"": ""如果你想请我吃饭，我就是没吃。""}, {""sex"": ""1"", ""content"": ""糟糕！我想你想得出神把吃饭给忘了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没吃晚饭""}, {""sex"": ""1"", ""content"": ""不吃晚饭是想饿坏我的小仙女吗？""}, {""sex"": ""1"", ""content"": ""是不是因为我没有陪你吃饭所以没胃口？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是男人吗""}, {""sex"": ""1"", ""content"": ""你试试不就知道我是不是男人了。""}, {""sex"": ""1"", ""content"": ""你想我怎么证明我是不是男人呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你啥时候管过的""}, {""sex"": ""1"", ""content"": ""我准备这时候管你！""}, {""sex"": ""1"", ""content"": ""那你愿意被我管吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇到了我""}, {""sex"": ""1"", ""content"": ""看来这辈子是不要想跑了。""}, {""sex"": ""1"", ""content"": ""遇到这么好的你，不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""醒了没起来""}, {""sex"": ""1"", ""content"": ""我就知道你这只小懒猪还在赖床""}, {""sex"": ""1"", ""content"": ""快起来啦，该吃饭了，不然要饿坏了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被风吹走""}, {""sex"": ""1"", ""content"": ""风好可恶，竟然出手了！""}, {""sex"": ""1"", ""content"": ""你放心，我是永远不会被吹走的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可是我……""}, {""sex"": ""1"", ""content"": ""跟我说话不用吞吞吐吐，直说就好了""}, {""sex"": ""1"", ""content"": ""我替你说吧，可是你已经喜欢上我了，对吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有点担心""}, {""sex"": ""1"", ""content"": ""你是在担心我吗？""}, {""sex"": ""1"", ""content"": ""不要担心，这不是有我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好啊！""}, {""sex"": ""1"", ""content"": ""美好的一天，从小仙女的问候开始。""}, {""sex"": ""1"", ""content"": ""早安~今天的你比昨天更可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起得这么早""}, {""sex"": ""1"", ""content"": ""早睡早起，身体倍儿棒！""}, {""sex"": ""1"", ""content"": ""因为要早起跟你一起迎接美好的新一天呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想做你的整个世界""}, {""sex"": ""1"", ""content"": ""那就做呗，我又不会拦着你。""}, {""sex"": ""1"", ""content"": ""世界那么大，建议你去走走。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对这世界很失望""}, {""sex"": ""1"", ""content"": ""那你就来我的世界，保证让你满意。""}, {""sex"": ""1"", ""content"": ""至少我这还有希望，我给你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""佩服你了""}, {""sex"": ""1"", ""content"": ""你配我刚刚好。""}, {""sex"": ""1"", ""content"": ""你这样子会爱上我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么叫幸福""}, {""sex"": ""1"", ""content"": ""幸福就是过好每一个有你的日子。""}, {""sex"": ""1"", ""content"": ""幸福与你相关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""掌上明珠""}, {""sex"": ""1"", ""content"": ""不，你是掌上名猪""}, {""sex"": ""1"", ""content"": ""我一定会好好珍惜你的，好好捧在手心里""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都是要钱的吗""}, {""sex"": ""1"", ""content"": ""如果是我女朋友，就不要钱了。""}, {""sex"": ""1"", ""content"": ""你见过天上掉馅饼的好事吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""Hi,你好""}, {""sex"": ""1"", ""content"": ""嗨，有什么可以为您服务的吗？ 小仙女？""}, {""sex"": ""1"", ""content"": ""哇，主动的小仙女真的最最最最可爱啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁要你啊""}, {""sex"": ""1"", ""content"": ""你啊，你难道不要我了吗？""}, {""sex"": ""1"", ""content"": ""我这么好，你为什么不要我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会煮给你吃""}, {""sex"": ""1"", ""content"": ""那一定要有机会，我要尝尝仙女的手艺。""}, {""sex"": ""1"", ""content"": ""要是能吃一辈子就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你老婆是谁""}, {""sex"": ""1"", ""content"": ""远在天边近在眼前啊""}, {""sex"": ""1"", ""content"": ""你这问的不是废话，不就是你吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你找啊""}, {""sex"": ""1"", ""content"": ""我这不是找到你了吗？""}, {""sex"": ""1"", ""content"": ""找了啊，最后还是觉得你好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也想年年十八""}, {""sex"": ""1"", ""content"": ""那你可以现在做个梦。""}, {""sex"": ""1"", ""content"": ""想法很好，但是现实很残忍。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就要多笑笑""}, {""sex"": ""1"", ""content"": ""笑一笑十年少啊。""}, {""sex"": ""1"", ""content"": ""再怎么笑，也没你笑的好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那过来我抱抱""}, {""sex"": ""1"", ""content"": ""抱一下怕是不够了。""}, {""sex"": ""1"", ""content"": ""熊抱还是公主抱？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""希望你说的是真的""}, {""sex"": ""1"", ""content"": ""我保证是真的，绝对不会让你失望。""}, {""sex"": ""1"", ""content"": ""如果说的不是真的，那我就不会开口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美丽大方""}, {""sex"": ""1"", ""content"": ""这个词简直就是为你量身定做的。""}, {""sex"": ""1"", ""content"": ""美丽大方的姑娘最令人喜欢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出去逛了""}, {""sex"": ""1"", ""content"": ""逛街都不带我一起的嘛。""}, {""sex"": ""1"", ""content"": ""那你出门记得涂防晒霜哦，免得晒黑黑了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午开场白""}, {""sex"": ""1"", ""content"": ""下班一起吃晚饭吗？""}, {""sex"": ""1"", ""content"": ""中午最容易犯困了，我眼睛都睁不开了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干活呢""}, {""sex"": ""1"", ""content"": ""要不要我帮忙啊，可别累着了。""}, {""sex"": ""1"", ""content"": ""辛苦勤奋的小仙女了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥[偷笑]""}, {""sex"": ""1"", ""content"": ""小姐姐别走，小哥哥来~""}, {""sex"": ""1"", ""content"": ""是的，像我这么帅气的才是小哥哥，其他都是路人甲""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有这个意思""}, {""sex"": ""1"", ""content"": ""那你就是喜欢我的意思咯。""}, {""sex"": ""1"", ""content"": ""那你准备有什么想法呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这人真有意思""}, {""sex"": ""1"", ""content"": ""那你想不想再有意思一点呢。""}, {""sex"": ""1"", ""content"": ""因为只是对你意思意思啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呵，傻男人""}, {""sex"": ""1"", ""content"": ""难不成你喜欢傻男人？""}, {""sex"": ""1"", ""content"": ""哼，傻女人！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[右哼哼][左哼哼]""}, {""sex"": ""1"", ""content"": ""我们家的小猪仔又在哼哼叫了。""}, {""sex"": ""1"", ""content"": ""哎呀呀，小仙女又开始傲娇了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我愿意做会猪""}, {""sex"": ""1"", ""content"": ""做我的猪如何？""}, {""sex"": ""1"", ""content"": ""做只猪，我养着如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长的丑活的久""}, {""sex"": ""1"", ""content"": ""那看来我的命应该挺长的。""}, {""sex"": ""1"", ""content"": ""我宁愿做一个丑八怪陪在你身旁。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""初恋什么时候""}, {""sex"": ""1"", ""content"": ""初次爱上你的时候吗？""}, {""sex"": ""1"", ""content"": ""遇见你就有初恋的感觉了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[饥饿]""}, {""sex"": ""1"", ""content"": ""饿了还不吃饭，是等我请你吗？""}, {""sex"": ""1"", ""content"": ""走，哥哥带你去吃好吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想跟你聊天""}, {""sex"": ""1"", ""content"": ""想什么想，直接来聊天呗。""}, {""sex"": ""1"", ""content"": ""只是聊天这么简单吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是女的吗""}, {""sex"": ""1"", ""content"": ""你是女汉纸，除了性别是女的之外。""}, {""sex"": ""1"", ""content"": ""可是我没有对你心动啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活照""}, {""sex"": ""1"", ""content"": ""希望以后我们会有很多我们一起拍的生活照。""}, {""sex"": ""1"", ""content"": ""不要生活照了，过来跟我一起生活吧。""}], ""lock"": 1}"
