"{""chat"": [{""sex"": ""1"", ""content"": ""你好，我的朋友说你很有气质，想和你认识一下，但他很害羞，所以我过来了。我叫XXX""}, {""sex"": ""2"", ""content"": ""（女生会给出一些回应。）""}, {""sex"": ""1"", ""content"": ""太好了，方便告诉电话么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天忙死了""}, {""sex"": ""1"", ""content"": ""这么忙有没有好好吃饭好好休息啊？""}, {""sex"": ""1"", ""content"": ""忙完这段时间就给自己放个假吧，别累坏身体了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要这样叫""}, {""sex"": ""1"", ""content"": ""怎么啦，我觉得这么叫很可爱呀""}, {""sex"": ""1"", ""content"": ""那你想让我怎么叫你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喔""}, {""sex"": ""1"", ""content"": ""你这么冷漠的嘛?""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""看来你是比较缺少我对你的疼爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝我生日快乐！""}, {""sex"": ""1"", ""content"": ""生日快乐，我的仙女。""}, {""sex"": ""1"", ""content"": ""我都准备好了，又被你抢先了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你努力""}, {""sex"": ""1"", ""content"": ""努力的让你更加爱我。""}, {""sex"": ""1"", ""content"": ""正在为我们的未来努力""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好努力""}, {""sex"": ""1"", ""content"": ""不努力就会被淘汰，我有什么理由不努力呢。""}, {""sex"": ""1"", ""content"": ""我只是努力的让自己变得更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好好努力""}, {""sex"": ""1"", ""content"": ""我一定会好好努力，不辜负小仙女的期望。""}, {""sex"": ""1"", ""content"": ""为了我们美好的将来我必须努力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在喝奶茶呢""}, {""sex"": ""1"", ""content"": ""那你是想长胖咯。""}, {""sex"": ""1"", ""content"": ""奶茶一时爽，一直喝一直爽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想读书了""}, {""sex"": ""1"", ""content"": ""不读书，怎么可以读懂我呢。""}, {""sex"": ""1"", ""content"": ""我这本书你不想读吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你口才好""}, {""sex"": ""1"", ""content"": ""我的嘴可不止口才好一个优点。""}, {""sex"": ""1"", ""content"": ""谢谢夸奖，不过，我的口才好像还没好到说服你做我女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个人才""}, {""sex"": ""1"", ""content"": ""眼光不错，这都让你看出来了。""}, {""sex"": ""1"", ""content"": ""能配的上你的当然是人才。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为你傻呗""}, {""sex"": ""1"", ""content"": ""傻傻的只喜欢你一人。""}, {""sex"": ""1"", ""content"": ""因为我是个爱情傻子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打死你哦""}, {""sex"": ""1"", ""content"": ""打死我，你就成了寡妇了。""}, {""sex"": ""1"", ""content"": ""小仙女是不可以打人哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没诚心""}, {""sex"": ""1"", ""content"": ""难道你没有看见我的诚心诚意吗？""}, {""sex"": ""1"", ""content"": ""那我要怎么做才能让你觉得有诚心？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要嫁人了""}, {""sex"": ""1"", ""content"": ""你终于决定要嫁给我了啊""}, {""sex"": ""1"", ""content"": ""我喜欢的女孩，最终还是没有成为我的新娘啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在上班的路上""}, {""sex"": ""1"", ""content"": ""看着路，好好上班。""}, {""sex"": ""1"", ""content"": ""巧了，我也在上班的路上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎哟，""}, {""sex"": ""1"", ""content"": ""怎么了怎么了，是撞到了吗？""}, {""sex"": ""1"", ""content"": ""你瞧瞧你，这么不小心，都撞到我心上了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你头像挺可爱的""}, {""sex"": ""1"", ""content"": ""谢谢小仙女夸奖，我觉得你更可爱。""}, {""sex"": ""1"", ""content"": ""比头像更可爱的是我本人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小孩儿""}, {""sex"": ""1"", ""content"": ""我都成年了，可不是小孩儿""}, {""sex"": ""1"", ""content"": ""小孩儿也有长大的一天，不是吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有雨伞""}, {""sex"": ""1"", ""content"": ""有雨伞就好，那你小心别被雨打湿了哦。""}, {""sex"": ""1"", ""content"": ""我还想说你要是没有雨伞我就给你送过去呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢你很久了""}, {""sex"": ""1"", ""content"": ""喜欢我这么久，怎么现在才让我知道""}, {""sex"": ""1"", ""content"": ""真的吗？你怎么不早说，我也一直喜欢你啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都不想理我""}, {""sex"": ""1"", ""content"": ""你从哪里看出来我不想理你呢。""}, {""sex"": ""1"", ""content"": ""欲情故纵这种事情，你不知道？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没在上班吗""}, {""sex"": ""1"", ""content"": ""现在满脑子都是你，哪有心思上班。""}, {""sex"": ""1"", ""content"": ""上累了，休息下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有什么好看的啊""}, {""sex"": ""1"", ""content"": ""我也不知道，但是就是想好好看着你。""}, {""sex"": ""1"", ""content"": ""仙女的容貌，你觉得有什么是不好看的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我问你年龄""}, {""sex"": ""1"", ""content"": ""年龄是个秘密，你猜猜""}, {""sex"": ""1"", ""content"": ""反正可以照顾你就是了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想问一下你年龄""}, {""sex"": ""1"", ""content"": ""法定结婚年龄我是到了的。""}, {""sex"": ""1"", ""content"": ""怎么想看看我什么时候可以娶你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呵呵是嘛""}, {""sex"": ""1"", ""content"": ""是啊，不过你的呵呵让我觉得脊背发凉""}, {""sex"": ""1"", ""content"": ""你也太冷漠了吧，没有感情的机器人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天过得开心吗""}, {""sex"": ""1"", ""content"": ""有你的陪伴，每天都很开心""}, {""sex"": ""1"", ""content"": ""本来今天过得很普通的，但是你让我觉得变开心了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我想打你可以吗""}, {""sex"": ""1"", ""content"": ""打吧，我忍着就好了。""}, {""sex"": ""1"", ""content"": ""那你能轻一点吗，我怕疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冒泡""}, {""sex"": ""1"", ""content"": ""我的小可爱终于上线了(￣▽￣)""}, {""sex"": ""1"", ""content"": ""美人鱼这是潜水潜了多久啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会吗？我感觉我的运气并不是很好""}, {""sex"": ""1"", ""content"": ""可能是因为你的运气都拿来遇见我了吧。""}, {""sex"": ""1"", ""content"": ""可能是我的运气都分给你了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天不忙呀""}, {""sex"": ""1"", ""content"": ""我正忙里偷闲跟你聊天呢。""}, {""sex"": ""1"", ""content"": ""对呀，今天事情比较少哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天人多很忙""}, {""sex"": ""1"", ""content"": ""下班我去接你吧，放松放松""}, {""sex"": ""1"", ""content"": ""忙的时候也要偷偷想我呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""安静挺好的""}, {""sex"": ""1"", ""content"": ""安安静静在你身边真的是挺好的。""}, {""sex"": ""1"", ""content"": ""如果有你在，我觉得会更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和你有种亲切感""}, {""sex"": ""1"", ""content"": ""我们上辈子是夫妻，当然亲切了。""}, {""sex"": ""1"", ""content"": ""你亲我一下，我们还能更亲切哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手机死机了""}, {""sex"": ""1"", ""content"": ""都怪你照片太好看了，手机都被你迷死机了。""}, {""sex"": ""1"", ""content"": ""你这理由我无力反驳。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字叫什么""}, {""sex"": ""1"", ""content"": ""你猜啊，猜对有奖励哟。""}, {""sex"": ""1"", ""content"": ""名字不重要，重要的是人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥你叫什么名字""}, {""sex"": ""1"", ""content"": ""我的名字很好记的，叫达令~~""}, {""sex"": ""1"", ""content"": ""你靠近点，小哥哥说给你听""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换了""}, {""sex"": ""1"", ""content"": ""看来你的动作还是很迅速的嘛""}, {""sex"": ""1"", ""content"": ""这么快就换好啦，我都还没反应过来呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑啥子嘛""}, {""sex"": ""1"", ""content"": ""笑点低的人，比较容易得到幸福。""}, {""sex"": ""1"", ""content"": ""笑一笑十年少，还不让我笑了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是金刚石""}, {""sex"": ""1"", ""content"": ""那你可就是钻石女孩了，那可是宝贝啊""}, {""sex"": ""1"", ""content"": ""既然你这么珍贵，那我要收回家珍藏了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是不一样""}, {""sex"": ""1"", ""content"": ""爱你的心一模一样""}, {""sex"": ""1"", ""content"": ""确实，毕竟是我喜欢的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""春天在哪里""}, {""sex"": ""1"", ""content"": ""春天在哪里呀春天在哪里，春天在那小仙女的眼睛里~""}, {""sex"": ""1"", ""content"": ""你来了就是我的春天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[傲慢][傲慢][傲慢][傲慢][傲慢]""}, {""sex"": ""1"", ""content"": ""你再这样我就亲你了。""}, {""sex"": ""1"", ""content"": ""小傲娇鬼，我怎么就被你吃得死死的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很忙呀""}, {""sex"": ""1"", ""content"": ""忙着为将来努力，你说能不忙吗。""}, {""sex"": ""1"", ""content"": ""忙点才能将生活过的充实一些。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙不好吗""}, {""sex"": ""1"", ""content"": ""不好，太忙了就没办法陪着你了。""}, {""sex"": ""1"", ""content"": ""有好也有坏吧，忙起来很充实可是忙起来会很累。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有啥好看的""}, {""sex"": ""1"", ""content"": ""没啥好看的，但你会看一辈子的。""}, {""sex"": ""1"", ""content"": ""我眼里有好看的你，你说好不好看？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做事呢""}, {""sex"": ""1"", ""content"": ""一早就变身勤劳的小蜜蜂啦。""}, {""sex"": ""1"", ""content"": ""做什么呢，要不要我来帮忙？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有本事你打我呀""}, {""sex"": ""1"", ""content"": ""你可是我心尖的小宝贝，我怎么会打你呢？""}, {""sex"": ""1"", ""content"": ""没本事，我只会爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你灌醉""}, {""sex"": ""1"", ""content"": ""你这是要我酒后吐真言啊。""}, {""sex"": ""1"", ""content"": ""想照顾喝醉后的我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚吃早饭""}, {""sex"": ""1"", ""content"": ""吃早饭都不叫我了，好伤心啊""}, {""sex"": ""1"", ""content"": ""我还没吃呢，有什么可以推荐的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早饭了没""}, {""sex"": ""1"", ""content"": ""想吃你亲手做的早餐。""}, {""sex"": ""1"", ""content"": ""吃啦，谢谢小仙女的问候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你找不到我的""}, {""sex"": ""1"", ""content"": ""你的身影一天到晚在我脑袋里晃，我怎么可能找不到你？""}, {""sex"": ""1"", ""content"": ""赌五毛钱，我一定会找到你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚失眠""}, {""sex"": ""1"", ""content"": ""以后失眠就找我，我陪你一起失眠""}, {""sex"": ""1"", ""content"": ""听说失眠是因为心里想着另一个人，你心里想的是我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想问下你喜欢宠物狗吗？""}, {""sex"": ""1"", ""content"": ""我还是更喜欢你。""}, {""sex"": ""1"", ""content"": ""喜欢啊，为什么不喜欢呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要来吗""}, {""sex"": ""1"", ""content"": ""这不是已经在来的路上了吗！""}, {""sex"": ""1"", ""content"": ""貌似没什么可以阻止我的吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那样不好吧""}, {""sex"": ""1"", ""content"": ""那我要不要换个模式呢？""}, {""sex"": ""1"", ""content"": ""好不好，你自己心里清楚呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去找她吧""}, {""sex"": ""1"", ""content"": ""她是谁，我只认识你。""}, {""sex"": ""1"", ""content"": ""不，我心里只有你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没遇见呢""}, {""sex"": ""1"", ""content"": ""谁说的，你已经遇见了，就是我呀。""}, {""sex"": ""1"", ""content"": ""你要遇见的人远在天边近在眼前。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有这么自恋的人蛮""}, {""sex"": ""1"", ""content"": ""不自恋的孩子不是好孩子""}, {""sex"": ""1"", ""content"": ""自恋又怎样，自恋也是需要资本的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安安[太阳]""}, {""sex"": ""1"", ""content"": ""早安！夜里的星星有没有我啊？""}, {""sex"": ""1"", ""content"": ""早安，早餐想吃什么，给你买""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你到底要干什么""}, {""sex"": ""1"", ""content"": ""不干嘛，我就是想过来让你喜欢一下。""}, {""sex"": ""1"", ""content"": ""我就只想和你这个仙女聊会儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又没看见""}, {""sex"": ""1"", ""content"": ""那你现在看到了不好吗。""}, {""sex"": ""1"", ""content"": ""这个得看你想不想看见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃过咯""}, {""sex"": ""1"", ""content"": ""让我看看小肚子是不是吃圆了？""}, {""sex"": ""1"", ""content"": ""好多女孩都不认真吃饭，看来你是例外。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被子加厚点咯""}, {""sex"": ""1"", ""content"": ""被子薄一点，有我在就够暖了。""}, {""sex"": ""1"", ""content"": ""被子？不应该是辈子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被窝里暖和""}, {""sex"": ""1"", ""content"": ""那你还没试试我怀里么。""}, {""sex"": ""1"", ""content"": ""正好你暖被窝，这样我很舒服了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥故事啊""}, {""sex"": ""1"", ""content"": ""拿出你的酒，听我细细跟你讲。""}, {""sex"": ""1"", ""content"": ""故事很长，你可能要听我讲一辈子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欺负小孩子""}, {""sex"": ""1"", ""content"": ""我就是想欺负一下你不可以吗！""}, {""sex"": ""1"", ""content"": ""小孩子可不是说欺负就欺负的呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢噩梦""}, {""sex"": ""1"", ""content"": ""那我就住进你的梦里，保护你。""}, {""sex"": ""1"", ""content"": ""有我在的梦，都不会是噩梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天做噩梦""}, {""sex"": ""1"", ""content"": ""都怪我，没能陪在你身边。""}, {""sex"": ""1"", ""content"": ""让我进入你梦里，我会守护你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你不行""}, {""sex"": ""1"", ""content"": ""男人不行说自己不行！""}, {""sex"": ""1"", ""content"": ""行不行，你试试不就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是要上班""}, {""sex"": ""1"", ""content"": ""是啊，不过上班也没有跟你聊天重要。""}, {""sex"": ""1"", ""content"": ""对啊，上班才能攒钱娶你嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还想知道啥""}, {""sex"": ""1"", ""content"": ""只要是与你有关的事我都想知道。""}, {""sex"": ""1"", ""content"": ""我想知道你觉得我这个人怎么样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你过来啊，我保证不打死你""}, {""sex"": ""1"", ""content"": ""我信你个鬼！我才不过来！""}, {""sex"": ""1"", ""content"": ""把我给打死了，你可能要后悔死。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是本人吗？""}, {""sex"": ""1"", ""content"": ""我是不是本人得你亲自来试试！""}, {""sex"": ""1"", ""content"": ""肯定不是本人啦，有啥想问的赶紧问！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像是本人么""}, {""sex"": ""1"", ""content"": ""觉得我帅得不真实吗""}, {""sex"": ""1"", ""content"": ""如果不是本人我就把手机吃下去""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猫咪真可爱""}, {""sex"": ""1"", ""content"": ""那你可真的是可爱到爆了。""}, {""sex"": ""1"", ""content"": ""像你这么可爱的人已经不多见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这样太不像话了""}, {""sex"": ""1"", ""content"": ""是你美的太不像话好不好！""}, {""sex"": ""1"", ""content"": ""对不起，都怪我喜欢你喜欢的太不像话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只是不想说话""}, {""sex"": ""1"", ""content"": ""你是怕自己说的太多了吧！""}, {""sex"": ""1"", ""content"": ""这时候不想说，你准备什么时候想说呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被你甜到了""}, {""sex"": ""1"", ""content"": ""你都没尝过怎么知道甜呢？""}, {""sex"": ""1"", ""content"": ""这么甜甜的我，你喜欢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想到了再说""}, {""sex"": ""1"", ""content"": ""那你可要努力想一想呀。""}, {""sex"": ""1"", ""content"": ""难道你想不到就不说了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上课咯""}, {""sex"": ""1"", ""content"": ""允许你上课的时候偷偷想我。""}, {""sex"": ""1"", ""content"": ""好想跟你做同桌，这样就能一起上课了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累就累吧""}, {""sex"": ""1"", ""content"": ""可是我不忍心看你这么累啊。""}, {""sex"": ""1"", ""content"": ""万一把身子给累坏了怎么办，还是好好休息吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上吃的什么""}, {""sex"": ""1"", ""content"": ""豆浆配油条，早餐必备呀。""}, {""sex"": ""1"", ""content"": ""吃了三明治，吃得我好满足啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还是个弟弟""}, {""sex"": ""1"", ""content"": ""我哪里像是个弟弟？！""}, {""sex"": ""1"", ""content"": ""你见过这么帅气的弟弟吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""腊八节开场""}, {""sex"": ""1"", ""content"": ""腊八节快乐！今天你喝腊八粥了吗？""}, {""sex"": ""1"", ""content"": ""腊八到，集一筐健康，两箩快乐，三瓢富贵，四盘平安，五袋好运，六包甜蜜，七份真诚，八勺温馨，用我火火的心意，熬成一锅幸福的腊八粥送""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和别人吃饭""}, {""sex"": ""1"", ""content"": ""我吃醋了，你背着我跟其他人吃饭。""}, {""sex"": ""1"", ""content"": ""下次约我一起吃饭知道吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是人""}, {""sex"": ""1"", ""content"": ""我不仅是人，我还是你的人。""}, {""sex"": ""1"", ""content"": ""小仙女要跟我这个凡人谈一场恋爱吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累不累啊？""}, {""sex"": ""1"", ""content"": ""累，好想有个人能帮我揉一揉肩膀啊。""}, {""sex"": ""1"", ""content"": ""你别担心，虽然有点累，但我觉得是值得的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""姐就是个渣""}, {""sex"": ""1"", ""content"": ""没事，我会用张网把你包起来。""}, {""sex"": ""1"", ""content"": ""渣女，只渣我一个人吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你啥时候有时间""}, {""sex"": ""1"", ""content"": ""那得看你什么时候有时间了""}, {""sex"": ""1"", ""content"": ""时间就像海绵挤挤就有了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我心情不怎么好""}, {""sex"": ""1"", ""content"": ""怎么就心情不好啦？跟我说说行吗""}, {""sex"": ""1"", ""content"": ""我不太会聊天，但我会给你带来快乐""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不喜欢我了吗""}, {""sex"": ""1"", ""content"": ""从来就不曾出现过不喜欢你的情况。""}, {""sex"": ""1"", ""content"": ""没错，不喜欢了，我已经爱上你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没你幸福""}, {""sex"": ""1"", ""content"": ""我没有你哪来的幸福啊。""}, {""sex"": ""1"", ""content"": ""那你过来我们一起幸福呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在做手工""}, {""sex"": ""1"", ""content"": ""哇，小仙女这么心灵手巧呀""}, {""sex"": ""1"", ""content"": ""做什么手工，我可以看看吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好[太阳][太阳]""}, {""sex"": ""1"", ""content"": ""太阳看到你也变得更灿烂了呢""}, {""sex"": ""1"", ""content"": ""能够听到你的早上好，今天一定有好运气""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要好好爱我""}, {""sex"": ""1"", ""content"": ""放心吧，这点是不会让你失望的""}, {""sex"": ""1"", ""content"": ""爱你不是我必须要做的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我洗个脸去""}, {""sex"": ""1"", ""content"": ""好好洗脸，但是不要把美丽洗掉了。""}, {""sex"": ""1"", ""content"": ""你是给我看素颜的你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""错过就是错过""}, {""sex"": ""1"", ""content"": ""既然能错过那就不是对的人，不用难过。""}, {""sex"": ""1"", ""content"": ""错过谁都可以，但你千万不能错过我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好疼啊""}, {""sex"": ""1"", ""content"": ""哪里疼了，我帮你呼呼好不好？""}, {""sex"": ""1"", ""content"": ""你把自己弄疼了也把我弄疼了，我的心好疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""疼疼""}, {""sex"": ""1"", ""content"": ""哪里疼啊，我的心都跟着一起疼了""}, {""sex"": ""1"", ""content"": ""好好照顾自己好不好，不要总是让我这么担心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在好头疼""}, {""sex"": ""1"", ""content"": ""我想到你的时候也挺头疼的。""}, {""sex"": ""1"", ""content"": ""那就让我做你的止疼片吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡不着怎么治""}, {""sex"": ""1"", ""content"": ""简单，把自己打昏之后就睡得着了。""}, {""sex"": ""1"", ""content"": ""我陪你聊会儿天，等过会儿你就会睡着的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没人约""}, {""sex"": ""1"", ""content"": ""那我可要把握这个约你的机会了。""}, {""sex"": ""1"", ""content"": ""这么可爱的小仙女竟然没人约，那我约！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说笑""}, {""sex"": ""1"", ""content"": ""你不知道笑起来很好看吗！""}, {""sex"": ""1"", ""content"": ""你笑起来的时候，我感觉自己都要醉了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那张照片好看""}, {""sex"": ""1"", ""content"": ""你什么照片不好看了呢。""}, {""sex"": ""1"", ""content"": ""拍你的照片一直都这么的好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不聊了，拜拜""}, {""sex"": ""1"", ""content"": ""那就把话留到下次再讲吧。""}, {""sex"": ""1"", ""content"": ""可是我还想跟你多聊一会儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇见更好的""}, {""sex"": ""1"", ""content"": ""我只想遇见这么好的你。""}, {""sex"": ""1"", ""content"": ""除了你，我想不到我要遇见的人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想遇见""}, {""sex"": ""1"", ""content"": ""但是有些遇见是命中注定，你不想也没办法。""}, {""sex"": ""1"", ""content"": ""你说这话也太伤人心了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我准备洗澡睡觉了""}, {""sex"": ""1"", ""content"": ""你去洗澡，我来帮你暖被窝。""}, {""sex"": ""1"", ""content"": ""这么冷的天，洗澡水温度记得调高些。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天可累""}, {""sex"": ""1"", ""content"": ""那需要我给你按摩，放松一下嘛。""}, {""sex"": ""1"", ""content"": ""累了就好好休息，我会陪你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这是干啥""}, {""sex"": ""1"", ""content"": ""我正在静静的想你呢。""}, {""sex"": ""1"", ""content"": ""在等一个仙女问我在干啥。""}], ""lock"": 1}"
