"{""chat"": [{""sex"": ""1"", ""content"": ""发现我们有个默契?""}, {""sex"": ""2"", ""content"": ""？？?""}, {""sex"": ""1"", ""content"": ""你不言，我也不语""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猜不准""}, {""sex"": ""1"", ""content"": ""没事，反正也是猜着玩。""}, {""sex"": ""1"", ""content"": ""猜不准也不会吃了你，猜猜看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""智商太低""}, {""sex"": ""1"", ""content"": ""没事，这时候情商来凑不就好了。""}, {""sex"": ""1"", ""content"": ""不低啊，也就是比你稍微低了点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是不知道啊""}, {""sex"": ""1"", ""content"": ""不知道还敢这么理直气壮哦。""}, {""sex"": ""1"", ""content"": ""好嘛，就算你不知道也没关系呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大闲人""}, {""sex"": ""1"", ""content"": ""我这个大闲人需要你的陪伴""}, {""sex"": ""1"", ""content"": ""闲下来就忍不住一直想你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小鬼头""}, {""sex"": ""1"", ""content"": ""我一个一米八的大男人被你说成是小鬼头？""}, {""sex"": ""1"", ""content"": ""小鬼头在哪里，让我见识一下他的厉害。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你晓得就好""}, {""sex"": ""1"", ""content"": ""我当然晓得你对我的心意了。""}, {""sex"": ""1"", ""content"": ""必须的，你迟早都会是我的女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上你熬夜了？""}, {""sex"": ""1"", ""content"": ""熬夜一时爽，一直熬夜一直爽。""}, {""sex"": ""1"", ""content"": ""熬夜是一种毒品，熬着熬着会上瘾了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今晚不用睡了是吧？""}, {""sex"": ""1"", ""content"": ""你都没睡，我怎么会去睡呢。""}, {""sex"": ""1"", ""content"": ""熬夜是种毒品。让人上瘾。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""阅历丰富""}, {""sex"": ""1"", ""content"": ""在这世上走一遭，多多少少也见识了一些东西嘛""}, {""sex"": ""1"", ""content"": ""有丰富的阅历才会有有趣的人生嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没中毒呢""}, {""sex"": ""1"", ""content"": ""可我中了你的毒了。""}, {""sex"": ""1"", ""content"": ""中毒了也不怕，有我在，我帮你把毒素吸出来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认真的嘛""}, {""sex"": ""1"", ""content"": ""当然是认真的，高考都没这么认真过""}, {""sex"": ""1"", ""content"": ""我认真的还不够明显吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猜猜看""}, {""sex"": ""1"", ""content"": ""这不好猜呀，有没有提示？""}, {""sex"": ""2"", ""content"": ""没有哦""}, {""sex"": ""1"", ""content"": ""那完了，我猜错你该不会惩罚我吧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有代沟了""}, {""sex"": ""1"", ""content"": ""瞎说，我们之间零距离。""}, {""sex"": ""1"", ""content"": ""好好沟通就不会有代沟啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正在找""}, {""sex"": ""1"", ""content"": ""找着找着找着，你就找到了我""}, {""sex"": ""1"", ""content"": ""虽然寻找的时候很辛苦，但以后你会知道一切都值得""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对你好点""}, {""sex"": ""1"", ""content"": ""世界上就这么一个我，不对我好点就没机会啦。""}, {""sex"": ""1"", ""content"": ""哭辽，你终于发现要对我好一点了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不认识你呀""}, {""sex"": ""1"", ""content"": ""很多情侣刚开始都互相不认识的。""}, {""sex"": ""1"", ""content"": ""认不认识不重要，现在我想认识你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""住心里""}, {""sex"": ""1"", ""content"": ""那我以后还需不需要交房租啊。""}, {""sex"": ""1"", ""content"": ""你心里很空，我一个住起来挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛呢呀""}, {""sex"": ""1"", ""content"": ""不干嘛，就是想看看你。""}, {""sex"": ""1"", ""content"": ""在等你这美女找我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早啊，""}, {""sex"": ""1"", ""content"": ""早上好，小仙女早起喝露水啦。""}, {""sex"": ""1"", ""content"": ""早安，你又开启了我一天的好心情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭饭啊""}, {""sex"": ""1"", ""content"": ""那你记得吃饱点，不然没肉肉了。""}, {""sex"": ""1"", ""content"": ""吃货眼里就剩下吃饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做饭吃饭""}, {""sex"": ""1"", ""content"": ""什么时候才能吃到你为我做的饭啊？""}, {""sex"": ""1"", ""content"": ""我觉得你应该多备一副碗筷，因为我随时有可能去蹭饭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭饭咯""}, {""sex"": ""1"", ""content"": ""吃什么好吃的，不给我留点！""}, {""sex"": ""1"", ""content"": ""吃饭都不带我，你让我饿肚子真的好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会有故事""}, {""sex"": ""1"", ""content"": ""会有的，我们一起去经历就一定会有故事发生""}, {""sex"": ""1"", ""content"": ""那我就想办法创造故事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想喝了""}, {""sex"": ""1"", ""content"": ""不想喝就别喝了，别勉强自己。""}, {""sex"": ""1"", ""content"": ""那就不喝了，喝点开水就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快去吃饭啦""}, {""sex"": ""1"", ""content"": ""好啦，我吃饱了就马上找你。""}, {""sex"": ""1"", ""content"": ""要是能跟你一起吃饭就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对所有人都会这么讲""}, {""sex"": ""1"", ""content"": ""这些话我只对你讲过。""}, {""sex"": ""1"", ""content"": ""会是会，但我只想对你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能好好讲话""}, {""sex"": ""1"", ""content"": ""我怕好好讲话，你会受不了。""}, {""sex"": ""1"", ""content"": ""我好不容易调到同一频道，又让我改。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等见面是什么时候""}, {""sex"": ""1"", ""content"": ""只要你想，我们很快就能见面了。""}, {""sex"": ""1"", ""content"": ""听你的，你想见我我就去找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打爆你的头""}, {""sex"": ""1"", ""content"": ""那你就要负责照顾我一辈子了。""}, {""sex"": ""1"", ""content"": ""难道你以后想跟没有头的我过日子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早早安""}, {""sex"": ""1"", ""content"": ""听到你说的早安，我又是幸福美满的一天。""}, {""sex"": ""1"", ""content"": ""早安，我亲爱的小仙女姐姐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不算啦""}, {""sex"": ""1"", ""content"": ""怎么不算，肯定算呀""}, {""sex"": ""1"", ""content"": ""为什么不算，你可是小仙女呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭没有啊""}, {""sex"": ""1"", ""content"": ""我要是没有吃饭，你是不是邀请我吃饭？""}, {""sex"": ""1"", ""content"": ""你都不陪我一起吃饭，我哪有胃口吃饭啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早都起床了""}, {""sex"": ""1"", ""content"": ""咋起这么早，我还以为你会赖床呢。""}, {""sex"": ""1"", ""content"": ""原来仙女都起得这么早啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还在工作""}, {""sex"": ""1"", ""content"": ""努力工作的样子是最好看的。""}, {""sex"": ""1"", ""content"": ""好好工作，努力赚大钱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我晚上从来不踢被子""}, {""sex"": ""1"", ""content"": ""这么乖，想要什么奖励呢。""}, {""sex"": ""1"", ""content"": ""踢被子的都是坏孩子，你是好孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""除了你欺负我。估计没人敢欺负我吧""}, {""sex"": ""1"", ""content"": ""谁敢欺负你，我跟谁急！""}, {""sex"": ""1"", ""content"": ""欺负你是我这辈子最大的荣幸了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是祸害""}, {""sex"": ""1"", ""content"": ""那就让我来为民除害吧！""}, {""sex"": ""1"", ""content"": ""你把我的心给祸害了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不知道心疼我""}, {""sex"": ""1"", ""content"": ""我这不就是来心疼你了嘛。""}, {""sex"": ""1"", ""content"": ""我怎么舍得让你心疼呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不上班啊？""}, {""sex"": ""1"", ""content"": ""我不上班，你来养我吗？！""}, {""sex"": ""1"", ""content"": ""上班的时候与你聊天不行嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真有对象了""}, {""sex"": ""1"", ""content"": ""象棋里面一对象我知道啊。""}, {""sex"": ""1"", ""content"": ""我又不喜欢你对象！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像本人？""}, {""sex"": ""1"", ""content"": ""嗯，正是在下。""}, {""sex"": ""1"", ""content"": ""不是本人，本人更帅一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个猫咪比我的脸还大""}, {""sex"": ""1"", ""content"": ""但是这个猫咪没有你可爱。""}, {""sex"": ""1"", ""content"": ""这么可爱真的好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有说过""}, {""sex"": ""1"", ""content"": ""你只是忘记了而已。""}, {""sex"": ""1"", ""content"": ""你说过的每一句话我都记在心里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜点""}, {""sex"": ""1"", ""content"": ""吃甜点容易发胖哦。""}, {""sex"": ""1"", ""content"": ""因为你爱吃甜点，所以才这么甜的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太坏""}, {""sex"": ""1"", ""content"": ""都说男人不坏女人不爱，难道坏一点不好嘛？""}, {""sex"": ""1"", ""content"": ""我哪里坏了，明明对你很好嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""优秀的人太多了""}, {""sex"": ""1"", ""content"": ""优秀的人那么多，你也是其中之一。""}, {""sex"": ""1"", ""content"": ""就算优秀的人很多，但你依旧是自己的太阳呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨天晚上做了个梦""}, {""sex"": ""1"", ""content"": ""难不成你这个意思是梦到我了吗？""}, {""sex"": ""1"", ""content"": ""日有所思夜有所梦啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想知道什么？""}, {""sex"": ""1"", ""content"": ""关于你的全部我都想知道。""}, {""sex"": ""1"", ""content"": ""我想知道的东西你都愿意告诉我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点吃饭""}, {""sex"": ""1"", ""content"": ""是早点和你一起吃饭吗？""}, {""sex"": ""1"", ""content"": ""那要不一起吃饭？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说话太甜了吧""}, {""sex"": ""1"", ""content"": ""今天特地为你抹了蜜的。""}, {""sex"": ""1"", ""content"": ""甜甜的比较适合你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是机器人吗？""}, {""sex"": ""1"", ""content"": ""我这是肉做的！""}, {""sex"": ""1"", ""content"": ""难不成你想来个人与机器人的爱情故事？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那要是真人不好看呢""}, {""sex"": ""1"", ""content"": ""你能不能给那些自认无好看的留点面子。""}, {""sex"": ""1"", ""content"": ""我不是很注重外表的一个人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不给你看""}, {""sex"": ""1"", ""content"": ""不给看就不给看嘛。""}, {""sex"": ""2"", ""content"": ""略略略。""}, {""sex"": ""1"", ""content"": ""那我就偷偷地看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有呢""}, {""sex"": ""1"", ""content"": ""我这有，想不想要？""}, {""sex"": ""1"", ""content"": ""你亲我一下我就告诉你哪儿有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心有灵犀吗""}, {""sex"": ""1"", ""content"": ""我只和喜欢的人才会心有灵犀。""}, {""sex"": ""1"", ""content"": ""一点通吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也这么早""}, {""sex"": ""1"", ""content"": ""我一直都有良好的早起习惯。""}, {""sex"": ""1"", ""content"": ""是啊，毕竟想早点跟你聊天嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你相信世界末日""}, {""sex"": ""1"", ""content"": ""我不相信世界末日，我相信世界和平。""}, {""sex"": ""1"", ""content"": ""如果世界末日真的会来临，我希望那一天能在你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""益达""}, {""sex"": ""1"", ""content"": ""不，是你的益达""}, {""sex"": ""1"", ""content"": ""你要做我的益达女孩吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi～""}, {""sex"": ""1"", ""content"": ""hi 是在等我吗 ????""}, {""sex"": ""1"", ""content"": ""hi你真厉害赚到一个这么可爱的我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不特别""}, {""sex"": ""1"", ""content"": ""你是世界上独一无二的存在，你当然是特别的。""}, {""sex"": ""1"", ""content"": ""在我眼里你就是最特别的，你跟别的姑娘不一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么请你吃饭""}, {""sex"": ""1"", ""content"": ""这样我就有机会再请回你。""}, {""sex"": ""1"", ""content"": ""让我欠你什么，这样你就能记住我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你可错了""}, {""sex"": ""1"", ""content"": ""那就将错就错吧，问题不大。""}, {""sex"": ""1"", ""content"": ""我哪儿错了，小仙女请指点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感情方面""}, {""sex"": ""1"", ""content"": ""感情方面我们一起面对，怎么能让你独自苦恼呢？""}, {""sex"": ""1"", ""content"": ""我希望你的感情方面只与我有挂钩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昏""}, {""sex"": ""1"", ""content"": ""色令智昏，我要昏倒在你的美色里了""}, {""sex"": ""1"", ""content"": ""爱情容易令人发昏上头啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没干完活呢""}, {""sex"": ""1"", ""content"": ""放着，我来干！""}, {""sex"": ""1"", ""content"": ""怎么可以让小仙女干那么多的活呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说话要算话""}, {""sex"": ""1"", ""content"": ""当然啦，君子一言驷马难追。""}, {""sex"": ""1"", ""content"": ""难道我看着像是说话不算数的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""全是美女""}, {""sex"": ""1"", ""content"": ""可我眼里只有你这一个美女。""}, {""sex"": ""1"", ""content"": ""我觉得只有你这位美女最适合我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直到遇见你""}, {""sex"": ""1"", ""content"": ""遇见我让你有了不一样的生活吗？""}, {""sex"": ""1"", ""content"": ""真幸运能遇到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很开心遇见新朋友""}, {""sex"": ""1"", ""content"": ""遇见小仙女我也好开心呀""}, {""sex"": ""1"", ""content"": ""能让你开心我也好开心呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你干啥呐""}, {""sex"": ""1"", ""content"": ""没干啥呀，我在跟喜欢的人聊天。""}, {""sex"": ""1"", ""content"": ""我在干一件很重要的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你在干啥呢""}, {""sex"": ""1"", ""content"": ""我在做一些想你的事情。""}, {""sex"": ""1"", ""content"": ""我还能干嘛啊，当然是上着班想着你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近很忙吗""}, {""sex"": ""1"", ""content"": ""怎么，你想约我吃饭啊！？""}, {""sex"": ""1"", ""content"": ""忙啊，忙着为我们将来努力呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近很忙吧""}, {""sex"": ""1"", ""content"": ""你都没来找我，我怎么忙的起来啊""}, {""sex"": ""1"", ""content"": ""在你找我的这一刻，我就不忙啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太危险了""}, {""sex"": ""1"", ""content"": ""别担心，我不会让自己出事的""}, {""sex"": ""1"", ""content"": ""不怕，哥哥我无所畏惧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""站了一天""}, {""sex"": ""1"", ""content"": ""那你一定要坐一会儿休息一下。""}, {""sex"": ""1"", ""content"": ""在我心上站着累不累啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是那个意思""}, {""sex"": ""1"", ""content"": ""我懂，你的意思和我的意思一样""}, {""sex"": ""1"", ""content"": ""难不成你能看懂我脑子里的意思？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的名字。""}, {""sex"": ""1"", ""content"": ""你猜，猜对了就告诉你。""}, {""sex"": ""1"", ""content"": ""我的名字？“你老公”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有何指教""}, {""sex"": ""1"", ""content"": ""余生请多多指教。""}, {""sex"": ""1"", ""content"": ""我想引导你进我的心里来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我等你吧""}, {""sex"": ""1"", ""content"": ""好，我肯定不会让你等太久的。""}, {""sex"": ""1"", ""content"": ""你愿意等我实在是太好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长得丑想得美""}, {""sex"": ""1"", ""content"": ""既然都长得丑了，还不让想的美啊。""}, {""sex"": ""1"", ""content"": ""你就是这么美啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找打？""}, {""sex"": ""1"", ""content"": ""你打我的时候，以后不会总说这句吧。""}, {""sex"": ""1"", ""content"": ""老婆打老公还是没点问题的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对对对你说的对""}, {""sex"": ""1"", ""content"": ""看来你对我说的话相当认可嘛。""}, {""sex"": ""1"", ""content"": ""那必须的，哥哥说的话什么时候不对了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的小可爱上线了""}, {""sex"": ""1"", ""content"": ""让我等了这么久，你是不是该赔礼道歉！""}, {""sex"": ""1"", ""content"": ""等小可爱上线等得我的心都碎了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就不好看了""}, {""sex"": ""1"", ""content"": ""谁说的，明明 你都还这么好看啊""}, {""sex"": ""1"", ""content"": ""现在难道还有其他人比你难看吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在你心里重要吗？""}, {""sex"": ""1"", ""content"": ""我心里就你一个人，你说重要吗。""}, {""sex"": ""1"", ""content"": ""重要啊，你在我心里排第一呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约别人""}, {""sex"": ""1"", ""content"": ""想约的人只有你，哪有别人？""}, {""sex"": ""1"", ""content"": ""你是谁也替代不了的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱情相信你能是我的爱情。""}, {""sex"": ""1"", ""content"": ""我相信你是我这辈子唯一。""}, {""sex"": ""1"", ""content"": ""我又何尝不是呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早9""}, {""sex"": ""1"", ""content"": ""早安，么么哒。""}, {""sex"": ""1"", ""content"": ""你比我还早啊""}, {""sex"": ""1"", ""content"": ""我早就起床啦，太阳都晒屁屁了""}, {""sex"": ""1"", ""content"": ""恩，记得吃早饭""}, {""sex"": ""1"", ""content"": ""早呀，我的小可爱""}, {""sex"": ""1"", ""content"": ""希望以后的早上你能在我的耳边这样对我说""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瘦了点""}, {""sex"": ""1"", ""content"": ""不能再瘦了，再瘦下去你就要被风吹跑了。""}, {""sex"": ""1"", ""content"": ""是不是没有好好吃饭，就算减肥也要好好吃饭知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要干嘛""}, {""sex"": ""1"", ""content"": ""我还想问你在我心里干嘛呢""}, {""sex"": ""2"", ""content"": ""我在你心里？""}, {""sex"": ""1"", ""content"": ""是啊，这么晚了还不回去睡觉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是要睡觉嘛""}, {""sex"": ""1"", ""content"": ""睡前我想再想一想你。""}, {""sex"": ""1"", ""content"": ""睡觉之前想听你一句晚安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很痛""}, {""sex"": ""1"", ""content"": ""哪里痛啊，说得我都心痛了。""}, {""sex"": ""1"", ""content"": ""要是我能帮你承受痛苦就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没人和我说话""}, {""sex"": ""1"", ""content"": ""我这不是已经在和你说话了吗。""}, {""sex"": ""1"", ""content"": ""这时候我就应该给你发一个消息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那可以的呢""}, {""sex"": ""1"", ""content"": ""说好的不可以反悔哦""}, {""sex"": ""1"", ""content"": ""有你更可以呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想要什么机会""}, {""sex"": ""1"", ""content"": ""想要一个喜欢你的机会！""}, {""sex"": ""1"", ""content"": ""我想要个娶你的机会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还在忙？""}, {""sex"": ""1"", ""content"": ""一直忙着想你呢。""}, {""sex"": ""1"", ""content"": ""忙的时候也可以抽空回你消息的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能是吧""}, {""sex"": ""1"", ""content"": ""但我觉得不是。""}, {""sex"": ""2"", ""content"": ""为什么？""}, {""sex"": ""1"", ""content"": ""因为你终究是属于我的人，怎么能与别人有是非呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥不信""}, {""sex"": ""1"", ""content"": ""耳听为虚眼见为实，我得亲眼看见才会相信。""}, {""sex"": ""1"", ""content"": ""就像你说你不喜欢我一样，我觉得你在骗我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有男朋友吗""}, {""sex"": ""1"", ""content"": ""以前没有，现在有了！""}, {""sex"": ""1"", ""content"": ""那你介不介意有男朋友呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我善良""}, {""sex"": ""1"", ""content"": ""做一个善良的人真的很难啊。""}, {""sex"": ""1"", ""content"": ""善良的人最后都没什么好的结果。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能想""}, {""sex"": ""1"", ""content"": ""干嘛不能想，想我就多想一点。""}, {""sex"": ""1"", ""content"": ""那你想想什么时候答应做我女朋友吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""价格""}, {""sex"": ""1"", ""content"": ""不要在乎价格，开心就好""}, {""sex"": ""1"", ""content"": ""别管价格，谈价格多俗啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你嫌弃我""}, {""sex"": ""1"", ""content"": ""才不是，我永远都不可能嫌弃你。""}, {""sex"": ""1"", ""content"": ""对对对，我是嫌弃你，嫌弃你太好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你让我失望了""}, {""sex"": ""1"", ""content"": ""是我不好，你重新对我燃起希望好吗？""}, {""sex"": ""1"", ""content"": ""你这样我会很不知所措的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想看看""}, {""sex"": ""1"", ""content"": ""那你是不是应该拿什么交换一下呀""}, {""sex"": ""1"", ""content"": ""既然小仙女想看，那我就满足你好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""莫名其妙的想你""}, {""sex"": ""1"", ""content"": ""没有莫名其妙的想，你分明是想了我很久了吧。""}, {""sex"": ""1"", ""content"": ""你想念我的声音那么大声，我都听到啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想剪头发了""}, {""sex"": ""1"", ""content"": ""不要啊，你这么好看的头发怎么可以剪呢。""}, {""sex"": ""1"", ""content"": ""剪头发这种事情还是得慢慢来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会打球""}, {""sex"": ""1"", ""content"": ""我又不介意你不会打球。""}, {""sex"": ""1"", ""content"": ""只要你愿意看我打球就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不是气球""}, {""sex"": ""1"", ""content"": ""你当然不是气球，你是小仙女。""}, {""sex"": ""1"", ""content"": ""气球要是都像你这样，我肯定对气球爱不释手。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯 没事""}, {""sex"": ""1"", ""content"": ""当女孩子说没事的时候，往往都是有事！""}, {""sex"": ""1"", ""content"": ""为了确保你真的没事，我还是再待会儿好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想的到挺美""}, {""sex"": ""1"", ""content"": ""人虽然不臭，但爱美之心肯定得有的。""}, {""sex"": ""1"", ""content"": ""看到你的美之后，我也要想美点才能配得上你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我00年""}, {""sex"": ""1"", ""content"": ""老了老了，现在都是零零后的天下了""}, {""sex"": ""1"", ""content"": ""那我们年纪差不多哦，但你得叫我一声哥哥""}], ""lock"": 1}"
