"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽。""}, {""sex"": ""1"", ""content"": ""嗨，看你照片挺可爱的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先生 你是哪位？""}, {""sex"": ""1"", ""content"": ""你家族里有过失忆症的病史吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是？""}, {""sex"": ""1"", ""content"": ""我姓相，单名一个公，你叫我老公就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是好人吗？""}, {""sex"": ""1"", ""content"": ""你觉得我像是好人吗？""}, {""sex"": ""1"", ""content"": ""你觉得有坏人说自己是坏人的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别让我失望""}, {""sex"": ""1"", ""content"": ""我最舍不得做的事就是让你失望了。""}, {""sex"": ""1"", ""content"": ""你要是失望了，一定是我做得不够好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想消失""}, {""sex"": ""1"", ""content"": ""别想了，还不如想想我呢。""}, {""sex"": ""1"", ""content"": ""你觉得我会忍心让你消失吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不找我聊天了""}, {""sex"": ""1"", ""content"": ""我担心太频繁跟你聊天你会嫌我烦。""}, {""sex"": ""1"", ""content"": ""我就知道其实是你想我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今晚在家歇歇""}, {""sex"": ""1"", ""content"": ""那我现在过去陪你呀？""}, {""sex"": ""1"", ""content"": ""要是我在的话就能帮你揉揉肩了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会爱上我了吧""}, {""sex"": ""1"", ""content"": ""你的担心有点迟了，因为我已经爱上你了""}, {""sex"": ""1"", ""content"": ""难道我不可以爱上你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕谈恋爱""}, {""sex"": ""1"", ""content"": ""你都还没尝试呢，为什么害怕呢？""}, {""sex"": ""1"", ""content"": ""其实恋爱没有那么可怕的，只是你自己幻想得太可怕而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天忙吗""}, {""sex"": ""1"", ""content"": ""有点忙，都没什么时间找你聊天。""}, {""sex"": ""1"", ""content"": ""有时候忙有时候不忙，你要是想我可以直接给我发消息，不影响的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这两天很忙""}, {""sex"": ""1"", ""content"": ""忙的时候记得要好好休息。""}, {""sex"": ""1"", ""content"": ""有时候忙着也是挺开心的一件事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙不忙呢""}, {""sex"": ""1"", ""content"": ""还好吧，也不算太忙就是了。""}, {""sex"": ""1"", ""content"": ""忙啊，但是忙着也开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""分手快乐""}, {""sex"": ""1"", ""content"": ""分了也好，这样我们就有机会在一起了。""}, {""sex"": ""1"", ""content"": ""有你我很快乐，没有你我也一样快乐，祝你快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""周末愉快！""}, {""sex"": ""1"", ""content"": ""我可以邀请小仙女共度一个愉快的周末吗？""}, {""sex"": ""1"", ""content"": ""要是能陪伴在你身边就更愉快了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就恨人骗我。""}, {""sex"": ""1"", ""content"": ""放心，我舍不得骗你。""}, {""sex"": ""1"", ""content"": ""你这么可爱的人，怎么会骗你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的想象力真好""}, {""sex"": ""1"", ""content"": ""必须的，咱们的脑子不就是让我们尽情想象的嘛。""}, {""sex"": ""1"", ""content"": ""我连咱们以后孩子的房间都设计好了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘻嘻鬼""}, {""sex"": ""1"", ""content"": ""嘻嘻哈哈，没有烦恼。""}, {""sex"": ""1"", ""content"": ""真想能给你一辈子的快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎哟。""}, {""sex"": ""1"", ""content"": ""你这么叫别人会误以为我欺负你的。""}, {""sex"": ""1"", ""content"": ""怎么了，是不是受伤了，还是哪里疼？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还不起""}, {""sex"": ""1"", ""content"": ""被窝绑架了我，你快来救救我""}, {""sex"": ""1"", ""content"": ""不想起来，起来了也见不到你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以做个朋友吗""}, {""sex"": ""1"", ""content"": ""神仙和凡人做朋友是触犯天条的。""}, {""sex"": ""1"", ""content"": ""做朋友吗，结婚的那种啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等雨停""}, {""sex"": ""1"", ""content"": ""下雨的声音太大了，雨停了就舒服了。""}, {""sex"": ""1"", ""content"": ""雨停的时候最适合看窗外的彩虹了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最喜欢吃啥""}, {""sex"": ""1"", ""content"": ""太多了，你想听我说好久呢。""}, {""sex"": ""1"", ""content"": ""没有最喜欢的，只有更喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你开心嘛""}, {""sex"": ""1"", ""content"": ""有你陪着我，当然开心了。""}, {""sex"": ""1"", ""content"": ""让你开心就是我最大的开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不说了""}, {""sex"": ""1"", ""content"": ""说吧，我承受的住。""}, {""sex"": ""1"", ""content"": ""我妈说话说一半的人，都不是好人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要死吧""}, {""sex"": ""1"", ""content"": ""不要！我不死！""}, {""sex"": ""1"", ""content"": ""我要是死了，你可咋办啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我欺负你了？""}, {""sex"": ""1"", ""content"": ""除了你还能有谁敢欺负我啊。""}, {""sex"": ""1"", ""content"": ""是啊，你不是一直都欺负我的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你叫我说什么""}, {""sex"": ""1"", ""content"": ""那你就表达一下你对我的爱意吧。""}, {""sex"": ""1"", ""content"": ""你想说什么都可以，在我面前你可以随心所欲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""关进小黑屋""}, {""sex"": ""1"", ""content"": ""小黑屋打烊了，所以我进不去的。""}, {""sex"": ""1"", ""content"": ""不行不行，我怕黑我不能进小黑屋。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说了你也不明白""}, {""sex"": ""1"", ""content"": ""你不说我怎么会明白？""}, {""sex"": ""1"", ""content"": ""你不说我肯定不明白，但你说了我就有可能会明白呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你个大头鬼""}, {""sex"": ""1"", ""content"": ""想我就好，大头鬼随风去吧。""}, {""sex"": ""1"", ""content"": ""虽然我不是大头鬼，但我知道你确实在想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不发胖""}, {""sex"": ""1"", ""content"": ""真好，你这是多少人羡慕的体质啊""}, {""sex"": ""1"", ""content"": ""不发胖是小仙女的特权是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还不知道你叫什么名字""}, {""sex"": ""1"", ""content"": ""这就开始查户口了吗？！""}, {""sex"": ""1"", ""content"": ""我的名字叫做“男朋友”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打电话第一句怎么说""}, {""sex"": ""1"", ""content"": ""我刚才做了一个梦，梦里的你让我打电话找你""}, {""sex"": ""1"", ""content"": ""我真的好想你，想听听你温柔的声音""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别爱我 没结果""}, {""sex"": ""1"", ""content"": ""覆水难收，付出的爱也很难收回。""}, {""sex"": ""1"", ""content"": ""我不图结果，我仅仅是爱你而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生的长相重要吗""}, {""sex"": ""1"", ""content"": ""如果不重要，为什么有些女生还去整容呢。""}, {""sex"": ""1"", ""content"": ""如果我说不重要你信吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙吗""}, {""sex"": ""1"", ""content"": ""一般别人问我忙不忙，我都说我很忙""}, {""sex"": ""2"", ""content"": ""所以呢""}, {""sex"": ""1"", ""content"": ""但是你不是别人啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在哪啊""}, {""sex"": ""1"", ""content"": ""摸摸你的心，我就在那个位置。""}, {""sex"": ""1"", ""content"": ""我在你的家门口，不出来散散步吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""气着呢""}, {""sex"": ""1"", ""content"": ""别气啦，气多了会长皱纹的哦""}, {""sex"": ""1"", ""content"": ""生气就不漂亮了，快消消气呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有毒？""}, {""sex"": ""1"", ""content"": "" 无毒不丈夫，宝宝是要父爱还是要溺爱。""}, {""sex"": ""1"", ""content"": ""那你还不是你下的毒，那我怎么可能会爱上你呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""熬夜熬的脸上一直长痘痘 好烦啊""}, {""sex"": ""1"", ""content"": ""这是青春痘，说明你还有青春知道不。""}, {""sex"": ""1"", ""content"": ""熬夜是种毒品，让你上瘾危害你的身体。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是很忙""}, {""sex"": ""1"", ""content"": ""还好吧，也就是忙一会儿而已的啦。""}, {""sex"": ""1"", ""content"": ""忙着忙着就习惯了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有画面感""}, {""sex"": ""1"", ""content"": ""看来小仙女的想象力很丰富哦。""}, {""sex"": ""1"", ""content"": ""好想钻进你的脑袋看看你想象的是什么样子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大傻猪""}, {""sex"": ""1"", ""content"": ""猪~你的鼻子有两个孔~""}, {""sex"": ""1"", ""content"": ""是很爱很爱你的大傻猪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可不是三岁小孩""}, {""sex"": ""1"", ""content"": ""对，你已经三岁半了。""}, {""sex"": ""1"", ""content"": ""你虽然不是三岁小孩，可你心理年龄最多也就三岁了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦了宝宝""}, {""sex"": ""1"", ""content"": ""那宝贝快点亲我一下。""}, {""sex"": ""1"", ""content"": ""不辛苦不辛苦，一想到你我觉得一切都是值得的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞节要到了哦""}, {""sex"": ""1"", ""content"": ""圣诞节要是有个你，那才叫做圣诞节。""}, {""sex"": ""1"", ""content"": ""圣诞节有惊喜呦，好好期待下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞祝贺""}, {""sex"": ""1"", ""content"": ""愿圣诞之夜的烛光，开启你心头一喜悦，使你的新年亮丽辉煌。""}, {""sex"": ""1"", ""content"": ""带着盈盈相思，带着温馨祈愿，祝福你圣诞快乐。""}, {""sex"": ""1"", ""content"": ""圣诞老人说：平安之夜我保安，尽情疯狂别装憨，抛弃烦恼和忧伤，幸福快乐一万年。""}, {""sex"": ""1"", ""content"": ""圣诞小贺卡捎去我温暖如春的问候，祝您拥有幸福甜美的新年。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失眠吧""}, {""sex"": ""1"", ""content"": ""失眠真的是一件很难受的事情啊。""}, {""sex"": ""1"", ""content"": ""如果我陪在你身边，你肯定不会失眠。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥套路深""}, {""sex"": ""1"", ""content"": ""我的套路还不都是为了套住你。""}, {""sex"": ""1"", ""content"": ""只有套路深才能把你套回家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你身材不错哇""}, {""sex"": ""1"", ""content"": ""怎么想摸摸看？""}, {""sex"": ""1"", ""content"": ""羡慕嫉妒？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""养精蓄锐""}, {""sex"": ""1"", ""content"": ""养足精神干大事呀""}, {""sex"": ""1"", ""content"": ""在我怀里养会更快哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想跟你讲话""}, {""sex"": ""1"", ""content"": ""我讲给你听就好啦。""}, {""sex"": ""1"", ""content"": ""那我们打字吧，不用讲话的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想听你讲的情话""}, {""sex"": ""1"", ""content"": ""我的情话只讲给自己喜欢听的人。""}, {""sex"": ""1"", ""content"": ""情话太多了，你想听哪个呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋了我""}, {""sex"": ""1"", ""content"": ""你把我的心给偷走了。""}, {""sex"": ""1"", ""content"": ""撩拨了我就想全身而退？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要睡不着了""}, {""sex"": ""1"", ""content"": ""睡不着找我！让你睡不着的时间也不闲着。""}, {""sex"": ""1"", ""content"": ""都怪我想你想的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡着了""}, {""sex"": ""1"", ""content"": ""你还欠我一样东西呢！""}, {""sex"": ""2"", ""content"": ""嗯？什么东东""}, {""sex"": ""1"", ""content"": ""欠我一句晚安，不然我怎么睡得着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃的呢""}, {""sex"": ""1"", ""content"": ""除了吃的，你能不能想想我呀""}, {""sex"": ""1"", ""content"": ""吃的不都已经到你肚子里了嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息鸭""}, {""sex"": ""1"", ""content"": ""好呀，我跟小仙女在梦里约会。""}, {""sex"": ""1"", ""content"": ""要是有你的晚安吻，我会休息的更好哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要太累了""}, {""sex"": ""1"", ""content"": ""有你这句话，我一点都不觉得累。""}, {""sex"": ""1"", ""content"": ""没事的，为了我们的将来累一点也没关系。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你确定你能撩到我?""}, {""sex"": ""1"", ""content"": ""要是不能撩到你，还要我干嘛！""}, {""sex"": ""1"", ""content"": ""撩你还需要为什么吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你撩得到吗""}, {""sex"": ""1"", ""content"": ""给我一个支点保证撩得你不要不要的。""}, {""sex"": ""1"", ""content"": ""撩你是我做的最好的一件事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说你要不要处对象""}, {""sex"": ""1"", ""content"": ""我要处对象，而且那个对象还是你！""}, {""sex"": ""1"", ""content"": ""你不就是那个对象吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""12点半""}, {""sex"": ""1"", ""content"": ""这么晚睡会变大熊猫的哦""}, {""sex"": ""1"", ""content"": ""以后12点之前就要睡觉了，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一般几点起床""}, {""sex"": ""1"", ""content"": ""我一般七点就起来了。""}, {""sex"": ""1"", ""content"": ""这个不好说，有时候早有时候晚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看你的本事了""}, {""sex"": ""1"", ""content"": ""喜欢你的人本事当然得好啦！""}, {""sex"": ""1"", ""content"": ""我的本事，你亲自来试试不就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只是心情不好而已嘛""}, {""sex"": ""1"", ""content"": ""我也只是过来帮你解决心情不好而已。""}, {""sex"": ""1"", ""content"": ""说出来，这样心情就会好点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不甜""}, {""sex"": ""1"", ""content"": ""你已经够甜了，我要那么甜干嘛。""}, {""sex"": ""1"", ""content"": ""你是甜的，我就是咸的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真累""}, {""sex"": ""1"", ""content"": ""累点无所谓的啦，感觉还是不错的。""}, {""sex"": ""1"", ""content"": ""累啊，但是想着你就好受多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可以视为我在追求你""}, {""sex"": ""1"", ""content"": ""那你可能要跑快点，不然追不上我的。""}, {""sex"": ""1"", ""content"": ""都怪我不小心把自己的魅力释放出去了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""追我的人多""}, {""sex"": ""1"", ""content"": ""谁没几个追求者那还正常""}, {""sex"": ""1"", ""content"": ""那我算不算最突出的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我十八""}, {""sex"": ""1"", ""content"": ""正好是可以跟我谈恋爱的年纪。""}, {""sex"": ""1"", ""content"": ""十八岁的姑娘可是一枝花呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是我的我还是我的""}, {""sex"": ""1"", ""content"": ""你这么霸道的吗？不过我喜欢。""}, {""sex"": ""1"", ""content"": ""你的你的，我的全部都是你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""成全你什么""}, {""sex"": ""1"", ""content"": ""做我女朋友，成全我的幻想。""}, {""sex"": ""1"", ""content"": ""跟我在一起就是成全我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欠我一顿饭""}, {""sex"": ""1"", ""content"": ""最好是欠你一辈子的饭！""}, {""sex"": ""1"", ""content"": ""这顿饭看来要稍微久点才能给你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃晚饭了吗""}, {""sex"": ""1"", ""content"": ""怎么想约我一起吃饭吗？""}, {""sex"": ""1"", ""content"": ""你要是请我吃饭，我不介意再吃一顿的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我离职了""}, {""sex"": ""1"", ""content"": ""那你要来做我的全职太太吗？""}, {""sex"": ""1"", ""content"": ""那我偷电瓶车养你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没起来呢""}, {""sex"": ""1"", ""content"": ""那你怕是和床黏在一起了吧。""}, {""sex"": ""1"", ""content"": ""是不是要我亲自把你拖起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有那么简单呢？""}, {""sex"": ""1"", ""content"": ""就像我喜欢你，你喜欢我，互相喜欢不就这么简单。""}, {""sex"": ""1"", ""content"": ""哪里难，我来教你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可是滴""}, {""sex"": ""1"", ""content"": ""卖萌可耻，我会承受不住的。""}, {""sex"": ""1"", ""content"": ""缠了你这么久，你终于松口了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁是小可爱""}, {""sex"": ""1"", ""content"": ""小可爱，你连你自己叫啥都不知道了？""}, {""sex"": ""1"", ""content"": ""你是仙女小可爱知道不？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我从来不吃早餐""}, {""sex"": ""1"", ""content"": ""不吃早餐得胃病了怎么办，胃疼可是很难受的。""}, {""sex"": ""1"", ""content"": ""这个习惯很不好，以后我天天监督你吃早餐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""世界很小""}, {""sex"": ""1"", ""content"": ""小到以为本不会遇见，可还是遇见了。""}, {""sex"": ""1"", ""content"": ""世界很小，小到一个转身，就不知道会遇见什么人；世界很大，大到一个转身，就不知道会失去什么人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有你真幸福""}, {""sex"": ""1"", ""content"": ""傻瓜，我的幸福是因为你啊。""}, {""sex"": ""1"", ""content"": ""能让你感到幸福真是一件幸福的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不疼啊""}, {""sex"": ""1"", ""content"": ""嗯嗯，要是你疼了我的心也会疼的。""}, {""sex"": ""1"", ""content"": ""那我来疼你好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很疼""}, {""sex"": ""1"", ""content"": ""更疼的是我的心啊""}, {""sex"": ""1"", ""content"": ""舍不得让你这么疼，要是我能替你承受所有疼痛就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚跑步摔倒了""}, {""sex"": ""1"", ""content"": ""你这么不小心，我真的不放心你自己照顾你自己。""}, {""sex"": ""1"", ""content"": ""你非得让我心痛你才满意吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕摔倒""}, {""sex"": ""1"", ""content"": ""所以你才需要我帮你扶着点啊。""}, {""sex"": ""1"", ""content"": ""这不是还有我帮你吗，不要怕。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昏昏欲睡""}, {""sex"": ""1"", ""content"": ""想睡觉的话，我的怀抱永远为你敞开。""}, {""sex"": ""1"", ""content"": ""小懒猪，昨天又偷偷熬夜了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想做啥""}, {""sex"": ""1"", ""content"": ""不用做啥，安安静静陪着你就好了""}, {""sex"": ""1"", ""content"": ""要是我想做啥就能做啥那该多好啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想笑就笑""}, {""sex"": ""1"", ""content"": ""你最好别笑，笑的这么好看只能让我一个人欣赏""}, {""sex"": ""1"", ""content"": ""笑起来的时候是最好看的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又做噩梦了""}, {""sex"": ""1"", ""content"": ""要是我在你旁边，保证噩梦不敢来找你。""}, {""sex"": ""1"", ""content"": ""你放心，以后我会在梦里保护你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好啊美女""}, {""sex"": ""2"", ""content"": ""小哥哥怎么知道我是美女呢""}, {""sex"": ""2"", ""content"": ""我不是美女，我只是一个普通的女孩子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个不可能""}, {""sex"": ""1"", ""content"": ""这个世界，哪有什么事是真的不可能的呀。""}, {""sex"": ""1"", ""content"": ""我有法力，可以把不可能变成可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好坏坏""}, {""sex"": ""1"", ""content"": ""那你喜不喜欢我的坏坏呢。""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就不打扰你了""}, {""sex"": ""1"", ""content"": ""别说打扰，我不怕你的打扰""}, {""sex"": ""1"", ""content"": ""那等我忙完就找你，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不冷吗？""}, {""sex"": ""1"", ""content"": ""冷得我都瑟瑟发抖了。""}, {""sex"": ""1"", ""content"": ""有你这个小暖炉在我心里我一点都不觉得冷。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要感冒""}, {""sex"": ""1"", ""content"": ""你就不能好好照顾自己嘛？！""}, {""sex"": ""1"", ""content"": ""怎么会感冒呢，你也不想是会感冒的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会做蛋糕""}, {""sex"": ""1"", ""content"": ""那你什么时候让我尝尝你做的蛋糕呀？""}, {""sex"": ""1"", ""content"": ""哇，小仙女也太厉害了吧，竟然还会做蛋糕""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这生活""}, {""sex"": ""1"", ""content"": ""生活，你得生然后才是活着。""}, {""sex"": ""1"", ""content"": ""生活不如意十之八,可与语人无二三""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活不易啊""}, {""sex"": ""1"", ""content"": ""过好每一天，不要在意烦恼。""}, {""sex"": ""1"", ""content"": ""生活本就是这样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活艰难""}, {""sex"": ""1"", ""content"": ""知道为什么如此艰难吗？因为你的生活缺少我。""}, {""sex"": ""1"", ""content"": ""让我来为你承担生活的艰难吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备多少彩礼""}, {""sex"": ""1"", ""content"": ""那得看你准备要多少彩礼了。""}, {""sex"": ""1"", ""content"": ""凭我自己实力挣来的彩礼！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上一天班肯定很累吧""}, {""sex"": ""1"", ""content"": ""有你陪着肯定是不会累啦。""}, {""sex"": ""1"", ""content"": ""要是能有你给我揉揉，我相信疲惫会消失的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还漂亮""}, {""sex"": ""1"", ""content"": ""我发现你漂亮了，这不用你来说的。""}, {""sex"": ""1"", ""content"": ""你除了漂亮还有好看和可爱在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你信？""}, {""sex"": ""1"", ""content"": ""你说的话我都会无条件相信的。""}, {""sex"": ""1"", ""content"": ""你要是骗了我，你就是小狗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的背好痛""}, {""sex"": ""1"", ""content"": ""怎么会背痛呢？那我帮你捶一捶吧。""}, {""sex"": ""1"", ""content"": ""是不是睡觉的时候没睡好呀？你这样我有点担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不和你说了""}, {""sex"": ""1"", ""content"": ""不和我说你还想跟谁说啊？""}, {""sex"": ""1"", ""content"": ""不说就不说，那我们就谈恋爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好可爱啊你""}, {""sex"": ""1"", ""content"": ""我可没有吃你的可爱多。""}, {""sex"": ""1"", ""content"": ""我哪里有你来的可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暖和吗""}, {""sex"": ""1"", ""content"": ""心里有你，肯定是暖和的啦。""}, {""sex"": ""1"", ""content"": ""抱一抱你瞬间暖和了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""恋爱游戏""}, {""sex"": ""1"", ""content"": ""我们可以先玩恋爱游戏，然后升级婚姻游戏。""}, {""sex"": ""1"", ""content"": ""我不想跟你谈恋爱游戏，我要认认真真跟你谈一场恋爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么又睡着了……""}, {""sex"": ""1"", ""content"": ""可能是周公想你和他下棋了吧。""}, {""sex"": ""1"", ""content"": ""睡神附体了？""}], ""lock"": 1}"
