"{""chat"": [{""sex"": ""2"", ""content"": ""早安""}, {""sex"": ""1"", ""content"": ""早安宝贝 睡得怎么样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好好玩吧""}, {""sex"": ""1"", ""content"": ""不行，没有你就不好玩了。""}, {""sex"": ""1"", ""content"": ""难道有陪你更好玩的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩会游戏""}, {""sex"": ""1"", ""content"": ""不用我陪你一起吗？""}, {""sex"": ""1"", ""content"": ""游戏有我好玩吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我玩会游戏""}, {""sex"": ""1"", ""content"": ""游戏有你才更好玩。""}, {""sex"": ""1"", ""content"": ""我陪你打打游戏吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己打自己""}, {""sex"": ""1"", ""content"": ""最后打在你身，痛在我心啊。""}, {""sex"": ""1"", ""content"": ""这是想把自己打醒吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可真幸福""}, {""sex"": ""1"", ""content"": ""我会把我的幸福传递给你的""}, {""sex"": ""1"", ""content"": ""我觉得最幸福的事就是有你在身边了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的不会聊天""}, {""sex"": ""1"", ""content"": ""要不你来教教我怎么聊天好了。""}, {""sex"": ""1"", ""content"": ""没办法，上帝没有给我这个天赋。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能让我失望""}, {""sex"": ""1"", ""content"": ""放心吧，我不会让你失望的。""}, {""sex"": ""1"", ""content"": ""绝对不会让你失望的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太会聊天了吧""}, {""sex"": ""1"", ""content"": ""我也就和你聊天的时候才这样。""}, {""sex"": ""1"", ""content"": ""可是最后也没能聊动你心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不快乐""}, {""sex"": ""1"", ""content"": ""快乐啊，有你在我很快乐的。""}, {""sex"": ""1"", ""content"": ""我要快乐，我要能睡得安稳！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你快擦亮眼睛""}, {""sex"": ""1"", ""content"": ""一直亮着就是在找你呢。""}, {""sex"": ""1"", ""content"": ""眼睛里面有你，擦不亮了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老骗人""}, {""sex"": ""1"", ""content"": ""我就是要骗你好不好。""}, {""sex"": ""1"", ""content"": ""骗你，我又得不到好处的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直单着一直爽""}, {""sex"": ""1"", ""content"": ""那是因为你没有试过两个人的爽。""}, {""sex"": ""1"", ""content"": ""你又想让我放弃喜欢你，我告诉你没门！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""读书人""}, {""sex"": ""1"", ""content"": ""读再多的书，都不如读你这一本。""}, {""sex"": ""1"", ""content"": ""每个人都是一本书，我想请你读读我这一本。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么真诚""}, {""sex"": ""1"", ""content"": ""难道交朋友不就是需要真诚的心吗？""}, {""sex"": ""1"", ""content"": ""既然你感受到了我的真诚，你也得用你的真诚交换哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我脚好冷""}, {""sex"": ""1"", ""content"": ""你要是在我身边，就可以把脚丫子放在我怀里了。""}, {""sex"": ""1"", ""content"": ""把脚伸过来，我帮你捂热。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""净说瞎话""}, {""sex"": ""1"", ""content"": ""如果“喜欢你”是瞎话，那还有什么是真话。""}, {""sex"": ""1"", ""content"": ""什么时候我的心里话成了瞎话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小嘴真会说话""}, {""sex"": ""1"", ""content"": ""那我就多说点让你开心开心。""}, {""sex"": ""1"", ""content"": ""小嘴还想亲你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱头像""}, {""sex"": ""1"", ""content"": ""你头像有比你还可爱的吗？""}, {""sex"": ""1"", ""content"": ""我有你做头像就够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可以换个头像吗""}, {""sex"": ""1"", ""content"": ""可以啊，那你发一张你的照片给我吧""}, {""sex"": ""1"", ""content"": ""怎么了，我现在这个头像是不好看吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想生气""}, {""sex"": ""1"", ""content"": ""不生气最好了，生气容易长皱纹的。""}, {""sex"": ""1"", ""content"": ""小仙女脾气这么好，怎么会生气呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生气了吧""}, {""sex"": ""1"", ""content"": ""没有生气，我怎么可以生气呢。""}, {""sex"": ""1"", ""content"": ""你见我啥时候生气了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""听雨""}, {""sex"": ""1"", ""content"": ""我想跟你一起雨中漫步。""}, {""sex"": ""1"", ""content"": ""雨声其实是我思念你的声音。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也很开心""}, {""sex"": ""1"", ""content"": ""开心都是与你相关的啊。""}, {""sex"": ""1"", ""content"": ""那我分享一下你的开心好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也是宝宝""}, {""sex"": ""1"", ""content"": ""宝宝要不要我抱抱？""}, {""sex"": ""1"", ""content"": ""仙女宝宝吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一点都不懂我""}, {""sex"": ""1"", ""content"": ""你都没有给我机会去懂你呢。""}, {""sex"": ""1"", ""content"": ""我愿意花一辈子去懂你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你别理我呗""}, {""sex"": ""1"", ""content"": ""那可不行啊，不理你我怕自己会无聊死。""}, {""sex"": ""1"", ""content"": ""行啊，谁再理你就是小狗，汪汪汪""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不想理你""}, {""sex"": ""1"", ""content"": ""为什么不想理我，我好无辜。""}, {""sex"": ""1"", ""content"": ""你是想默默在心里想我一整天吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢照顾弟弟""}, {""sex"": ""1"", ""content"": ""谁要你照顾了，我能好好照顾你的。""}, {""sex"": ""1"", ""content"": ""我来照顾姐姐啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我们开始聊天吧""}, {""sex"": ""1"", ""content"": ""好的，让我们开始聊天吧。""}, {""sex"": ""1"", ""content"": ""努力聊天好好改变生活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要睡觉唉""}, {""sex"": ""1"", ""content"": ""睡一定要睡，而且还是和我一起睡。""}, {""sex"": ""1"", ""content"": ""睡吧，我会来梦里等着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要睡觉了哦""}, {""sex"": ""1"", ""content"": ""睡觉千万别想我，不然我会失眠的.""}, {""sex"": ""1"", ""content"": ""睡吧，我会在梦里等你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也晒黑了""}, {""sex"": ""1"", ""content"": ""现在就是黑黑二人组了！""}, {""sex"": ""1"", ""content"": ""看来我们是在黑暗中保护别人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们是怎么认识的""}, {""sex"": ""1"", ""content"": ""那一天，在大明湖畔下着雨。""}, {""sex"": ""1"", ""content"": ""人群中多看了你一眼，我就记住你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不忙么""}, {""sex"": ""1"", ""content"": ""还好吧，至少现在不算是很忙吧。""}, {""sex"": ""1"", ""content"": ""怎么，你希望我忙点嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这只臭猪猪""}, {""sex"": ""1"", ""content"": ""刚洗的澡，我哪里是臭的了！""}, {""sex"": ""1"", ""content"": ""我新买的沐浴露，是香的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以换情头吗""}, {""sex"": ""1"", ""content"": ""你的照片当情头最合适了。""}, {""sex"": ""1"", ""content"": ""换，必须得换！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不需要吗""}, {""sex"": ""1"", ""content"": ""我需要一个爱我的你。""}, {""sex"": ""1"", ""content"": ""需要！我急需一个老婆。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你整天这么忙啊""}, {""sex"": ""1"", ""content"": ""不忙点怎么赚钱养家啊。""}, {""sex"": ""1"", ""content"": ""现在的忙是为了以后的轻松。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙你的""}, {""sex"": ""1"", ""content"": ""我的忙就是忙着想你啊""}, {""sex"": ""1"", ""content"": ""可是我不能只顾着忙却冷落了你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我气你""}, {""sex"": ""1"", ""content"": ""你要把我给气死了，就没老公疼你了。""}, {""sex"": ""1"", ""content"": ""气吧，我耐气！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚才下班""}, {""sex"": ""1"", ""content"": ""下班了好好休息休息，缓解一下一天的疲劳""}, {""sex"": ""1"", ""content"": ""终于下班了，是不是一身轻松呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[敲打][敲打][敲打][敲打][敲打]""}, {""sex"": ""1"", ""content"": ""你把我打疼了，快帮我揉揉。""}, {""sex"": ""1"", ""content"": ""哎呀哎呀，我遭遇家暴了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早饭了吗？""}, {""sex"": ""1"", ""content"": ""你愿意带我去吃早饭吗？""}, {""sex"": ""1"", ""content"": ""我说没吃，你要给我送吃的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去吃早饭""}, {""sex"": ""1"", ""content"": ""早饭要多吃点哦，这可是一天最重要的一餐。""}, {""sex"": ""1"", ""content"": ""什么时候我能吃到你的爱心早饭呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不吃早点""}, {""sex"": ""1"", ""content"": ""早餐这么重要，不吃怎么能行呢？""}, {""sex"": ""1"", ""content"": ""乖，一定要按时吃早饭好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要抱抱要亲亲""}, {""sex"": ""1"", ""content"": ""除了亲亲抱抱是不是还要举高高？""}, {""sex"": ""1"", ""content"": ""好好好，我的小公主想要什么我就给你什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我亲亲你""}, {""sex"": ""1"", ""content"": ""你这要求我恐怕没办法满足你呀。""}, {""sex"": ""1"", ""content"": ""想亲我？那得看你要付出点什么了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们不认识吧？""}, {""sex"": ""1"", ""content"": ""今天过后，我们就认识了。""}, {""sex"": ""1"", ""content"": ""认不认识不重要，重要的是我想认识你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""印在心里的吗""}, {""sex"": ""1"", ""content"": ""你已经在我心里了，不用印。""}, {""sex"": ""1"", ""content"": ""对啊，把你印在我心里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""毕竟没见过""}, {""sex"": ""1"", ""content"": ""不妨出来见一见呀。""}, {""sex"": ""1"", ""content"": ""所以我们还是见一下的比较好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么自恋的吗""}, {""sex"": ""1"", ""content"": ""总得先学着怎么喜欢自己，然后再喜欢你吧。""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""故事太多""}, {""sex"": ""1"", ""content"": ""所以要喝的酒也很多啊。""}, {""sex"": ""1"", ""content"": ""故事多了才会有深度。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快去吃东西""}, {""sex"": ""1"", ""content"": ""你要是陪我吃点东西也未尝不可""}, {""sex"": ""1"", ""content"": ""吃啥呢，感觉吃啥都不好吃啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我快吃完了""}, {""sex"": ""1"", ""content"": ""你都吃了啥，都不带着我一起去。""}, {""sex"": ""1"", ""content"": ""那接下来是不是应该去散散步消化一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天去吃了东西""}, {""sex"": ""1"", ""content"": ""我的小仙女去吃了什么好吃的呢？""}, {""sex"": ""1"", ""content"": ""火锅烤肉日料想吃什么，下回带你去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陪你玩游戏""}, {""sex"": ""1"", ""content"": ""好呀，那我带你。""}, {""sex"": ""1"", ""content"": ""开心，跟喜欢的人玩游戏才好玩呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有抱抱""}, {""sex"": ""1"", ""content"": ""没有抱抱那就要亲亲。""}, {""sex"": ""1"", ""content"": ""我可是你的小宝贝，怎么可以没有抱抱？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要我怎么回复你""}, {""sex"": ""1"", ""content"": ""拜托像个汉子一样回复我呀！""}, {""sex"": ""1"", ""content"": ""用心的回复喜欢我就就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有点冷""}, {""sex"": ""1"", ""content"": ""天冷了，我帮你叫个滴滴暖床吧""}, {""sex"": ""1"", ""content"": ""再冷有我抱着，哪里会冷呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢工作""}, {""sex"": ""1"", ""content"": ""那这一定是一份能让你开心的工作。""}, {""sex"": ""1"", ""content"": ""在大家都不想工作讨厌工作的时候，你可真算是一股清流。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要上学了""}, {""sex"": ""1"", ""content"": ""那我能等你放学吗？""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安呀，今天也是一只蠢蠢的猪猪呢！""}, {""sex"": ""1"", ""content"": ""早安呀，说得好像你不是蠢蠢的猪猪似的""}, {""sex"": ""1"", ""content"": ""我不是猪猪！我是小仙女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是被窝里暖和""}, {""sex"": ""1"", ""content"": ""有我的被窝肯定会更加的暖和。""}, {""sex"": ""1"", ""content"": ""我就是想暖你一辈子而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你心疼吧""}, {""sex"": ""1"", ""content"": ""你都不给我一点安慰的吗？""}, {""sex"": ""1"", ""content"": ""我心疼的是你啊，你怎么这么无动于衷。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快点休息吧""}, {""sex"": ""1"", ""content"": ""好的，我已经准备好梦到你了。""}, {""sex"": ""1"", ""content"": ""那你也早点休息呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班不要太累了""}, {""sex"": ""1"", ""content"": ""我也希望不要太累了，但是有时候工作起来是没有办法的""}, {""sex"": ""1"", ""content"": ""再苦再累，想想你我都觉得是甜蜜的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没感觉呢""}, {""sex"": ""1"", ""content"": ""那我们好好培养一下感觉。""}, {""sex"": ""1"", ""content"": ""感觉这种东西真的是太奇妙了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你感觉到了""}, {""sex"": ""1"", ""content"": ""我感觉到了，你对我满满的爱。""}, {""sex"": ""1"", ""content"": ""我又不是那么迟钝的人，当然感觉到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""差点被你撩到""}, {""sex"": ""1"", ""content"": ""看来撩到你还要走一段漫长的道路。""}, {""sex"": ""1"", ""content"": ""你就不能傻一回嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪儿都不好""}, {""sex"": ""1"", ""content"": ""为什么会不好呢，是不是因为没有我在你身边？""}, {""sex"": ""1"", ""content"": ""瞎说，你明明哪儿都好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一晚没睡好""}, {""sex"": ""1"", ""content"": ""睡不好肯定很难受吧，今天会不会觉得头昏昏沉沉的？""}, {""sex"": ""1"", ""content"": ""该不会是做噩梦了吧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没睡好""}, {""sex"": ""1"", ""content"": ""心疼地抱住小仙女，没睡好一定很难受吧。""}, {""sex"": ""1"", ""content"": ""都怪我，昨晚让你在我梦里跑了那么久，害你没有睡好觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天上班吗？""}, {""sex"": ""1"", ""content"": ""每天都上班呀。""}, {""sex"": ""1"", ""content"": ""今天不上班，专门陪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一般12点睡""}, {""sex"": ""1"", ""content"": ""你小心把自己熬成熊猫眼""}, {""sex"": ""1"", ""content"": ""难怪每次我都得在梦里等你一会儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我像什么""}, {""sex"": ""1"", ""content"": ""你不是像，你就是我老婆""}, {""sex"": ""1"", ""content"": ""你啊，像仙女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肯定生气了""}, {""sex"": ""1"", ""content"": ""不要生气，生气会让你这个仙女变得不好看。""}, {""sex"": ""1"", ""content"": ""生气有啥用啊，还不如不生气呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""劳资生气了""}, {""sex"": ""1"", ""content"": ""连生气都这么可爱，叫我怎么能不喜欢？""}, {""sex"": ""1"", ""content"": ""别生气啦，生气容易长皱纹的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚做梦梦见你了""}, {""sex"": ""1"", ""content"": ""难怪我觉得昨晚没睡好，原来是在你梦里玩了一夜啊。""}, {""sex"": ""1"", ""content"": ""梦见我了？真的假的？你梦见我什么了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是我的全世界""}, {""sex"": ""1"", ""content"": ""我的全世界就是你。""}, {""sex"": ""1"", ""content"": ""那你什么时候来环游世界呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没吃饭啊""}, {""sex"": ""1"", ""content"": ""那你现在要不要和我一起吃个饭呀。""}, {""sex"": ""1"", ""content"": ""那你准备啥时候吃饭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可是渣女""}, {""sex"": ""1"", ""content"": ""被喜欢的人渣我心甘情愿。""}, {""sex"": ""1"", ""content"": ""我也不是什么好男人，正好凑一对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很能说""}, {""sex"": ""1"", ""content"": ""我只对你一个人说。""}, {""sex"": ""1"", ""content"": ""能说是一回事，能说进你心坎才算本事嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让你亲""}, {""sex"": ""1"", ""content"": ""就算你不让我亲，我也会偷偷亲的""}, {""sex"": ""1"", ""content"": ""那我就要亲得你满脸口水了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也吃饱了！""}, {""sex"": ""1"", ""content"": ""我本来也吃饱了，不过一看到你就饿啦""}, {""sex"": ""1"", ""content"": ""吃饱了才有力气减肥呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我听到了什么""}, {""sex"": ""1"", ""content"": ""一定是你幻听了，你什么也没听到呀""}, {""sex"": ""1"", ""content"": ""嗯？？？你听到我内心深处在向你告白了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有问题吗？""}, {""sex"": ""1"", ""content"": ""没事，就是想你了。""}, {""sex"": ""1"", ""content"": ""没有问题就不能质疑一下吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名言名句""}, {""sex"": ""1"", ""content"": "" 多门之室生风，多言之人生祸。""}, {""sex"": ""1"", ""content"": ""使人成熟的是经历，而不是岁月。""}, {""sex"": ""1"", ""content"": ""低头要有勇气，抬头要有底气。""}, {""sex"": ""1"", ""content"": ""平生不做皱眉事，世上应无切齿人。""}, {""sex"": ""1"", ""content"": ""既然是生活，就免不了酸甜苦辣。既然是人生，就免不了人情冷暖。""}, {""sex"": ""1"", ""content"": ""每个人身上都有太阳，主要是如何让它发光——苏格拉底""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去干嘛了？""}, {""sex"": ""1"", ""content"": ""不干嘛啊，就是偷偷想你去了。""}, {""sex"": ""1"", ""content"": ""我在想怎么回复正在和我聊天的仙女呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心上有你""}, {""sex"": ""1"", ""content"": ""那你一定要放好我，不要晃出来了。""}, {""sex"": ""1"", ""content"": ""有我的心才是完整的心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都年轻""}, {""sex"": ""1"", ""content"": ""我希望我们能够一起老去。""}, {""sex"": ""1"", ""content"": ""时间过得很快，或许一眨眼就是十年后了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小女子佩服""}, {""sex"": ""1"", ""content"": ""那姑娘是否愿意以身相许？""}, {""sex"": ""1"", ""content"": ""你这么崇拜我，我会觉得不好意思的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的老婆多了我算老几""}, {""sex"": ""1"", ""content"": ""有你在我哪敢有其他老婆啊。""}, {""sex"": ""1"", ""content"": ""我只知道你一个老婆，其他人是谁啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没错我的错""}, {""sex"": ""1"", ""content"": ""对，是你的错，让我心动却又让我心痛。""}, {""sex"": ""1"", ""content"": ""就算是你的错，我也舍不得怪你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我说什么好""}, {""sex"": ""1"", ""content"": ""把你的心里话说出来就好。""}, {""sex"": ""1"", ""content"": ""要不说喜欢我如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爬楼梯摔了。""}, {""sex"": ""1"", ""content"": ""你这么不会照顾自己，能让我来照顾你吗。""}, {""sex"": ""1"", ""content"": ""笨死了，让我看看哪里摔痛了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你年轻""}, {""sex"": ""1"", ""content"": ""只要你和我在一起，你也是年轻""}, {""sex"": ""1"", ""content"": ""仙女你十八岁和我一比谁年轻啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我说笑话""}, {""sex"": ""1"", ""content"": ""你是希望把你给笑死吗？""}, {""sex"": ""1"", ""content"": ""不要，我想说一些情话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太棒了吧""}, {""sex"": ""1"", ""content"": ""这都是小意思的啦，不要这么夸张。""}, {""sex"": ""1"", ""content"": ""还好啦，也就是稍微棒一点点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美颜相机的强大""}, {""sex"": ""1"", ""content"": ""是照，大家都懂得。""}, {""sex"": ""1"", ""content"": ""现在没有美颜真的好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""膜拜""}, {""sex"": ""1"", ""content"": ""不要膜拜，跟我拜堂成亲就好。""}, {""sex"": ""1"", ""content"": ""那是不是要有点表示，亲我一口呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拜拜。""}, {""sex"": ""1"", ""content"": ""我们先说好下次聊天的时间好吗？""}, {""sex"": ""1"", ""content"": ""好哦，注意休息，别让我担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""更好的相遇""}, {""sex"": ""1"", ""content"": ""我已经准备好遇见你了。""}, {""sex"": ""1"", ""content"": ""与你相遇是我最大的荣幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢再见""}, {""sex"": ""1"", ""content"": ""就这样再见了？太无情了吧。""}, {""sex"": ""1"", ""content"": ""不再见，我才不要跟你再见呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就再见吧""}, {""sex"": ""1"", ""content"": ""再见我就不会想让你跑了。""}, {""sex"": ""1"", ""content"": ""再见是为了更好的遇见。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出街""}, {""sex"": ""1"", ""content"": ""小仙女出街，回头率肯定很高""}, {""sex"": ""1"", ""content"": ""逛街也不叫我一起哦，太不够意思了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有一点累""}, {""sex"": ""1"", ""content"": ""累了就好好休息。""}, {""sex"": ""1"", ""content"": ""要不要来我怀里好好休息一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干啥嘞""}, {""sex"": ""1"", ""content"": ""当然是干点想干的事情啦。""}, {""sex"": ""1"", ""content"": ""你想干点啥嘞？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你干啥呢""}, {""sex"": ""1"", ""content"": ""我妈从小就说我干啥都没个长性""}, {""sex"": ""2"", ""content"": ""看出来了""}, {""sex"": ""1"", ""content"": ""可是你看，做事3分钟热度的我却可以爱你爱了这么久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直白开场""}, {""sex"": ""1"", ""content"": ""你好啊，我关注你很久了，特别想让你做我女朋友""}, {""sex"": ""1"", ""content"": ""你好，你记得你未来老公上线了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最近忙啥呢""}, {""sex"": ""1"", ""content"": ""忙着为我们的未来努力！""}, {""sex"": ""1"", ""content"": ""还能忙啥，赚钱娶你咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天干活""}, {""sex"": ""1"", ""content"": ""要做这么多事，会不会觉得很累？""}, {""sex"": ""1"", ""content"": ""我来帮你，看到你这么忙我心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是几个意思""}, {""sex"": ""1"", ""content"": ""一个，我喜欢你的意思。""}, {""sex"": ""1"", ""content"": ""我觉得你误会我的意思了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄不大""}, {""sex"": ""1"", ""content"": ""那你是不是应该考虑嫁人了。""}, {""sex"": ""1"", ""content"": ""你再过几年就可以嫁了。""}], ""lock"": 1}"
