"{""chat"": [{""sex"": ""1"", ""content"": ""小姐姐，我可以和你问一下路吗？""}, {""sex"": ""2"", ""content"": ""去哪？""}, {""sex"": ""1"", ""content"": ""去你心里的路""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""五一假期愉快""}, {""sex"": ""1"", ""content"": ""五一那么长，是不是需要我来陪？""}, {""sex"": ""1"", ""content"": ""没有你我怎么能愉快起来呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快点吃""}, {""sex"": ""1"", ""content"": ""吃饭不能吃太急，不然不容易消化。""}, {""sex"": ""1"", ""content"": ""别急呀，吃太快噎着了怎么办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眼睛疼的""}, {""sex"": ""1"", ""content"": ""眼睛疼的时候要给你敷一敷吗？""}, {""sex"": ""1"", ""content"": ""还有我陪你，你放心，没事的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不读书了""}, {""sex"": ""1"", ""content"": ""相信我，多读点书总不是坏事。""}, {""sex"": ""1"", ""content"": ""不读书的话就多拿点时间来想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈婚论嫁""}, {""sex"": ""1"", ""content"": ""也是，我们都到了这个年纪了。""}, {""sex"": ""1"", ""content"": ""那你准备什么时候嫁给我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天心情不好""}, {""sex"": ""1"", ""content"": ""那我把我的好心情借给你好不好？""}, {""sex"": ""1"", ""content"": ""今天天气这么好，小仙女不要不开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天没有""}, {""sex"": ""1"", ""content"": ""那明天有吗，后天有吗？""}, {""sex"": ""1"", ""content"": ""今天怎么没有呀，是不是又别的安排？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想象力不错""}, {""sex"": ""1"", ""content"": ""想你的能力更加不错。""}, {""sex"": ""1"", ""content"": ""毕竟脑子里住着一个你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要上班啦""}, {""sex"": ""1"", ""content"": ""上班都是为了我们以后美好的未来""}, {""sex"": ""1"", ""content"": ""记得上班的时候偷偷想我会儿呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎哟我的妈""}, {""sex"": ""1"", ""content"": ""我丈母娘啥时候来了？""}, {""sex"": ""1"", ""content"": ""喊你爸也没用了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像打招呼""}, {""sex"": ""1"", ""content"": ""你的头像这么可爱，本人肯定更可爱吧？""}, {""sex"": ""1"", ""content"": ""我一看到你的头像，就觉得和我的是情头""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的微笑""}, {""sex"": ""1"", ""content"": ""你要是喜欢我的微笑，我以后天天对你笑。""}, {""sex"": ""1"", ""content"": ""是不是沉醉在我迷人的微笑里了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/微笑_GIF][/微笑_GIF][/微笑_GIF]""}, {""sex"": ""1"", ""content"": ""你再笑，信不信我亲你！""}, {""sex"": ""1"", ""content"": ""别笑了，再笑下去我会忍不住的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""尴尬的微笑""}, {""sex"": ""1"", ""content"": ""谢谢你尴尬还能给我一个微笑。""}, {""sex"": ""1"", ""content"": ""看来我们的关系还不够深，否则怎么会尴尬呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为你开心""}, {""sex"": ""1"", ""content"": ""我希望你也能开心。""}, {""sex"": ""1"", ""content"": ""我的开心是与你有关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""并不想理你""}, {""sex"": ""1"", ""content"": ""可是我想理你呢。""}, {""sex"": ""1"", ""content"": ""不要说违背心里的话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那要说啥""}, {""sex"": ""1"", ""content"": ""说说你的童年吧，应该有很多有趣的事。""}, {""sex"": ""1"", ""content"": ""说些你的过去吧，我想填补一下我缺席你生活的那些年。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么好看的""}, {""sex"": ""1"", ""content"": ""好不好看我不知道，但是你喜欢就好""}, {""sex"": ""1"", ""content"": ""你看看我这眼睛里面的你是不是又漂亮了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""距离是问题""}, {""sex"": ""1"", ""content"": ""但是只要心在一起就不是问题。""}, {""sex"": ""1"", ""content"": ""距离产生美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还以为我怎么了呢""}, {""sex"": ""1"", ""content"": ""怎么会？我不会生你的气的，你可是小仙女。""}, {""sex"": ""1"", ""content"": ""你偷走了我的心啊你说你怎么了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以拒绝吗""}, {""sex"": ""1"", ""content"": ""可以是可以，不过你会失去一个帅气且会逗你开心的宝宝""}, {""sex"": ""1"", ""content"": ""你会有机会拒绝我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以吧""}, {""sex"": ""1"", ""content"": ""小仙女想要什么当然都可以。""}, {""sex"": ""1"", ""content"": ""可以可以，一百个可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪敢哦""}, {""sex"": ""1"", ""content"": ""你有啥不敢的啊！""}, {""sex"": ""1"", ""content"": ""你要是不敢我怕没人敢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么运气""}, {""sex"": ""1"", ""content"": ""好运气呀，才会让我遇见这么好的你""}, {""sex"": ""1"", ""content"": ""希望能有好运气，不要再这么倒霉了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""运气不太好""}, {""sex"": ""1"", ""content"": ""现在遇到我，就是你转运的开始。""}, {""sex"": ""1"", ""content"": ""那可能是遇见我，你花光了所有的运气吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那祝你好运""}, {""sex"": ""1"", ""content"": ""我的好运是需要你带来的。""}, {""sex"": ""1"", ""content"": ""我的好运气已经都用在遇见你上了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""切～""}, {""sex"": ""1"", ""content"": ""你冷漠的言辞深深刺痛了一个男人的心。""}, {""sex"": ""1"", ""content"": ""你想切哪里？（恐慌的表情）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是老司机了""}, {""sex"": ""1"", ""content"": ""那你想不想上老司机的车呢。""}, {""sex"": ""1"", ""content"": ""那你喜欢老司机吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥""}, {""sex"": ""1"", ""content"": ""为啥为啥，你自己想想嘛。""}, {""sex"": ""2"", ""content"": ""就是想不出来才问你啊。""}, {""sex"": ""1"", ""content"": ""还能为什么，就是为了你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙的""}, {""sex"": ""1"", ""content"": ""忙忙碌碌有没有好好休息？""}, {""sex"": ""1"", ""content"": ""果然好看的人都比较忙啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不用你想""}, {""sex"": ""1"", ""content"": ""可是我想你是没有办法控制的事情啊。""}, {""sex"": ""1"", ""content"": ""就算你不用我想我也会忍不住想你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在撩妹是没""}, {""sex"": ""1"", ""content"": ""撩你这个可爱的妹妹吗？""}, {""sex"": ""1"", ""content"": ""除了你其他人不值得被我撩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后天天让你暖愿意不愿意""}, {""sex"": ""1"", ""content"": ""那必须是一百个愿意呀。""}, {""sex"": ""1"", ""content"": ""但我已经迫不及待了，现在就想暖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你搞笑的""}, {""sex"": ""1"", ""content"": ""能逗你开心不也挺好的嘛。""}, {""sex"": ""1"", ""content"": ""难道你喜欢沉闷的男生吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也早点吃饭""}, {""sex"": ""1"", ""content"": ""嗯嗯，我一会也准备要吃午饭啦，小仙女要吃饱饱哦。""}, {""sex"": ""1"", ""content"": ""我也想早点吃呀，但是还没有到下班时间。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是，你想多了""}, {""sex"": ""1"", ""content"": ""没想多，我说的事迟早会发生的。""}, {""sex"": ""1"", ""content"": ""我想得再多也都是与你相关的事啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想怎么沟通你说说""}, {""sex"": ""1"", ""content"": ""想要跟你有彻彻底底的沟通，我完全了解你，你完全了解我的程度。""}, {""sex"": ""1"", ""content"": ""先是语言上的沟通，然后是心与心的沟通，最后是灵魂与灵魂之间的沟通。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难以沟通""}, {""sex"": ""1"", ""content"": ""慢慢来，只要用心就能沟通好的""}, {""sex"": ""1"", ""content"": ""再难也不会比牛郎和织女难吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞节祝福语""}, {""sex"": ""1"", ""content"": ""祝小仙女圣诞节快乐，希望这个寒冷的冬天，我的祝福能够温暖你的心。""}, {""sex"": ""1"", ""content"": ""希望小仙女许下的愿望圣诞老人都能听见，圣诞节快乐~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞祝福""}, {""sex"": ""1"", ""content"": ""愿你所有不言而喻的遗憾都能化作不期而遇的惊喜，小仙女圣诞节快乐！""}, {""sex"": ""1"", ""content"": ""有一天，我擦亮阿拉丁的神灯，灯神说：我会满足你一个愿望。我说：请祝福正在看消息的小仙女圣诞快乐！""}, {""sex"": ""1"", ""content"": ""一个坏消息和一个好消息。坏消息是圣诞老人的礼物袋丢了，而好消息是我送你的礼物在我这里，送你一句温暖的祝福：祝小仙女圣诞快乐，开开""}, {""sex"": ""1"", ""content"": ""圣诞老人悄悄告诉我他太忙了不能给你送礼物，所以只能由我来陪你过今年的圣诞节啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞节快乐呀""}, {""sex"": ""1"", ""content"": ""红袜子挂起来了吗？没挂的话会收不到礼物的哦。""}, {""sex"": ""1"", ""content"": ""这个圣诞节最好的礼物就是有你的出现了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很花心""}, {""sex"": ""1"", ""content"": ""但是遇见你之后我就收心了。""}, {""sex"": ""1"", ""content"": ""你花心的有点好看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想说什么就说呗""}, {""sex"": ""1"", ""content"": ""如果我想说我喜欢你呢。""}, {""sex"": ""1"", ""content"": ""我想说的都在我的心里，你可以进去看看吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我老是失眠""}, {""sex"": ""1"", ""content"": ""是不是大晚上的想我了，想到失眠了？""}, {""sex"": ""1"", ""content"": ""失眠的时候就找我，我帮你治疗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有病哦""}, {""sex"": ""1"", ""content"": ""是不是相思病，都说别太想我了。""}, {""sex"": ""1"", ""content"": ""喜你为疾，药石无医啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你晚上要来找我玩吗""}, {""sex"": ""1"", ""content"": ""如果你需要我，我肯定会出现在你身边的。""}, {""sex"": ""1"", ""content"": ""怎么你是希望我来找你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不认识你""}, {""sex"": ""1"", ""content"": ""其实我也不认识你的。""}, {""sex"": ""2"", ""content"": ""啊？""}, {""sex"": ""1"", ""content"": ""不过我们有很长的时间可以慢慢认识。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识我?""}, {""sex"": ""1"", ""content"": ""难道我不应该认识你吗？""}, {""sex"": ""1"", ""content"": ""对啊，我就是认识这么可爱的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不认识你吧""}, {""sex"": ""1"", ""content"": ""那么现在就认识了""}, {""sex"": ""1"", ""content"": ""不认识没事，我们有那么长的时间可以慢慢认识""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心里挺烦的""}, {""sex"": ""1"", ""content"": ""把我放进你心里，我让烦滚出来！""}, {""sex"": ""1"", ""content"": ""带你出去走走，吃一吃，散散心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢瘦的""}, {""sex"": ""1"", ""content"": ""大不了我给你减肥吧！""}, {""sex"": ""1"", ""content"": ""巧了，我也喜欢瘦的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没空了""}, {""sex"": ""1"", ""content"": ""我会等你为我空出时间的。""}, {""sex"": ""1"", ""content"": ""别忙得忘记吃饭哦，身体可是革命的本钱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在喝汤""}, {""sex"": ""1"", ""content"": ""都说漂亮的女孩爱喝汤，果然如此。""}, {""sex"": ""1"", ""content"": ""哇，我也想喝一口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝奶茶喝的""}, {""sex"": ""1"", ""content"": ""都开始飘了？""}, {""sex"": ""1"", ""content"": ""奶茶一时爽啊，越喝越好喝！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我技术很好的""}, {""sex"": ""1"", ""content"": ""那我得试试才知道啊。""}, {""sex"": ""1"", ""content"": ""技术再好也不及你的一句喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么那么懒""}, {""sex"": ""1"", ""content"": ""我就想在你心里懒得动啊。""}, {""sex"": ""1"", ""content"": ""做一个懒虫不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩你的游戏去""}, {""sex"": ""1"", ""content"": ""玩游戏哪有跟你聊天重要呀。""}, {""sex"": ""1"", ""content"": ""要么你陪我玩游戏，要么我陪你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱抱的表情""}, {""sex"": ""1"", ""content"": ""想抱就抱吧，我不反抗的。""}, {""sex"": ""1"", ""content"": ""公主抱，还是父女抱？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不解释了""}, {""sex"": ""1"", ""content"": ""你是不是害怕解释不了啊。""}, {""sex"": ""1"", ""content"": ""这时候解释一下也挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很早就起来了""}, {""sex"": ""1"", ""content"": ""一大早就忙着想我吗？""}, {""sex"": ""1"", ""content"": ""今天的太阳是西边升起的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么早就醒了""}, {""sex"": ""1"", ""content"": ""早睡早起，是一个好习惯。""}, {""sex"": ""1"", ""content"": ""怕时间不够遇不到你，就早点起床了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好起床了吗""}, {""sex"": ""1"", ""content"": ""起床了呀，我的小可爱""}, {""sex"": ""1"", ""content"": ""早呀，一大早就收到仙女的问好，真开心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人啊就一张嘴""}, {""sex"": ""1"", ""content"": ""女人啊，就是喜欢这张嘴。""}, {""sex"": ""1"", ""content"": ""不管这嘴怎么样，反正听着好听就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有点高冷""}, {""sex"": ""1"", ""content"": ""冷一点，夏天带出门比较凉快。""}, {""sex"": ""1"", ""content"": ""没事，我知道你心里是火热的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在聊天啊""}, {""sex"": ""1"", ""content"": ""我也在和一个小仙女聊天呢。""}, {""sex"": ""1"", ""content"": ""那我现在可以和你聊天吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上睡不着了""}, {""sex"": ""1"", ""content"": ""总想着我能睡得着吗。""}, {""sex"": ""1"", ""content"": ""都说人睡不着的时候都会找自己喜欢的人聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可总要坚强啊""}, {""sex"": ""1"", ""content"": ""可是坚强的代价太重了。""}, {""sex"": ""1"", ""content"": ""我的坚强是你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己开心就好""}, {""sex"": ""1"", ""content"": ""要你一起开心我才能开心哦。""}, {""sex"": ""1"", ""content"": ""如果你能开心，我就更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃什么好呢""}, {""sex"": ""1"", ""content"": ""现在是有啥吃啥，还挑啊！""}, {""sex"": ""1"", ""content"": ""吃大米饭！管饱就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息吧。""}, {""sex"": ""1"", ""content"": ""小仙女晚安，我会想你的。""}, {""sex"": ""1"", ""content"": ""休息好了明天才有精力陪我聊天啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是疯了吧""}, {""sex"": ""1"", ""content"": ""被爱情逼疯的！""}, {""sex"": ""1"", ""content"": ""做个爱情疯子！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想要礼物""}, {""sex"": ""1"", ""content"": ""那也得情人节才有礼物呀。""}, {""sex"": ""1"", ""content"": ""礼物就是我，要了我吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你送我什么""}, {""sex"": ""1"", ""content"": ""你想要什么我就送给你什么呀""}, {""sex"": ""1"", ""content"": ""我要把自己送给你，这份礼够大的吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还知道呀""}, {""sex"": ""1"", ""content"": ""小仙女的心思我怎么可以不知道呢？""}, {""sex"": ""1"", ""content"": ""要是连喜欢的人的事都不知道我就太不称职了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么不知道呢？""}, {""sex"": ""1"", ""content"": ""这个世界你不知道的事情还有很多呢。""}, {""sex"": ""1"", ""content"": ""你不知道的事情难道还少吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你觉得我是个什么样的人""}, {""sex"": ""1"", ""content"": ""你是个我喜欢的人。""}, {""sex"": ""1"", ""content"": ""你让我仔细了解一下你再和你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那只是照片""}, {""sex"": ""1"", ""content"": ""照片上的你已经够好看了。""}, {""sex"": ""1"", ""content"": ""照片是不会骗人的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你洗澡了吗？""}, {""sex"": ""1"", ""content"": ""洗澡难不成你想偷看？""}, {""sex"": ""1"", ""content"": ""洗的很香，你要不要闻闻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要几点睡觉""}, {""sex"": ""1"", ""content"": ""那得看你和我聊天聊几点啊。""}, {""sex"": ""1"", ""content"": ""和你在一起几点睡觉都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吓死人了""}, {""sex"": ""1"", ""content"": ""我可不敢吓死你，我还指望娶你呢。""}, {""sex"": ""1"", ""content"": ""你别死，我不想继承你的花呗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又长得不好看""}, {""sex"": ""1"", ""content"": ""谁敢说你不好看的，看我不揍他！""}, {""sex"": ""1"", ""content"": ""你要是不好看，其他人还能好看吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你做我弟弟吧""}, {""sex"": ""1"", ""content"": ""做你弟弟是不可能的，这辈子都不可能做你弟弟，我只能做你老公""}, {""sex"": ""1"", ""content"": ""你仔细感受感受，我像是只想做你弟弟的样子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢弟弟""}, {""sex"": ""1"", ""content"": ""既然表示感谢就要真诚一点，请跟弟弟谈场恋爱吧。""}, {""sex"": ""1"", ""content"": ""嗯？弟弟在哪，谁是弟弟？这儿只有一个高大英俊代领取的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽，小弟弟""}, {""sex"": ""1"", ""content"": ""不是小弟弟！我已经是成年人了！""}, {""sex"": ""1"", ""content"": ""大姐姐，我有事情想向你请教""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一生两人三餐四季""}, {""sex"": ""1"", ""content"": ""四手三地两心一生""}, {""sex"": ""1"", ""content"": ""五谷六畜七情八戒""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩的就是你""}, {""sex"": ""1"", ""content"": ""来吧，把你全部招数都使出来。""}, {""sex"": ""1"", ""content"": ""把我撩动心了你可得负责哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭没得""}, {""sex"": ""1"", ""content"": ""如果你请我吃饭的话，我可以选择没吃""}, {""sex"": ""1"", ""content"": ""要一起吃饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都起不来""}, {""sex"": ""1"", ""content"": ""那我从明天开始叫你起床，好不好？""}, {""sex"": ""1"", ""content"": ""要是我睡在你身边，我就可以叫你起来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你腿短""}, {""sex"": ""1"", ""content"": ""腿短跑得快啊，这样才能追上你。""}, {""sex"": ""1"", ""content"": ""没事儿，再短也比你长一些。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我短头发""}, {""sex"": ""1"", ""content"": ""短头发的女孩都很有个性哦。""}, {""sex"": ""1"", ""content"": ""短发女孩，也可以性感和可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好像没见过你""}, {""sex"": ""1"", ""content"": ""我们在梦里见过呀。""}, {""sex"": ""1"", ""content"": ""那现在不就是见过了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好幸福呀""}, {""sex"": ""1"", ""content"": ""希望你说的幸福是与我有关。""}, {""sex"": ""1"", ""content"": ""幸福就是过好有你的每一天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看小说了""}, {""sex"": ""1"", ""content"": ""小说难道不应该和我一起去看吗？""}, {""sex"": ""1"", ""content"": ""看电视剧有啥不好的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢喝""}, {""sex"": ""1"", ""content"": ""那就换一个你喜欢喝的呗。""}, {""sex"": ""1"", ""content"": ""不喜欢就不喜欢，我不会强迫你喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚洗完脸""}, {""sex"": ""1"", ""content"": ""是不是感觉镜子里的自己比什么时候都美""}, {""sex"": ""1"", ""content"": ""真想亲亲你洗的香喷喷的脸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饭都吃不起了""}, {""sex"": ""1"", ""content"": ""那我请你吃饭，你用一辈子来还债。""}, {""sex"": ""1"", ""content"": ""你可以考虑吃我，我还是有点营养价值的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昏昏沉沉""}, {""sex"": ""1"", ""content"": ""是时候吸一口我的爱精神精神了。""}, {""sex"": ""1"", ""content"": ""是不是没睡饱，要不去休息休息吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去哪儿？""}, {""sex"": ""1"", ""content"": ""去你心里面。""}, {""sex"": ""1"", ""content"": ""哪儿都可以，你家、我家或者如家""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你错哪儿了""}, {""sex"": ""1"", ""content"": ""我哪都错了。""}, {""sex"": ""1"", ""content"": ""搓衣板备好，你说怎么跪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回自己家""}, {""sex"": ""1"", ""content"": ""我家不就是你家嘛。""}, {""sex"": ""1"", ""content"": ""你是不是忘记把我一起带回家了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还很年轻好吧""}, {""sex"": ""1"", ""content"": ""年年十八岁！""}, {""sex"": ""1"", ""content"": ""我就喜欢这么年轻的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不许笑话我""}, {""sex"": ""1"", ""content"": ""只对你微笑从不笑话你。""}, {""sex"": ""1"", ""content"": ""你这么好，我怎么会笑话你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说的都是真的""}, {""sex"": ""1"", ""content"": ""我从来没有怀疑过你对我说假话。""}, {""sex"": ""1"", ""content"": ""即使是假的，我都会当成真的听进心里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我看你照片""}, {""sex"": ""1"", ""content"": ""都是照骗！有啥好看的""}, {""sex"": ""1"", ""content"": ""照片怎么够呢，要不出来看我一眼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没感觉呀""}, {""sex"": ""1"", ""content"": ""感觉是可以用来培养的啦。""}, {""sex"": ""1"", ""content"": ""你想要什么感觉我都是可以给你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那再见吧""}, {""sex"": ""1"", ""content"": ""再次相见，希望你温柔一点""}, {""sex"": ""1"", ""content"": ""再见我就不会让你跑走了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去试试""}, {""sex"": ""1"", ""content"": ""我成了小白鼠了吗？""}, {""sex"": ""1"", ""content"": ""那要是有危险可怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没睡醒吗？""}, {""sex"": ""1"", ""content"": ""还没睡醒的话我是在梦里回你消息嘛？""}, {""sex"": ""1"", ""content"": ""醒啦，太困了，舍不得起床。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你帮忙""}, {""sex"": ""1"", ""content"": ""不用谢，不过是举手之劳。""}, {""sex"": ""1"", ""content"": ""能帮上小仙女的忙其实我觉得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哼，渣男""}, {""sex"": ""1"", ""content"": ""你见过渣男这么喜欢你的嘛？""}, {""sex"": ""1"", ""content"": ""我要是渣男，你现在还能这么安全？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很早醒了""}, {""sex"": ""1"", ""content"": ""早醒了，可是你还是在赖床啊。""}, {""sex"": ""1"", ""content"": ""难怪我梦里的你突然不见了呢。""}], ""lock"": 1}"
