"{""chat"": [{""sex"": ""2"", ""content"": ""哥哥好""}, {""sex"": ""1"", ""content"": ""开心，突然间多了个妹妹""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""能加个微信吗""}, {""sex"": ""2"", ""content"": ""你常常在大街上搭讪吗""}, {""sex"": ""1"", ""content"": ""不多不多，一天一二百个而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太阳有点大""}, {""sex"": ""1"", ""content"": ""防晒霜、防晒衣、遮阳帽，防晒工具通通安排上。""}, {""sex"": ""1"", ""content"": ""那小仙女出门要小心，别被太阳灼伤了你水嫩的肌肤。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晒呀""}, {""sex"": ""1"", ""content"": ""那你出门记得抹防晒爽还有打太阳伞哦""}, {""sex"": ""1"", ""content"": ""这么晒，你可千万别被晒伤了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会因为什么喜欢一个人？""}, {""sex"": ""1"", ""content"": ""喜欢一个人从来不会因为什么。""}, {""sex"": ""1"", ""content"": ""感觉她是对的就是对的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你个机会请我吃饭""}, {""sex"": ""1"", ""content"": ""吃了我请的饭可就是我的人了哦。""}, {""sex"": ""1"", ""content"": ""谢谢这个机会，顺便给一个你喜欢我的机会啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老了十岁""}, {""sex"": ""1"", ""content"": ""瞎说，分明是年轻了十岁""}, {""sex"": ""1"", ""content"": ""不要熬夜呀，熬夜会让人看起来很憔悴""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你相信一见钟情吗""}, {""sex"": ""1"", ""content"": ""从前我是不相信的。""}, {""sex"": ""2"", ""content"": ""现在呢？""}, {""sex"": ""1"", ""content"": ""直到遇见你，我才知道真的有一见钟情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还一见钟情""}, {""sex"": ""1"", ""content"": ""是真的，见到你的第一眼我就心动了""}, {""sex"": ""1"", ""content"": ""有些感情你不得不承认，就是来得突然又猛烈""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你休息了吗""}, {""sex"": ""1"", ""content"": ""对你，我从来没有过休息日""}, {""sex"": ""1"", ""content"": ""你都还没休息我怎么会休息呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你习惯了""}, {""sex"": ""1"", ""content"": ""我没有习惯，只是强迫自己不在意了。""}, {""sex"": ""1"", ""content"": ""有时候习惯真的是一件好事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""锻炼一下""}, {""sex"": ""1"", ""content"": ""那我也要把锻炼提上日程，这样我们可以一起流汗。""}, {""sex"": ""1"", ""content"": ""那下次一起约健身房？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""需要照顾""}, {""sex"": ""1"", ""content"": ""那就让我来好好照顾你吧。""}, {""sex"": ""1"", ""content"": ""小朋友是需要照顾的，我知道呀，所以我会照顾你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""神奇宝贝""}, {""sex"": ""1"", ""content"": ""你就是属于我的神奇宝贝""}, {""sex"": ""1"", ""content"": ""别的宝贝多神奇都没用，我只要你一个宝贝就够了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一直在你心里""}, {""sex"": ""1"", ""content"": ""难道我最近体重上去了。""}, {""sex"": ""1"", ""content"": ""那你准备什么时候交房租呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一点都没有""}, {""sex"": ""1"", ""content"": ""一点都没有，这么无情的吗！""}, {""sex"": ""1"", ""content"": ""难道就不可以把没有变成有吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么特点？""}, {""sex"": ""1"", ""content"": ""特别喜欢你，算不算特点""}, {""sex"": ""1"", ""content"": ""全身上下都是特点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相信吗""}, {""sex"": ""1"", ""content"": ""当然，我会无条件相信你的""}, {""sex"": ""1"", ""content"": ""我相信，但是你不可以辜负我的信任哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""日复一日，年复一年""}, {""sex"": ""1"", ""content"": ""日子就是这样一天一天过去的。""}, {""sex"": ""1"", ""content"": ""希望日日年年都能有你陪在身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我的感觉像""}, {""sex"": ""1"", ""content"": ""像是你喜欢我一样吗？""}, {""sex"": ""1"", ""content"": ""感觉这种很玄乎的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起去吃""}, {""sex"": ""1"", ""content"": ""好啊，跟你一起吃我会食欲大增的""}, {""sex"": ""1"", ""content"": ""要是以后都能跟你一起吃就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我先陪你一段时间吧""}, {""sex"": ""1"", ""content"": ""这一段时间就是一辈子了。""}, {""sex"": ""1"", ""content"": ""这段时间我会加倍的珍惜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在吃饭吗""}, {""sex"": ""1"", ""content"": ""怎么想趁饭吃？""}, {""sex"": ""1"", ""content"": ""想吃我的饭就直说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你睡不睡""}, {""sex"": ""1"", ""content"": ""那也要等你说个晚安啊。""}, {""sex"": ""1"", ""content"": ""你想和我一起睡吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴挺甜的""}, {""sex"": ""1"", ""content"": ""哪有你笑起来甜啊。""}, {""sex"": ""1"", ""content"": ""还不是为了你特地抹了蜜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等我吧""}, {""sex"": ""1"", ""content"": ""那你可不能让我等太久，花儿会枯萎，人心也会凉。""}, {""sex"": ""1"", ""content"": ""我只等你一下下哦，你可要跑快一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好自恋呀""}, {""sex"": ""1"", ""content"": ""所以我最近改了，改恋你了哦""}, {""sex"": ""1"", ""content"": ""自恋之前恋的是你啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我尽力吧""}, {""sex"": ""1"", ""content"": ""那你一定要好好努力知道不！""}, {""sex"": ""1"", ""content"": ""这可不是简单尽力而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""共同语言""}, {""sex"": ""1"", ""content"": ""大家都说中国话，这不就是共同语言吗？""}, {""sex"": ""1"", ""content"": ""喜欢，是不是我们的共同语言""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去睡会""}, {""sex"": ""1"", ""content"": ""睡吧，我会好好看着你的。""}, {""sex"": ""1"", ""content"": ""到我怀里好好睡会儿吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要睡会了""}, {""sex"": ""1"", ""content"": ""正好，我也想睡一会儿。""}, {""sex"": ""1"", ""content"": ""那你记得要梦到我呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加个微信""}, {""sex"": ""1"", ""content"": ""能加小姐姐的微信我也很开心""}, {""sex"": ""1"", ""content"": ""哇！今天是我的幸运日吗？""}, {""sex"": ""1"", ""content"": ""微信就能让你了解我吗？""}, {""sex"": ""1"", ""content"": ""好啊，这样我才有机会炫耀我看到了天使""}, {""sex"": ""1"", ""content"": ""其实这句话应该我来说""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天肚子痛""}, {""sex"": ""1"", ""content"": ""怎么会肚子痛呢，是不是大姨妈来了？""}, {""sex"": ""1"", ""content"": ""那你快喝点热水，要是我能帮你揉揉肚子该有多好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""赶鸭子上架""}, {""sex"": ""1"", ""content"": ""狗急跳墙，潜力都是需要被激发的嘛""}, {""sex"": ""1"", ""content"": ""这鸭子也太惨了吧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小侄子""}, {""sex"": ""1"", ""content"": ""小仙女的小侄子肯定很可爱。""}, {""sex"": ""1"", ""content"": ""小侄子会不会很调皮呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有哭鼻子 你才哭了呢""}, {""sex"": ""1"", ""content"": ""我哭了，我帮你哭了。""}, {""sex"": ""1"", ""content"": ""那这红红的眼睛难道你是兔子精？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""雷猴啊""}, {""sex"": ""1"", ""content"": ""雷猴雷猴，小仙女""}, {""sex"": ""1"", ""content"": ""哎呀，抓到可爱的雷猴小仙女啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天是个重要的日子""}, {""sex"": ""1"", ""content"": ""跟你在一起的每个日子我都觉得很重要""}, {""sex"": ""1"", ""content"": ""重要的日子我们要一起见证呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么男人都喜欢小姑娘呀？""}, {""sex"": ""1"", ""content"": ""别的男人我不知道，我只喜欢你这个小姑娘。""}, {""sex"": ""1"", ""content"": ""那为什么女生都喜欢小鲜肉呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不要面子""}, {""sex"": ""1"", ""content"": ""我只要你。""}, {""sex"": ""1"", ""content"": ""何为面子，能吃吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""熬夜""}, {""sex"": ""1"", ""content"": ""熬夜一时爽，熬夜爽翻天啊。""}, {""sex"": ""1"", ""content"": ""熬成熊猫眼就真成国宝了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深夜开场""}, {""sex"": ""1"", ""content"": ""美好的夜晚从跟小仙女打招呼开始。""}, {""sex"": ""1"", ""content"": ""让我看看是哪只夜猫子还没睡觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""买不买""}, {""sex"": ""1"", ""content"": ""我的钱包在你那，还问我买不买！""}, {""sex"": ""1"", ""content"": ""我能说不吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你舒服""}, {""sex"": ""1"", ""content"": ""如果有你在我身边，我的生活会更舒服的。""}, {""sex"": ""1"", ""content"": ""跟我在一起，你也舒服啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在不舒服""}, {""sex"": ""1"", ""content"": ""哪儿不舒服啊，快去看看医生！""}, {""sex"": ""1"", ""content"": ""怎么会不舒服，你这样我好担心啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""搞笑吧""}, {""sex"": ""1"", ""content"": ""太搞笑了，我都要笑岔气了""}, {""sex"": ""2"", ""content"": ""有没有这么夸张啊""}, {""sex"": ""1"", ""content"": ""你愿意逗我笑我真的很开心啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可真搞笑""}, {""sex"": ""1"", ""content"": ""笑一笑十年少啊。""}, {""sex"": ""1"", ""content"": ""我的搞笑，还不是为了能让你笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""觉得很搞笑""}, {""sex"": ""1"", ""content"": ""因为要逗你笑呀。""}, {""sex"": ""1"", ""content"": ""觉得很搞笑那是因为你觉得我很有趣嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""主动""}, {""sex"": ""1"", ""content"": ""女孩子都比较矜持，所以我来主动吧。""}, {""sex"": ""2"", ""content"": ""好。""}, {""sex"": ""1"", ""content"": ""但我希望你能积极回应我的主动，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好想锤你啊""}, {""sex"": ""1"", ""content"": ""你当你是雷神啊，见人就想锤！""}, {""sex"": ""1"", ""content"": ""人有多大胆，想法就有大胆。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""捶捶""}, {""sex"": ""1"", ""content"": ""小拳头锤我的胸口？""}, {""sex"": ""1"", ""content"": ""要是锤坏了，你看看你以后咋办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""狗啊""}, {""sex"": ""1"", ""content"": ""你喜欢狗的话，肯定也会喜欢我这只单身狗。""}, {""sex"": ""1"", ""content"": ""你喜欢什么品种的狗，我们以后一起养。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正常点不好吗""}, {""sex"": ""1"", ""content"": ""可我对你的感觉已经超出正常范围了。""}, {""sex"": ""1"", ""content"": ""不好，我不想跟你只保持正常的关系。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得什么样子的 你会喜欢""}, {""sex"": ""1"", ""content"": ""只要是你的样子，我都会喜欢。""}, {""sex"": ""1"", ""content"": ""你穿着第一次见我的衣服，我会很喜欢的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你干嘛呢""}, {""sex"": ""1"", ""content"": ""想我就可以好好睡觉啊。""}, {""sex"": ""1"", ""content"": ""你如果不想我，你还能干嘛啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感冒，嗓子疼，""}, {""sex"": ""1"", ""content"": ""这么难受，真闲为你分担一点。""}, {""sex"": ""1"", ""content"": ""这么不会照顾自己，还是换我来照顾你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脖子也疼""}, {""sex"": ""1"", ""content"": ""看来你需要我帮你揉一揉脖子了""}, {""sex"": ""1"", ""content"": ""心疼我的小宝贝，怎么把自己弄成这样了呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""像个小孩""}, {""sex"": ""1"", ""content"": ""总要保持一些童真吧""}, {""sex"": ""1"", ""content"": ""我也不是一直像个小孩，只是在你面前这样而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子还疼""}, {""sex"": ""1"", ""content"": ""我在你旁边就可以搓搓手给你捂捂了。""}, {""sex"": ""1"", ""content"": ""你总是这样不好好照顾自己的身体，就是想让我心疼！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗓子痛不想说话""}, {""sex"": ""1"", ""content"": ""那就别说话了，我们打字就好。""}, {""sex"": ""1"", ""content"": ""现在我们开始思维对话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识多久了""}, {""sex"": ""1"", ""content"": ""认识多久不重要，重要是已经喜欢上你了""}, {""sex"": ""1"", ""content"": ""感觉像是上辈子就已经认识了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人都是打猪蹄子""}, {""sex"": ""1"", ""content"": ""你们女人不都是很喜欢猪蹄子吗。""}, {""sex"": ""1"", ""content"": ""猪蹄子美容养颜，你么你还不乐意啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做你的小仙女""}, {""sex"": ""1"", ""content"": ""做我心里唯一的小仙女。""}, {""sex"": ""1"", ""content"": ""看来这辈子就是你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在干啥呢？""}, {""sex"": ""1"", ""content"": ""除了想你还能干啥。""}, {""sex"": ""1"", ""content"": ""在给世界上最漂亮的女人发信息啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能保护我吗""}, {""sex"": ""1"", ""content"": ""我要是不能保护你，你要我何用！""}, {""sex"": ""1"", ""content"": ""女汉子不是你来保护我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人生地不熟""}, {""sex"": ""1"", ""content"": ""请打开高德地图，哪里不知道点哪里！""}, {""sex"": ""1"", ""content"": ""那就来我身边，我你肯定熟的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我生气了""}, {""sex"": ""1"", ""content"": ""你生气的样子还是蛮可爱的""}, {""sex"": ""1"", ""content"": ""你生气吧，我负责把你哄好就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘿嘿，真好""}, {""sex"": ""1"", ""content"": ""你的出现，让我觉得生活真好。""}, {""sex"": ""1"", ""content"": ""能让你觉得开心我也觉得真好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有你真的很好""}, {""sex"": ""1"", ""content"": ""有你也真的是很好。""}, {""sex"": ""1"", ""content"": ""毕竟是为了你才变得这么好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯，还好吧""}, {""sex"": ""1"", ""content"": ""看来小仙女并不是特别满意。""}, {""sex"": ""1"", ""content"": ""我希望成为你觉得很好的人而不是觉得还好的那个人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家干活""}, {""sex"": ""1"", ""content"": ""这样的贤妻良母，我怎么能不爱呢。""}, {""sex"": ""1"", ""content"": ""顺带来我家也干下活？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""活着不好""}, {""sex"": ""1"", ""content"": ""有啥不好，有你就好了。""}, {""sex"": ""1"", ""content"": ""有你我会变得更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好""}, {""sex"": ""1"", ""content"": ""为什么不好呀，说给我听听。""}, {""sex"": ""1"", ""content"": ""不想看见你不好，你是小仙女你值得所有最好的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能好好玩耍""}, {""sex"": ""1"", ""content"": ""能不能好好谈恋爱？""}, {""sex"": ""1"", ""content"": ""这不是一直都好好在玩耍嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很好的""}, {""sex"": ""1"", ""content"": ""能得到你的认可就是最开心的事了""}, {""sex"": ""1"", ""content"": ""我也觉得你是超级无敌好的，你是我见过最好的女孩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚好呀""}, {""sex"": ""1"", ""content"": ""看来今天晚上能笑醒了。""}, {""sex"": ""1"", ""content"": ""天天晚上都梦到你，就不用问好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好吖""}, {""sex"": ""1"", ""content"": ""天天晚上都梦到你，就不用问好了。""}, {""sex"": ""1"", ""content"": ""晚上不好，每晚都会思念你到天明。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己照顾好自己""}, {""sex"": ""1"", ""content"": ""不行，我照顾不好自己，需要你来照顾我""}, {""sex"": ""2"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""我可能丧失了照顾好自己的能力了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好笑哦""}, {""sex"": ""1"", ""content"": ""看你笑的这么开心我也挺开心的。""}, {""sex"": ""1"", ""content"": ""笑一笑十年少啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个玩笑一点都不好笑""}, {""sex"": ""1"", ""content"": ""那我以后就不说这样的玩笑了好不好？""}, {""sex"": ""1"", ""content"": ""这不是玩笑话，我很认真。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦哦好嘛""}, {""sex"": ""1"", ""content"": ""看你的样子好像不是很高兴哦。""}, {""sex"": ""1"", ""content"": ""要是你觉得不好也可以说嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺好看""}, {""sex"": ""1"", ""content"": ""只是挺好看而已吗？""}, {""sex"": ""1"", ""content"": ""是不是刚好长在你的审美点上？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午好午好午好""}, {""sex"": ""1"", ""content"": ""下午好！小仙女中午不午休吗""}, {""sex"": ""1"", ""content"": ""你是不是也跟我一样把中午的时间拿来唠嗑了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好啊""}, {""sex"": ""1"", ""content"": ""中午到啦，小哥哥吃饭了吗？""}, {""sex"": ""1"", ""content"": ""午好，又到了每日纠结吃什么的时候了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡午觉""}, {""sex"": ""1"", ""content"": ""午觉睡得好，下午精神才会好。""}, {""sex"": ""1"", ""content"": ""好，那我们在梦里约个午会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问好""}, {""sex"": ""1"", ""content"": ""小仙女好啊，一个人在消磨时间吗？""}, {""sex"": ""1"", ""content"": ""叮咚，我来串门了，仙女在家吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是我脾气不好""}, {""sex"": ""1"", ""content"": ""不管你的脾气有多不好，我都会包容的呀。""}, {""sex"": ""1"", ""content"": ""听说脾气不好的女孩子都长得很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好帅我好爱""}, {""sex"": ""1"", ""content"": ""原来你是个颜值控啊。""}, {""sex"": ""1"", ""content"": ""原来你是因为我帅，你才爱的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可想好了""}, {""sex"": ""1"", ""content"": ""早就想好了，这辈子就跟你在一起。""}, {""sex"": ""1"", ""content"": ""想好了，不后悔。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你家不好玩""}, {""sex"": ""1"", ""content"": ""那就让我去你家好了。""}, {""sex"": ""1"", ""content"": ""那你想去哪个地方玩呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认同""}, {""sex"": ""1"", ""content"": ""得到小仙女的认同真是太好了""}, {""sex"": ""1"", ""content"": ""必须认同嘛，毕竟我说的话这么有理""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午聊天开场白""}, {""sex"": ""1"", ""content"": ""中午休息得怎么样呢，我的小仙女""}, {""sex"": ""1"", ""content"": ""中午吃午饭的时候有没有想起我呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好好学习""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上。""}, {""sex"": ""1"", ""content"": ""努力学习才是最正确的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""学习去了""}, {""sex"": ""1"", ""content"": ""好好学习怎么做女朋友呦！""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我爱您""}, {""sex"": ""1"", ""content"": ""爱我就爱我吧，你干嘛还用您啊。""}, {""sex"": ""1"", ""content"": ""“您”是谁啊，你怎么爱上他了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累了就好好休息""}, {""sex"": ""1"", ""content"": ""放心吧，我一定会好好休息的。""}, {""sex"": ""1"", ""content"": ""但是我想躺在你身上好好休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里不好""}, {""sex"": ""1"", ""content"": ""这个我还真的找不出我哪里不好。""}, {""sex"": ""1"", ""content"": ""那我又是哪里好呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说我哪里好""}, {""sex"": ""1"", ""content"": ""有的人说不清哪里好，但就是谁都替代不了。""}, {""sex"": ""1"", ""content"": ""好就好在，你是那个一出现就惊动了我整个世界的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也不好看""}, {""sex"": ""1"", ""content"": ""好不好看不重要，不要只在乎表象。""}, {""sex"": ""1"", ""content"": ""不好看我也心动了，怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我好看不""}, {""sex"": ""1"", ""content"": ""好看啊，你怎么可以不好看啊。""}, {""sex"": ""1"", ""content"": ""你不就是一直都很好看吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好看啦""}, {""sex"": ""1"", ""content"": ""怎么会呢，哪看都好看。""}, {""sex"": ""1"", ""content"": ""看你哪不是个美人胚子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么跟小姐姐聊天""}, {""sex"": ""1"", ""content"": ""发现一个可爱的小姐姐~""}, {""sex"": ""1"", ""content"": ""小姐姐，我心情不太好，你可以陪陪我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我视力很好""}, {""sex"": ""1"", ""content"": ""那你一定能看出来我很喜欢你吧""}, {""sex"": ""1"", ""content"": ""那你是不是可以一眼就在人群中看到我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天课好多""}, {""sex"": ""1"", ""content"": ""会不会很累，上完课我带你去吃好吃的""}, {""sex"": ""1"", ""content"": ""要认真上课哦，这样功课才不会落下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""歌好听""}, {""sex"": ""1"", ""content"": ""那你以后学了唱给我听好不好？""}, {""sex"": ""1"", ""content"": ""当然是要推荐好听的歌给小仙女啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还在上课""}, {""sex"": ""1"", ""content"": ""这是在上我们的恋爱课？""}, {""sex"": ""1"", ""content"": ""好好学习，天天养我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在去上课""}, {""sex"": ""1"", ""content"": ""那要好好听课哦，你要是开小差我可是会跟老师打小报告的。""}, {""sex"": ""1"", ""content"": ""上课可以偷偷给我发消息吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚洗完""}, {""sex"": ""1"", ""content"": ""有没有多穿点啊，这种天气很容易感冒的。""}, {""sex"": ""1"", ""content"": ""想把刚洗完澡的你抱在怀里，肯定热乎乎的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肯定不好看""}, {""sex"": ""1"", ""content"": ""你肯定是好看的。""}, {""sex"": ""1"", ""content"": ""有你这个这么好看的人，其他的都变得不好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生说早上好""}, {""sex"": ""1"", ""content"": ""仙女早上好，美好的一天开始啦。""}, {""sex"": ""1"", ""content"": ""早晨起床第一件事，大喊一声，小仙女早安！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好呀小哥哥""}, {""sex"": ""1"", ""content"": ""如果晚上有你作伴我才会觉得好。""}, {""sex"": ""1"", ""content"": ""你好我好小姐姐好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上开场白。""}, {""sex"": ""1"", ""content"": ""晚上好！等了一整天，实在忍不住了来找你了""}, {""sex"": ""1"", ""content"": ""晚上好，据说仙女都很早睡？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最近还好吧""}, {""sex"": ""1"", ""content"": ""没有你在身边，一点都不好。""}, {""sex"": ""1"", ""content"": ""挺好的，只是有点想你。""}], ""lock"": 1}"
