"{""chat"": [{""sex"": ""1"", ""content"": ""我想和你认识下""}, {""sex"": ""2"", ""content"": ""可以啊！""}, {""sex"": ""1"", ""content"": ""你答应得这么爽快，我接下来的台词都白准备了呢。 你是我遇见的最友善的女孩子，我决定请你喝点东西，想喝点什么？""}, {""sex"": ""2"", ""content"": ""跟你一样""}, {""sex"": ""1"", ""content"": ""谢谢，你令我心情一下子非常好，我要请你吃饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""探探说你喜欢我""}, {""sex"": ""2"", ""content"": ""我咋不知道?""}, {""sex"": ""1"", ""content"": ""右滑的那一刻， 互相喜欢品味出众""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很会聊天哦""}, {""sex"": ""1"", ""content"": ""我只和我喜欢的人聊天。""}, {""sex"": ""1"", ""content"": ""那也只是对你一个人才这样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想聊聊天""}, {""sex"": ""1"", ""content"": ""我很开心在你想要聊天的时候能够第一个想到我""}, {""sex"": ""1"", ""content"": ""正好我也想找人聊天，那我们聊聊吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哥哥好会撩""}, {""sex"": ""1"", ""content"": ""有没有撩得妹妹心痒痒？""}, {""sex"": ""1"", ""content"": ""只是刚好是你才让我变得这么会撩的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""礼物都没有""}, {""sex"": ""1"", ""content"": ""礼轻情意重不懂吗？""}, {""sex"": ""1"", ""content"": ""原来你只是想要礼物而已吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺帅的啊""}, {""sex"": ""1"", ""content"": ""那我得用自拍冷静一下了。""}, {""sex"": ""1"", ""content"": ""这个社会啊，像你这种会说实话的人可不多了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴挺会说的嘛""}, {""sex"": ""1"", ""content"": ""一般一般世界第三！""}, {""sex"": ""1"", ""content"": ""你会喜欢我这么会说嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还以为你消失了呢""}, {""sex"": ""1"", ""content"": ""我可没有遁地术哦。""}, {""sex"": ""1"", ""content"": ""我还要在你的世界里胡作非为呢，怎么可能消失？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我等""}, {""sex"": ""1"", ""content"": ""谢谢你愿意等我，我不会辜负你的等待的""}, {""sex"": ""1"", ""content"": ""等我，我很快就会来到你身边的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚下雨了""}, {""sex"": ""1"", ""content"": ""那你刚刚没出门吧。""}, {""sex"": ""1"", ""content"": ""这雨说来就来，下得让人措不及防。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""变化""}, {""sex"": ""1"", ""content"": ""我会变得越来越好，成为配得上的人""}, {""sex"": ""1"", ""content"": ""你察觉到我身上的变化了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你花言巧语""}, {""sex"": ""1"", ""content"": ""你不能因为我嘴甜就说我说的话是花言巧语呀。""}, {""sex"": ""1"", ""content"": ""这些话都是我怀着一颗真诚的心说的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拇指""}, {""sex"": ""1"", ""content"": ""有一天，我会为你的无名指戴上戒指""}, {""sex"": ""1"", ""content"": ""这是在给我点赞吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""海南的""}, {""sex"": ""1"", ""content"": ""听说海南的妹子都很水灵灵呢。""}, {""sex"": ""1"", ""content"": ""说到海南我就想起了沙滩和椰子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天地良心""}, {""sex"": ""1"", ""content"": ""那让我摸摸你的良心。""}, {""sex"": ""1"", ""content"": ""你要起誓吗？老天爷最近好像休假了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太难撩了""}, {""sex"": ""1"", ""content"": ""这些套路见得多了，我也没办法""}, {""sex"": ""1"", ""content"": ""说明你撩人的功力还不行呀，还需要修炼修炼""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺会撩啊""}, {""sex"": ""1"", ""content"": ""撩妹的套路是学的，喜欢你是真心的。""}, {""sex"": ""1"", ""content"": ""老夫苦练10年的功力，只为撩到你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们会有机会在一起吗""}, {""sex"": ""1"", ""content"": ""试试不就知道有没有机会了。""}, {""sex"": ""1"", ""content"": ""你问问丘比特看看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愉快""}, {""sex"": ""1"", ""content"": ""这不是很愉快嘛，哈哈""}, {""sex"": ""1"", ""content"": ""又老一岁，怎么快乐得起来。""}, {""sex"": ""1"", ""content"": "" 脸红满面，不是害羞就是暗恋""}, {""sex"": ""1"", ""content"": ""难道不是因为跟我在一起吗？""}, {""sex"": ""1"", ""content"": ""有什么好高兴的，又没见到你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃得快""}, {""sex"": ""1"", ""content"": ""不要吃得那么快，吃太快不易于消化。""}, {""sex"": ""1"", ""content"": ""慢慢吃啦，又没有人跟你抢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗人鬼""}, {""sex"": ""1"", ""content"": ""我一般不骗人，我只骗心。""}, {""sex"": ""1"", ""content"": ""非要我说一句骗你的话，那就是我不喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱你个头""}, {""sex"": ""1"", ""content"": ""你可爱的有点过分了吧。""}, {""sex"": ""1"", ""content"": ""我这个头不可爱，还是你的比较可爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""雨爱""}, {""sex"": ""1"", ""content"": ""我想听你给我唱这首歌。""}, {""sex"": ""1"", ""content"": ""听雨的声音，一点点清晰，你的呼吸像雨滴渗入我的爱里~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还会喜欢我吗""}, {""sex"": ""1"", ""content"": ""这得看你是不是会喜欢我，我再决定。""}, {""sex"": ""1"", ""content"": ""可能不会了吧，因为喜欢都变成了爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我想我说什么？""}, {""sex"": ""1"", ""content"": ""你又不让我进你心里，怎么知道你想说什么呢。""}, {""sex"": ""1"", ""content"": ""总不会是说喜欢我把？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不行呢""}, {""sex"": ""1"", ""content"": ""怎么不行嘛？答应我好不好嘛？""}, {""sex"": ""1"", ""content"": ""你拒绝我了，我可不保证自己会做出什么事情哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都还没了解""}, {""sex"": ""1"", ""content"": ""剩下的时间我们就慢慢了解吧。""}, {""sex"": ""1"", ""content"": ""给你个机会深入了解我、""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我得罪你了？""}, {""sex"": ""1"", ""content"": ""你被我爱上了，难道这还不得罪我吗。""}, {""sex"": ""1"", ""content"": ""谁让你长得这么好看的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么开始聊天""}, {""sex"": ""1"", ""content"": ""你好，我们可以开始聊天了吗？""}, {""sex"": ""1"", ""content"": ""想要聊天只需要一个表情就足够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡觉啊""}, {""sex"": ""1"", ""content"": ""就知道睡觉，你上辈子肯定是猪。""}, {""sex"": ""1"", ""content"": ""睡觉多浪费时间啊，我们要好好珍惜时间珍惜生命。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要不要过来""}, {""sex"": ""1"", ""content"": ""我过来能给抱抱吗？！""}, {""sex"": ""1"", ""content"": ""如果你想，我的当然要啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不玩呀""}, {""sex"": ""1"", ""content"": ""小仙女不玩平时都喜欢做什么呀？""}, {""sex"": ""1"", ""content"": ""不玩的话不会觉得无聊嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要去逛街了""}, {""sex"": ""1"", ""content"": ""果然逛街是女孩子最喜欢的事了。""}, {""sex"": ""1"", ""content"": ""带我一起，我可以帮你提东西呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么会说话的嘛""}, {""sex"": ""1"", ""content"": ""你喜欢我这么会说话吗！""}, {""sex"": ""1"", ""content"": ""对呀，这可是为了你锻炼出来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你明白什么了""}, {""sex"": ""1"", ""content"": ""我明白你就是我对的那个人啊""}, {""sex"": ""1"", ""content"": ""只可意会不可言传""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么有眼光呢""}, {""sex"": ""1"", ""content"": ""看上你是不是我有眼光呢。""}, {""sex"": ""1"", ""content"": ""千万人群中，一眼相中你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不挺好吗""}, {""sex"": ""1"", ""content"": ""是挺好的，但我觉得还不够。""}, {""sex"": ""1"", ""content"": ""如果有你在的话就更好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不怕胖。""}, {""sex"": ""1"", ""content"": ""每逢佳节胖三斤！""}, {""sex"": ""1"", ""content"": ""你这么好看，胖了也一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是说我胖吗""}, {""sex"": ""1"", ""content"": ""我只是说嘛，又不嫌弃你。""}, {""sex"": ""1"", ""content"": ""因为我觉得喜欢的女孩胖胖的很可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么是爱情啊""}, {""sex"": ""1"", ""content"": ""等你真的爱上了你就会知道。""}, {""sex"": ""1"", ""content"": ""就是已经决定分开，但是心理就是不愿意放开。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你叫什么名字鸭""}, {""sex"": ""1"", ""content"": ""你可以叫我“男朋友”""}, {""sex"": ""1"", ""content"": ""名字不好听，等我改了再和你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我行吗""}, {""sex"": ""1"", ""content"": ""除了你没人能行。""}, {""sex"": ""1"", ""content"": ""你在怀疑什么？你当然行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""结果还是一样""}, {""sex"": ""1"", ""content"": ""跟我在一起，会有不一样的结果。""}, {""sex"": ""1"", ""content"": ""结果不重要，重要的事体验这个过程，在这个过程收获的东西。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要找理由""}, {""sex"": ""1"", ""content"": ""是因为在乎你所以才找理由的啊。""}, {""sex"": ""1"", ""content"": ""找理由也是因为我怕你不高兴嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我快笑死了""}, {""sex"": ""1"", ""content"": ""你控制一下，我可不想说自己的媳妇是被笑“死”的。""}, {""sex"": ""1"", ""content"": ""不准笑了，再笑我就亲你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是害羞""}, {""sex"": ""1"", ""content"": ""害羞小仙女，我喜欢！""}, {""sex"": ""1"", ""content"": ""害羞仙女的样子，真的是好可爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在哪儿呀""}, {""sex"": ""1"", ""content"": ""如果你欢迎，我会一直在你身边""}, {""sex"": ""1"", ""content"": ""我在哪儿我也不知道，我只知道我在你心里""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看你能怎么撩""}, {""sex"": ""1"", ""content"": ""你不用管我怎么撩，反正撩动你就好。""}, {""sex"": ""1"", ""content"": ""我从来都不撩，喜欢的才会去追""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用想""}, {""sex"": ""1"", ""content"": ""但是我已经在疯狂的想你了。""}, {""sex"": ""1"", ""content"": ""你这么好看，我怎么可能不用想啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不开心吗""}, {""sex"": ""1"", ""content"": ""对啊，我感觉得到你心情有点低落。""}, {""sex"": ""1"", ""content"": ""开心就笑，不开心也别假装开心，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不晓得耶""}, {""sex"": ""1"", ""content"": ""没事，你不晓得我来告诉你。""}, {""sex"": ""1"", ""content"": ""原来还有小仙女不晓得的事情啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹。""}, {""sex"": ""1"", ""content"": ""要是不喜欢也不会撩了，是不是？""}, {""sex"": ""1"", ""content"": ""都说要会撩才会有女朋友，要是不撩你那我岂不是要单身一辈子？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打电话该说什么""}, {""sex"": ""1"", ""content"": ""该说一些爱你啊什么的。""}, {""sex"": ""1"", ""content"": ""说你爱我就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没吃早饭""}, {""sex"": ""1"", ""content"": ""那要不要一起吃一顿呢？""}, {""sex"": ""1"", ""content"": ""早餐是一天中最重要的一餐，你不吃我要生气了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不不不你想多了""}, {""sex"": ""1"", ""content"": ""你这么好看，还不允许我想多吗。""}, {""sex"": ""1"", ""content"": ""第一次看到仙女，难免想多。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被人吵醒了""}, {""sex"": ""1"", ""content"": ""是谁！竟然吵醒了我的小仙女，我去教训他！""}, {""sex"": ""1"", ""content"": ""看来你的睡眠很浅呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要是失眠我就吵醒你""}, {""sex"": ""1"", ""content"": ""我随时恭迎你的吵醒。""}, {""sex"": ""1"", ""content"": ""我希望这一天永远都不会来临，这样你就能好好睡觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""父母吵架""}, {""sex"": ""1"", ""content"": ""夫妻床头吵床尾和，这是他们恩爱的表现。""}, {""sex"": ""1"", ""content"": ""如果我们以后吵架了，你就把我打清醒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才花心""}, {""sex"": ""1"", ""content"": ""我是很花心，毕竟心全花在你身上了。""}, {""sex"": ""1"", ""content"": ""你这就冤枉我了，我的朋友们一致认为我是很专一的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是小奶狗""}, {""sex"": ""1"", ""content"": ""你要是喜欢，我还能变成小狼狗。""}, {""sex"": ""1"", ""content"": ""嗷呜~那也是喜欢你的小奶狗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里来的爱""}, {""sex"": ""1"", ""content"": ""我的喜欢已经变成爱了。""}, {""sex"": ""1"", ""content"": ""你自己心里的，还不清楚？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还想她吗""}, {""sex"": ""1"", ""content"": ""有你在的时候就不会去想。""}, {""sex"": ""1"", ""content"": ""有时候夜深人静的时候，她会出现。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没见过吧""}, {""sex"": ""1"", ""content"": ""可能在梦里见过。""}, {""sex"": ""1"", ""content"": ""见过呀，还是和以前一样漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭饭没有""}, {""sex"": ""1"", ""content"": ""没有你在，就是胃口不咋滴了。""}, {""sex"": ""1"", ""content"": ""和你一起吃饭才算是吃饭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙吃饭""}, {""sex"": ""1"", ""content"": ""吃饭真的是人生第一大事啊。""}, {""sex"": ""1"", ""content"": ""那啥时候带着我一起吃饭呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭咯""}, {""sex"": ""1"", ""content"": ""你这是要带我一起吃饭的节奏吗。""}, {""sex"": ""1"", ""content"": ""突然好想和你一起吃口饭啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在说""}, {""sex"": ""1"", ""content"": ""未来还有那么长，我想慢慢说给你听""}, {""sex"": ""1"", ""content"": ""你确定现在要听？我怕你承受不住""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩游戏吗""}, {""sex"": ""1"", ""content"": ""小仙女的邀请必须答应啊。""}, {""sex"": ""1"", ""content"": ""好啊，跟你玩游戏能收获双倍快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还不够了解""}, {""sex"": ""1"", ""content"": ""我们多接触接触就会了解彼此了。""}, {""sex"": ""1"", ""content"": ""只要你想了解我，时间都不是问题。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要太了解我""}, {""sex"": ""1"", ""content"": ""喜欢你难道不用了解你吗？""}, {""sex"": ""1"", ""content"": ""你已经吸引着我去了解你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作求助""}, {""sex"": ""1"", ""content"": ""这有一份只有你能做的工作，做我老婆。""}, {""sex"": ""1"", ""content"": ""我不希望我的女人因为工作累着了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作丢了""}, {""sex"": ""1"", ""content"": ""这说明有一份更好的工作在等你。""}, {""sex"": ""1"", ""content"": ""丢了工作捡个男朋友，不是挺好的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上课中""}, {""sex"": ""1"", ""content"": ""好好学习天天向上！""}, {""sex"": ""1"", ""content"": ""我要举报你偷偷玩手机。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但我睡不着""}, {""sex"": ""1"", ""content"": ""你睡不着的时候找我呀。""}, {""sex"": ""1"", ""content"": ""都让你睡前不要太想我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再坚持坚持""}, {""sex"": ""1"", ""content"": ""只要有你在，我就坚持得下去。""}, {""sex"": ""1"", ""content"": ""如果不是你的鼓励，我大概就坚持不住了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息。""}, {""sex"": ""1"", ""content"": ""想在你的床上休息。""}, {""sex"": ""1"", ""content"": ""真想每天抱着你睡觉，醒来还能亲你一口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等下睡觉会做噩梦""}, {""sex"": ""1"", ""content"": ""你放心吧，我会在梦里保护你的。""}, {""sex"": ""1"", ""content"": ""有我在噩梦不敢来找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你也一样""}, {""sex"": ""1"", ""content"": ""毕竟我们是小两口嘛，怎么能不一样呢。""}, {""sex"": ""1"", ""content"": ""既然是一样的，你是不是也一样喜欢我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一晚上没睡""}, {""sex"": ""1"", ""content"": ""那你现在一定是顶着一对超大的熊猫眼。""}, {""sex"": ""1"", ""content"": ""都说了想我会失眠的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我知道，""}, {""sex"": ""1"", ""content"": ""我就知道小仙女聪明伶俐一定会知道的。""}, {""sex"": ""1"", ""content"": ""啊，我还以为我是第一时间告诉你这个消息的人呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡了，安""}, {""sex"": ""1"", ""content"": ""晚安，等待你明天对我说早安。""}, {""sex"": ""1"", ""content"": ""晚安，希望小仙女做个好梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愿你安好""}, {""sex"": ""1"", ""content"": ""有你在我才会安好。""}, {""sex"": ""1"", ""content"": ""你好好照顾自己对我来说就是安好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有对象""}, {""sex"": ""1"", ""content"": ""这一定是天意""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""你没对象，我也没对象，我们就可以处对象了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没照片。""}, {""sex"": ""1"", ""content"": ""还不是因为照片拍不出你的美嘛。""}, {""sex"": ""1"", ""content"": ""没照片那我看真人就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生的照片""}, {""sex"": ""1"", ""content"": ""这么好看的照片你居然藏着，太过分了！""}, {""sex"": ""1"", ""content"": ""仙女的照片，我得好好收藏。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快睡觉吧都几点了""}, {""sex"": ""1"", ""content"": ""漫漫长夜，无心睡眠，只想睡你""}, {""sex"": ""1"", ""content"": ""我也想睡觉啊，但是满脑子都是你睡不着""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""几点睡觉啊""}, {""sex"": ""1"", ""content"": ""熬夜冠军不需要睡觉。""}, {""sex"": ""1"", ""content"": ""我睡觉的时间取决于你睡觉的时间。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么不像""}, {""sex"": ""1"", ""content"": ""难道你有什么不像的嘛？""}, {""sex"": ""1"", ""content"": ""那你说说哪里很像了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实我长得不算好看，""}, {""sex"": ""1"", ""content"": ""长得好看有什么用，只要我喜欢什么样都行。""}, {""sex"": ""1"", ""content"": ""再不好看，我也喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不上课？""}, {""sex"": ""1"", ""content"": ""今天没课，羡慕吧。""}, {""sex"": ""1"", ""content"": ""上课难道会阻止我们聊天吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天气真热""}, {""sex"": ""1"", ""content"": ""非洲友人纷纷回国避暑了""}, {""sex"": ""1"", ""content"": ""这样我们熟的比较快不是吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不知道你""}, {""sex"": ""1"", ""content"": ""那我现在就让你知道知道我。""}, {""sex"": ""1"", ""content"": ""那你啥时候可以知道一下我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你啥时候睡觉""}, {""sex"": ""1"", ""content"": ""我们还不熟，你居然提出了那么大胆的要求""}, {""sex"": ""1"", ""content"": ""你什么时候睡，我就什么时候睡""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快起来""}, {""sex"": ""1"", ""content"": ""不用起了，马上天就黑了可以继续睡。""}, {""sex"": ""1"", ""content"": ""要个亲亲才能起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你照片给我看看""}, {""sex"": ""1"", ""content"": ""看完我是不是该对你负责了""}, {""sex"": ""1"", ""content"": ""你要看有穿的还是没穿的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吹牛吧""}, {""sex"": ""1"", ""content"": ""你要是喜欢，我能把你吹上天""}, {""sex"": ""1"", ""content"": ""你怎么知道,看来你吹多了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想到你有用吗？""}, {""sex"": ""1"", ""content"": ""反正你都要想，那就想想我也无妨。""}, {""sex"": ""1"", ""content"": ""不管有没有用，试试不就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眼里有光""}, {""sex"": ""1"", ""content"": ""我的眼里有你，你就是我的光""}, {""sex"": ""1"", ""content"": ""有光的眼睛肯定是很漂亮的眼睛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起这么早""}, {""sex"": ""1"", ""content"": ""因为我梦见你出来了，所以我就早早的来了""}, {""sex"": ""1"", ""content"": ""你不也是，没想到我们居然这么合""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么早吗""}, {""sex"": ""1"", ""content"": ""早期的鸟儿有虫吃，早起的人儿有帅哥看。""}, {""sex"": ""1"", ""content"": ""因为我要早起喜欢你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天怎么起这么早""}, {""sex"": ""1"", ""content"": ""让自己起得早一点，想你能多一点。""}, {""sex"": ""1"", ""content"": ""早睡早起身体好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃的青菜""}, {""sex"": ""1"", ""content"": ""光吃青菜可不行，也要吃点肉嘛。""}, {""sex"": ""1"", ""content"": ""多吃青菜对身体好，但也要补充一些蛋白质哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""绿色蔬菜""}, {""sex"": ""1"", ""content"": ""多吃绿色蔬菜对身体好。""}, {""sex"": ""1"", ""content"": ""吃蔬菜是好的，但也要多吃点肉呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""韭菜鸡蛋""}, {""sex"": ""1"", ""content"": ""想吃你亲手做的韭菜鸡蛋。""}, {""sex"": ""1"", ""content"": ""好久没吃这道菜了，有点想念这个味道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们都没有见过""}, {""sex"": ""1"", ""content"": ""谁说的，我们明明在梦里见过的。""}, {""sex"": ""1"", ""content"": ""有照片就好了，对不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""才不喜欢你""}, {""sex"": ""1"", ""content"": ""我知道女孩子都喜欢口是心非啦，嘴上说着不喜欢，但心里其实喜欢得不要不要的""}, {""sex"": ""1"", ""content"": ""对对，你不是喜欢我，你是爱我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi 小哥哥""}, {""sex"": ""1"", ""content"": ""哎呀，这不是我的小仙女吗""}, {""sex"": ""1"", ""content"": ""小姐姐今天还是这么可爱呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是福不是祸""}, {""sex"": ""1"", ""content"": ""看来最近你有好事发生呀，快让我沾沾你的福气""}, {""sex"": ""1"", ""content"": ""是祸躲不过，祸福相依，所以心态还是要放好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""坐车啊""}, {""sex"": ""1"", ""content"": ""你会不会晕车啊？""}, {""sex"": ""1"", ""content"": ""准备坐车去哪里浪呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁想你啊""}, {""sex"": ""1"", ""content"": ""不是你吗？那还能有谁想我？""}, {""sex"": ""1"", ""content"": ""如果不是你的话，看来你有情敌了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱上班""}, {""sex"": ""1"", ""content"": ""像你这么热爱上班的年轻人可不多了。""}, {""sex"": ""1"", ""content"": ""看来你是有一份你很喜欢的工作。""}], ""lock"": 1}"
