"{""chat"": [{""sex"": ""2"", ""content"": ""我们不熟""}, {""sex"": ""1"", ""content"": ""没事，就像你和我从青涩的熟悉开始""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不认识你""}, {""sex"": ""1"", ""content"": ""朋友和情人不都是从陌生到熟悉的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你经常来这里玩吗？""}, {""sex"": ""1"", ""content"": ""经常，你经常来这里玩吗？""}, {""sex"": ""2"", ""content"": ""不经常""}, {""sex"": ""1"", ""content"": ""难怪你不认识我，不管经常来的人还是不经常来的人，能认识你都是一件令人愉快的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好你好吼~""}, {""sex"": ""1"", ""content"": ""你好啊~请问你是来人认识我的小可爱吗？""}, {""sex"": ""1"", ""content"": ""你好~~好久没有遇到这么可爱的小姐姐咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉睡觉啦""}, {""sex"": ""1"", ""content"": ""没有你在身边，我都觉得睡不好觉。""}, {""sex"": ""1"", ""content"": ""晚安，祝你今晚有个好梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己啊""}, {""sex"": ""1"", ""content"": ""自己一个人很孤单的，我来陪你""}, {""sex"": ""1"", ""content"": ""正好我也是自己，我们就可以凑一起了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真是会说""}, {""sex"": ""1"", ""content"": ""那得遇到能让我说的人啊。""}, {""sex"": ""1"", ""content"": ""说一说我喜欢你的故事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""弄丢""}, {""sex"": ""1"", ""content"": ""放心，你牵着我就丢不掉了。""}, {""sex"": ""1"", ""content"": ""那我一定要把你给找回来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很会聊天嘛""}, {""sex"": ""1"", ""content"": ""不会聊天怎么逗你开心嘛？""}, {""sex"": ""1"", ""content"": ""看来小仙女觉得跟我聊天挺开心的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""原谅我不会聊天""}, {""sex"": ""1"", ""content"": ""没事，我们多聊聊你就会了。""}, {""sex"": ""1"", ""content"": ""不会聊天没关系，我觉得跟你聊天就是一件很开心的事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我良心不会痛""}, {""sex"": ""1"", ""content"": ""你的良心被汪叼走了是不是？""}, {""sex"": ""1"", ""content"": ""没想到我竟然栽在你这个冷酷无情的女人手里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴这么会说""}, {""sex"": ""1"", ""content"": ""那也得看是说给谁听的不是吗？""}, {""sex"": ""1"", ""content"": ""专门为你定制升级的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会失望的""}, {""sex"": ""1"", ""content"": ""我的任务就是不让你失望。""}, {""sex"": ""1"", ""content"": ""之前有多希望，现在就有多失望。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会撩吖""}, {""sex"": ""1"", ""content"": ""我不是随随便便就撩妹的， 一般的妹子我可不撩？""}, {""sex"": ""1"", ""content"": ""这不是遇见你了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有一天我从这个世界上消失了你会怎么办""}, {""sex"": ""1"", ""content"": ""对不起，没有这种假设。""}, {""sex"": ""1"", ""content"": ""消失了，我也要找到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会儿聊""}, {""sex"": ""1"", ""content"": ""别让我等太久哦。""}, {""sex"": ""1"", ""content"": ""请您预约一下号码，这边好给您安排聊天的时间哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""话不要说太满""}, {""sex"": ""1"", ""content"": ""我说的话都是经过深思熟虑的。""}, {""sex"": ""1"", ""content"": ""既然说了这样的话我就一定会做到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很会撩妹呀""}, {""sex"": ""1"", ""content"": ""不会撩妹，只会撩你。""}, {""sex"": ""1"", ""content"": ""我不是在撩妹，我是在逗我老婆开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""往后余生请多多指教""}, {""sex"": ""1"", ""content"": ""余生愿你深交""}, {""sex"": ""1"", ""content"": ""指教不敢不敢，只能说互相照顾。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失去理智""}, {""sex"": ""1"", ""content"": ""你的理智出走到我家了。""}, {""sex"": ""1"", ""content"": ""没事，失去理智的你可能会对我胡来，但我不介意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开心的时候""}, {""sex"": ""1"", ""content"": ""不开心的时候这不是有我吗！""}, {""sex"": ""1"", ""content"": ""那我把我的开心给你好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么会撩吗""}, {""sex"": ""1"", ""content"": ""不然怎么拨动你的心弦呢？""}, {""sex"": ""1"", ""content"": ""那让我听听你的心跳，看看有没有被我撩动？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快乐源泉""}, {""sex"": ""1"", ""content"": ""你不就是我的快乐源泉吗？""}, {""sex"": ""1"", ""content"": ""快乐一整天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还得努力""}, {""sex"": ""1"", ""content"": ""那我们一起努力吧，两个人更有动力""}, {""sex"": ""1"", ""content"": ""老天爷一定会眷顾你这个努力的小仙女的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太能说了""}, {""sex"": ""1"", ""content"": ""没办法，你长得太好看了。""}, {""sex"": ""1"", ""content"": ""说再多，都快用语言形容你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还读书？""}, {""sex"": ""1"", ""content"": ""已经毕业了，现在是只社会猪。""}, {""sex"": ""1"", ""content"": ""读书是一辈子的事，就算没有在学校了也要坚持读书。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一点也不真诚""}, {""sex"": ""1"", ""content"": ""我把心给你，你看看我真不真诚。""}, {""sex"": ""1"", ""content"": ""我这么真诚的人已经不多了好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺诚实的""}, {""sex"": ""1"", ""content"": ""诚实不是人与人交往之间最基本的事吗？""}, {""sex"": ""1"", ""content"": ""像我这样的老实人是不可能会骗你的啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥诚意""}, {""sex"": ""1"", ""content"": ""难道交朋友不需要诚心诚意吗？""}, {""sex"": ""1"", ""content"": ""你这么笨，不知道我也只能原谅你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不知道你长什么样""}, {""sex"": ""1"", ""content"": ""长着你喜欢的模样。""}, {""sex"": ""1"", ""content"": ""长着一张你未来老公的脸啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想象力太好了吧""}, {""sex"": ""1"", ""content"": ""没办法，谁让脑子里住了个你呢。""}, {""sex"": ""1"", ""content"": ""我在想你的本事更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘻嘻~在干什么呀~""}, {""sex"": ""1"", ""content"": ""嘻嘻嘻，找我的时候是不是特别开心呀？""}, {""sex"": ""1"", ""content"": ""看到你我就嘻嘻嘻""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜]""}, {""sex"": ""1"", ""content"": ""吃瓜群众出来了。""}, {""sex"": ""1"", ""content"": ""要不，我再给你来点瓜子？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微笑微笑""}, {""sex"": ""1"", ""content"": ""爱笑的女生运气都不会太差哦""}, {""sex"": ""1"", ""content"": ""你微笑的样子像极了上个叫我帅哥的服务员阿姨""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一点也不开心""}, {""sex"": ""1"", ""content"": ""那你想我怎么让你开心呢。""}, {""sex"": ""1"", ""content"": ""你不开心，我也不开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""万一你对好多人说呢""}, {""sex"": ""1"", ""content"": ""对再多人说，只有你这句是真的。""}, {""sex"": ""1"", ""content"": ""可是现在只有你一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不行？""}, {""sex"": ""1"", ""content"": ""男人不能说自己不行。""}, {""sex"": ""1"", ""content"": ""行不行你得试过才知道不是吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄差太多""}, {""sex"": ""1"", ""content"": ""只要你愿意，年龄不是问题！""}, {""sex"": ""1"", ""content"": ""爱情里面有年龄观念吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脚磨起泡了""}, {""sex"": ""1"", ""content"": ""是不是很痛，快贴一下创可贴""}, {""sex"": ""1"", ""content"": ""鞋子不合脚吗？一定很难受吧，我都心疼了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脚好疼""}, {""sex"": ""1"", ""content"": ""你看你，没我在就不能好好照顾自己。""}, {""sex"": ""1"", ""content"": ""怎么了？是不是摔到了？要不要带你去医院看一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没实力的人早点睡""}, {""sex"": ""1"", ""content"": ""像我这种有实力的人，岂能早睡。""}, {""sex"": ""1"", ""content"": ""我像是能早点睡的人吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好困想睡觉""}, {""sex"": ""1"", ""content"": ""好啦，那快去睡觉吧，别舍不得我了。""}, {""sex"": ""1"", ""content"": ""那我们一起睡吧，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要睡觉""}, {""sex"": ""1"", ""content"": ""我可以先陪你再睡觉呀""}, {""sex"": ""1"", ""content"": ""不能让睡觉影响了咱们聊天呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""六一儿童""}, {""sex"": ""1"", ""content"": ""希望你做一个永远开心快乐的大儿童。""}, {""sex"": ""1"", ""content"": ""今天虽然是小朋友的节日，但大朋友也可以快快乐乐~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想明白""}, {""sex"": ""1"", ""content"": ""那你以后不需要明白，有我就好。""}, {""sex"": ""1"", ""content"": ""现在明白貌似也不迟吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真幸运""}, {""sex"": ""1"", ""content"": ""对啊，让你找到了我。""}, {""sex"": ""1"", ""content"": ""我花费了这一生的幸运让我遇见了你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有台风""}, {""sex"": ""1"", ""content"": ""没有就好，不然我会担心你被吹跑的""}, {""sex"": ""1"", ""content"": ""没有台风天气还是挺热的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不学习吗""}, {""sex"": ""1"", ""content"": ""我在你不知道的时候学习。""}, {""sex"": ""1"", ""content"": ""哥哥这么聪明还需要学习吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""几天没聊了""}, {""sex"": ""1"", ""content"": ""所以我想知道这几天你都在干嘛。""}, {""sex"": ""1"", ""content"": ""突然有点期待这次聊天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好低调""}, {""sex"": ""1"", ""content"": ""做人就是要谦虚低调一点呀""}, {""sex"": ""1"", ""content"": ""低调做人，高调做事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近在哪""}, {""sex"": ""1"", ""content"": ""还能在哪啊，就在你心里啊。""}, {""sex"": ""1"", ""content"": ""我要是说了在哪，你来找我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我咋晓得""}, {""sex"": ""1"", ""content"": ""你咋就不晓得呢。""}, {""sex"": ""1"", ""content"": ""仙女都是孤傲的，当然不知道啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不晓得。""}, {""sex"": ""1"", ""content"": ""那你凑过来一点，我悄悄告诉你。""}, {""sex"": ""1"", ""content"": ""难道小仙女不是无所不知的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我感觉你很忙""}, {""sex"": ""1"", ""content"": ""还好吧，也不算是太忙的啦。""}, {""sex"": ""1"", ""content"": ""忙也就是忙一会儿，不用担心我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不吃早饭""}, {""sex"": ""1"", ""content"": ""你可能不知道，不吃早饭容易胖哦""}, {""sex"": ""1"", ""content"": ""人是铁饭是钢，一顿不吃累的慌""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭吃饭了""}, {""sex"": ""1"", ""content"": ""开心！我就喜欢和小仙女一起吃饭！""}, {""sex"": ""1"", ""content"": ""有啥好吃的，分我一口呀，我要饿死了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要付出代价""}, {""sex"": ""1"", ""content"": ""只要是能和你在一起，不管是付出多少代价我都愿意。""}, {""sex"": ""1"", ""content"": ""付出与回报是对等的，我不怕付出代价。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男生都这样""}, {""sex"": ""1"", ""content"": ""我可和一般的男生不一样。""}, {""sex"": ""1"", ""content"": ""好男人和坏男人是不一样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你会对我好吗？""}, {""sex"": ""1"", ""content"": ""对老婆好那是必须的。""}, {""sex"": ""1"", ""content"": ""当然，我会一辈子对你好，把你宠成小公主。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不认识你""}, {""sex"": ""1"", ""content"": ""我也刚好不认识你啊。""}, {""sex"": ""2"", ""content"": ""嗯啊。""}, {""sex"": ""1"", ""content"": ""不过我们还有余生可以慢慢的认识。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她美""}, {""sex"": ""1"", ""content"": ""她美是她的事，但你美就是我的事""}, {""sex"": ""1"", ""content"": ""别人美不美我不知道，我只知道你很美""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发呆发呆""}, {""sex"": ""1"", ""content"": ""呆萌这个词也太适合你了，又呆又萌。""}, {""sex"": ""1"", ""content"": ""别光发呆，还要想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上话题""}, {""sex"": ""1"", ""content"": ""早上刚喝了蜜，还可以更甜哟""}, {""sex"": ""1"", ""content"": ""早上好，老婆，想你，昨晚梦见你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会瘦""}, {""sex"": ""1"", ""content"": ""你不相信自己吗？""}, {""sex"": ""1"", ""content"": ""你这样已经够瘦的了，不能再瘦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是挺辛苦的""}, {""sex"": ""1"", ""content"": ""别总让自己这么辛苦，我会心疼的。""}, {""sex"": ""1"", ""content"": ""你要是觉得累了就休息休息，不要给自己太大压力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有空""}, {""sex"": ""1"", ""content"": ""你的时间是被怪兽吃掉了吗？""}, {""sex"": ""2"", ""content"": ""才不是。""}, {""sex"": ""1"", ""content"": ""不然为什么总是没有空呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝了一点点酒""}, {""sex"": ""1"", ""content"": ""有没有喝醉？没在你身边我不放心。""}, {""sex"": ""1"", ""content"": ""喝醉了是不是要倒在我怀里？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""考试挂科了""}, {""sex"": ""1"", ""content"": ""没有认真复习是不是，不然怎么会挂科呢？""}, {""sex"": ""1"", ""content"": ""看来我得监督你好好学习才行""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快去吃点东西""}, {""sex"": ""1"", ""content"": ""我这就去搜罗好吃的。""}, {""sex"": ""1"", ""content"": ""没事，吃东西也不耽误跟你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩游戏去""}, {""sex"": ""1"", ""content"": ""玩游戏，也得有你陪着才行啊。""}, {""sex"": ""1"", ""content"": ""你可比游戏更加的重要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拥抱拥抱拥抱""}, {""sex"": ""1"", ""content"": ""三个拥抱，我怕不够啊。""}, {""sex"": ""1"", ""content"": ""这么想要抱抱也是难得啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱到爆炸""}, {""sex"": ""1"", ""content"": ""我也爱你到爆炸。""}, {""sex"": ""1"", ""content"": ""你这么可爱我怎么舍得你爆炸？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起好早""}, {""sex"": ""1"", ""content"": ""起得早，能把你想的久啊。""}, {""sex"": ""1"", ""content"": ""你也不是一样起的很早吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚看见""}, {""sex"": ""1"", ""content"": ""以后要给你开启意念回复功能了。""}, {""sex"": ""1"", ""content"": ""那你有看见我喜欢你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还上学吗？""}, {""sex"": ""1"", ""content"": ""上啊，不上学怎么学习只是以后养你啊。""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""坚持下去""}, {""sex"": ""1"", ""content"": ""毛主席教导我们：坚持就是胜利！""}, {""sex"": ""1"", ""content"": ""我只能坚持一直爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等一下你被我撩到了""}, {""sex"": ""1"", ""content"": ""有本事你就把我的心撩走啊！""}, {""sex"": ""1"", ""content"": ""到最后谁撩谁还不一定呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肯定撩妹撩多了""}, {""sex"": ""1"", ""content"": ""像你这么好看的我没撩过。""}, {""sex"": ""1"", ""content"": ""我只知在积攒经验，等到遇见你的时候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你别害怕""}, {""sex"": ""1"", ""content"": ""我害怕啥，这不是还有你在吗！""}, {""sex"": ""1"", ""content"": ""我从来没有害怕的意思呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么都不需要""}, {""sex"": ""1"", ""content"": ""你就不要再说违心的话了。""}, {""sex"": ""1"", ""content"": ""可是我需要你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一天""}, {""sex"": ""1"", ""content"": ""我的一天都是与你相关的一天。""}, {""sex"": ""1"", ""content"": ""我这一天天过得呀，太过于辛苦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有老公的""}, {""sex"": ""1"", ""content"": ""我又不喜欢你老公。""}, {""sex"": ""1"", ""content"": ""我是来找你的，不是来找你老公的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在上班了呢""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好在上班。""}, {""sex"": ""1"", ""content"": ""上班的时候带带我怎么样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉不行""}, {""sex"": ""1"", ""content"": ""有时候感觉是会骗人的，要试试看才知道行不行。""}, {""sex"": ""1"", ""content"": ""怎么能说不行呢？绝对不能轻易地低头！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我知道呢""}, {""sex"": ""1"", ""content"": ""那你知道我喜欢你嘛？""}, {""sex"": ""1"", ""content"": ""你知道的和我知道的好像不一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是本人""}, {""sex"": ""1"", ""content"": ""我差点以为你被外星人抓走了呢""}, {""sex"": ""1"", ""content"": ""是小仙女本仙女嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你像""}, {""sex"": ""1"", ""content"": ""我像那个陪在你身边的那个人吗？""}, {""sex"": ""1"", ""content"": ""我不是像，我就是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子很痛""}, {""sex"": ""1"", ""content"": ""又让我担心了，是吃坏东西了吗？""}, {""sex"": ""1"", ""content"": ""我要是在你身边就好了，我帮你揉一揉就不疼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么不经撩""}, {""sex"": ""1"", ""content"": ""对不起，我碰到喜欢的人就是这个样子。""}, {""sex"": ""1"", ""content"": ""也不看看是谁在撩我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢吃什么呀""}, {""sex"": ""1"", ""content"": ""我喜欢吃火锅烤肉小龙虾，但最喜欢吃你。""}, {""sex"": ""1"", ""content"": ""怎么？你是想请我吃好吃的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能给的""}, {""sex"": ""1"", ""content"": ""我都会给你。""}, {""sex"": ""1"", ""content"": ""是我的全部的爱和安全感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜话""}, {""sex"": ""1"", ""content"": ""我不光说话甜，嘴巴也是甜的哦。""}, {""sex"": ""1"", ""content"": ""但是这些话我只会对喜欢的人说呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班累不累啊""}, {""sex"": ""1"", ""content"": ""累啊，谁上班不累啊！""}, {""sex"": ""1"", ""content"": ""上班使我快乐，你不知道吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""渣女大波浪""}, {""sex"": ""1"", ""content"": ""渣男锡纸烫！""}, {""sex"": ""1"", ""content"": ""你这是想渣我的节奏啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可真能说""}, {""sex"": ""1"", ""content"": ""要是不说喜欢你，我怕没机会了。""}, {""sex"": ""1"", ""content"": ""那也得看人才能这么会说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕起不来""}, {""sex"": ""1"", ""content"": ""你这个小懒猪又要开始赖床了吗？""}, {""sex"": ""1"", ""content"": ""没事，我会负责把你叫起来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给别人看""}, {""sex"": ""1"", ""content"": ""不准给别人看，只能给我看。""}, {""sex"": ""1"", ""content"": ""给谁看了，你要是给小哥哥看我可是会吃醋的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你证明给我看""}, {""sex"": ""1"", ""content"": ""你来到我身边，我会证明给你看的。""}, {""sex"": ""1"", ""content"": ""只要你想我就会证明给你看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上问候女生""}, {""sex"": ""1"", ""content"": ""早安，小仙女早上睡得是不是很香呢""}, {""sex"": ""1"", ""content"": ""早上好，我昨晚梦到小仙女了呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道干嘛去""}, {""sex"": ""1"", ""content"": ""不知道干嘛的话就来找我吧。""}, {""sex"": ""1"", ""content"": ""跟着我就行，我带你去有趣的地方。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想想就美好""}, {""sex"": ""1"", ""content"": ""我觉得你就是世界上最美好的存在了。""}, {""sex"": ""1"", ""content"": ""想象很丰满，现实很骨感啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你喜欢我""}, {""sex"": ""1"", ""content"": ""巧了，我已经喜欢上你了。""}, {""sex"": ""1"", ""content"": ""难道我就不可以喜欢你嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么早起床""}, {""sex"": ""1"", ""content"": ""因为我要早起喜欢你啊。""}, {""sex"": ""1"", ""content"": ""提前替你感受一下今天的太阳温不温柔。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正常了""}, {""sex"": ""1"", ""content"": ""刚克制了喜欢你的心，正常了点。""}, {""sex"": ""1"", ""content"": ""如果我正常点，那估计就没法跟你正常交流了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去追剧了""}, {""sex"": ""1"", ""content"": ""为什么追剧不追我？""}, {""sex"": ""1"", ""content"": ""我得研究一下怎么才能像剧一样让你追我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才是[猪头]""}, {""sex"": ""1"", ""content"": ""那我就是喜欢你的[猪头]""}, {""sex"": ""1"", ""content"": ""这么可爱的[猪头]你见过吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最近有点飘""}, {""sex"": ""1"", ""content"": ""我要是飘走你了你记得把我拉回来。""}, {""sex"": ""1"", ""content"": ""可能是因为跟你在一起太开心了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""诶呦！""}, {""sex"": ""1"", ""content"": ""不要太惊讶，我就是上天选给你的男人。""}, {""sex"": ""1"", ""content"": ""别哎呦了，我可没有委屈你这个小可爱的意思。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我妈妈住院了""}, {""sex"": ""1"", ""content"": ""怎么住院了呢，咱妈生病了吗？""}, {""sex"": ""1"", ""content"": ""在哪个医院，我得去慰问一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""追我干嘛？""}, {""sex"": ""1"", ""content"": ""追你肯定是追你啦，还要理由的嘛。""}, {""sex"": ""1"", ""content"": ""难道我不能追你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么特别""}, {""sex"": ""1"", ""content"": ""因为我是个特别的男人嘛""}, {""sex"": ""1"", ""content"": ""当然啦，我还要把特别的爱送给特别的你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有点特别""}, {""sex"": ""1"", ""content"": ""是不是特别的让你着迷？""}, {""sex"": ""1"", ""content"": ""如果不特别怎么在人群中被你看见呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会一起吃饭""}, {""sex"": ""1"", ""content"": ""随时都有机会呀。""}, {""sex"": ""1"", ""content"": ""好啊，我很期待与你共餐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头疼的""}, {""sex"": ""1"", ""content"": ""那就让我做你的止疼片吧。""}, {""sex"": ""1"", ""content"": ""头疼不是病，疼起来要人命。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥这么会撩的嘛""}, {""sex"": ""1"", ""content"": ""我也就是撩你的而已。""}, {""sex"": ""1"", ""content"": ""我就是想好好撩你而已。""}], ""lock"": 1}"
