"{""chat"": [{""sex"": ""2"", ""content"": ""你酒量好吗""}, {""sex"": ""1"", ""content"": ""怎么？想灌醉我呀。""}, {""sex"": ""1"", ""content"": ""酒量不好能出来撑场面吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""唱歌不好听""}, {""sex"": ""1"", ""content"": ""我听错了吗？""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""你唱歌不好听，为什么我还能听入迷呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不会游泳""}, {""sex"": ""1"", ""content"": ""那我们一起学游泳吧，两个人一起学会比较有趣。""}, {""sex"": ""1"", ""content"": ""早知道一起就学游泳了，要是我会现在就可以教你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信自己""}, {""sex"": ""1"", ""content"": ""不信自己难道相信你吗？""}, {""sex"": ""1"", ""content"": ""现在貌似只能相信自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为你会撩人啊""}, {""sex"": ""1"", ""content"": ""所以我得撩你啊。""}, {""sex"": ""1"", ""content"": ""像你这么好看的人，我控制不住的想撩你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有幸""}, {""sex"": ""1"", ""content"": ""我是上辈子做了什么好事才能在这辈子遇见你啊。""}, {""sex"": ""1"", ""content"": ""你的有幸是我用很多的幸运换来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不用学做饭""}, {""sex"": ""1"", ""content"": ""那是因为我会做饭好不！""}, {""sex"": ""1"", ""content"": ""看来以后家庭煮男应该是我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是让你失望了""}, {""sex"": ""1"", ""content"": ""你只给我希望，从没有失望。""}, {""sex"": ""1"", ""content"": ""希望越大，失望越大。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会撩的么""}, {""sex"": ""1"", ""content"": ""那怎么你还没有被我撩到呢。""}, {""sex"": ""1"", ""content"": ""套路都是假的，要撩你的心才是真的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会做饭菜吗""}, {""sex"": ""1"", ""content"": ""会啊，我以后还要给我媳妇做好多好吃的呢""}, {""sex"": ""1"", ""content"": ""虽然我现在不会，但是我肯定很快就能学会的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""家里躺着""}, {""sex"": ""1"", ""content"": ""把被窝躺舒服了，等着我进去。""}, {""sex"": ""1"", ""content"": ""什么时候到我家里躺呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回南天""}, {""sex"": ""1"", ""content"": ""回南天可真是要人命啊。""}, {""sex"": ""1"", ""content"": ""回南天太难受了，到处都潮潮的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开心？""}, {""sex"": ""1"", ""content"": ""你看我的样子像是开心的样子吗。""}, {""sex"": ""1"", ""content"": ""遇到你怎么会不开心呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近忙不忙""}, {""sex"": ""1"", ""content"": ""挺忙的，忙着想你呢。""}, {""sex"": ""1"", ""content"": ""忙着为我们的未来打拼呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会撩的""}, {""sex"": ""1"", ""content"": ""一般般啦，只要能撩动你就好。""}, {""sex"": ""1"", ""content"": ""看到你就开始爆发了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥挺会撩""}, {""sex"": ""1"", ""content"": ""我知道是撩你一个人而已。""}, {""sex"": ""1"", ""content"": ""我的出现不就是为了撩动你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好会撩的小哥哥""}, {""sex"": ""1"", ""content"": ""只撩你这么好看的小姐姐呀。""}, {""sex"": ""1"", ""content"": ""是你激起了我想撩你的想法呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会我教你""}, {""sex"": ""1"", ""content"": ""好啊，要手把手教的那种哦。""}, {""sex"": ""1"", ""content"": ""肯定有机会的，我好期待啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快乐肥宅""}, {""sex"": ""1"", ""content"": ""快乐肥宅水！非常快乐""}, {""sex"": ""1"", ""content"": ""我只是想要快乐而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们一起努力""}, {""sex"": ""1"", ""content"": ""好的，我会努力娶到你的""}, {""sex"": ""1"", ""content"": ""为了我们的幸福未来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""意思一样""}, {""sex"": ""1"", ""content"": ""表达方式不一样，意思也变了。""}, {""sex"": ""1"", ""content"": ""可我怎么觉得不一样呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢骗人""}, {""sex"": ""1"", ""content"": ""我也没打算让你骗人啊""}, {""sex"": ""1"", ""content"": ""骗你干嘛，骗你又得不到什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好，今天也是元气满满的一天鸭！""}, {""sex"": ""1"", ""content"": ""今天也是比昨天更喜欢你的一天。""}, {""sex"": ""1"", ""content"": ""一大清早能看到仙女真是幸运的一天啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱的头像""}, {""sex"": ""1"", ""content"": ""我觉得你还是用自己的头像做照片最好了。""}, {""sex"": ""1"", ""content"": ""你的头像这么可爱，本人肯定更可爱吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对不起""}, {""sex"": ""1"", ""content"": ""不要和我说对不起，你没有对不起任何人。""}, {""sex"": ""1"", ""content"": ""不用这么说，要说也是应该我说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要开心""}, {""sex"": ""1"", ""content"": ""有你在我就觉得很开心了。""}, {""sex"": ""1"", ""content"": ""没有开心的事，我也不知道要怎么开心起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识你好开心""}, {""sex"": ""1"", ""content"": ""看到你开心我也觉得很开心。""}, {""sex"": ""1"", ""content"": ""希望未来的每一天你都能感到开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的年龄""}, {""sex"": ""1"", ""content"": ""你难道不知道，问年龄是一大禁忌嘛。""}, {""sex"": ""1"", ""content"": ""法定结婚年龄到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄比我小""}, {""sex"": ""1"", ""content"": ""只要两个人相爱相知，年龄不是问题。""}, {""sex"": ""1"", ""content"": ""现在流行甜甜的姐弟恋。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我今天要早点睡""}, {""sex"": ""1"", ""content"": ""早睡早起身体好呀！""}, {""sex"": ""1"", ""content"": ""早点睡觉就可以早点梦到我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[得意][得意][得意][得意]""}, {""sex"": ""1"", ""content"": ""得意的笑，我得意的笑。""}, {""sex"": ""1"", ""content"": ""春风得意马蹄疾！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可没有欺负你""}, {""sex"": ""1"", ""content"": ""你怎么就没欺负我了呢！""}, {""sex"": ""1"", ""content"": ""你不欺负我，那我换来欺负你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可以换一个""}, {""sex"": ""1"", ""content"": ""不换，我这个人向来从一而终。""}, {""sex"": ""1"", ""content"": ""我只要你，谁换都不行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来呀来呀""}, {""sex"": ""1"", ""content"": ""灵魂先至，肉体跟上""}, {""sex"": ""1"", ""content"": ""女士优先是传统美德的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很烦你""}, {""sex"": ""1"", ""content"": ""烦着烦着就会习惯的。""}, {""sex"": ""1"", ""content"": ""我怕我不烦你，你就会忘记我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在你心中我是什么样的人""}, {""sex"": ""1"", ""content"": ""心中就只有你一个人，你觉得呢。""}, {""sex"": ""1"", ""content"": ""一个注定要嫁给我的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天忙得很""}, {""sex"": ""1"", ""content"": ""怎么感觉你总是在忙？""}, {""sex"": ""1"", ""content"": ""忙忙忙，可别把我的小仙女累坏了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会胖""}, {""sex"": ""1"", ""content"": ""那是因为胖都在我身上！""}, {""sex"": ""1"", ""content"": ""遇到我之后就会胖了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""仙女刚下凡""}, {""sex"": ""1"", ""content"": ""难怪仙女现在有点疲惫。""}, {""sex"": ""1"", ""content"": ""仙女先辛苦了，需要我安排住宿吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你刚刚打电话有事吗""}, {""sex"": ""1"", ""content"": ""没事就不能打点电话给你吗？""}, {""sex"": ""1"", ""content"": ""可能是因为我想你了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在在哪呀""}, {""sex"": ""1"", ""content"": ""我在哪里，你难道没发现吗？""}, {""sex"": ""1"", ""content"": ""我在你心里，一直都没离开过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在在哪呢""}, {""sex"": ""1"", ""content"": ""我在通往你心里的道路上。""}, {""sex"": ""1"", ""content"": ""我在你心上，你不知道吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不晓得啊""}, {""sex"": ""1"", ""content"": ""你这么笨，估计也只有我能教会你了 ""}, {""sex"": ""1"", ""content"": ""没事，跟着我混啥都晓得了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""滚的可爱一点""}, {""sex"": ""1"", ""content"": ""那你要不要教教我。""}, {""sex"": ""1"", ""content"": ""圆滚滚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""当然愿意了""}, {""sex"": ""1"", ""content"": ""只要你愿意，我就觉得一切都值得。""}, {""sex"": ""1"", ""content"": ""我想一直听到你说“我愿意”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我骄傲了吗""}, {""sex"": ""1"", ""content"": ""吹啊吹啊，我的骄傲放纵。""}, {""sex"": ""1"", ""content"": ""不骄傲，你只是傲娇而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这种人""}, {""sex"": ""1"", ""content"": ""像我这种人，最适合躺在床上了。""}, {""sex"": ""1"", ""content"": ""我这种人是有什么不好的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的很搞笑""}, {""sex"": ""1"", ""content"": ""逗你笑是我一大乐趣！""}, {""sex"": ""1"", ""content"": ""笑一笑十年少。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真心我也会真心""}, {""sex"": ""1"", ""content"": ""我可是一直都真心啊。""}, {""sex"": ""1"", ""content"": ""真心都是相互的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""酒量差""}, {""sex"": ""1"", ""content"": ""你这是要给我一个灌醉你的机会吗。""}, {""sex"": ""1"", ""content"": ""两个酒量差的人互相灌醉对方嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一般的男人我看不上""}, {""sex"": ""1"", ""content"": ""还好我是二班的，不是一般的。""}, {""sex"": ""1"", ""content"": ""想我这么独特的，想必你看得上了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想太多了吧你""}, {""sex"": ""1"", ""content"": ""你这么好看，我想多点也正常。""}, {""sex"": ""1"", ""content"": ""不想多一点和咸鱼有啥区别。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看来还是有代沟的""}, {""sex"": ""1"", ""content"": ""这简单，我可以跨过这代沟。""}, {""sex"": ""1"", ""content"": ""代沟不可怕，只要我有心就完事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞节你怎么过""}, {""sex"": ""1"", ""content"": ""难道不应该是我陪你过吗。""}, {""sex"": ""1"", ""content"": ""装成圣诞老人出现在你床头，给你留礼物。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱找谁找谁""}, {""sex"": ""1"", ""content"": ""我就爱找你，所以我来找你了。""}, {""sex"": ""1"", ""content"": ""可是我去找别人的话你会吃醋的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是想养只小狗狗""}, {""sex"": ""1"", ""content"": ""我这条单身狗，你可以养的。""}, {""sex"": ""1"", ""content"": ""养什么小狗嘛，养我就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好老套的话呀""}, {""sex"": ""1"", ""content"": ""话虽然有点老套，但是我是真心的。""}, {""sex"": ""1"", ""content"": ""越老套的话，越能俘获人心呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心里的位置""}, {""sex"": ""1"", ""content"": ""心里就一个你，你在哪个位置都可以。""}, {""sex"": ""1"", ""content"": ""你进来看看不就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在还不是呢""}, {""sex"": ""1"", ""content"": ""那我努力努力让现在变成是！""}, {""sex"": ""1"", ""content"": ""没事，我可以等以后的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没她好看""}, {""sex"": ""1"", ""content"": ""我只在乎你，她好不好看与我无关。""}, {""sex"": ""1"", ""content"": ""我喜欢的是你的全部，不仅仅是你的外貌。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瘦就好""}, {""sex"": ""1"", ""content"": ""也不能太瘦，女孩子有肉一点会更可爱。""}, {""sex"": ""1"", ""content"": ""可是我想把你喂胖一点诶。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我改不了""}, {""sex"": ""1"", ""content"": ""既然改不了就别勉强了，做你自己吧""}, {""sex"": ""1"", ""content"": ""你能改，你只是不愿意改而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱你抱你""}, {""sex"": ""1"", ""content"": ""抱着，不许松手知道不！""}, {""sex"": ""1"", ""content"": ""我岂是你想抱就抱的！抱吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在给我个抱抱""}, {""sex"": ""1"", ""content"": ""只是一个抱抱就足够了吗。""}, {""sex"": ""1"", ""content"": ""抱抱分很多种的，你是要公主抱呢，还是熊抱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又不了解你""}, {""sex"": ""1"", ""content"": ""了解是需要一个过程的，我会给你时间了解我。""}, {""sex"": ""1"", ""content"": ""你想了解的我都会一一告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想想今天吃啥""}, {""sex"": ""1"", ""content"": ""吃吃吃！吃货！""}, {""sex"": ""1"", ""content"": ""烧鸡烧鸭烧鹅！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就要说""}, {""sex"": ""1"", ""content"": ""那你说呗，我反正都愿意听。""}, {""sex"": ""1"", ""content"": ""那你一定要好好说知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是想太多了""}, {""sex"": ""1"", ""content"": ""没有啊，我只是在想你而已。""}, {""sex"": ""1"", ""content"": ""梦想要有，万一被我实现了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨了好冷""}, {""sex"": ""1"", ""content"": ""冬天下雨最讨厌了，又冷又湿。""}, {""sex"": ""1"", ""content"": ""有没有多穿点，别被雨淋到了哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉有点冷""}, {""sex"": ""1"", ""content"": ""再冷有我抱着，哪里会冷呀。""}, {""sex"": ""1"", ""content"": ""天冷了，我帮你暖床吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊着睡着了""}, {""sex"": ""1"", ""content"": ""这么困的吗，那你有没有好好盖被子？""}, {""sex"": ""1"", ""content"": ""下次困了就提前跟我说啦，不然会睡得不舒服的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃的什么好吃的呀""}, {""sex"": ""1"", ""content"": ""当然是吃我喜欢吃的好吃的呀！""}, {""sex"": ""1"", ""content"": ""吃货真的是一件很开心的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""休息吧，有点迟了""}, {""sex"": ""1"", ""content"": ""那你也早点休息，别累着自己了。""}, {""sex"": ""1"", ""content"": ""晚安，我们梦里接着聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每个人的生活和环境都不一样的""}, {""sex"": ""1"", ""content"": ""但我希望我未来的生活和环境是跟你一样的。""}, {""sex"": ""1"", ""content"": ""哪怕是不一样，我的心都是跟你在一块的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚吃饭好""}, {""sex"": ""1"", ""content"": ""吃饭啥的还是带着我比较好。""}, {""sex"": ""1"", ""content"": ""吃饭？不应该带着我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""耍手机啊""}, {""sex"": ""1"", ""content"": ""手机有啥子好耍的，跟我耍嘛。""}, {""sex"": ""1"", ""content"": ""难道是在玩什么不可告人的小游戏？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""果然是猪""}, {""sex"": ""1"", ""content"": ""你见过这么帅气的猪猪嘛。""}, {""sex"": ""1"", ""content"": ""除了好吃懒做，哪里是猪了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚太困睡着了""}, {""sex"": ""1"", ""content"": ""都没跟我说晚安，害我都没睡好觉。""}, {""sex"": ""1"", ""content"": ""那你今天有没有比较精神一点呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡得比较晚""}, {""sex"": ""1"", ""content"": ""晚睡容易变老，你确定以后还要晚睡？""}, {""sex"": ""1"", ""content"": ""早睡早起身体好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""外面有病毒""}, {""sex"": ""1"", ""content"": ""所以不出门，出门必带口罩！""}, {""sex"": ""1"", ""content"": ""生活所迫，上班还是得上的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在外面吃饭的""}, {""sex"": ""1"", ""content"": ""看来吃得不错嘛""}, {""sex"": ""1"", ""content"": ""跑到外面去吃什么好吃的啦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""本人比照片好看吗""}, {""sex"": ""1"", ""content"": ""好看啊，为什么不好看呢。""}, {""sex"": ""1"", ""content"": ""在我眼里你是最好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我啥子气质哦""}, {""sex"": ""1"", ""content"": ""我有喜欢的气质。""}, {""sex"": ""1"", ""content"": ""当我老婆的气质呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是要做人贩子吗，兄弟""}, {""sex"": ""1"", ""content"": ""我要做人贩子，那我第一个拐卖你。""}, {""sex"": ""1"", ""content"": ""你看我的样子像是拐卖人口的吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是想当渣女叻""}, {""sex"": ""1"", ""content"": ""那我就来个拯救渣女计划！""}, {""sex"": ""1"", ""content"": ""那我怎么会爱上渣女呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好能说""}, {""sex"": ""1"", ""content"": ""能说会道只是我的一个小优点，还有更多优点等着你发现呢。""}, {""sex"": ""1"", ""content"": ""这样才能说些能让小仙女开心的东西呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梦到我了吗？""}, {""sex"": ""1"", ""content"": ""梦到了，而且还穿的很好看。""}, {""sex"": ""1"", ""content"": ""不梦到恐怕都难啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在睡觉啊""}, {""sex"": ""1"", ""content"": ""睡觉都不叫我的吗？！""}, {""sex"": ""1"", ""content"": ""我会在梦里等你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""短""}, {""sex"": ""1"", ""content"": ""哪里短了，明明都很长的好不好""}, {""sex"": ""1"", ""content"": ""短嘛？我觉得还是挺长的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想剪短发""}, {""sex"": ""1"", ""content"": ""无论你是长发还是短发，我都觉得挺好看的。""}, {""sex"": ""1"", ""content"": ""短发清爽干练，非常适合你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里人呢""}, {""sex"": ""1"", ""content"": ""你心里的人。""}, {""sex"": ""1"", ""content"": ""我从哪里来不重要，重要的是我要去到你心里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有信心""}, {""sex"": ""1"", ""content"": ""你都这么有信心了，我怎么会没有信心呢。""}, {""sex"": ""1"", ""content"": ""谢谢你的信心，我不会辜负的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早餐很好吃""}, {""sex"": ""1"", ""content"": ""哇，说得我都想再吃一顿早餐了""}, {""sex"": ""1"", ""content"": ""好吃就能吃饱饱的啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们不是同一个世界的人""}, {""sex"": ""1"", ""content"": ""我愿意为了你放弃自己的世界到你的世界里去。""}, {""sex"": ""1"", ""content"": ""你就是我的世界。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们好像没见过""}, {""sex"": ""1"", ""content"": ""现在不就已经见过了吗？""}, {""sex"": ""1"", ""content"": ""我们在梦里见过了，你不会给忘记了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我妈不知道""}, {""sex"": ""1"", ""content"": ""要不让你麻麻认识一下我如何？""}, {""sex"": ""1"", ""content"": ""先让我妈知道下她的儿媳妇好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可别爱上我""}, {""sex"": ""1"", ""content"": ""那不行，我就这么爱上你""}, {""sex"": ""1"", ""content"": ""可是我已经爱上你了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你做白日梦""}, {""sex"": ""1"", ""content"": ""有梦才能梦想成真。""}, {""sex"": ""1"", ""content"": ""梦里有你，我愿意多做会儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好啊我等着你""}, {""sex"": ""1"", ""content"": ""吾定不负卿。""}, {""sex"": ""1"", ""content"": ""不会让你等太久的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是对每个女孩子都这么说""}, {""sex"": ""1"", ""content"": ""我可没有那么多闲工夫勾搭那么多女孩子。""}, {""sex"": ""1"", ""content"": ""照顾你一个小仙女已经很累了，我哪有心思去对别人说这种话？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑笑笑""}, {""sex"": ""1"", ""content"": ""你笑起来的时候我心都融化了""}, {""sex"": ""1"", ""content"": ""别笑了，再笑我血糖都要超了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱我就抱抱我""}, {""sex"": ""1"", ""content"": ""那我要抱着你一辈子。""}, {""sex"": ""1"", ""content"": ""不仅要抱抱你还要亲亲你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的照片好不好看""}, {""sex"": ""1"", ""content"": ""我要敢说不好看，是不是会死。""}, {""sex"": ""1"", ""content"": ""照片不好看就不是你的照片了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好累今天""}, {""sex"": ""1"", ""content"": ""赶紧好好休息一下，辛苦小仙女了。""}, {""sex"": ""1"", ""content"": ""别总把自己弄这么累好不好？我会心疼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天好累啊""}, {""sex"": ""1"", ""content"": ""对不起，都怪我没能好好陪着你。""}, {""sex"": ""1"", ""content"": ""现在累点还不是为了以后能轻松点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你心可真大""}, {""sex"": ""1"", ""content"": ""对啊，刚好可以放下你。""}, {""sex"": ""1"", ""content"": ""心不大怎么能容下你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩女开场白""}, {""sex"": ""1"", ""content"": ""降温了，你要不要加个男朋友？""}, {""sex"": ""1"", ""content"": ""下次见你，我要以好久不见的名义拥抱你。""}, {""sex"": ""1"", ""content"": ""见到你就很开心那一定很喜欢你 ???.""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都没说话""}, {""sex"": ""1"", ""content"": ""我觉得你可以试着说一些。""}, {""sex"": ""1"", ""content"": ""不用说，有些话我已经知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讨厌别人骗我""}, {""sex"": ""1"", ""content"": ""我对你发誓，我绝对绝对不会骗你""}, {""sex"": ""1"", ""content"": ""我也讨厌欺骗，所以我们要坦诚相待""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我身高矮""}, {""sex"": ""1"", ""content"": ""这个是叫娇小可爱呀。""}, {""sex"": ""1"", ""content"": ""女孩子不用长太高，像你这样就刚刚好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很二""}, {""sex"": ""1"", ""content"": ""二只是一种习惯而已啦。""}, {""sex"": ""1"", ""content"": ""变二了，感觉世界都和谐了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你爸妈知道吗""}, {""sex"": ""1"", ""content"": ""我爸妈反正是已经知道你了。""}, {""sex"": ""1"", ""content"": ""难道你爸妈不知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""往后余生，我只要你""}, {""sex"": ""1"", ""content"": ""我要你，不单单只是余生而已。""}, {""sex"": ""1"", ""content"": ""余生有你相伴，太荣幸了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很骚""}, {""sex"": ""1"", ""content"": ""其他人想看我骚还看不到呢。""}, {""sex"": ""1"", ""content"": ""被喜欢的人说骚是好事还是坏事？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人长的丑""}, {""sex"": ""1"", ""content"": ""但是想的却很美啊。""}, {""sex"": ""1"", ""content"": ""这叫做美的不够明显而已。""}], ""lock"": 1}"
