"{""chat"": [{""sex"": ""1"", ""content"": ""能不能和我拍个照?""}, {""sex"": ""2"", ""content"": ""为什么？?""}, {""sex"": ""1"", ""content"": ""我要向我同事证明，天使是存在的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不要""}, {""sex"": ""1"", ""content"": ""那男朋友总不能不要吧，要我就行。""}, {""sex"": ""1"", ""content"": ""小仙女这么挑剔嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你过来呀！""}, {""sex"": ""1"", ""content"": ""我过来了，你是不是来迎接一下。""}, {""sex"": ""1"", ""content"": ""等不起，我让你久等了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每天很忙""}, {""sex"": ""1"", ""content"": ""都在忙什么呢，我很担心你会累着了。""}, {""sex"": ""1"", ""content"": ""真不想看到你这么忙，别给自己太大压力了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有手机""}, {""sex"": ""1"", ""content"": ""手机真的是一个非常快乐的东西。""}, {""sex"": ""1"", ""content"": ""手机的快乐，你我都知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己去吃吧""}, {""sex"": ""1"", ""content"": ""自己吃很孤单吧，我们一起吃""}, {""sex"": ""1"", ""content"": ""那就不吃了，一个人吃太没意思了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫我仙女就好了""}, {""sex"": ""1"", ""content"": ""看来美女已经不能满足你了。""}, {""sex"": ""1"", ""content"": ""你本来就是仙女好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道什么是爱""}, {""sex"": ""1"", ""content"": ""不懂爱的人会遇到一个懂爱的人的。""}, {""sex"": ""1"", ""content"": ""我会让你一点一点知道什么叫做爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不给电话号码""}, {""sex"": ""1"", ""content"": ""干嘛？你是怕我会把你的电话号码拿去卖吗？""}, {""sex"": ""1"", ""content"": ""放心，我不会骚扰你的，就是想着万一你有事想找我可以给我打电话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我笑点很低的""}, {""sex"": ""1"", ""content"": ""那跟你在一起肯定会很欢乐。""}, {""sex"": ""1"", ""content"": ""那我就可以经常看到你甜美的笑容了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的心在哪里？""}, {""sex"": ""1"", ""content"": ""不正是在你那里嘛。""}, {""sex"": ""1"", ""content"": ""你摸摸看，就知道在哪了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不晓得说啥""}, {""sex"": ""1"", ""content"": ""我也不知道，可是一见到你我就滔滔不绝""}, {""sex"": ""1"", ""content"": ""你想说什么就说什么，没事 我撑得住""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看你很忙""}, {""sex"": ""1"", ""content"": ""但是也不能妨碍我和你聊天呀。""}, {""sex"": ""1"", ""content"": ""忙着忙着后面就不怎么忙了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有啥不好的""}, {""sex"": ""1"", ""content"": ""那我喜欢你好不好呀？""}, {""sex"": ""1"", ""content"": ""对啊，你这么可爱有什么不好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡不着睡不着睡不着睡不着我快疯了。""}, {""sex"": ""1"", ""content"": ""都让你别在晚上想我，这下好了失眠了吧。""}, {""sex"": ""1"", ""content"": ""没有我的陪伴就睡不着啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""容易失眠""}, {""sex"": ""1"", ""content"": ""如果我陪着你，怎么会失眠呢。""}, {""sex"": ""1"", ""content"": ""对不起，都怪我没能好好的照顾你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还能接受""}, {""sex"": ""1"", ""content"": ""那要是做你的男朋友你能接受吗？""}, {""sex"": ""1"", ""content"": ""看来我的直觉还挺准的，猜到你能接受了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""牙疼死了""}, {""sex"": ""1"", ""content"": ""牙疼不是病，疼起来真的要命。""}, {""sex"": ""1"", ""content"": ""带你去医院好好看看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在瘦了""}, {""sex"": ""1"", ""content"": ""你以前就很瘦了，现在不就更瘦了。""}, {""sex"": ""1"", ""content"": ""不能再瘦了，再瘦下去我要心疼死了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不用见面了""}, {""sex"": ""1"", ""content"": ""难过，我开心了一整天，结果你说不见了。""}, {""sex"": ""1"", ""content"": ""那下次再见，下次不能爽约了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真瘦""}, {""sex"": ""1"", ""content"": ""怎么，瘦瘦高高的不好吗。""}, {""sex"": ""1"", ""content"": ""你要是想让我变胖，就让我多吃点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱吃瘦肉""}, {""sex"": ""1"", ""content"": ""肥瘦要吃均匀了知道不。""}, {""sex"": ""1"", ""content"": ""还能吃瘦肉，真好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是现在""}, {""sex"": ""1"", ""content"": ""那是什么时候呀，我都等不及了""}, {""sex"": ""1"", ""content"": ""现在难道不是很好的机会吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没啥故事""}, {""sex"": ""1"", ""content"": ""我们在一起了，就有故事了。""}, {""sex"": ""1"", ""content"": ""我有故事，你有酒吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你快点去吃饭""}, {""sex"": ""1"", ""content"": ""你又不陪我一起，我去吃饭干嘛！""}, {""sex"": ""1"", ""content"": ""看着你我就已经饱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不了解你啊""}, {""sex"": ""1"", ""content"": ""留在我身边，慢慢的了解我。""}, {""sex"": ""1"", ""content"": ""正是不了解，所以才需要了解啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早就起来了啊""}, {""sex"": ""1"", ""content"": ""早起的小仙女你的花露水呢""}, {""sex"": ""1"", ""content"": ""一大早忙着想我吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没梦见""}, {""sex"": ""1"", ""content"": ""那看来你白天还不够想我啊。""}, {""sex"": ""1"", ""content"": ""没梦见以后总会梦见的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能理解就好""}, {""sex"": ""1"", ""content"": ""我这么善解人意，肯定会理解呀。""}, {""sex"": ""1"", ""content"": ""要是我不理解你，还有什么资格说喜欢你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好像很了解我""}, {""sex"": ""1"", ""content"": ""我不了解谁了解""}, {""sex"": ""1"", ""content"": ""没办法，不了解你怎么可以喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要工作呀""}, {""sex"": ""1"", ""content"": ""请努力工作，赚钱！""}, {""sex"": ""1"", ""content"": ""你工作的样子肯定很迷人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早餐咯""}, {""sex"": ""1"", ""content"": ""早餐一个人吃怎么会好吃""}, {""sex"": ""1"", ""content"": ""我也想吃，但是没人给我买""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢你了咋整""}, {""sex"": ""1"", ""content"": ""那还能咋整，继续喜欢呗。""}, {""sex"": ""1"", ""content"": ""我又不能阻止你喜欢我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不困啊？""}, {""sex"": ""1"", ""content"": ""困得眼睛都睁不开了，可还想再陪陪你。""}, {""sex"": ""1"", ""content"": ""跟你聊天可精神了，怎么会困呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不早点休息""}, {""sex"": ""1"", ""content"": ""我怕太早休息会睡不着知道吗。""}, {""sex"": ""1"", ""content"": ""你是想让我早点梦到你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你厉害嘛""}, {""sex"": ""1"", ""content"": ""你来试试不就知道了吗！""}, {""sex"": ""1"", ""content"": ""你要多厉害才叫厉害呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""煮饭不好吃""}, {""sex"": ""1"", ""content"": ""熟能生巧，多煮几次就好吃啦。""}, {""sex"": ""1"", ""content"": ""我感觉你做饭应该还不错啊，我得亲自尝尝才知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都还行""}, {""sex"": ""1"", ""content"": ""看来是个挺随性的小姐姐呀。""}, {""sex"": ""1"", ""content"": ""那你看我行不行？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看行动""}, {""sex"": ""1"", ""content"": ""我的行动力绝对max。""}, {""sex"": ""1"", ""content"": ""那我得更卖力点才行，这样才能达到你的标准。 ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像是你本人""}, {""sex"": ""1"", ""content"": ""是不是帅到掉渣。""}, {""sex"": ""1"", ""content"": ""不是，我本人比头像更帅。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看你是欠揍""}, {""sex"": ""1"", ""content"": ""我这是欠老婆揍！""}, {""sex"": ""1"", ""content"": ""打是亲啊，亲几下就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实我不好看""}, {""sex"": ""1"", ""content"": ""我不在意你好看不好看。""}, {""sex"": ""1"", ""content"": ""不好看也不影响你在我心里的位置。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在上课？""}, {""sex"": ""1"", ""content"": ""一边上课一边偷偷跟你聊天。""}, {""sex"": ""1"", ""content"": ""幸好在家上课比较自由，不影响我跟你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""搞得要追求我似的""}, {""sex"": ""1"", ""content"": ""看来你还是有自知之明的啊。""}, {""sex"": ""1"", ""content"": ""看来你知道啊，我就是要追求你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我太坏""}, {""sex"": ""1"", ""content"": ""我就是喜欢上你的坏了。""}, {""sex"": ""1"", ""content"": ""这么坏坏的你，真的是太可爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一米八""}, {""sex"": ""1"", ""content"": ""不光有一米八，还有八块腹肌。""}, {""sex"": ""1"", ""content"": ""不多不少，我的身高配你刚好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很不舒服""}, {""sex"": ""1"", ""content"": ""怎么不舒服了，我带你去看看医生吧""}, {""sex"": ""1"", ""content"": ""是头晕还是肚子痛啊，是哪里不舒服？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午饭没吃""}, {""sex"": ""1"", ""content"": ""午饭不吃下午会撑不住的，乖，快去吃饭""}, {""sex"": ""1"", ""content"": ""是因为没有我陪你吃，所以没胃口吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别渣我""}, {""sex"": ""1"", ""content"": ""我的样子看起来像是要渣你的吗？""}, {""sex"": ""1"", ""content"": ""我才不会渣你呢，我舍不得。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨晚也梦到你""}, {""sex"": ""1"", ""content"": ""看来这梦不是一般般的灵验啊。""}, {""sex"": ""1"", ""content"": ""那你以后也要梦到我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班着""}, {""sex"": ""1"", ""content"": ""我就知道你上班也会想我的。""}, {""sex"": ""1"", ""content"": ""我也在上着班，可我忍不住想你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就给你看""}, {""sex"": ""1"", ""content"": ""我怕看了会瞎了我的眼！""}, {""sex"": ""1"", ""content"": ""好好好，我看还不行嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后给你看""}, {""sex"": ""1"", ""content"": ""那我现在想看了咋办呢。""}, {""sex"": ""1"", ""content"": ""看看这么好看的你，我挺知足的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""短视频""}, {""sex"": ""1"", ""content"": ""天天都在刷短视频，我都要被洗脑了。""}, {""sex"": ""1"", ""content"": ""小仙女有没有拍过什么好玩的短视频呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就算了呗""}, {""sex"": ""1"", ""content"": ""半途而废可不是什么好事。""}, {""sex"": ""1"", ""content"": ""算了，那我就勉强收了你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""休息十分钟""}, {""sex"": ""1"", ""content"": ""才十分钟，也太短了吧。""}, {""sex"": ""1"", ""content"": ""那你快好好休息一下，别累坏了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才猪头""}, {""sex"": ""1"", ""content"": ""那你就是大白菜！""}, {""sex"": ""1"", ""content"": ""现在猪肉很贵的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们还没见呢""}, {""sex"": ""1"", ""content"": ""梦里已经见过好几次了。""}, {""sex"": ""1"", ""content"": ""可是我怎么感觉我们像认识好久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里有太阳""}, {""sex"": ""1"", ""content"": ""我心里有，你就是我的小太阳。""}, {""sex"": ""1"", ""content"": ""虽然阴天的时候看不到太阳，但我可以做你的太阳。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没洗脸""}, {""sex"": ""1"", ""content"": ""你可千万别把你的漂亮给洗没了。""}, {""sex"": ""1"", ""content"": ""你没洗脸都这么好看了，洗完脸那不就是更好看了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚洗了澡""}, {""sex"": ""1"", ""content"": ""对不起，我想象了一下，忍不住流鼻血了。""}, {""sex"": ""1"", ""content"": ""以后咱们一起洗的时候我帮你搓背。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""特别的感觉""}, {""sex"": ""1"", ""content"": ""希望这种感觉能持续很久""}, {""sex"": ""1"", ""content"": ""有多特别，有我这么特别吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是骗我""}, {""sex"": ""1"", ""content"": ""我骗你能到什么呢？""}, {""sex"": ""1"", ""content"": ""你又没钱，没色的我骗你干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没错是我""}, {""sex"": ""1"", ""content"": ""我就知道是你，看来我没弄错。""}, {""sex"": ""1"", ""content"": ""那我猜对了，是不是有奖励。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么不是你保护一下我""}, {""sex"": ""1"", ""content"": ""女汉纸还需要我来保护吗？！""}, {""sex"": ""1"", ""content"": ""像你这样的，我怕是保护不住你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我听不懂你说话""}, {""sex"": ""1"", ""content"": ""我觉得你可以听得懂我说话的啦。""}, {""sex"": ""1"", ""content"": ""那看来我得好好说话啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以看照片不""}, {""sex"": ""1"", ""content"": ""这都是照骗这有啥好看的。""}, {""sex"": ""1"", ""content"": ""照片拍不出我的帅，下次看真人就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以的嘛""}, {""sex"": ""1"", ""content"": ""要是不可以就不会说这话了""}, {""sex"": ""1"", ""content"": ""你都这么说了，哪能不可以呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你干啥里""}, {""sex"": ""1"", ""content"": ""想看看你想我了没""}, {""sex"": ""1"", ""content"": ""没干啥就不能找你了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""周末开场""}, {""sex"": ""1"", ""content"": ""今天随机抓取一只小仙女陪我去约会，抓住你了哦""}, {""sex"": ""1"", ""content"": ""我有理由相信，今天小仙女还没有别约出去""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是不饿""}, {""sex"": ""1"", ""content"": ""不饿也要吃饭呀，要是不吃下午会饿肚子的。""}, {""sex"": ""1"", ""content"": ""是不是偷吃零食了，所以才会到了饭点都不饿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想拍死你""}, {""sex"": ""1"", ""content"": ""想法真的太危险了！""}, {""sex"": ""1"", ""content"": ""你当你是如来神掌啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很会做饭的""}, {""sex"": ""1"", ""content"": ""那我可得找机会尝尝看你的手艺了。""}, {""sex"": ""1"", ""content"": ""是嘛，那我要上你家去蹭饭！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字""}, {""sex"": ""1"", ""content"": ""我告诉你名字，你不会拿出银角大王的紫金红葫芦“咻”的一声把我收了带回去吧？""}, {""sex"": ""1"", ""content"": ""我姓倪，名南友""}, {""sex"": ""1"", ""content"": ""备注有趣的人就行了""}, {""sex"": ""1"", ""content"": ""见面了再告诉你""}, {""sex"": ""1"", ""content"": ""我的名字是：美貌与智慧并存的男人""}, {""sex"": ""1"", ""content"": ""在问别人名字前，不应该自我介绍一下吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难道不好吗""}, {""sex"": ""1"", ""content"": ""也不是不好，但我觉得还有更好的解决方式""}, {""sex"": ""1"", ""content"": ""没有没有，小仙女说好就好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是难过""}, {""sex"": ""1"", ""content"": ""不要难过，难过的时候就想我一下""}, {""sex"": ""1"", ""content"": ""有啥好难过的，不要难过啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们这样都不认识算网友吗？[调皮]""}, {""sex"": ""1"", ""content"": ""既然是网友的话，那网恋选我，我超甜。""}, {""sex"": ""1"", ""content"": ""谁说不认识，现在不就认识了，认识了算什么网友？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""缺点太多了""}, {""sex"": ""1"", ""content"": ""我们都是人类，只要是人就会有缺点！""}, {""sex"": ""1"", ""content"": ""那你身上的优点也很多啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我洗个脸""}, {""sex"": ""1"", ""content"": ""别把自己的美丽给洗没了。""}, {""sex"": ""1"", ""content"": ""你是想让我看不一样的你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么时候见过""}, {""sex"": ""1"", ""content"": ""你忘记了吗，我们之前在梦里见过啊。""}, {""sex"": ""1"", ""content"": ""上辈子啊，你不会就给忘了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多麻烦""}, {""sex"": ""1"", ""content"": ""还有个麻烦事要让你知道，麻烦你喜欢喜欢我。""}, {""sex"": ""1"", ""content"": ""不是有我呢，我跟你一起面对这些麻烦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肯定呀""}, {""sex"": ""1"", ""content"": ""确定一定以及肯定？""}, {""sex"": ""1"", ""content"": ""我也觉得你对这个最有话语权了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚洗漱了""}, {""sex"": ""1"", ""content"": ""你就不给我看看你的样子吗。""}, {""sex"": ""1"", ""content"": ""那下次我们一起洗吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很执着""}, {""sex"": ""1"", ""content"": ""非常执着的喜欢你。""}, {""sex"": ""1"", ""content"": ""毕竟我不是一个三心二意的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很漂亮""}, {""sex"": ""1"", ""content"": ""难道比你还要漂亮嘛？""}, {""sex"": ""1"", ""content"": ""我感觉和你一比，还是你漂亮点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不要睡了""}, {""sex"": ""1"", ""content"": ""你都还没说晚安，我怎么睡啊。""}, {""sex"": ""1"", ""content"": ""你都不在我身边，我哪能睡得着啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很难受""}, {""sex"": ""1"", ""content"": ""我也不好受啊。""}, {""sex"": ""2"", ""content"": ""怎么？""}, {""sex"": ""1"", ""content"": ""看你难受，我心里也觉得不好受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我声音好听吗""}, {""sex"": ""1"", ""content"": ""我已经没有在听了。""}, {""sex"": ""2"", ""content"": ""不好听吗？""}, {""sex"": ""1"", ""content"": ""不是，我只是把声音录下来封存起来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可能的""}, {""sex"": ""1"", ""content"": ""的确是不可能！""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""我是不可能不喜欢你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能给你""}, {""sex"": ""1"", ""content"": ""为什么不能给我，不要这么小气嘛""}, {""sex"": ""1"", ""content"": ""呜呜呜，竟然不能给我，我好伤心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那可不一定了""}, {""sex"": ""1"", ""content"": ""你这么说我心里好没底啊""}, {""sex"": ""1"", ""content"": ""那什么样子才是肯定的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我知道你最好了""}, {""sex"": ""1"", ""content"": ""那还不亲我一下作为奖励。""}, {""sex"": ""1"", ""content"": ""那你要好好珍惜我知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怀里暖""}, {""sex"": ""1"", ""content"": ""那你让我好好暖暖可以嘛？""}, {""sex"": ""1"", ""content"": ""暖暖的很贴心那种?""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上聊天开场白""}, {""sex"": ""1"", ""content"": ""夜幕降临，是跟小仙女聊天的好时机啊""}, {""sex"": ""2"", ""content"": ""哈哈哈哈哈""}, {""sex"": ""1"", ""content"": ""小仙女现在躺在床上了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""重启话题""}, {""sex"": ""1"", ""content"": ""我之前好像在哪里看到你""}, {""sex"": ""1"", ""content"": ""说好的请我喝奶茶，就这样没有了下文？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""伸手来给我咬""}, {""sex"": ""1"", ""content"": ""你这是想给我做标记？""}, {""sex"": ""1"", ""content"": ""咬坏了，你就把你赔给我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不怪你""}, {""sex"": ""1"", ""content"": ""都怪我，怪我爱上了你""}, {""sex"": ""1"", ""content"": ""不怪我，你就不会说出这句话了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能吧！""}, {""sex"": ""1"", ""content"": ""你这个可能不是确定答案，不行。""}, {""sex"": ""1"", ""content"": ""中国有句老话，一切皆有可能！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能哦""}, {""sex"": ""1"", ""content"": ""只是可能吗？我想要一个肯定的答案。""}, {""sex"": ""1"", ""content"": ""可能你就是我的命中注定吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你快做梦去吧""}, {""sex"": ""1"", ""content"": ""我会做一个有你的美梦。""}, {""sex"": ""1"", ""content"": ""那你准备好来我梦里了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后不敢了""}, {""sex"": ""1"", ""content"": ""看你以后还敢不敢不老实。""}, {""sex"": ""1"", ""content"": ""不敢就好啦，不可以再这么调皮了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好的聊天""}, {""sex"": ""1"", ""content"": ""我这不是正在好好陪你聊天吗。""}, {""sex"": ""1"", ""content"": ""努力聊天才是正理。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会忘记""}, {""sex"": ""1"", ""content"": ""只要你一直记得我，就算所有人都忘记我都没有关系""}, {""sex"": ""1"", ""content"": ""就知道你记性这么好是不会忘记的啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回答满分""}, {""sex"": ""1"", ""content"": ""看来我的回答得到了你的高度赞许哦。""}, {""sex"": ""1"", ""content"": ""既然是满分，是不是应该有一些小奖励呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有事儿？""}, {""sex"": ""1"", ""content"": ""你这样会没朋友的。""}, {""sex"": ""1"", ""content"": ""找你唠唠才能增进感情啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好，我的新朋友""}, {""sex"": ""1"", ""content"": ""你好，我的女朋友。""}, {""sex"": ""1"", ""content"": ""宝贝，我可没打算成为你的朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这边好热""}, {""sex"": ""1"", ""content"": ""我高冷，你贴着我就不热了。""}, {""sex"": ""1"", ""content"": ""其实我不介意你脱衣服的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我生日要到了""}, {""sex"": ""1"", ""content"": ""那我就把自己送给你当生日礼物吧。""}, {""sex"": ""1"", ""content"": ""那我要给你准备一个惊喜才行啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天快乐不""}, {""sex"": ""1"", ""content"": ""有你在我哪能不快乐啊""}, {""sex"": ""1"", ""content"": ""当然快乐啦，想你能不快乐吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去年拍的""}, {""sex"": ""1"", ""content"": ""以后每年我都帮你拍。""}, {""sex"": ""1"", ""content"": ""果然人好看拍的照也好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很介意""}, {""sex"": ""1"", ""content"": ""但是我一点都不介意有个女朋友呢""}, {""sex"": ""1"", ""content"": ""我不介意你这么胡闹。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[惊讶]""}, {""sex"": ""1"", ""content"": ""第一次看到这么惊讶的。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""第一次看到这么好看的仙女惊讶的样子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能习惯了""}, {""sex"": ""1"", ""content"": ""你准备什么时候习惯我呢。""}, {""sex"": ""1"", ""content"": ""那为什么你还没习惯有我的存在呢。""}], ""lock"": 1}"
