"{""chat"": [{""sex"": ""2"", ""content"": ""想搭讪的话，建议你换一个方法""}, {""sex"": ""1"", ""content"": ""我对你的建议很感兴趣，讲来听听，讲得好可以考虑留电话给你哦。""}, {""sex"": ""2"", ""content"": ""那得看你值不值得我建议。""}, {""sex"": ""1"", ""content"": ""我给你 5 块钱，怎么样,还不用找钱哦""}, {""sex"": ""2"", ""content"": ""那不是很值得我建议。""}, {""sex"": ""1"", ""content"": ""看你年纪不大，怎么记性这么不好，如果不值得你建议那你刚才怎么会建议我换一个方法呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你很有气质，能交个朋友吗""}, {""sex"": ""2"", ""content"": ""我们又不认识?""}, {""sex"": ""1"", ""content"": ""世界上其实没有陌生的两个人，只有还没相识的两个朋友，让我们彼此多一个朋友好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就一直抱着""}, {""sex"": ""1"", ""content"": ""抱着你这个小仙女也是一种快乐啊。""}, {""sex"": ""1"", ""content"": ""就让我好好抱着你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""待会""}, {""sex"": ""1"", ""content"": ""那待会你可别忘记了。""}, {""sex"": ""1"", ""content"": ""现在不行嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挑礼物干嘛""}, {""sex"": ""1"", ""content"": ""这不是想给你买一个礼物嘛。""}, {""sex"": ""1"", ""content"": ""难道我送你礼物还不行吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢她""}, {""sex"": ""1"", ""content"": ""你不喜欢肯定是有你不喜欢的道理的。""}, {""sex"": ""1"", ""content"": ""不喜欢的话就不要跟她在一起啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不太习惯""}, {""sex"": ""1"", ""content"": ""以后总是会有机会习惯的。""}, {""sex"": ""1"", ""content"": ""习惯成自然，不习惯也得习惯呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约？""}, {""sex"": ""1"", ""content"": ""约出感情来怎么办""}, {""sex"": ""1"", ""content"": ""你在外面约的事，你爸妈知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽宝贝""}, {""sex"": ""1"", ""content"": ""我可以做你心里唯一的宝贝吗？""}, {""sex"": ""1"", ""content"": ""你的一声宝贝，我的心都化了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早呀宝贝""}, {""sex"": ""1"", ""content"": ""多叫几声宝贝会更好哟""}, {""sex"": ""1"", ""content"": ""早呀，我的小宝贝终于起床啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换个发型换个心情""}, {""sex"": ""1"", ""content"": ""那你一定要早点换发型才对啊。""}, {""sex"": ""1"", ""content"": ""那就换个特别好看的发型好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你感觉我是什么样的人""}, {""sex"": ""1"", ""content"": ""你应该是很美好的人吧，你给我的感觉很棒""}, {""sex"": ""1"", ""content"": ""感觉你很特别，我从来没有遇见过像你这样的女孩子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要你喜欢我""}, {""sex"": ""1"", ""content"": ""那你想要我怎么喜欢你？""}, {""sex"": ""1"", ""content"": ""看来你这喜欢有点廉价啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想睡觉。""}, {""sex"": ""1"", ""content"": ""好，那到我怀里来好好睡一觉。""}, {""sex"": ""1"", ""content"": ""困了是吗，那就先睡吧，等你睡醒了再聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对别人也这样吗""}, {""sex"": ""1"", ""content"": ""我第一次对别人这样。""}, {""sex"": ""1"", ""content"": ""被你这么怀疑我觉得好伤心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有跟别的女孩子有什么不一样的地方吗？""}, {""sex"": ""1"", ""content"": ""我喜欢你，你就是和别人不一样。""}, {""sex"": ""1"", ""content"": ""你就是你，不一样的烟火。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭的""}, {""sex"": ""1"", ""content"": ""一起吃饭好不好，跟你吃饭肯定很香""}, {""sex"": ""1"", ""content"": ""自己做饭还是外面吃呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来一会了""}, {""sex"": ""1"", ""content"": ""我还以为小懒猪还在赖床呢。""}, {""sex"": ""1"", ""content"": ""起来了有没有吃早餐？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起吃吧""}, {""sex"": ""1"", ""content"": ""吃饭这么好的事情，以后请多找我。""}, {""sex"": ""1"", ""content"": ""我感觉我要被你俘获了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的笑容没那么甜吧""}, {""sex"": ""1"", ""content"": ""那怎么会让我甜到高血糖了。""}, {""sex"": ""1"", ""content"": ""你不是甜，只是笑起来美而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等下吃饭""}, {""sex"": ""1"", ""content"": ""等我一起吃啊。""}, {""sex"": ""1"", ""content"": ""没有你陪我吃，饭都索然无味。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咦，自恋""}, {""sex"": ""1"", ""content"": ""帅的人才自恋，丑的人没法自恋。""}, {""sex"": ""1"", ""content"": ""要不是没人可恋我怎么会自恋呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天肚子疼""}, {""sex"": ""1"", ""content"": ""摸摸肚子就不疼了啊，我会陪你的。""}, {""sex"": ""1"", ""content"": ""疼在你身，痛在我心，乖宝快点好起来啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没过生日""}, {""sex"": ""1"", ""content"": ""专属于你的特别日子怎么可以不过呢？""}, {""sex"": ""1"", ""content"": ""那我还是要给你送生日礼物才行""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""日子难熬""}, {""sex"": ""1"", ""content"": ""有我在还会难熬吗？""}, {""sex"": ""1"", ""content"": ""难熬只是一时的，快乐会尾随的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我巨蟹座""}, {""sex"": ""1"", ""content"": ""这么巧，我跟巨蟹座很般配啊""}, {""sex"": ""1"", ""content"": ""巨蟹座的女孩好像很温柔但很敏感呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深夜问候""}, {""sex"": ""1"", ""content"": ""抓到一只可爱的夜猫子啦""}, {""sex"": ""1"", ""content"": ""你是不是想我想得睡不着了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有猫""}, {""sex"": ""1"", ""content"": ""有猫就等于有了全世界啊。""}, {""sex"": ""1"", ""content"": ""那我可以去你家撸猫吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会包饺子""}, {""sex"": ""1"", ""content"": ""没事，会吃饺子就可以了""}, {""sex"": ""1"", ""content"": ""包饺子很简单的，我来教你，肯定一学就会""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃粽子没""}, {""sex"": ""1"", ""content"": ""在等你喂我吃啊""}, {""sex"": ""1"", ""content"": ""端午节必须吃粽子啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饿瘦""}, {""sex"": ""1"", ""content"": ""我允许你饿肚子了吗？""}, {""sex"": ""1"", ""content"": ""你这么伤害我的宝贝不好吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是什么样子的""}, {""sex"": ""1"", ""content"": ""你照照镜子就知道是什么样子的了。""}, {""sex"": ""1"", ""content"": ""亲我一下我就满足你的好奇心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么喜欢她""}, {""sex"": ""1"", ""content"": ""不知道，可能就这么莫名其妙的喜欢了。""}, {""sex"": ""1"", ""content"": ""你相信一见钟情吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我脑子不好使""}, {""sex"": ""1"", ""content"": ""你是不是洗头的时候进了水呀？""}, {""sex"": ""1"", ""content"": ""脑子都是我，能好使吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""身体不舒服""}, {""sex"": ""1"", ""content"": ""怎么了？身体哪里不舒服啊？""}, {""sex"": ""2"", ""content"": ""肚子疼。""}, {""sex"": ""1"", ""content"": ""你总是不好好照顾自己，我会很担心的啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么舒服啊""}, {""sex"": ""1"", ""content"": ""努力让自己变得更加舒服。""}, {""sex"": ""1"", ""content"": ""就是这么舒服，嘻嘻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""套路女孩子""}, {""sex"": ""1"", ""content"": ""没有套路，我对你说的话都是真心实意的""}, {""sex"": ""1"", ""content"": ""你以为现在女孩子这么好套路呀，可不是我说几句话就够的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""搞笑类""}, {""sex"": ""1"", ""content"": ""看搞笑类的东西能让心情变得很好。""}, {""sex"": ""1"", ""content"": ""要给我推荐推荐吗，让我开心一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这人真搞笑""}, {""sex"": ""1"", ""content"": ""这又不是为了逗你笑吗！""}, {""sex"": ""1"", ""content"": ""听说搞笑的男生比较容易俘获女生的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道什么是喜欢吗？""}, {""sex"": ""1"", ""content"": ""我不知道，但我知道我喜欢你。""}, {""sex"": ""1"", ""content"": ""喜欢就是突然心里有了一个惦记的人吧，做什么都会想到她，想起她的时候心里觉得很甜蜜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请我吃饭？""}, {""sex"": ""1"", ""content"": ""怎么？免费的晚饭不想吃吗？""}, {""sex"": ""1"", ""content"": ""对呀，想吃火锅还是烤肉？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么吃饭""}, {""sex"": ""1"", ""content"": ""笨蛋，当然是用嘴巴吃饭了""}, {""sex"": ""1"", ""content"": ""你是想跳着舞吃还是唱着歌吃啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不要这样子""}, {""sex"": ""1"", ""content"": ""当然要，这样可以增进我们彼此的情感。""}, {""sex"": ""1"", ""content"": ""你说呢，这是相当有必要的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你胆子肥了""}, {""sex"": ""1"", ""content"": ""你不惦记我这个人，你惦记起我的胆子了！""}, {""sex"": ""1"", ""content"": ""遇到你，再肥的胆子也没了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天是表白日""}, {""sex"": ""1"", ""content"": ""看见你那一刻，感觉像吃掉了会微笑的糖果""}, {""sex"": ""1"", ""content"": ""说节日快乐太俗套，我祝你520牛逼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都是为了引起对方的注意""}, {""sex"": ""1"", ""content"": ""那你做到了，我被你吸引了。""}, {""sex"": ""1"", ""content"": ""我已经注意到你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空吧""}, {""sex"": ""1"", ""content"": ""一直把时间空出来等你呢。""}, {""sex"": ""1"", ""content"": ""没空我也会使劲挤些时间出来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还要好久""}, {""sex"": ""1"", ""content"": ""没关系，我们还有很多时间可以等待""}, {""sex"": ""1"", ""content"": ""无论多久都没关系，我陪你等""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女人的嘴骗人的鬼""}, {""sex"": ""1"", ""content"": ""那你是要用你这张嘴来骗走我的心吗？""}, {""sex"": ""1"", ""content"": ""明知道你是个小骗子，还是心甘情愿被你骗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不爱吃肉""}, {""sex"": ""1"", ""content"": ""不吃肉怎么行，这样就不能长肉肉了""}, {""sex"": ""1"", ""content"": ""所以这就是你保持身材的秘密吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你会干啥""}, {""sex"": ""1"", ""content"": ""我会做的很多啊，我做老公你安心。""}, {""sex"": ""1"", ""content"": ""洗衣做菜，拖地，无所不能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吹头发""}, {""sex"": ""1"", ""content"": ""要不要我来帮你吹一吹。""}, {""sex"": ""1"", ""content"": ""别是做头发就行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真没生气""}, {""sex"": ""1"", ""content"": ""你要是生气的话我会哄你开心呀！""}, {""sex"": ""1"", ""content"": ""一般女生这么说的时候就是生气了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好。""}, {""sex"": ""1"", ""content"": ""还好是指比不好还好还是比好还好？""}, {""sex"": ""1"", ""content"": ""看来你的承受能力还是蛮强的嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干活去""}, {""sex"": ""1"", ""content"": ""一个人干活真的没啥动力呀""}, {""sex"": ""1"", ""content"": ""要干那么多活，没有奖励的吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好活着""}, {""sex"": ""1"", ""content"": ""我已经吃不起饭了，你可以收留我吗？""}, {""sex"": ""1"", ""content"": ""好好活着就是对生命最大的尊重。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好生活""}, {""sex"": ""1"", ""content"": ""有你在的生活就是好生活""}, {""sex"": ""1"", ""content"": ""生活这么美好，我们一起过吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很好养活的""}, {""sex"": ""1"", ""content"": ""那我得好好试试看了。""}, {""sex"": ""1"", ""content"": ""养猪当然是好养活啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好打招呼""}, {""sex"": ""1"", ""content"": ""愿你的生活常温暖，日子总是温柔又闪光，晚上好。""}, {""sex"": ""1"", ""content"": ""在路上，见识世界；在途中，认清自己。晚上好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""希望你能好好照顾自己。""}, {""sex"": ""1"", ""content"": ""可是我一心只想照顾好你。""}, {""sex"": ""1"", ""content"": ""我想有个美丽的姑娘会照顾我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加好友干嘛""}, {""sex"": ""1"", ""content"": ""不干嘛，就是想了解你而已。""}, {""sex"": ""1"", ""content"": ""还不是为了那迷人的爱情呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡得好嘛""}, {""sex"": ""1"", ""content"": ""有你在我梦里，当然睡得好啊。""}, {""sex"": ""1"", ""content"": ""在你的晚安后，我什么时候睡不好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好(^o^)／""}, {""sex"": ""1"", ""content"": ""小仙女中午是不是睡得饱饱的呢""}, {""sex"": ""1"", ""content"": ""中午的时候你都不跟我打招呼，我好伤心呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好呢""}, {""sex"": ""1"", ""content"": ""小仙女吃过午饭了嘛？""}, {""sex"": ""1"", ""content"": ""中午太热了，我感觉我都要融化了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的帅哥""}, {""sex"": ""1"", ""content"": ""帅哥还想让你帮个忙好吗？帮忙喜欢我一下。""}, {""sex"": ""1"", ""content"": ""跟你亲爱的就不用这么客气了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好奇怪""}, {""sex"": ""1"", ""content"": ""奇怪的事那么多也不多这一件对不对？""}, {""sex"": ""1"", ""content"": ""哪里奇怪啦，我给你好好解答一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想就好""}, {""sex"": ""1"", ""content"": ""我已经开始想你了呀。""}, {""sex"": ""1"", ""content"": ""那我就好好开始想你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想想好啦""}, {""sex"": ""1"", ""content"": ""我怕这么想下去，脑子会全都是你。""}, {""sex"": ""1"", ""content"": ""想你想到心花怒放黑夜白天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""同感同感""}, {""sex"": ""1"", ""content"": ""能遇到有同感的人真是太难得了。""}, {""sex"": ""1"", ""content"": ""看来我跟小仙女心有灵犀哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没啥爱好""}, {""sex"": ""1"", ""content"": ""最大的爱好不就是爱你吗。""}, {""sex"": ""1"", ""content"": ""遇见你，我才发现我的爱好都是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的好困""}, {""sex"": ""1"", ""content"": ""那你要不要靠在我怀里睡会儿。""}, {""sex"": ""1"", ""content"": ""每次和我聊天就犯困，难道你要睡我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是吖""}, {""sex"": ""1"", ""content"": ""那是什么呀？你又卖萌了。""}, {""sex"": ""1"", ""content"": ""这么可爱的你，好怕被别人拐走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么吖""}, {""sex"": ""1"", ""content"": ""当然是给你的惊喜呀""}, {""sex"": ""1"", ""content"": ""别问了，以你的智商跟你说你也不懂的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午的问候""}, {""sex"": ""1"", ""content"": ""我只能中午和你聊天 我怕你早晚爱上我""}, {""sex"": ""1"", ""content"": ""上午的妹妹 中午的老婆 晚上的宝贝""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道中午吃什么""}, {""sex"": ""1"", ""content"": ""我们一起吃，我帮你想就好。""}, {""sex"": ""1"", ""content"": ""中午吃好一点，这样下午才有力气搬砖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您配吗？""}, {""sex"": ""1"", ""content"": ""是谁给你这种强烈的优越感的？""}, {""sex"": ""1"", ""content"": ""就是因为你总是一副看不起人的样子才会单身到现在吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好玩吧""}, {""sex"": ""1"", ""content"": ""想跟你一起玩。""}, {""sex"": ""1"", ""content"": ""要是我们能一起玩就更好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样不好玩""}, {""sex"": ""1"", ""content"": ""那你想怎么玩，我都听你的。""}, {""sex"": ""1"", ""content"": ""不好玩的话我们换一种玩法，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你更好看""}, {""sex"": ""1"", ""content"": ""有你，我哪敢称好看啊。""}, {""sex"": ""1"", ""content"": ""你漂亮，你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请叫我小姐姐""}, {""sex"": ""1"", ""content"": ""好的小姐姐。""}, {""sex"": ""1"", ""content"": ""难道我不能叫你小仙女吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯嗯，好的呢""}, {""sex"": ""1"", ""content"": ""这么温柔乖巧的女孩子，我都要心动了。""}, {""sex"": ""1"", ""content"": ""你答应了哦，我记住了，可不能反悔哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉很好""}, {""sex"": ""1"", ""content"": ""有我在是不是感觉更好""}, {""sex"": ""1"", ""content"": ""我能感觉到你的心情很好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你对我好""}, {""sex"": ""1"", ""content"": ""我对你好是我心甘情愿，不求回报。""}, {""sex"": ""1"", ""content"": ""对老婆好是应该的，不要对我说谢谢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吃呢""}, {""sex"": ""1"", ""content"": ""小吃货，是不是有好吃的就忘了我了。""}, {""sex"": ""1"", ""content"": ""好吃就多吃点，喜欢我再给你买。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好！！""}, {""sex"": ""1"", ""content"": ""哇，一大早的小仙女真有活力呀""}, {""sex"": ""1"", ""content"": ""早上好！！！！我要比小仙女更有活力才行！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好""}, {""sex"": ""1"", ""content"": ""你这小懒猪小心被晒屁股！""}, {""sex"": ""1"", ""content"": ""早上好，今天的你格外的好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好.""}, {""sex"": ""1"", ""content"": ""太阳都晒屁股了还早呢？""}, {""sex"": ""1"", ""content"": ""如果还能看到你的话就更好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上问候""}, {""sex"": ""1"", ""content"": ""晚上好，小仙女晚上没出去玩吗""}, {""sex"": ""1"", ""content"": ""真好，晚上的小仙女还是那么可爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上打招呼。""}, {""sex"": ""1"", ""content"": "" 喜欢我的人还有我喜欢的人晚上好""}, {""sex"": ""1"", ""content"": ""晚上好呀，希望你今天也是开心的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做梦吧   梦里啥都有""}, {""sex"": ""1"", ""content"": ""梦里有个你就好了。""}, {""sex"": ""1"", ""content"": ""我的梦都是关于你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做个梦""}, {""sex"": ""1"", ""content"": ""梦里有没有我呀。""}, {""sex"": ""1"", ""content"": ""巧了，我刚好在梦里见到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子好饿""}, {""sex"": ""1"", ""content"": ""就该让你饿饿肚子，才不会整天叫着减肥。""}, {""sex"": ""1"", ""content"": ""走，大哥带你去胡吃海喝一顿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不好玩""}, {""sex"": ""1"", ""content"": ""这样正好，我们可以过上平淡却温暖的日子。""}, {""sex"": ""1"", ""content"": ""我不想跟你玩，我想跟你谈恋爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦你了。""}, {""sex"": ""1"", ""content"": ""有你的一句问候，我觉得再辛苦都值得。""}, {""sex"": ""1"", ""content"": ""辛苦归辛苦，还是有觉得开心的地方。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦的很""}, {""sex"": ""1"", ""content"": ""现在辛苦了 ，以后就不用辛苦了。""}, {""sex"": ""1"", ""content"": ""所以我才需要陪在你身边啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上午忙""}, {""sex"": ""1"", ""content"": ""那你有没有多喝水啊，可别忙到忘记喝水了。""}, {""sex"": ""1"", ""content"": ""那下午是不是就不忙了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一看就不好吃""}, {""sex"": ""1"", ""content"": ""这就是你的不对了，有的东西卖相虽然不好，但味道可是极好的。""}, {""sex"": ""1"", ""content"": ""看着不好吃不一定吃起来不好吃呀，试试看才知道嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小妹""}, {""sex"": ""1"", ""content"": ""你妹妹就是我妹妹，以后我罩着她""}, {""sex"": ""1"", ""content"": ""小妹很容易被欺负的，所以我会好好保护你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你妹哦""}, {""sex"": ""1"", ""content"": ""我妹有男朋友了别惦记了""}, {""sex"": ""1"", ""content"": ""这么想当我妹妹你直说啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺好～""}, {""sex"": ""1"", ""content"": ""只是挺好而已吗，看来我还得继续努力啊。""}, {""sex"": ""1"", ""content"": ""能得到你的认可我觉得挺开心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实挺好养的啊""}, {""sex"": ""1"", ""content"": ""那我就放心了，我一定会好好养你的。""}, {""sex"": ""1"", ""content"": ""好巧啊，我就是专业的养猪户""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺好养的""}, {""sex"": ""1"", ""content"": ""我知道的，猪都比较好养。""}, {""sex"": ""1"", ""content"": ""就是因为好养我很怕我会破产啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以啦""}, {""sex"": ""1"", ""content"": ""太好啦，小仙女终于答应我了。""}, {""sex"": ""1"", ""content"": ""我还在想你要是拒绝了我，我肯定会很伤心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快睡觉吧！""}, {""sex"": ""1"", ""content"": ""遵命，我的女王殿下。""}, {""sex"": ""1"", ""content"": ""快跟我说晚安，我们到梦里见。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说啥啊""}, {""sex"": ""1"", ""content"": ""你想说啥说啥。""}, {""sex"": ""1"", ""content"": ""你把自己的心里话说出来就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我应该怎么说呢""}, {""sex"": ""1"", ""content"": ""你想咋说就咋说的呀。""}, {""sex"": ""1"", ""content"": ""你希望自己现在说点什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事，没啥大事""}, {""sex"": ""1"", ""content"": ""你这一说你肯定是有事！""}, {""sex"": ""2"", ""content"": ""没有啊。""}, {""sex"": ""1"", ""content"": ""你们女孩子说的没事肯定是有事！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看小说去了""}, {""sex"": ""1"", ""content"": ""难不成你上辈子是小说精？""}, {""sex"": ""1"", ""content"": ""果然你和小说才是真爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不爱说话""}, {""sex"": ""1"", ""content"": ""你是个内向的女孩，我能理解。""}, {""sex"": ""1"", ""content"": ""你如果不想说话就听我说，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不说话了吗""}, {""sex"": ""1"", ""content"": ""我就想静静的看会儿你。""}, {""sex"": ""1"", ""content"": ""主要是不知道说啥就不说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能省就省""}, {""sex"": ""1"", ""content"": ""该省的地方省，但该花钱的地方也别心疼，知道吗？""}, {""sex"": ""1"", ""content"": ""看来你是很会过日子的女孩啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交个朋友不""}, {""sex"": ""1"", ""content"": ""好吧，我先跟你做朋友好了，以后再做别的""}, {""sex"": ""1"", ""content"": ""那，我就是你最好的朋友啦""}], ""lock"": 1}"
