"{""chat"": [{""sex"": ""1"", ""content"": ""你说到哪儿汇合？COCOPARK，我这是在哪儿？（转向目标）哎，请问我们这个地方是在哪儿？""}, {""sex"": ""2"", ""content"": ""这里是……""}, {""sex"": ""1"", ""content"": ""谢谢！（对电话说）我在XXX，一会儿见。（转向目标）真是太谢谢你了，你一个人在这里逛街吗？""}, {""sex"": ""2"", ""content"": ""对啊，我和朋友……""}, {""sex"": ""1"", ""content"": ""噢，我也和朋友约在这里。我们在做一件很神奇的事情，你如果没什么事的话，不如一起来？我叫xxx……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""难怪现在街上有气质的女孩子越来越少，原来全跑去做护士了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我美吗""}, {""sex"": ""1"", ""content"": ""别以为漂亮就可以让我动心，至少你还要够笨""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""那就让我们打破这份陌生 ，敢问 姑娘芳名？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦那好吧""}, {""sex"": ""1"", ""content"": ""我感觉到你有一丝丝的失望。""}, {""sex"": ""1"", ""content"": ""要是不好你也可以告诉我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如何找话题""}, {""sex"": ""1"", ""content"": ""我对你有满腔的话要说，又何必找话题。""}, {""sex"": ""1"", ""content"": ""先来聊一个爱我的话题吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""钱是好东西""}, {""sex"": ""1"", ""content"": ""确实，钱能让人感到心安。""}, {""sex"": ""1"", ""content"": ""那你要不要跟我分享一下这个好东西。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人没啥好东西""}, {""sex"": ""1"", ""content"": ""那是因为你还没遇见到我。""}, {""sex"": ""1"", ""content"": ""还好我只是男生，还不是男人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""思念一个人""}, {""sex"": ""1"", ""content"": ""思念真的是一个很好的东西啊。""}, {""sex"": ""1"", ""content"": ""我就好好思念着你而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""此话怎讲？""}, {""sex"": ""1"", ""content"": ""按照我喜欢你的语调这么讲""}, {""sex"": ""1"", ""content"": ""用嘴巴讲啊，不然用哪里讲？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天气还不错""}, {""sex"": ""1"", ""content"": ""天气这么好，好想出游啊。""}, {""sex"": ""1"", ""content"": ""不止是天气不错，感觉小仙女心情也不错呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个傻憨憨""}, {""sex"": ""1"", ""content"": ""做你的傻憨憨。""}, {""sex"": ""1"", ""content"": ""你喜欢上我这个憨憨没。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""憨""}, {""sex"": ""1"", ""content"": ""你终于知道自己是铁憨憨了吗？""}, {""sex"": ""1"", ""content"": ""难道你不喜欢憨厚老实的喜欢海王？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我太憨了""}, {""sex"": ""1"", ""content"": ""你能意识到自己的憨也不算太糟糕嘛""}, {""sex"": ""1"", ""content"": ""不憨不憨，你只是有点傻乎乎的而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""精神上支持""}, {""sex"": ""1"", ""content"": ""精神境界太虚幻了，还是来些实际的吧。""}, {""sex"": ""1"", ""content"": ""精神上不够啊，还要行动上的支持嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做保险""}, {""sex"": ""1"", ""content"": ""做保险很辛苦啊，经常要在外面跑客户""}, {""sex"": ""1"", ""content"": ""我猜小仙女肯定口才特别好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找什么话题""}, {""sex"": ""1"", ""content"": ""只要有心什么话题都可以！""}, {""sex"": ""1"", ""content"": ""最近新开的一家美食店，我觉得味道非常不错。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你之前耍过几个女朋友呢""}, {""sex"": ""1"", ""content"": ""什么女朋友，我现在只有你一个。""}, {""sex"": ""1"", ""content"": ""现在有了你，我就没有前女友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但愿咯""}, {""sex"": ""1"", ""content"": ""有我在，一切都是如你所愿。""}, {""sex"": ""1"", ""content"": ""我不会让你失望的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个重要吗""}, {""sex"": ""1"", ""content"": ""我喜欢你这个不重要吗？""}, {""sex"": ""1"", ""content"": ""有关你的事，都很重要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你平时就这么说话？""}, {""sex"": ""1"", ""content"": ""怎么不喜欢我这个说话风格，那我给你改个。""}, {""sex"": ""1"", ""content"": ""难不成你也是这么说话的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""命里缺钱""}, {""sex"": ""1"", ""content"": ""我命里缺个你。""}, {""sex"": ""1"", ""content"": ""何以解忧唯有暴富。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约会去了""}, {""sex"": ""1"", ""content"": ""没有我，你一个人怎么约会？""}, {""sex"": ""1"", ""content"": ""你家我家还是如家？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怕是中毒了""}, {""sex"": ""1"", ""content"": ""那你有解药吗！""}, {""sex"": ""1"", ""content"": ""相思之毒唯你才能解。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会嘛""}, {""sex"": ""1"", ""content"": ""等你啥时候来喜欢我呢。""}, {""sex"": ""1"", ""content"": ""等会儿吧，我还没好好和你说晚安呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋那么会撩""}, {""sex"": ""1"", ""content"": ""撩你还能咋滴啊。""}, {""sex"": ""1"", ""content"": ""撩你肯定是没有一点问题都没有啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可真会说笑""}, {""sex"": ""1"", ""content"": ""你以为的笑话，却偏偏是我的真心话。""}, {""sex"": ""1"", ""content"": ""对不起，在你面前我不会说笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想要什么机会""}, {""sex"": ""1"", ""content"": ""一个了解你的机会！""}, {""sex"": ""1"", ""content"": ""我想要个娶你的机会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有你很幸福""}, {""sex"": ""1"", ""content"": ""我会让你一辈子都做最幸福的人。""}, {""sex"": ""1"", ""content"": ""有你的陪伴我也觉得特别特别幸福。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太会聊天了你""}, {""sex"": ""1"", ""content"": ""我这么会聊天还不都是因为你。""}, {""sex"": ""1"", ""content"": ""会聊天有啥用，还不是没有女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你良心不痛吗""}, {""sex"": ""1"", ""content"": ""良心被狗吃了，哪里会痛啊。""}, {""sex"": ""1"", ""content"": ""痛啊，但是还是得做。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴真会说话""}, {""sex"": ""1"", ""content"": ""你难道不知道这嘴巴是为你特地升级过的嘛！""}, {""sex"": ""1"", ""content"": ""再会说话也不及一个会听的人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想的还挺多""}, {""sex"": ""1"", ""content"": ""遇见你想得多也是很正常的。""}, {""sex"": ""1"", ""content"": ""不想多点怎么对得起你这么漂亮呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺会啊""}, {""sex"": ""1"", ""content"": ""你这么说我会害羞的。""}, {""sex"": ""1"", ""content"": ""我这不是得在喜欢的女孩面前露两手嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太失望了""}, {""sex"": ""1"", ""content"": ""你还没看到真正的我""}, {""sex"": ""1"", ""content"": ""失望的背后往往都是希望。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只想躺着""}, {""sex"": ""1"", ""content"": ""是想躺在我怀里吧。""}, {""sex"": ""1"", ""content"": ""想跟你躺在一起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你刚刚在干嘛""}, {""sex"": ""1"", ""content"": ""刚健完身，出了一身汗感觉整个人都轻松了。""}, {""sex"": ""1"", ""content"": ""看球赛呢，好久没打球了，有点手痒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人总是会变的""}, {""sex"": ""1"", ""content"": ""可我爱你的心永远不会变。""}, {""sex"": ""1"", ""content"": ""为什么会变呢？还不是失去新鲜感了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心痛啥""}, {""sex"": ""1"", ""content"": ""心痛你啊，还能心痛啥""}, {""sex"": ""1"", ""content"": ""心痛2020啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你看不上我""}, {""sex"": ""1"", ""content"": ""我还怕你看不上我呢。""}, {""sex"": ""1"", ""content"": ""何出此言呢，都是人类为啥看不上你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙。""}, {""sex"": ""1"", ""content"": ""从你这个字我就能看出来你有多忙了""}, {""sex"": ""1"", ""content"": ""其实忙点也挺好的，生活能够过得充实""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多快乐""}, {""sex"": ""1"", ""content"": ""有你在我的快乐都是无限被放大。""}, {""sex"": ""1"", ""content"": ""心都在笑乐了，你觉得有多快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你要努力了""}, {""sex"": ""1"", ""content"": ""我会好好努力的喜欢你。""}, {""sex"": ""1"", ""content"": ""努力工作让我们有个幸福未来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""同志仍需努力""}, {""sex"": ""1"", ""content"": ""放心，我会好好努力的！""}, {""sex"": ""1"", ""content"": ""我这努力得有回报才行啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我眼睛里面有什么吗？""}, {""sex"": ""1"", ""content"": ""我知道啊，里面有个我啊。""}, {""sex"": ""1"", ""content"": ""有我喜欢的星辰大海。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但我不喜欢你呀""}, {""sex"": ""1"", ""content"": ""没事，我会教你如何喜欢我的。""}, {""sex"": ""1"", ""content"": ""有种喜欢叫做日久生情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说得跟真的似的""}, {""sex"": ""1"", ""content"": ""喜欢你本来就是真的好不好。""}, {""sex"": ""1"", ""content"": ""珍珠一样真的人好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有啥好了解的""}, {""sex"": ""1"", ""content"": "" 你这么好看当然得好好了解""}, {""sex"": ""1"", ""content"": ""了解一下你真的不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄太小""}, {""sex"": ""1"", ""content"": ""年龄不是对于爱情阻拦。""}, {""sex"": ""1"", ""content"": ""但是我也是可以喜欢你照顾你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你早点睡啊""}, {""sex"": ""1"", ""content"": ""我不啊，你都还没说晚安呢。""}, {""sex"": ""1"", ""content"": ""想我早点睡觉然后自己偷偷熬夜是不是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想要我说什么""}, {""sex"": ""1"", ""content"": ""想听你说“我喜欢你”。""}, {""sex"": ""1"", ""content"": ""你说的话我都想听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""听我的什么""}, {""sex"": ""1"", ""content"": ""只要是你说的，我都会听呀""}, {""sex"": ""1"", ""content"": ""你说什么我都听，你说往东我绝对不往西""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就可以""}, {""sex"": ""1"", ""content"": ""那你可以做我女朋友吗？""}, {""sex"": ""1"", ""content"": ""要得到你肯定的回答真是有点不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚失恋""}, {""sex"": ""1"", ""content"": ""你只是爱错人了。""}, {""sex"": ""1"", ""content"": ""失恋，是为了能够跟我谈恋爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不明白""}, {""sex"": ""1"", ""content"": ""看来我们还是得好好学习呀。""}, {""sex"": ""1"", ""content"": ""但是终究还是会明白的不是吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天不忙么""}, {""sex"": ""1"", ""content"": ""还好，忙也就是忙一会儿。""}, {""sex"": ""1"", ""content"": ""忙啊，不过还是有时间陪你聊会儿的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在玩手机呀""}, {""sex"": ""1"", ""content"": ""放开那个手机，有什么事冲我来。""}, {""sex"": ""1"", ""content"": ""看来手机还是比我好玩的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只是不太会表达自己""}, {""sex"": ""1"", ""content"": ""那你准备怎么去表达自己呢。""}, {""sex"": ""1"", ""content"": ""没事，我都会看在眼里的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱我什么呢""}, {""sex"": ""1"", ""content"": ""爱你是一件很复杂的事，我会用余生慢慢告诉你的。""}, {""sex"": ""1"", ""content"": ""不是爱你什么，而是爱你的全部。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱情是什么？""}, {""sex"": ""1"", ""content"": ""爱情不是三言两语就可以说明白的。""}, {""sex"": ""1"", ""content"": ""你别问我，我们试试不就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你平时有什么爱好呀""}, {""sex"": ""1"", ""content"": ""我没什么爱好，目前的爱好是你""}, {""sex"": ""1"", ""content"": ""该不会我们的爱好是一样的吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的名字叫""}, {""sex"": ""1"", ""content"": ""名字什么的都是代号，能遇见你就好。""}, {""sex"": ""1"", ""content"": ""叫什么不重要，叫你老婆就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚到公司""}, {""sex"": ""1"", ""content"": ""休息一会儿，上班加油鸭。""}, {""sex"": ""1"", ""content"": ""小仙女又开始努力搬砖的一天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""专职司机""}, {""sex"": ""1"", ""content"": ""难道不是马路杀手吗？""}, {""sex"": ""1"", ""content"": ""像你这么好看的司机可不多见哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""行吧。""}, {""sex"": ""1"", ""content"": ""行不行还不是你说了算嘛。""}, {""sex"": ""1"", ""content"": ""怎么感觉你回答得这么勉强呢，把“吧”去掉好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不需要爱""}, {""sex"": ""1"", ""content"": ""你只是以为你不需要，爱可以使人变得温柔强大，每个人都需要。""}, {""sex"": ""1"", ""content"": ""乱说，你爸爸妈妈给你的不是爱吗？我们都是在爱的滋养下长大的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我笑点不低""}, {""sex"": ""1"", ""content"": ""但是像你这么能笑的很少了。""}, {""sex"": ""1"", ""content"": ""所以你笑起来这么好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么大岁数了""}, {""sex"": ""1"", ""content"": ""我像是这么大岁数的人吗。""}, {""sex"": ""1"", ""content"": ""这么大岁数就不能谈恋爱吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真心在哪里""}, {""sex"": ""1"", ""content"": ""真心不就在你身上吗？""}, {""sex"": ""1"", ""content"": ""心都给你了，你问我真心在哪？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你还想怎样""}, {""sex"": ""1"", ""content"": ""反正我想怎样也不敢怎样。""}, {""sex"": ""1"", ""content"": ""想这样那样，把你摁在墙角亲搂在怀里亲，你觉得呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是不开心""}, {""sex"": ""1"", ""content"": ""有什么不开心的说出来，让我开心开心啊""}, {""sex"": ""1"", ""content"": ""那你不开心也得吃饭吧，吃完饭就开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚下班回来""}, {""sex"": ""1"", ""content"": ""这么晚才下班，辛苦小仙女了。""}, {""sex"": ""1"", ""content"": ""赶紧洗漱一下好好休息休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是来搞笑的吗？""}, {""sex"": ""1"", ""content"": ""那也得看你笑不笑啊。""}, {""sex"": ""1"", ""content"": ""我又不是猴子请过来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等你请我喝酒""}, {""sex"": ""1"", ""content"": ""小心我把你给灌醉了。""}, {""sex"": ""1"", ""content"": ""酒仙下凡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早饭去""}, {""sex"": ""1"", ""content"": ""早饭吃的是豆浆配油条吗？""}, {""sex"": ""1"", ""content"": ""我也想跟你一起吃早饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快到圣诞节了""}, {""sex"": ""1"", ""content"": ""那我是不是可以预约下你的圣诞节呢。""}, {""sex"": ""1"", ""content"": ""你是在暗示我，圣诞那天陪着你？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你愿意给我做甜甜圈吗""}, {""sex"": ""1"", ""content"": ""你愿意吃我一辈子的甜甜圈吗？""}, {""sex"": ""1"", ""content"": ""只要你想，我就会愿意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪位啊？""}, {""sex"": ""1"", ""content"": ""你猜，女生的第六感不是很准的吗""}, {""sex"": ""1"", ""content"": ""你可以叫我亲爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你不得失眠""}, {""sex"": ""1"", ""content"": ""我失眠的愿意还不是因为你吗！""}, {""sex"": ""1"", ""content"": ""失眠的时候想你就会好受点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡不着而已""}, {""sex"": ""1"", ""content"": ""你要是睡不着，我也会失眠的。""}, {""sex"": ""1"", ""content"": ""那我们一起来数星星吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天失眠""}, {""sex"": ""1"", ""content"": ""失眠的夜漫漫飘过来，想念的心没什么阻碍，好像听说最近你也在失眠，一个人发呆。""}, {""sex"": ""1"", ""content"": ""是不是最近想太多事了？压力大会导致失眠的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不养宠物""}, {""sex"": ""1"", ""content"": ""宠物这么可爱，难道你不喜欢吗？""}, {""sex"": ""1"", ""content"": ""那你养一个我好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男孩一般喜欢什么礼物""}, {""sex"": ""1"", ""content"": ""你就是最好的礼物。""}, {""sex"": ""1"", ""content"": ""只要你送的，男生都会喜欢的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宠我呀""}, {""sex"": ""1"", ""content"": ""宠自己喜欢的人，肯定时没问题的。""}, {""sex"": ""1"", ""content"": ""我会把你宠的上天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又不来接我""}, {""sex"": ""1"", ""content"": ""怎么这么不相信我会来接你吗？""}, {""sex"": ""1"", ""content"": ""那我只好让你拭目以待了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会一直对我好吗""}, {""sex"": ""1"", ""content"": ""我不对老婆好一辈子我对谁好？""}, {""sex"": ""1"", ""content"": ""永远也别怀疑我对你的爱好吗宝贝？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就好那就好""}, {""sex"": ""1"", ""content"": ""瞧把你吓的，我又不是坏蛋，对不对？""}, {""sex"": ""1"", ""content"": ""如果做我女朋友还会更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""终于下雨了""}, {""sex"": ""1"", ""content"": ""下雨的时候你貌似是最开心的。""}, {""sex"": ""1"", ""content"": ""那你带好雨伞了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我认识你么？""}, {""sex"": ""1"", ""content"": ""不认识，难道就不能认识认识吗。""}, {""sex"": ""1"", ""content"": ""我想认识，你给我这个机会吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不认识你""}, {""sex"": ""1"", ""content"": ""认不认识不重要啊。""}, {""sex"": ""2"", ""content"": ""那什么重要？""}, {""sex"": ""1"", ""content"": ""重要的是我们的缘分，既然相遇了就是认识的开始。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是老师吗？""}, {""sex"": ""1"", ""content"": ""这都被你发现了嘛？我这一表人才一看就是老师是吧。""}, {""sex"": ""1"", ""content"": ""看来我很有老师的气质哦，不过我不是老师。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有点想放弃她了""}, {""sex"": ""1"", ""content"": ""为什么要放弃呢？是你不爱她了吗？""}, {""sex"": ""1"", ""content"": ""现在想放弃，当初又何必开始呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没什么意见""}, {""sex"": ""1"", ""content"": ""有意见也要变成没意见。""}, {""sex"": ""1"", ""content"": ""你准备啥时候对我有点意见呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的没空""}, {""sex"": ""1"", ""content"": ""好吧，那你一有空就要告诉我好吗。""}, {""sex"": ""1"", ""content"": ""原来小仙女是真的很忙碌呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩个游戏""}, {""sex"": ""1"", ""content"": ""好啊，只要是跟你玩，什么游戏都可以。""}, {""sex"": ""1"", ""content"": ""小仙女想玩什么游戏呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不太了解我""}, {""sex"": ""1"", ""content"": ""了解你需要一个过程，你得给我了解你的过程呀""}, {""sex"": ""1"", ""content"": ""我确实现在不了解你，但我会努力去了解你，知道你的所有喜好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安哟""}, {""sex"": ""1"", ""content"": ""早上好呀，好看的人都起这么早嘛。""}, {""sex"": ""1"", ""content"": ""早安，终于不用在梦里想你啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安。""}, {""sex"": ""1"", ""content"": ""早啊，我的小仙女。""}, {""sex"": ""1"", ""content"": ""早晨醒来第一个想到的人是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早鸭""}, {""sex"": ""1"", ""content"": ""我感觉还是可以更早点的。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""早点遇见你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不会聊天吗""}, {""sex"": ""1"", ""content"": ""不怎么会，要是说了奇怪的话还请你多担待。""}, {""sex"": ""1"", ""content"": ""是啊，平时都很少跟女孩子聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太嚣张""}, {""sex"": ""1"", ""content"": ""不嚣张点是会被欺负的。""}, {""sex"": ""1"", ""content"": ""在你面前我怎么敢嚣张，一见到你我就怂了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去工作吧""}, {""sex"": ""1"", ""content"": ""就算工作忙，我也不会忘记想你的。""}, {""sex"": ""1"", ""content"": ""工作哪有你重要啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你过奖啦""}, {""sex"": ""1"", ""content"": ""没有，我这只是实话实说而已的啦。""}, {""sex"": ""1"", ""content"": ""没有啦，也就是说了点应该说的话而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉之前""}, {""sex"": ""1"", ""content"": ""是不是应该和我说一句晚安呢？""}, {""sex"": ""1"", ""content"": ""想你想的都有点睡不着了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都在被窝里了""}, {""sex"": ""1"", ""content"": ""要不，我躲进你的被窝怎么样？""}, {""sex"": ""1"", ""content"": ""真想把你从被窝里拖出来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨天做了一个梦""}, {""sex"": ""1"", ""content"": ""让我我猜猜看是美梦还是噩梦，肯定是美梦对吧。""}, {""sex"": ""1"", ""content"": ""是不是梦到自己嫁给我了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一点都不想我""}, {""sex"": ""1"", ""content"": ""我只是把想你藏在心里了。""}, {""sex"": ""1"", ""content"": ""我何止一点想你，我一天二十四小时都在想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""比我晚睡一个小时""}, {""sex"": ""1"", ""content"": ""还不是等你睡着了我才能睡嘛。""}, {""sex"": ""1"", ""content"": ""声音传播比较慢，你的晚安到了我才睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁知道你呢""}, {""sex"": ""1"", ""content"": ""不知道我就想办法让你知道知道。""}, {""sex"": ""1"", ""content"": ""现在不知道，以后总会知道的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我是个什么样的人啊""}, {""sex"": ""1"", ""content"": ""这么在乎我对你的看法吗？""}, {""sex"": ""1"", ""content"": ""你是个善解人意温柔可爱的女孩子，我挺喜欢的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会照顾自己""}, {""sex"": ""1"", ""content"": ""那我不是正好出现在你身边了吗。""}, {""sex"": ""1"", ""content"": ""那就换我来照顾你可好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是你本人吗""}, {""sex"": ""1"", ""content"": ""你觉得我哪里不像是本人了？""}, {""sex"": ""1"", ""content"": ""我不是本人，我是喜欢你的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你本人吗""}, {""sex"": ""1"", ""content"": ""难道我还能用别人的嘛？""}, {""sex"": ""1"", ""content"": ""我本来不应该是这样的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看不像""}, {""sex"": ""1"", ""content"": ""那你看看像什么呢？""}, {""sex"": ""1"", ""content"": ""怎么会不像呢，明明是惟妙惟肖呀""}], ""lock"": 1}"
