"{""chat"": [{""sex"": ""2"", ""content"": ""你是?""}, {""sex"": ""1"", ""content"": ""我是一个很想认识你的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以前怎么没见过你""}, {""sex"": ""1"", ""content"": ""傻瓜，不早就在你心里了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理你。""}, {""sex"": ""1"", ""content"": ""你这样做会失去我这个帅哥的""}, {""sex"": ""1"", ""content"": ""你要是不理我，你怕是要无聊死啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能哄我睡觉么""}, {""sex"": ""1"", ""content"": ""我试试看能不能哄你睡觉。""}, {""sex"": ""1"", ""content"": ""哄你睡觉是我的职责所在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""莫生气""}, {""sex"": ""1"", ""content"": ""你有本事抑制我不生气！""}, {""sex"": ""1"", ""content"": ""生气了，你还不赶紧来亲一口？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也要开心哦""}, {""sex"": ""1"", ""content"": ""只要你开心了，我不就开心了吗！""}, {""sex"": ""1"", ""content"": ""开心的与你相遇不是更好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我该说啥""}, {""sex"": ""1"", ""content"": ""说说说，说你爱我。""}, {""sex"": ""1"", ""content"": ""你什么都不用说，乖乖待在我身边就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别说那么多""}, {""sex"": ""1"", ""content"": ""那我不说了，你用心感受一下""}, {""sex"": ""1"", ""content"": ""可是一跟你聊天我就忍不住想说好多话""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄太大""}, {""sex"": ""1"", ""content"": ""年龄大才显得成熟，而且还能好好照顾你。""}, {""sex"": ""1"", ""content"": ""年龄不是你对于爱情的借口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用了，我病好了""}, {""sex"": ""1"", ""content"": ""那就不去探病了，单纯去看你好了""}, {""sex"": ""1"", ""content"": ""可是我的心病还没好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又开始了""}, {""sex"": ""1"", ""content"": ""想你的每一天又开始了。""}, {""sex"": ""1"", ""content"": ""我喜欢你是一直都这样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都说你很会撩妹""}, {""sex"": ""1"", ""content"": ""那你怎么还没被我撩到手呢？""}, {""sex"": ""1"", ""content"": ""要是真的很会撩，你就不会发现了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在我这你想说什么就说什么""}, {""sex"": ""1"", ""content"": ""我想说喜欢你可以不。""}, {""sex"": ""1"", ""content"": ""我想说的太多了，你慢慢听我说好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你回来了呀""}, {""sex"": ""1"", ""content"": ""为了见你提前回来的。""}, {""sex"": ""1"", ""content"": ""我不回来的话我还能回哪里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个头啊""}, {""sex"": ""1"", ""content"": ""我的头可是世界上独一无二的，你想干嘛？""}, {""sex"": ""1"", ""content"": ""别说我的头了，我整个人都是你的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会放弃你""}, {""sex"": ""1"", ""content"": ""那我也不会放弃你的。""}, {""sex"": ""1"", ""content"": ""有你这么好的人，我怎么会放弃呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的花呢""}, {""sex"": ""1"", ""content"": ""在我这呀，你得亲自来取。""}, {""sex"": ""1"", ""content"": ""你自己就已经够美的了，还需要花花吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在看手机""}, {""sex"": ""1"", ""content"": ""看手机怎么都不回我消息呢""}, {""sex"": ""1"", ""content"": ""做你的手机真幸福，天天被你看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才看手机""}, {""sex"": ""1"", ""content"": ""现在大家难道不都是手机不离手的吗？""}, {""sex"": ""1"", ""content"": ""手机被你冷落了，它表示很伤心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你叫什么名字啊小哥哥""}, {""sex"": ""1"", ""content"": ""我叫什么名字不重要，重要的是你能不能把我记住。""}, {""sex"": ""1"", ""content"": ""我复姓南宫,名叫朋友,你可以叫我男朋友""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天太忙了""}, {""sex"": ""1"", ""content"": ""我希望你忙碌的时候也能好好吃饭、好好休息、好好想我。""}, {""sex"": ""1"", ""content"": ""你就不能忙里偷闲想我一下嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别想我没结果""}, {""sex"": ""1"", ""content"": ""不试试怎么知道没结果呢。""}, {""sex"": ""1"", ""content"": ""对不起，我做不到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就你理由多""}, {""sex"": ""1"", ""content"": ""喜欢你的理由我也很多啊。""}, {""sex"": ""1"", ""content"": ""我总是要给自己一个说服自己的理由。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""低头""}, {""sex"": ""1"", ""content"": ""最是那一低头的温柔，像一朵水莲花不胜凉风的娇羞。""}, {""sex"": ""1"", ""content"": ""别低头，皇冠会掉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大忙人""}, {""sex"": ""1"", ""content"": ""是不是想我啦？""}, {""sex"": ""1"", ""content"": ""再忙我也不会忘记你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么样算撩动了""}, {""sex"": ""1"", ""content"": ""不用撩了，我已经心动了。""}, {""sex"": ""1"", ""content"": ""你亲我一口我就告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要骄傲""}, {""sex"": ""1"", ""content"": ""你都说喜欢我了我怎么能不骄傲。""}, {""sex"": ""1"", ""content"": ""那我谦虚一点，你要奖励我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近很忙吗？""}, {""sex"": ""1"", ""content"": ""很忙啊，但是还是想来找你""}, {""sex"": ""1"", ""content"": ""要不是看到小仙女，我都忘记我还活着了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说的是真心话""}, {""sex"": ""1"", ""content"": ""难怪我听出了心的味道。""}, {""sex"": ""1"", ""content"": ""你要是不真心，我还能听下去嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是真心""}, {""sex"": ""1"", ""content"": ""你来我心里好好看看呗。""}, {""sex"": ""1"", ""content"": ""真心实意的我，请你了解。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是真心找对象吗""}, {""sex"": ""1"", ""content"": ""难道还有假心找对象的嘛。""}, {""sex"": ""1"", ""content"": ""不然我找你干嘛！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好像个傻子""}, {""sex"": ""1"", ""content"": ""你好像个傻瓜。""}, {""sex"": ""1"", ""content"": ""但是在喜欢你这件事上不傻就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我20多岁""}, {""sex"": ""1"", ""content"": ""废话，我也是二十多岁啊""}, {""sex"": ""1"", ""content"": ""大家都是二十多岁，小仙女说具体点呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""道啥歉""}, {""sex"": ""1"", ""content"": ""我为我这么迟才出现感到十分抱歉。""}, {""sex"": ""1"", ""content"": ""让你等了我这么多年，难道我不应该道歉吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞节要到了""}, {""sex"": ""1"", ""content"": ""我想预约一下小仙女的圣诞节可以吗？""}, {""sex"": ""1"", ""content"": ""如果你圣诞节刚好有空的话，我们就一起过吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你缺心眼""}, {""sex"": ""1"", ""content"": ""我不缺心眼，我缺你爱我。""}, {""sex"": ""1"", ""content"": ""大概是因为生活没你造成的吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪位""}, {""sex"": ""1"", ""content"": ""我是来帮你解决烦恼的人。""}, {""sex"": ""2"", ""content"": ""什么烦恼？""}, {""sex"": ""1"", ""content"": ""单身困扰了你这么久，我来帮你脱单啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪位同学""}, {""sex"": ""1"", ""content"": ""名字只是一个能遇见你的契机罢了""}, {""sex"": ""1"", ""content"": ""将来要入驻你心里的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你看我像做什么的""}, {""sex"": ""1"", ""content"": ""我看你像是做我未来孩子他妈的。""}, {""sex"": ""1"", ""content"": ""你觉得自己像是什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要相亲吗""}, {""sex"": ""1"", ""content"": ""都有你了，还需要相亲吗？""}, {""sex"": ""1"", ""content"": ""相亲是不可能，这辈子都不相亲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好像不认识你啊""}, {""sex"": ""1"", ""content"": ""刚才不认识，现在不就认识了吗。""}, {""sex"": ""1"", ""content"": ""这辈子不认识，万一上辈子认识呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我认识你不""}, {""sex"": ""1"", ""content"": ""认不认识不重要，加个微信不就认识了。""}, {""sex"": ""1"", ""content"": ""不认识，就不允许我向我喜欢的女生打招呼吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没见过""}, {""sex"": ""1"", ""content"": ""网络一线牵 相识便是缘。""}, {""sex"": ""1"", ""content"": ""没吃过猪肉还没见过猪跑，我会想象""}, {""sex"": ""1"", ""content"": ""前三世的擦肩而过换来这世的遇见""}, {""sex"": ""1"", ""content"": ""等我们见面了不就见到了吗？""}, {""sex"": ""1"", ""content"": ""没关系，反正我们有一辈子的时间让我们了解""}, {""sex"": ""1"", ""content"": ""大家都投胎了，当然会变样子了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上怎么说""}, {""sex"": ""1"", ""content"": ""早上好啊，昨天睡得好不好？""}, {""sex"": ""1"", ""content"": ""早啊，今天的公交好挤阿，差点没上去""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""改不掉""}, {""sex"": ""1"", ""content"": ""改不掉的是我喜欢你。""}, {""sex"": ""1"", ""content"": ""你改不掉喜欢我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""改天聊""}, {""sex"": ""1"", ""content"": ""好的，‘改日改日’。""}, {""sex"": ""1"", ""content"": ""那你得记住我这不一般的大猪蹄子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹技术不错""}, {""sex"": ""1"", ""content"": ""不，只是撩你技术不错""}, {""sex"": ""1"", ""content"": ""我觉得我还是挺失败的，要不然怎么还没有女朋友呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会做饭的女人""}, {""sex"": ""1"", ""content"": ""谁要是娶到你这个贤惠的女人一定是修了八辈子的福气。""}, {""sex"": ""1"", ""content"": ""好想吃吃看你做的饭啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭去啦""}, {""sex"": ""1"", ""content"": ""正好我也没吃，一起去吃啊。""}, {""sex"": ""1"", ""content"": ""吃啥好吃的我也去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就知道玩游戏""}, {""sex"": ""1"", ""content"": ""我又不能玩你，当然是玩游戏啦。""}, {""sex"": ""1"", ""content"": ""比起游戏，我觉得你更有意思多了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安～""}, {""sex"": ""1"", ""content"": ""早上好~又是美好的一天啊。""}, {""sex"": ""1"", ""content"": ""因为你的一句早安让我充满了能量。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安啊""}, {""sex"": ""1"", ""content"": ""早安，你的第一句话送给我了吗""}, {""sex"": ""1"", ""content"": ""早安啊，我的小可爱""}, {""sex"": ""1"", ""content"": ""太阳都晒屁屁了还早""}, {""sex"": ""1"", ""content"": ""今天是新的一天，又是更爱你的一天""}, {""sex"": ""1"", ""content"": ""太阳从西边出来了吗？你竟然这么早起？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天工作""}, {""sex"": ""1"", ""content"": ""等没有工作的时候你就天天想要工作了。""}, {""sex"": ""1"", ""content"": ""累吗，要是觉得累就请假休息休息吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老婆早安""}, {""sex"": ""1"", ""content"": ""早安！小仙女！今天又是喜欢你的一天呢！""}, {""sex"": ""1"", ""content"": ""老婆大人早安！给老婆大人亲亲！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""坚持一下""}, {""sex"": ""1"", ""content"": ""我会坚持的喜欢你的。""}, {""sex"": ""1"", ""content"": ""放心，我会坚持下去的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等下你被我撩到了""}, {""sex"": ""1"", ""content"": ""撩到了，那你就赚到了。""}, {""sex"": ""1"", ""content"": ""你要是撩到了，可要负责的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又被你撩到了""}, {""sex"": ""1"", ""content"": ""我只撩我喜欢的人好不好。""}, {""sex"": ""1"", ""content"": ""那只能说明我的本事厉害。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没欺负你哦""}, {""sex"": ""1"", ""content"": ""把我的心都抢走了，还说没欺负我。""}, {""sex"": ""1"", ""content"": ""哭唧唧，你欺负人还不承认。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉我们没有话题""}, {""sex"": ""1"", ""content"": ""因为我们之间已经不需要话题了。""}, {""sex"": ""1"", ""content"": ""那我就创造话题！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚睡的还好""}, {""sex"": ""1"", ""content"": ""看来我昨天晚上在你梦里没打扰到你啊。""}, {""sex"": ""1"", ""content"": ""你昨天在我梦里，怎么可能睡不好呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用上班吗？""}, {""sex"": ""1"", ""content"": ""上班和你之间我选了你。""}, {""sex"": ""1"", ""content"": ""不上班你来养我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要上班""}, {""sex"": ""1"", ""content"": ""不上班我要怎么养你呀""}, {""sex"": ""1"", ""content"": ""不上班了，专心陪你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有什么事""}, {""sex"": ""1"", ""content"": ""有很多话想跟你说，可又觉得什么话也说不出来。""}, {""sex"": ""1"", ""content"": ""想跟你谈谈我们的终身大事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""越来越能说了""}, {""sex"": ""1"", ""content"": ""再能说也没能把你说动心。""}, {""sex"": ""1"", ""content"": ""我只是一直在说实话而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说话好甜""}, {""sex"": ""1"", ""content"": ""这不是为了喜欢甜甜的你吗。""}, {""sex"": ""1"", ""content"": ""你都没尝过怎么知道是甜的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在外面的""}, {""sex"": ""1"", ""content"": ""外面这么冷，你要好好照顾自己哦。""}, {""sex"": ""1"", ""content"": ""怎么还不回家呢，我会担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想跟我说啥""}, {""sex"": ""1"", ""content"": ""想和你说一点关于我们两个人的心里话。""}, {""sex"": ""1"", ""content"": ""我想说的太多了能不能给我点时间说给你听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""求求你了""}, {""sex"": ""1"", ""content"": ""你求我干啥？那就明天带你回家吧""}, {""sex"": ""1"", ""content"": ""别别别，我受不起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你的全部""}, {""sex"": ""1"", ""content"": ""哎呀，我会不好意思的。""}, {""sex"": ""1"", ""content"": ""这么想我，为什么不来见我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在你梦里""}, {""sex"": ""1"", ""content"": ""全部都是你啊。""}, {""sex"": ""1"", ""content"": ""梦里很大，有你有我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃了饭吗""}, {""sex"": ""1"", ""content"": ""我没吃饭，你请我吃吗""}, {""sex"": ""1"", ""content"": ""口袋空空，根本没钱吃饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起来了吗？""}, {""sex"": ""1"", ""content"": ""你都醒了我能不起来吗？""}, {""sex"": ""1"", ""content"": ""梦里的你走了，我就醒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看看嘛""}, {""sex"": ""1"", ""content"": ""这其实你想看就能看的？！""}, {""sex"": ""1"", ""content"": ""不给，我怕你看了会忍不住爱上我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上聊天问候""}, {""sex"": ""1"", ""content"": ""您觉得今晚夜色如何？""}, {""sex"": ""1"", ""content"": ""在这样的夜里，你难道不想我吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""搬你家干嘛去""}, {""sex"": ""1"", ""content"": ""当然是去当女主人去啊！""}, {""sex"": ""1"", ""content"": ""还能干嘛，当然是给我当老婆啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吹捧""}, {""sex"": ""1"", ""content"": ""吹你捧你，把你宠成小公主。""}, {""sex"": ""1"", ""content"": ""这些虚的我不会，我只会踏踏实实待在你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你有什么用哎""}, {""sex"": ""1"", ""content"": ""可以解决相思之苦啊。""}, {""sex"": ""1"", ""content"": ""能帮你把生活丰富起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""已经过了听甜言蜜语的年龄""}, {""sex"": ""1"", ""content"": ""没事，我说的都是真心话。""}, {""sex"": ""1"", ""content"": ""年龄过了但你心里年龄没过啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""求人不如求己""}, {""sex"": ""1"", ""content"": ""有我在，你可以向我寻求帮助。""}, {""sex"": ""1"", ""content"": ""可是你一个人的力量不够，我来帮你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也没见过我啊""}, {""sex"": ""1"", ""content"": ""梦里见过无数次了。""}, {""sex"": ""1"", ""content"": ""那我们赶紧见一面。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""通情达理""}, {""sex"": ""1"", ""content"": ""通情达理的女孩很讨人喜欢的。""}, {""sex"": ""1"", ""content"": ""要是每个女孩都像你这么通情达理就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挣钱要紧""}, {""sex"": ""1"", ""content"": ""何以解忧唯有暴富啊！""}, {""sex"": ""1"", ""content"": ""现在没有什么比挣钱来的快乐了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""学妹""}, {""sex"": ""1"", ""content"": ""学妹，你肯定需要学长的关爱吧""}, {""sex"": ""1"", ""content"": ""有什么需要的都可以求助我这个学长哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁骂你了""}, {""sex"": ""1"", ""content"": ""骂了人还不承认，真过分啊""}, {""sex"": ""1"", ""content"": ""没谁没谁，就是一只小猪而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁需要你哄""}, {""sex"": ""1"", ""content"": ""你啊，除了你还能是谁啊。""}, {""sex"": ""1"", ""content"": ""哄你是我每天的必修课。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也很特别""}, {""sex"": ""1"", ""content"": ""嗯，我特别喜欢你""}, {""sex"": ""1"", ""content"": ""特别的你遇到特别的我，一定会有特别的事发生""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很可怕吗""}, {""sex"": ""1"", ""content"": ""我觉得你很可爱。""}, {""sex"": ""1"", ""content"": ""你长得挺好看的，怎么可怕了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活过得很好吗""}, {""sex"": ""1"", ""content"": ""没有你，不算太好。""}, {""sex"": ""1"", ""content"": ""不好也得过，好也得过啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说什么啊""}, {""sex"": ""1"", ""content"": ""我说的是我怎么会这么喜欢你呢。""}, {""sex"": ""1"", ""content"": ""这么快就让我做主啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有花呗""}, {""sex"": ""1"", ""content"": ""当代居然还有年轻人不用花呗？""}, {""sex"": ""1"", ""content"": ""优秀优秀，不用花呗的人都让人佩服""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说我哪不可爱""}, {""sex"": ""1"", ""content"": ""你只是好看，哪里是可爱啊！""}, {""sex"": ""1"", ""content"": ""看来我们对于可爱有了分歧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一直让着我""}, {""sex"": ""1"", ""content"": ""我本来就得让着你啊。""}, {""sex"": ""1"", ""content"": ""我得让一让这么可爱的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不好看 丑不拉几的""}, {""sex"": ""1"", ""content"": ""那么好看的未必能看上我呢。""}, {""sex"": ""1"", ""content"": ""你好不好我说了算！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一天天的累死了""}, {""sex"": ""1"", ""content"": ""把自己搞得这么累干嘛，要及时行乐""}, {""sex"": ""1"", ""content"": ""你是累死了，我是心疼死了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好能撩""}, {""sex"": ""1"", ""content"": ""那我怎么还没撩到你啊。""}, {""sex"": ""1"", ""content"": ""撩妹的套路是学的，喜欢你是真心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近挺忙""}, {""sex"": ""1"", ""content"": ""忙得都没时间跟我聊天，哼！""}, {""sex"": ""1"", ""content"": ""那你忙也要照顾好自己，不然我会担心的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我像坏人吗""}, {""sex"": ""1"", ""content"": ""你有哪里像是好人呢。""}, {""sex"": ""1"", ""content"": ""你偷我的心，还不算坏人？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不爱跟你说话""}, {""sex"": ""1"", ""content"": ""跟我多说几句话怎么了，又不会掉块肉""}, {""sex"": ""1"", ""content"": ""你该不会是怕跟我说太多话会爱上我吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""才醒啊""}, {""sex"": ""1"", ""content"": ""一直在等你叫我起床呢。""}, {""sex"": ""1"", ""content"": ""要是睡在你身边我肯定早早就醒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每个人都是独一无二的""}, {""sex"": ""1"", ""content"": ""你也是我独一无二喜欢的那个人。""}, {""sex"": ""1"", ""content"": ""所以你要是不抓住这个独一无二的我就再也遇不到啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不纯洁""}, {""sex"": ""1"", ""content"": ""是遇到你之后我才动了不纯洁的念头的。""}, {""sex"": ""1"", ""content"": ""因为我觉得纯洁的友谊跟我们不合适。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哼哼哼哼""}, {""sex"": ""1"", ""content"": ""小猪猪，你哼哼啥呢""}, {""sex"": ""1"", ""content"": ""要不要我们比比谁哼的多？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哼哼哼哼哼哼哼""}, {""sex"": ""1"", ""content"": ""小猪佩奇又在哼哼！""}, {""sex"": ""1"", ""content"": ""你别以为卖萌就能蒙混过关了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多余的""}, {""sex"": ""1"", ""content"": ""既然是多余的，那就丢掉吧""}, {""sex"": ""1"", ""content"": ""不多余不多余，以后总会找到它的用处的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨上班""}, {""sex"": ""1"", ""content"": ""最讨厌下雨天上班了，湿哒哒的很难受。""}, {""sex"": ""1"", ""content"": ""记得带伞哦，可别被大雨淋湿了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宝贝，在干嘛""}, {""sex"": ""1"", ""content"": ""在等宝贝来找我呀""}, {""sex"": ""1"", ""content"": ""宝贝是不是想我啦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你聊天呗""}, {""sex"": ""1"", ""content"": ""嘿嘿，我也在跟喜欢的人聊天。""}, {""sex"": ""1"", ""content"": ""那我们多聊会儿好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实也算半个老乡吧""}, {""sex"": ""1"", ""content"": ""老乡见老乡，两眼泪汪汪啊。""}, {""sex"": ""1"", ""content"": ""这就对了吧，这都是缘分啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一会有事""}, {""sex"": ""1"", ""content"": ""那你有事先忙你的，我可不能耽误你做事情。""}, {""sex"": ""1"", ""content"": ""有什么事呀，要不要我帮忙？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也是个简单的人""}, {""sex"": ""1"", ""content"": ""那我能了解你这个也简单的人吗。""}, {""sex"": ""1"", ""content"": ""简单配简单，绝配啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么肯定""}, {""sex"": ""1"", ""content"": ""应该我知道的能让我这么肯定。""}, {""sex"": ""1"", ""content"": ""对啊，我就是这么肯定。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还挺执着""}, {""sex"": ""1"", ""content"": ""想得到一件东西，没有执着怎么行呢。""}, {""sex"": ""1"", ""content"": ""执着的人往往能得到他想要的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的不是废话嘛""}, {""sex"": ""1"", ""content"": ""哪有，我这话说得很实在的好吗。""}, {""sex"": ""1"", ""content"": ""说说废话才能增进我们之间的感情啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怀里暖吗""}, {""sex"": ""1"", ""content"": ""你来试试不就知道了。""}, {""sex"": ""1"", ""content"": ""我怕你暖的会舍不得离开。""}], ""lock"": 1}"
