"{""chat"": [{""sex"": ""1"", ""content"": ""感谢姑娘右滑，费流量了""}, {""sex"": ""2"", ""content"": ""哈哈看到帅哥也挺好?""}, {""sex"": ""1"", ""content"": ""夸我帅，我也夸你一下吧 ，你真有眼光""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会腻吗""}, {""sex"": ""1"", ""content"": ""足够喜欢又怎么会觉得腻呢？""}, {""sex"": ""1"", ""content"": ""喜欢的歌要单曲循环，喜欢的人久处不腻呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做饭去""}, {""sex"": ""1"", ""content"": ""看来我只能是个做饭机器了。""}, {""sex"": ""1"", ""content"": ""做饭给你吃好不好呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不吹牛会死啊""}, {""sex"": ""1"", ""content"": ""不会，没有你才会死。""}, {""sex"": ""1"", ""content"": ""你要是早点答应做我女朋友，我也不至于天天跟你吹牛了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会不会嫌我烦""}, {""sex"": ""1"", ""content"": ""说什么傻话呢，我怎么可能会嫌你烦？""}, {""sex"": ""1"", ""content"": ""会啊，烦你怎么会这么好看，让我总是想着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一会睡""}, {""sex"": ""1"", ""content"": ""那你要梦见我哦。""}, {""sex"": ""1"", ""content"": ""睡前要跟我说晚安才会睡得更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想睡会""}, {""sex"": ""1"", ""content"": ""睡觉千万别想我，会失眠的哦。""}, {""sex"": ""1"", ""content"": ""恩，这个时间正好是养猪场催眠的时候了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我再睡会""}, {""sex"": ""1"", ""content"": ""你再睡会儿怕是要变成小猪猪了。""}, {""sex"": ""1"", ""content"": ""你是不是又熬夜了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你中毒了""}, {""sex"": ""1"", ""content"": ""但是我还没放弃治疗。""}, {""sex"": ""1"", ""content"": ""我对你中毒太深。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""滴啦，看来你中毒了""}, {""sex"": ""1"", ""content"": ""对啊，中的是你的相思毒！""}, {""sex"": ""1"", ""content"": ""那请问你有解药嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""唱首歌吧""}, {""sex"": ""1"", ""content"": ""唱首什么歌呢。""}, {""sex"": ""1"", ""content"": ""还是喜欢听你唱歌啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢游戏""}, {""sex"": ""1"", ""content"": ""现在只有游戏才能安慰这寂寞的灵魂了。""}, {""sex"": ""1"", ""content"": ""我相信游戏也会喜欢你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的会说""}, {""sex"": ""1"", ""content"": ""哪儿也只是说给你听而已。""}, {""sex"": ""1"", ""content"": ""那你喜欢听我说吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会撩人啊""}, {""sex"": ""1"", ""content"": ""那你有没有被我撩到啊？""}, {""sex"": ""1"", ""content"": ""老夫苦练10年的功力，只为撩到你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幸识。""}, {""sex"": ""1"", ""content"": ""我花了很多幸运才认识你的。""}, {""sex"": ""1"", ""content"": ""上辈子的擦肩而过，才有这辈子的有幸认识。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那祝你幸幸福福的""}, {""sex"": ""1"", ""content"": ""有了你才能幸幸福福""}, {""sex"": ""1"", ""content"": ""有你的祝福，我一定能的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可真会聊天""}, {""sex"": ""1"", ""content"": ""还好，能陪你聊天就好""}, {""sex"": ""1"", ""content"": ""可能只是因为你吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么好心痛的""}, {""sex"": ""1"", ""content"": ""或许你不是我，所以没办法感受到我的痛吧""}, {""sex"": ""1"", ""content"": ""心痛是我无法控制的啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""懂得还挺多""}, {""sex"": ""1"", ""content"": ""懂得不够多怎么俘获你？""}, {""sex"": ""1"", ""content"": ""为了能够及时解答你的疑问呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能你会失望哟""}, {""sex"": ""1"", ""content"": ""我相信你不会让我失望的。""}, {""sex"": ""1"", ""content"": ""最近都在吃速效救心丸，你别刺激我就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你消失了吗""}, {""sex"": ""1"", ""content"": ""我怎么会消失呢，我是不会让你找不到我的。""}, {""sex"": ""1"", ""content"": ""我怎么舍得从你的世界里消失呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以为你消失了""}, {""sex"": ""1"", ""content"": ""你都还在，我怎么敢随便消失呢。""}, {""sex"": ""1"", ""content"": ""我要是消失了，你一个人咋办呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的太会说话了""}, {""sex"": ""1"", ""content"": ""遇到对的人就要说对的话！""}, {""sex"": ""1"", ""content"": ""这样应该能讨你母亲的欢心了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不太想聊天""}, {""sex"": ""1"", ""content"": ""那我们可以安静地待在一起一会""}, {""sex"": ""1"", ""content"": ""怎么啦，今天心情不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会变丑""}, {""sex"": ""1"", ""content"": ""不会的，你会一直都这么好看。""}, {""sex"": ""1"", ""content"": ""变丑吗？我觉得还是挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""该努力了""}, {""sex"": ""1"", ""content"": ""努力什么，做条咸鱼不香吗？""}, {""sex"": ""1"", ""content"": ""那我们一起努力吧，加油！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么努力""}, {""sex"": ""1"", ""content"": ""努力喜欢我。""}, {""sex"": ""1"", ""content"": ""我走慢一点，你跑快一点就可以了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你努力啊""}, {""sex"": ""1"", ""content"": ""那你得给我加油才行啊。""}, {""sex"": ""1"", ""content"": ""我会努力的，会让你看到更出色的我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你眼睛小""}, {""sex"": ""1"", ""content"": ""为了跟你站在一起的时候，显得你的眼睛更大些。""}, {""sex"": ""1"", ""content"": ""所以我的眼里只容得下你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这嘴真甜""}, {""sex"": ""1"", ""content"": ""甜甜的这不是挺好的吗。""}, {""sex"": ""1"", ""content"": ""都是因为你的笑我才这么甜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴这么甜呢""}, {""sex"": ""1"", ""content"": ""也不看看我是要哄哪个小仙女的。""}, {""sex"": ""1"", ""content"": ""就是这般甜不好的吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多点真诚""}, {""sex"": ""1"", ""content"": ""难道我这样的还不够真诚吗？""}, {""sex"": ""1"", ""content"": ""真诚的都让我有点不好意思了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那真诚的心""}, {""sex"": ""1"", ""content"": ""真诚的心里满满都是对你的爱。""}, {""sex"": ""1"", ""content"": ""还好你看得见，不然我就要捧到你面前了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘻嘻嘻~""}, {""sex"": ""1"", ""content"": ""笑的这么开心，有啥好事？！""}, {""sex"": ""1"", ""content"": ""你再笑，我会忍不住亲你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这不挺会说话的么""}, {""sex"": ""1"", ""content"": ""那得看对谁说的时候呀。""}, {""sex"": ""1"", ""content"": ""这是专门为你练的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我感觉都胖了""}, {""sex"": ""1"", ""content"": ""那是感觉，又不是真的。""}, {""sex"": ""1"", ""content"": ""胖了没事，我陪着你减肥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也挺开心的""}, {""sex"": ""1"", ""content"": ""你的开心这么有感染力，我也忍不住跟着你一起开心了。""}, {""sex"": ""1"", ""content"": ""可以把你的开心分我一半吗，我想跟着你一起开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想理我吗""}, {""sex"": ""1"", ""content"": ""你这么可爱，我怎么会不想理你呢。""}, {""sex"": ""1"", ""content"": ""我要是不想理你，还能是我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猜我在干啥""}, {""sex"": ""1"", ""content"": ""我猜你在等我回复你这个问题""}, {""sex"": ""1"", ""content"": ""我在猜你在猜我是不是在想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猜猜我在干嘛？""}, {""sex"": ""1"", ""content"": ""这还用猜吗？肯定是在想我。""}, {""sex"": ""1"", ""content"": ""那我要是猜对了你可得给我奖励。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没病""}, {""sex"": ""1"", ""content"": ""你没病，我有病，相思病""}, {""sex"": ""1"", ""content"": ""因为你的病都传染到我这了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你舍得？""}, {""sex"": ""1"", ""content"": ""舍得千刀万剐，得个漂亮媳妇也值得。""}, {""sex"": ""1"", ""content"": ""除了你，其他的我都可以舍得""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己呀""}, {""sex"": ""1"", ""content"": ""你这是准备把你自己送给我咯。""}, {""sex"": ""1"", ""content"": ""我知道是你自己，我看得到呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己养""}, {""sex"": ""1"", ""content"": ""自己养多累呀，我可以养你呀""}, {""sex"": ""1"", ""content"": ""那你介不介意多养一个我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安，又是元气满满的一天！""}, {""sex"": ""1"", ""content"": ""今天又是元气满满的小仙女！""}, {""sex"": ""1"", ""content"": ""早安，美好的心情从早晨开始。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天在干嘛""}, {""sex"": ""1"", ""content"": ""今天又想了你一天。""}, {""sex"": ""1"", ""content"": ""在思考我们的未来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""?还敢做朋友吗？""}, {""sex"": ""1"", ""content"": ""有何不敢的呢。""}, {""sex"": ""1"", ""content"": ""不敢，我只敢做你的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大姨妈好烦""}, {""sex"": ""1"", ""content"": ""虽然大姨妈很烦，但是她每个月都要来拜访你，所以你还是要好好照顾她呀。""}, {""sex"": ""1"", ""content"": ""我请她喝红糖姜水，这样她就不会折磨你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看运气吧""}, {""sex"": ""1"", ""content"": ""我的运气都用来遇见你了。""}, {""sex"": ""1"", ""content"": ""运气这种事情还真的说不准。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱笑的人运气好""}, {""sex"": ""1"", ""content"": ""不爱笑的人运气哪能好啊。""}, {""sex"": ""1"", ""content"": ""但是像你这样已经不多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我把所有的运气给你""}, {""sex"": ""1"", ""content"": ""然后我用这份运气，爱上你。""}, {""sex"": ""1"", ""content"": ""带着你所有的运气，我非常有信心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还是自己去吧""}, {""sex"": ""1"", ""content"": ""你自己去我不放心，我跟你一起好了""}, {""sex"": ""1"", ""content"": ""别说了，我送你去""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""臭猪头""}, {""sex"": ""1"", ""content"": ""猪媳妇，你又欠吻了。""}, {""sex"": ""1"", ""content"": ""你要是想跟猪谈恋爱，我也不介意你这么说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里的？""}, {""sex"": ""1"", ""content"": ""我流动人口，你想我是哪里的都可以。""}, {""sex"": ""1"", ""content"": ""你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天都有点忙""}, {""sex"": ""1"", ""content"": ""忙点才能使自己生活变得充实不是吗！""}, {""sex"": ""1"", ""content"": ""那你可要多注意自己的身体。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字很重要吗""}, {""sex"": ""1"", ""content"": ""重要，它能让我在茫茫人海中找到你。""}, {""sex"": ""1"", ""content"": ""如果不重要为什么还有名字存在呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换男朋友""}, {""sex"": ""1"", ""content"": ""你放心吧，我不会换女朋友的""}, {""sex"": ""1"", ""content"": ""啥时候把我换成你老公呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑点真低""}, {""sex"": ""1"", ""content"": ""笑点低的人更加容易获得幸福呀。""}, {""sex"": ""1"", ""content"": ""笑一笑十年少，你看我这不是赚到了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得咱们不合适""}, {""sex"": ""1"", ""content"": ""那只是你觉得，我还觉得我们合适呢""}, {""sex"": ""1"", ""content"": ""合不合适还不是得自己试过了才知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在哪儿呢？""}, {""sex"": ""1"", ""content"": ""我在你心里，你难道不知道吗？""}, {""sex"": ""1"", ""content"": ""你想我在哪，我就有可能在哪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我死掉了""}, {""sex"": ""1"", ""content"": ""瞎说什么呢，你死掉了难道现在是用灵魂在跟我聊天吗？""}, {""sex"": ""1"", ""content"": ""不准说这么不吉利的话，你不会死的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愿意不""}, {""sex"": ""1"", ""content"": ""愿意愿意愿意。""}, {""sex"": ""1"", ""content"": ""你提的要求我怎么可能不愿意呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么会""}, {""sex"": ""1"", ""content"": ""你这么夸我，我要骄傲了。""}, {""sex"": ""1"", ""content"": ""还有更会的哦，想不想知道？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是真心的""}, {""sex"": ""1"", ""content"": ""要我把心剖开让你看看真不真吗？""}, {""sex"": ""1"", ""content"": ""什么你都可以怀疑，就是不能怀疑我对你的真心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨""}, {""sex"": ""1"", ""content"": ""诶看你照片中眼睛有点好看，大大的眼睛像国宝，有种想抱回家的感觉。""}, {""sex"": ""2"", ""content"": ""哎呀昨天没睡好，大早上就被我妈给抓起来了""}, {""sex"": ""1"", ""content"": ""也是被我妈早早的就喊起来吃饭，生怕我赶不上约会的‘船票’""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎呦！""}, {""sex"": ""1"", ""content"": ""哎呦喂，这是谁的小可爱啊。""}, {""sex"": ""1"", ""content"": ""你生气的样子还真的是可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快去吃早饭""}, {""sex"": ""1"", ""content"": ""嗯嗯，我会乖乖吃早饭的""}, {""sex"": ""1"", ""content"": ""吃完早饭能够召唤小仙女吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找人""}, {""sex"": ""1"", ""content"": ""我猜你是在找我这个男朋友""}, {""sex"": ""1"", ""content"": ""找谁呀，我来帮你一起找""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你愿意吗""}, {""sex"": ""1"", ""content"": ""乐意之至。""}, {""sex"": ""2"", ""content"": ""嗯嗯。""}, {""sex"": ""1"", ""content"": ""我拒绝别人的时候可以眼睛都不眨，唯独你的要求我从来不舍得拒绝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""病人""}, {""sex"": ""1"", ""content"": ""做个病人还真的不是容易啊。""}, {""sex"": ""1"", ""content"": ""病人就需要好好照顾自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对我好点""}, {""sex"": ""1"", ""content"": ""难道我对你不好吗？""}, {""sex"": ""1"", ""content"": ""你这么说会让别人误会我一直欺负你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""终于来了，等你好久了""}, {""sex"": ""1"", ""content"": ""对不起，让你等我太久了。""}, {""sex"": ""1"", ""content"": ""你放心，以后不会让你等我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在没了""}, {""sex"": ""1"", ""content"": ""那你现在想不想要啊？""}, {""sex"": ""1"", ""content"": ""没事，很快就会有了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没见过嘛""}, {""sex"": ""1"", ""content"": ""梦里都见过好几回了，怎么可能没见过。""}, {""sex"": ""1"", ""content"": ""那得看看你想不想让我见过啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上啊亲""}, {""sex"": ""1"", ""content"": ""起得好早哦你，小仙女真棒""}, {""sex"": ""1"", ""content"": ""早呀，我们真是心有灵犀呢，昨晚梦见你说明天见，今天早上就见了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去吃饭去了""}, {""sex"": ""1"", ""content"": ""我也没吃，要不一起？""}, {""sex"": ""1"", ""content"": ""吃啥好吃的我也去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真会讲话""}, {""sex"": ""1"", ""content"": ""不知道有没有打动你的芳心呢？""}, {""sex"": ""1"", ""content"": ""为了能和你好好说话，特地修炼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不玩游戏吗""}, {""sex"": ""1"", ""content"": ""玩游戏只是一时消遣，我不想花太多时间在打游戏上。""}, {""sex"": ""1"", ""content"": ""玩游戏影响我跟你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩什么游戏啊""}, {""sex"": ""1"", ""content"": ""游戏当然是陪着你一起玩比较合适啦。""}, {""sex"": ""1"", ""content"": ""不如我们玩个恋爱游戏如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上怎么说早安""}, {""sex"": ""1"", ""content"": ""叮咚，早安，你的叫醒专员来服务啦""}, {""sex"": ""1"", ""content"": ""早呢，梦到你来啦，我一激动突然早醒啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很早就起来了""}, {""sex"": ""1"", ""content"": ""早期的鸟儿吃的比较多。""}, {""sex"": ""1"", ""content"": ""仙女姐姐这么早起来是准备给我做早餐吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又没看见我""}, {""sex"": ""1"", ""content"": ""即使没看见你，但你给我的感觉我就知道你是个很好的女孩。""}, {""sex"": ""1"", ""content"": ""有的时候不是用眼睛看的，而是用心去感受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没看见你""}, {""sex"": ""1"", ""content"": ""我这么高大帅你居然没看到我！""}, {""sex"": ""1"", ""content"": ""我在你心里，你怎么能看到我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么没看见你""}, {""sex"": ""1"", ""content"": ""我在你心里呢，没看到吗？""}, {""sex"": ""1"", ""content"": ""淹没在人群中，没看到很正常。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[猪头][猪头][猪头]""}, {""sex"": ""1"", ""content"": ""你是猪媳妇儿吗？""}, {""sex"": ""1"", ""content"": ""喜欢的人说我是猪，我该怎么怼回去？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""觉悟很高""}, {""sex"": ""1"", ""content"": ""求生欲什么的我还是懂的好吗？""}, {""sex"": ""1"", ""content"": ""在仙女面前怎么可以没有觉悟呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是小孩子了""}, {""sex"": ""1"", ""content"": ""你只是我的小宝宝而已。""}, {""sex"": ""1"", ""content"": ""小孩子都还没你可爱呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没睡好吗""}, {""sex"": ""1"", ""content"": ""有点没睡好，昨晚光顾着想你了""}, {""sex"": ""1"", ""content"": ""可能是想你想的吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天你不上班吗""}, {""sex"": ""1"", ""content"": ""我要是明天不上班的话谁来养我啊。""}, {""sex"": ""1"", ""content"": ""你要是也不上班，我也是可以的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个还真不知道""}, {""sex"": ""1"", ""content"": ""我还以为小仙女会知道呢。""}, {""sex"": ""1"", ""content"": ""孤陋寡闻了吧，让我悄悄告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""本人没照片好""}, {""sex"": ""1"", ""content"": ""照骗有啥好看的呢。""}, {""sex"": ""1"", ""content"": ""本人比照骗好看好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在上课了""}, {""sex"": ""1"", ""content"": ""那你先乖乖上课，等下课了咱们再聊。""}, {""sex"": ""1"", ""content"": ""我担心你上课会走神想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你求求我""}, {""sex"": ""1"", ""content"": ""我求你赶紧喜欢我吧。""}, {""sex"": ""1"", ""content"": ""求你干嘛，还不如亲你有用""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你天天脑子里想啥""}, {""sex"": ""1"", ""content"": ""里面有个你，你说我天天想啥。""}, {""sex"": ""1"", ""content"": ""要不你自己来我脑子里看下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陌生人，新年快乐""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的祝福，希望今年你的勇气多一些，有人珍惜你心里的柔软，希望你相信，远方的灯光，总会照亮世界的。""}, {""sex"": ""1"", ""content"": ""新年快乐，我的新年愿望是：雪花变成爆米花，有人赚钱给我花。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新年好运""}, {""sex"": ""1"", ""content"": ""恭喜发财，红包拿来。""}, {""sex"": ""1"", ""content"": ""新年快乐！新的一年，祝小仙女百事都如意顺遂，得到的都是惊喜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕节快乐啊！""}, {""sex"": ""1"", ""content"": ""你都不在我身边，我要怎么快乐呢？""}, {""sex"": ""1"", ""content"": ""七夕节快乐，单身狗只能默默含着狗粮祝天下有情人终成眷属了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""弟弟别闹""}, {""sex"": ""1"", ""content"": ""弟弟没有闹，弟弟是真的很喜欢姐姐的。""}, {""sex"": ""1"", ""content"": ""别再把我当弟弟看了，我从来就没把你当成姐姐看待。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还是弟弟""}, {""sex"": ""1"", ""content"": ""你觉得弟弟现在可以照顾你了吗？！""}, {""sex"": ""1"", ""content"": ""难道你喜欢姐弟恋吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""八月一日""}, {""sex"": ""1"", ""content"": ""我不是喜欢八月一号，我是喜欢每个月的一号，一切好像都可以重新开始""}, {""sex"": ""1"", ""content"": ""八月都来了，你什么时候要来到我身边？""}, {""sex"": ""1"", ""content"": ""八月好运正在派送中，请注意查收哦。""}, {""sex"": ""1"", ""content"": ""小仙女八月快乐，希望未来的日子里你每天都能收获快乐~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是好看""}, {""sex"": ""1"", ""content"": ""但我觉得最好看的还是你。""}, {""sex"": ""1"", ""content"": ""看来你很欣赏我的眼光哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你啥时候吃饭""}, {""sex"": ""1"", ""content"": ""吃饭当然是有你在的时候吃饭啊。""}, {""sex"": ""1"", ""content"": ""你说啥时候我就啥时候去吃咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥给你看""}, {""sex"": ""1"", ""content"": ""我看看我未来老婆不行吗！""}, {""sex"": ""1"", ""content"": ""有哪条法律规定不能让我看了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说说短句""}, {""sex"": ""1"", ""content"": ""有些人虚伪是为了伤害别人，有些人虚伪是为了避免伤害。""}, {""sex"": ""1"", ""content"": ""你再好也不会十全十美，我再不好也是独一无二的。""}, {""sex"": ""1"", ""content"": ""有时候，人不是没有感情，只是太多的无奈让他们别无选择……""}, {""sex"": ""1"", ""content"": ""坚信自己的选择，不动摇，使劲跑，明天会更好。""}, {""sex"": ""1"", ""content"": ""风吹散的情话终究沙哑，已经走远的人不爱也罢。""}, {""sex"": ""1"", ""content"": ""爱一个人没有回应，与其乞讨爱情，不如骄傲地走开。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""鼓励的短句""}, {""sex"": ""1"", ""content"": ""go for it! just do it! 加油!向前冲!做了再说!""}, {""sex"": ""1"", ""content"": ""你想要的未来，是一步步走出来的。""}, {""sex"": ""1"", ""content"": ""梦由自己来创造，路由自己来走好。""}, {""sex"": ""1"", ""content"": ""因为想要变得不平凡，所以一直在梦的道路上拼命追赶。""}, {""sex"": ""1"", ""content"": ""better late than never. 只要开始，虽晚不迟。""}, {""sex"": ""1"", ""content"": ""Dont give up and dont give in. 不要放弃，不要言败!""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吹吧""}, {""sex"": ""1"", ""content"": ""我吹了，你抬头看有没有牛在飞。""}, {""sex"": ""1"", ""content"": ""我顶多就是不要脸，哪来吹牛啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起来这么早嘛""}, {""sex"": ""1"", ""content"": ""你都醒了，我怎么可能睡着呢。""}, {""sex"": ""1"", ""content"": ""不起早点，怎么想你够久呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是一个世界的人""}, {""sex"": ""1"", ""content"": ""那我跨过世界来找你好不好？""}, {""sex"": ""1"", ""content"": ""那以后就会吃呢国伟一个世界的人。""}], ""lock"": 1}"
