"{""chat"": [{""sex"": ""1"", ""content"": ""你们知道我为什么要过来和你们喝杯酒吗？""}, {""sex"": ""1"", ""content"": ""我在打赌！""}, {""sex"": ""2"", ""content"": ""打什么赌？""}, {""sex"": ""1"", ""content"": ""我刚才跟自己打赌，你们这里中如果有一个和我有心灵感应的，我就赢，如果没有我就输了。?""}, {""sex"": ""1"", ""content"": ""只要你们一分钟时间就可以了！过来喝一杯吧。”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""觉得哪里的夜店比较好玩？""}, {""sex"": ""2"", ""content"": ""(女生列举很多夜店)""}, {""sex"": ""1"", ""content"": ""看样子你是个夜店咖，都快要成工作人员了。""}, {""sex"": ""1"", ""content"": ""我喜欢旅行，我去北京和我朋友过生日的时候在MIX，我觉得MIX是全国最棒的夜店。""}, {""sex"": ""2"", ""content"": ""(女生反应)""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好帅哦""}, {""sex"": ""1"", ""content"": ""你可不要爱上我了哦。""}, {""sex"": ""1"", ""content"": ""小可爱的嘴巴这么甜的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快乐个鬼""}, {""sex"": ""1"", ""content"": ""一看就是被狗粮刺激到了""}, {""sex"": ""1"", ""content"": ""你要是不快乐，我也跟着不快乐了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么努力""}, {""sex"": ""1"", ""content"": ""努力是说不清楚的，我会用行动证明。""}, {""sex"": ""1"", ""content"": ""我会拼尽我的全力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好爽啊""}, {""sex"": ""1"", ""content"": ""别光一个人享受啊，也让我体验体验""}, {""sex"": ""1"", ""content"": ""你知不知道你这个样子很欠揍？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会被打哦""}, {""sex"": ""1"", ""content"": ""被自己家老婆打很正常。""}, {""sex"": ""1"", ""content"": ""除了你还能有谁打我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片好看么""}, {""sex"": ""1"", ""content"": ""好看啊，你的照片怎么不好看了。""}, {""sex"": ""1"", ""content"": ""没有什么是比你更好看的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋换头像了""}, {""sex"": ""1"", ""content"": ""换个头像换一个心情。""}, {""sex"": ""1"", ""content"": ""这不是想和整个情侣头像嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也很开心""}, {""sex"": ""1"", ""content"": ""是因为我，你才这么开心的吗""}, {""sex"": ""1"", ""content"": ""只要你开心了，我这边都是晴天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""随你开心""}, {""sex"": ""1"", ""content"": ""你开心了，我不就开心了嘛。""}, {""sex"": ""1"", ""content"": ""我喜欢你是最开心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈理想""}, {""sex"": ""1"", ""content"": ""理想不理想的不重要，我只想跟你谈恋爱。""}, {""sex"": ""1"", ""content"": ""你就是我的理想。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你出去玩要干啥""}, {""sex"": ""1"", ""content"": ""你想怎么玩就怎么玩咯。""}, {""sex"": ""1"", ""content"": ""出去玩还能干啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄不是问题""}, {""sex"": ""1"", ""content"": ""都已经到了法定结婚年龄了啊。""}, {""sex"": ""1"", ""content"": ""只要我爱你，什么都不是问题。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想了解什么啊""}, {""sex"": ""1"", ""content"": ""我想从内到外的了解你。""}, {""sex"": ""1"", ""content"": ""那得看你想要我去了解什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""敢来吗""}, {""sex"": ""1"", ""content"": ""为啥不敢，这有什么不敢的呢！""}, {""sex"": ""1"", ""content"": ""我这不是已经在来的路上了吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想逛街""}, {""sex"": ""1"", ""content"": ""再等一段时间，现在你就逛逛淘宝吧""}, {""sex"": ""1"", ""content"": ""我也想啊，但是现实不允许啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还仙女""}, {""sex"": ""1"", ""content"": ""你这个小仙女难道有啥不好的嘛！""}, {""sex"": ""1"", ""content"": ""仙女一笑，我醉了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你忙啥呢？""}, {""sex"": ""1"", ""content"": ""还能忙啥，当然是忙着想你了。""}, {""sex"": ""1"", ""content"": ""没在忙呀，现在忙着跟你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别想我，没结果""}, {""sex"": ""1"", ""content"": ""没结果我也想。""}, {""sex"": ""1"", ""content"": ""就算是这样，我也会忍不住想你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你需要吗""}, {""sex"": ""1"", ""content"": ""我需要一个像你这么可爱的女朋友。""}, {""sex"": ""1"", ""content"": ""我为什么不需要呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是想笑死我""}, {""sex"": ""1"", ""content"": ""笑死你我的老婆不就没了。""}, {""sex"": ""1"", ""content"": ""原来仙女的笑点也这么低的嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你个鬼糟老头子""}, {""sex"": ""1"", ""content"": ""哼，你是仙女了不起咯。""}, {""sex"": ""1"", ""content"": ""我是糟老头子，那你就是糟老婆子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要是不愿意呢""}, {""sex"": ""1"", ""content"": ""那就不愿意吧，我也不能强迫你什么。""}, {""sex"": ""1"", ""content"": ""真的是有钱难买你愿意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是真心的不要""}, {""sex"": ""1"", ""content"": ""不是真心的不给。""}, {""sex"": ""1"", ""content"": ""你剖开我的心看看，肯定是真的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱歉啦""}, {""sex"": ""1"", ""content"": ""你亲我一下我就原谅你吧。""}, {""sex"": ""1"", ""content"": ""别抱歉，抱我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等到花儿都谢了""}, {""sex"": ""1"", ""content"": ""去把你家的户口本偷出来，我们现在就去民政局。""}, {""sex"": ""1"", ""content"": ""抱歉抱歉，让小仙女久等了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你看吧多想了""}, {""sex"": ""1"", ""content"": ""没有啊，我只是想着你啊。""}, {""sex"": ""1"", ""content"": ""对不起，都怪你长得太好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞节快乐!""}, {""sex"": ""1"", ""content"": ""圣诞快乐，要是你在我身边就更好了。""}, {""sex"": ""1"", ""content"": ""圣诞快乐呀，初雪和热咖啡，麋鹿和圣诞树，新年的钟声和倒数计时，愿所有的美好都会与你不期而遇。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你的缺点是啥""}, {""sex"": ""1"", ""content"": ""我的缺点就是身边缺你。""}, {""sex"": ""1"", ""content"": ""我的缺点就是太过于爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近睡眠不好""}, {""sex"": ""1"", ""content"": ""都说了别在睡前想我，失眠了吧。""}, {""sex"": ""1"", ""content"": ""我睡在你旁边，保证你睡得好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失眠了呗""}, {""sex"": ""1"", ""content"": ""说得这么轻松，看来失眠没有对你照成太大的影响嘛。""}, {""sex"": ""1"", ""content"": ""知道你为什么会失眠吗，是因为你偷偷想我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要对我好点""}, {""sex"": ""1"", ""content"": ""我肯定对自己女朋友好点啦。""}, {""sex"": ""1"", ""content"": ""我要是对你不好，那还能是我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我不认识你""}, {""sex"": ""1"", ""content"": ""那正好借这个机会认识认识。""}, {""sex"": ""1"", ""content"": ""你这个小仙女不认识我也是很正常的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大老爷们""}, {""sex"": ""1"", ""content"": ""大老爷们怎么了。""}, {""sex"": ""1"", ""content"": ""更正一下，是喜欢你的大老爷们。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起床哦""}, {""sex"": ""1"", ""content"": ""起床真的是一件很困难的事情""}, {""sex"": ""1"", ""content"": ""不起，除非你亲吻我一下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么感动她""}, {""sex"": ""1"", ""content"": ""无论她伤心还是快乐都会在，过多久都还在喜欢。""}, {""sex"": ""1"", ""content"": ""每天自己下厨给她煮一顿饭，不重复一个月。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问她吃饭没""}, {""sex"": ""1"", ""content"": ""铃铃铃，午饭时间到，小仙女吃饭了没有？""}, {""sex"": ""1"", ""content"": ""我好像听到你的肚子咕咕叫了，是不是还没有吃饭呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我发呆""}, {""sex"": ""1"", ""content"": ""你又开始想我了吗？""}, {""sex"": ""1"", ""content"": ""有没有人和你说过，你发呆的样子很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙不？""}, {""sex"": ""1"", ""content"": ""不忙呀，小仙女找我肯定是有要紧事。""}, {""sex"": ""1"", ""content"": ""想我了是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁都有故事""}, {""sex"": ""1"", ""content"": ""那你愿意把故事说给我听吗？""}, {""sex"": ""1"", ""content"": ""故事都是说给自己听的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝不喝""}, {""sex"": ""1"", ""content"": ""你都发出邀请了，我怎么能不喝？""}, {""sex"": ""1"", ""content"": ""不喝不喝，喝了容易上头""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想要抱抱""}, {""sex"": ""1"", ""content"": ""好，先亲亲，再抱抱，举高高""}, {""sex"": ""1"", ""content"": ""抱我可以，那我也要抱你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安！""}, {""sex"": ""1"", ""content"": ""小仙女的早安是今天一整天的动力！""}, {""sex"": ""1"", ""content"": ""早上好~美好的一天又开始了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊天哦""}, {""sex"": ""1"", ""content"": ""就只是聊天这么简单吗。""}, {""sex"": ""1"", ""content"": ""不聊天，我只撩你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见都没有见过""}, {""sex"": ""1"", ""content"": ""我们不是在梦里就见过了吗？！""}, {""sex"": ""1"", ""content"": ""仙女姐姐怎么可能长得很难看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""姓张""}, {""sex"": ""1"", ""content"": ""那你以后就是专属于我的张小姐了。""}, {""sex"": ""1"", ""content"": ""张姓可是大姓哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备工作了""}, {""sex"": ""1"", ""content"": ""加油！努力工作！""}, {""sex"": ""1"", ""content"": ""巧了，我也准备开始工作了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想跟你聊聊天""}, {""sex"": ""1"", ""content"": ""那就好好的聊聊吧。""}, {""sex"": ""1"", ""content"": ""那你准备和我聊点什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡着了吧""}, {""sex"": ""1"", ""content"": ""对啊，做梦都梦到你了呢。""}, {""sex"": ""1"", ""content"": ""没你的晚安，我怎么睡得着啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我坚强的很""}, {""sex"": ""1"", ""content"": ""毕竟有我这个坚强的后盾啊。""}, {""sex"": ""1"", ""content"": ""毕竟是这么坚强啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你撩不到的妹子""}, {""sex"": ""1"", ""content"": ""撩不撩得到还得让时间来证明""}, {""sex"": ""1"", ""content"": ""你这话激起了我要撩到你的必胜之心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨晚没睡好""}, {""sex"": ""1"", ""content"": ""都说了睡前不要想我了，看吧，又没睡好。""}, {""sex"": ""1"", ""content"": ""你在我梦里跑了一整夜，能睡得好么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""害的我昨晚没睡好""}, {""sex"": ""1"", ""content"": ""让你不用我陪你一起睡，这下好了吧""}, {""sex"": ""1"", ""content"": ""都说了不要想我不要想我，你看又没睡好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像不是你本人""}, {""sex"": ""1"", ""content"": ""开玩笑，我本人可比头像帅多了。""}, {""sex"": ""1"", ""content"": ""本人照片哪能轻易就暴露，对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开心而已""}, {""sex"": ""1"", ""content"": ""不开心可是大事，怎么能说而已？""}, {""sex"": ""1"", ""content"": ""我的小公主怎么啦，为什么不开心呢，我来帮你化解不开心好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看着不是老实人吗""}, {""sex"": ""1"", ""content"": ""你这么好看的哪里像老实人啊。""}, {""sex"": ""1"", ""content"": ""老实人你心里没点数？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看着不像好人""}, {""sex"": ""1"", ""content"": ""有些看着像好人的未必是好人，所以看着不像好人的人未必是坏人""}, {""sex"": ""1"", ""content"": ""我确实不是什么好人，我想偷走你的心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新年快乐啊""}, {""sex"": ""1"", ""content"": ""有你才是真正的快乐。""}, {""sex"": ""1"", ""content"": ""新年有你陪我，肯定是快乐的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新年好""}, {""sex"": ""1"", ""content"": ""我有点不好了。""}, {""sex"": ""1"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""新年的快乐不能与你分享。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天气热了""}, {""sex"": ""1"", ""content"": ""我请你吃可爱多啊。""}, {""sex"": ""1"", ""content"": ""要不要一起去游泳？你不会我可以教你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好勤快啊""}, {""sex"": ""1"", ""content"": ""我勤快点，以后我老婆就可以好好偷懒啦""}, {""sex"": ""1"", ""content"": ""是不是觉得我的形象瞬间高大威猛了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小弟弟别闹""}, {""sex"": ""1"", ""content"": ""我可不是什么小弟弟，我也没有闹。""}, {""sex"": ""1"", ""content"": ""你什么时候才能不把我当成小弟弟看待？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么都知道""}, {""sex"": ""1"", ""content"": ""唯一不知道的是你是否喜欢我。""}, {""sex"": ""1"", ""content"": ""我说我是神仙你信吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是看上我哪点啊""}, {""sex"": ""1"", ""content"": ""你的全部，我都看上了。""}, {""sex"": ""1"", ""content"": ""我不说，万一你改了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吹头发了""}, {""sex"": ""1"", ""content"": ""要不要我这个专属Tony来帮你吹？""}, {""sex"": ""1"", ""content"": ""记得要吹干哦，不然会头疼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚在吹头发""}, {""sex"": ""1"", ""content"": ""有没有吹干呀？""}, {""sex"": ""1"", ""content"": ""小仙女头发这么长，吹起来会不会很不方便？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢就算了""}, {""sex"": ""1"", ""content"": ""那不行，怎么可以这么就算了呢。""}, {""sex"": ""1"", ""content"": ""有了你之后，我可没想过算了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有你就幸福啦""}, {""sex"": ""1"", ""content"": ""我的幸福不就是你吗。""}, {""sex"": ""1"", ""content"": ""那你啥时候给我幸福呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢啊""}, {""sex"": ""1"", ""content"": ""我就知道你是喜欢我的！""}, {""sex"": ""1"", ""content"": ""喜欢我为什么不告诉我，我们可以早点在一起啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要追我吗""}, {""sex"": ""1"", ""content"": ""你要是走得慢一点我就追你。""}, {""sex"": ""1"", ""content"": ""不想追你，我想跟你一起走。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你到底是谁啊""}, {""sex"": ""1"", ""content"": ""我现在是谁还重要嘛？""}, {""sex"": ""1"", ""content"": ""我是你未来老公。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请我吃饭呗""}, {""sex"": ""1"", ""content"": ""我请客，你买单是不是？""}, {""sex"": ""1"", ""content"": ""有本事把我吃穷！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你做梦去吧""}, {""sex"": ""1"", ""content"": ""梦里没有你，我可不想做。""}, {""sex"": ""1"", ""content"": ""我要是做梦的话，得有你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长得那么帅""}, {""sex"": ""1"", ""content"": ""帅能干嘛！能当饭吃！""}, {""sex"": ""1"", ""content"": ""你小心不要被我摔倒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这也太可爱了吧""}, {""sex"": ""1"", ""content"": ""哪有你可爱呀。""}, {""sex"": ""1"", ""content"": ""这么可爱你喜欢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美颜的强大""}, {""sex"": ""1"", ""content"": ""你比美颜更强大。""}, {""sex"": ""1"", ""content"": ""我喜欢的事你的人又不是你的皮囊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇见你之后""}, {""sex"": ""1"", ""content"": ""是不是觉得遇见我之后人生才变得越来越美好""}, {""sex"": ""1"", ""content"": ""看来我对你的影响还挺大的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴遇见你""}, {""sex"": ""1"", ""content"": ""还好我没放弃，你终于出现了""}, {""sex"": ""1"", ""content"": ""我也是，尽管遇见你花光了我一辈子的运气""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你心真大""}, {""sex"": ""1"", ""content"": ""再大也只能放下你一个。""}, {""sex"": ""1"", ""content"": ""心如果不大怎么容得下你的所有呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近都比较忙""}, {""sex"": ""1"", ""content"": ""这么忙的吗，那你有没有好好照顾自己啊。""}, {""sex"": ""1"", ""content"": ""忙的时候也要按时吃饭喝水，照顾好自己，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么一直都不说话""}, {""sex"": ""1"", ""content"": ""在想怎么说喜欢你，才能让你答应我。""}, {""sex"": ""1"", ""content"": ""遇到自己的心动女生说不出话多正常啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你多大年龄了呀？""}, {""sex"": ""1"", ""content"": ""刚好已经过了结婚年龄了。""}, {""sex"": ""1"", ""content"": ""你猜，猜对了有奖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不反抗""}, {""sex"": ""1"", ""content"": ""你这么乖巧也是出乎我的预料。""}, {""sex"": ""1"", ""content"": ""反抗也没用。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无法抗拒""}, {""sex"": ""1"", ""content"": ""你确定你要拒绝这么优秀的我吗？""}, {""sex"": ""1"", ""content"": ""既然无法抗拒那就欣然接受吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不理我了吗""}, {""sex"": ""1"", ""content"": ""我怎么敢不理仙女姐姐啊。""}, {""sex"": ""1"", ""content"": ""不理你？对不起我做不到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋这么骚""}, {""sex"": ""1"", ""content"": ""人不风骚枉少年啊。""}, {""sex"": ""1"", ""content"": ""明明是帅气，怎么可以说成风骚呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么时候回""}, {""sex"": ""1"", ""content"": ""你要是想见我，我随时都可以回去找你""}, {""sex"": ""1"", ""content"": ""这边忙完就回去啦，很快就可以见我的宝贝了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你没什么好聊的""}, {""sex"": ""1"", ""content"": ""对啊，我们之间除了爱情也没什么好聊的了""}, {""sex"": ""1"", ""content"": ""我可以撩你啊，对不对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得你不会""}, {""sex"": ""1"", ""content"": ""我不要你觉得，我要我觉得。""}, {""sex"": ""1"", ""content"": ""你不是我，你怎么知道我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么麻烦""}, {""sex"": ""1"", ""content"": ""虽然很麻烦，但也是可爱又浪漫的麻烦呀""}, {""sex"": ""1"", ""content"": ""生活里有哪件事是不麻烦的呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一天就是欠收拾啊""}, {""sex"": ""1"", ""content"": ""我就欠你收拾了怎么滴！""}, {""sex"": ""1"", ""content"": ""这么想收拾我的吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会长肉肉的""}, {""sex"": ""1"", ""content"": ""肉肉都是可爱的。""}, {""sex"": ""1"", ""content"": ""没事，你长点肉肉也是好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太执着了""}, {""sex"": ""1"", ""content"": ""有些事情一旦下了决定就没办法轻易放弃。""}, {""sex"": ""1"", ""content"": ""因为你值得，所以我执着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也要睡了""}, {""sex"": ""1"", ""content"": ""那你一定要好好睡觉。""}, {""sex"": ""1"", ""content"": ""我有点期待你的梦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么起这么早啊""}, {""sex"": ""1"", ""content"": ""梦里的你突然消失，我就醒了。""}, {""sex"": ""1"", ""content"": ""怕你跑了，就醒的早了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不说话了怎么办""}, {""sex"": ""1"", ""content"": ""不说话就让我静静的看会儿你。""}, {""sex"": ""1"", ""content"": ""没人和你说，你不说话的时候很美吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难受表情""}, {""sex"": ""1"", ""content"": ""摸摸头，乖，有我在呢，不难受不难受。""}, {""sex"": ""1"", ""content"": ""看到你这么难受我就心疼，好想在你身边给你一个拥抱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的声音好听吗？""}, {""sex"": ""1"", ""content"": ""我老婆就是这个声音啊。""}, {""sex"": ""1"", ""content"": ""此音只应天上有，地下难得几回求。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是不可能滴""}, {""sex"": ""1"", ""content"": ""真聪明，竟然没有被骗到。""}, {""sex"": ""1"", ""content"": ""那就让我变成这份可能吧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才不要你管""}, {""sex"": ""1"", ""content"": ""我要是不管你，你还能飞上天呢。""}, {""sex"": ""1"", ""content"": ""不要我管你还想让谁管呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丢了就丢了吧""}, {""sex"": ""1"", ""content"": ""你怎么能这么无所谓呢？""}, {""sex"": ""1"", ""content"": ""就算是丢了我也能找回来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话好听""}, {""sex"": ""1"", ""content"": ""说你好看，能不好听吗。""}, {""sex"": ""1"", ""content"": ""那你也不看看是谁听的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老公最好了""}, {""sex"": ""1"", ""content"": ""没办法，谁让我有这么好的老婆呢。""}, {""sex"": ""1"", ""content"": ""说吧，这次又想干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想我想的？""}, {""sex"": ""1"", ""content"": ""当然啊，不想你想谁？""}, {""sex"": ""1"", ""content"": ""我要是不想你也不会这样子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备看电视""}, {""sex"": ""1"", ""content"": ""小仙女打算看什么电视呀？""}, {""sex"": ""1"", ""content"": ""真希望有一天我们能坐在同一个沙发里看电视。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你走你走""}, {""sex"": ""1"", ""content"": ""你看到一个人能离开自己的心吗！""}, {""sex"": ""1"", ""content"": ""女生说话都是反着的，你说走我就是不走。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有温暖的怀抱""}, {""sex"": ""1"", ""content"": ""温暖的怀抱在这里，你快来。""}, {""sex"": ""1"", ""content"": ""我这个温暖的怀抱一直都为你敞开呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上再看""}, {""sex"": ""1"", ""content"": ""月亮掉海里，今晚海底捞目标。""}, {""sex"": ""1"", ""content"": ""晚上再看就来不及啦，要提前做安排呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上""}, {""sex"": ""1"", ""content"": ""我要开始做点晚上应该做的事情了。""}, {""sex"": ""2"", ""content"": ""什么事？""}, {""sex"": ""1"", ""content"": ""你猜啊，猜对了我就告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""已经起床啦""}, {""sex"": ""1"", ""content"": ""你要是再不起床我都担心太阳晒你屁股了。""}, {""sex"": ""1"", ""content"": ""好好睡觉不好吗！干嘛要起床呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有休假""}, {""sex"": ""1"", ""content"": ""怎么可以不休假呢，把小仙女累着了怎么办？""}, {""sex"": ""1"", ""content"": ""别这么拼啦，该休息的时候还是要适当休息的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你找女朋友？""}, {""sex"": ""1"", ""content"": ""对啊，找啊找啊就找到你了。""}, {""sex"": ""1"", ""content"": ""怎么样，要不要做我女朋友？""}], ""lock"": 1}"
