"{""chat"": [{""sex"": ""2"", ""content"": ""你好""}, {""sex"": ""1"", ""content"": ""不用这么严肃 我很随和幽默的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早""}, {""sex"": ""1"", ""content"": ""早啊，小可爱，昨晚梦到我了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你经常来这里玩吗？""}, {""sex"": ""1"", ""content"": ""不经常，每天来一次。听你的语气，你好像经常来这里玩吗？""}, {""sex"": ""2"", ""content"": ""经常""}, {""sex"": ""1"", ""content"": ""那你怎么会不认识我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你好！我想问你一个问题……有没有人告诉过你，你很适合当模特？""}, {""sex"": ""2"", ""content"": ""是有人这么说过。""}, {""sex"": ""1"", ""content"": ""我想认识你。你叫什么名字，把你电话告诉我吧。""}, {""sex"": ""2"", ""content"": ""你是做什么工作的？""}, {""sex"": ""1"", ""content"": ""你看我像做什么的？""}, {""sex"": ""2"", ""content"": ""你不会是星探吧。""}, {""sex"": ""1"", ""content"": ""你的眼力真好……一下子就猜错了。我是卖保险的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好困哦""}, {""sex"": ""1"", ""content"": ""睡吧，做个好梦，希望我能走进你的梦中。""}, {""sex"": ""1"", ""content"": ""可是我还有好多好多话还没有和你说呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会什么""}, {""sex"": ""1"", ""content"": ""你会被我爱上啊。""}, {""sex"": ""1"", ""content"": ""我的出现就是拯救你这什么都不会的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很会说话哦""}, {""sex"": ""1"", ""content"": ""再会说也不见得能把你说动心啊。""}, {""sex"": ""1"", ""content"": ""会说话的人，一般运气都不会差。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会哈""}, {""sex"": ""1"", ""content"": ""嗯嗯，不可以让我等太久哦。""}, {""sex"": ""1"", ""content"": ""为小仙女等待的时间都是充满甜蜜的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会唱歌""}, {""sex"": ""1"", ""content"": ""一块钱一首歌，你想听什么？""}, {""sex"": ""1"", ""content"": ""以后我们的结婚进行曲，我来唱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""唱歌哎""}, {""sex"": ""1"", ""content"": ""我唱歌很好听哦，要不要听一下顺便做我女朋友？""}, {""sex"": ""1"", ""content"": ""你唱嘛，唱得好给你一个神秘的礼物。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要唱歌给我听""}, {""sex"": ""1"", ""content"": ""别人唱歌要钱，我唱歌可是要命的哦""}, {""sex"": ""1"", ""content"": ""好，你想听什么我都唱给你听""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉噢""}, {""sex"": ""1"", ""content"": ""睡吧，我会好好在梦里等你的。""}, {""sex"": ""1"", ""content"": ""睡觉的时候不要太想我了，这样很容易失眠的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真会撩啊""}, {""sex"": ""1"", ""content"": ""那你被我撩心动了嘛？""}, {""sex"": ""1"", ""content"": ""你不撩我，我只好主动出击了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊天呢""}, {""sex"": ""1"", ""content"": ""我就想好好聊聊天！""}, {""sex"": ""1"", ""content"": ""感觉我最适合和你聊天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你做饭""}, {""sex"": ""1"", ""content"": ""有仙女给我做饭也太幸福了。""}, {""sex"": ""1"", ""content"": ""我很贪心的，我想吃你做的饭一辈子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会的还挺多""}, {""sex"": ""1"", ""content"": ""你这是在夸我嘛？""}, {""sex"": ""1"", ""content"": ""那必须的，我可是立志要做一个全能的男人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我失望了""}, {""sex"": ""1"", ""content"": ""别失望别失望，我哪里做得不好我肯定改，好吗？""}, {""sex"": ""1"", ""content"": ""没事，重新燃起希望就好啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我心疼啊""}, {""sex"": ""1"", ""content"": ""把我放你心里，保证让你不疼。""}, {""sex"": ""1"", ""content"": ""来来，我抱抱就不心疼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚醒来""}, {""sex"": ""1"", ""content"": ""刚醒就回复我，是不是喜欢我啊""}, {""sex"": ""1"", ""content"": ""我家老母猪这会都吃完在晒太阳了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人心会变""}, {""sex"": ""1"", ""content"": ""爱你总是不会变。""}, {""sex"": ""1"", ""content"": ""那我把心挖出来给你看看，会不会变。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没什么呢""}, {""sex"": ""1"", ""content"": ""有什么想跟我说的都可以直接说哦。""}, {""sex"": ""1"", ""content"": ""别骗我哦，有事要讲出来，有我在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么撩的吗""}, {""sex"": ""1"", ""content"": ""对啊，只为了撩动你。""}, {""sex"": ""1"", ""content"": ""撩你就是需要这样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你欺负我。""}, {""sex"": ""1"", ""content"": ""有本事你欺负回来啊。""}, {""sex"": ""1"", ""content"": ""欺负你，只能是我欺负你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不忙啦""}, {""sex"": ""1"", ""content"": ""忙啊，忙着跟你聊天呢""}, {""sex"": ""1"", ""content"": ""忙里偷闲跟你约个会""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要休息一会""}, {""sex"": ""1"", ""content"": ""那你好好休息，记得要好好吃饭哟。""}, {""sex"": ""1"", ""content"": ""没事，我等会儿在给你发消息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我挺快乐的""}, {""sex"": ""1"", ""content"": ""你快乐了，我就变得快乐了。""}, {""sex"": ""1"", ""content"": ""希望你的快乐里面有我的存在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你得努力了""}, {""sex"": ""1"", ""content"": ""必须我得好好努力才行啊。""}, {""sex"": ""1"", ""content"": ""不努力都对不起自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愉快""}, {""sex"": ""1"", ""content"": ""你知道我等会儿要干嘛吗？""}, {""sex"": ""2"", ""content"": ""你要干嘛？""}, {""sex"": ""1"", ""content"": ""找你啊，只有你能让我感到愉快。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥嘴不要这么甜哦""}, {""sex"": ""1"", ""content"": ""小姐姐喜不喜欢我这嘴呢。""}, {""sex"": ""1"", ""content"": ""嘴巴这么甜，要不要来个亲亲？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才胖呢""}, {""sex"": ""1"", ""content"": ""你把心放我这，我还能更胖。""}, {""sex"": ""1"", ""content"": ""胖点儿你抱起来才舒服啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息你""}, {""sex"": ""1"", ""content"": ""我希望在你的晚安声中睡着。""}, {""sex"": ""1"", ""content"": ""你都还没休息，我怎么敢一个人休息啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不然嫁不出去""}, {""sex"": ""1"", ""content"": ""别担心，嫁不出去还有我。""}, {""sex"": ""1"", ""content"": ""你可是小仙女，怎么可能会嫁不出去？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我头像""}, {""sex"": ""1"", ""content"": ""嗯，还是你的头像比较好看啊""}, {""sex"": ""1"", ""content"": ""你要是把头像换成自己的照片我觉得更好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩不起玩不起""}, {""sex"": ""1"", ""content"": ""趁年轻想做什么就做什么，对不对？""}, {""sex"": ""1"", ""content"": ""你都没试试看怎么会知道玩不起呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""U哪位呀""}, {""sex"": ""1"", ""content"": ""U心里那位啊""}, {""sex"": ""1"", ""content"": ""把我吃干抹净就忘记我了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""突然不想理你了""}, {""sex"": ""1"", ""content"": ""突然是谁？为啥不理我？""}, {""sex"": ""1"", ""content"": ""那突然想理我了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你说呗""}, {""sex"": ""1"", ""content"": ""说什么？说我爱你吗""}, {""sex"": ""1"", ""content"": ""那我们梦里偷偷说好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不要脸""}, {""sex"": ""1"", ""content"": ""我不要了，你要是想要就给你吧。""}, {""sex"": ""2"", ""content"": ""我才不要。""}, {""sex"": ""1"", ""content"": ""我缺钱缺女朋友，就是不缺脸面。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要诶""}, {""sex"": ""1"", ""content"": ""不要什么，你这是在欲迎还拒吗？""}, {""sex"": ""1"", ""content"": ""口是心非，嘴上说着不要，心里其实是想要吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要听话""}, {""sex"": ""1"", ""content"": ""听话的不要嘛，那你想要什么样的""}, {""sex"": ""1"", ""content"": ""不听话就不听话吧，反正我宠你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要早睡""}, {""sex"": ""1"", ""content"": ""人到中年不得已，早睡早起好身体""}, {""sex"": ""1"", ""content"": ""你这是想早点在梦里见到我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想睡觉觉""}, {""sex"": ""1"", ""content"": ""睡前千万不要想我，不然会失眠的""}, {""sex"": ""1"", ""content"": ""恩，这个钟正点是养猪场催眠的时候了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不懂哦""}, {""sex"": ""1"", ""content"": ""哪里不懂我都可以教你哦。""}, {""sex"": ""1"", ""content"": ""就是你这样傻乎乎的让我觉得很可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想泡我""}, {""sex"": ""1"", ""content"": ""那你倒是给我泡不泡呐""}, {""sex"": ""1"", ""content"": ""你觉得你长得像康师傅方便面吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的啥，我没太明白""}, {""sex"": ""1"", ""content"": ""我说什么不重要，重要的是我要做什么。""}, {""sex"": ""1"", ""content"": ""不需要明白，我会用行动让你知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我中意你""}, {""sex"": ""1"", ""content"": ""不错，眼光这么好。""}, {""sex"": ""1"", ""content"": ""那巧了，我也刚好中意你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""运气差很少笑""}, {""sex"": ""1"", ""content"": ""有了我，运气好可以笑了。""}, {""sex"": ""1"", ""content"": ""我怕你笑起来我会迷失在你的微笑里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得我现在挺好的""}, {""sex"": ""1"", ""content"": ""有我在的话就会变得更好了呀""}, {""sex"": ""1"", ""content"": ""我不太好，你可以帮帮我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都切了""}, {""sex"": ""1"", ""content"": ""切什么，不准你玩刀子！""}, {""sex"": ""1"", ""content"": ""既然切了那就吃掉吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""仙女？""}, {""sex"": ""1"", ""content"": ""怎么，没看过仙女是什么样的吗？""}, {""sex"": ""1"", ""content"": ""你不就是我的仙女吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的名字叫什么""}, {""sex"": ""1"", ""content"": ""说出来你就要一辈子记住哦""}, {""sex"": ""1"", ""content"": ""你是对我的名字好奇还是对我这个人好奇？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥子？""}, {""sex"": ""1"", ""content"": ""喜欢没有那么多为什么 ""}, {""sex"": ""1"", ""content"": ""你是一本十万个为什么吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很开心呀""}, {""sex"": ""1"", ""content"": ""那是不是应该分享下开心呢。""}, {""sex"": ""1"", ""content"": ""你这么开心，我也不自觉地开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢直来直去""}, {""sex"": ""1"", ""content"": ""原来是性格直爽的小仙女""}, {""sex"": ""1"", ""content"": ""我也不喜欢拐弯抹角，那样太难受了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的就是我的""}, {""sex"": ""1"", ""content"": ""你的就是我的了！""}, {""sex"": ""1"", ""content"": ""那以后也都会是我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在哪""}, {""sex"": ""1"", ""content"": ""你关心我在哪里也没用，我们又见不到面""}, {""sex"": ""2"", ""content"": ""我关心的是你出门有没有戴口罩""}, {""sex"": ""1"", ""content"": ""为了能够平安见到你，我当然有戴""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你家在哪呀""}, {""sex"": ""1"", ""content"": ""我家在哪，你不是一目了然吗？！""}, {""sex"": ""1"", ""content"": ""你过来看看就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕死吗""}, {""sex"": ""1"", ""content"": ""不怕，我怕死后你一个人生活。""}, {""sex"": ""1"", ""content"": ""我说怕就可以不死吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不愿意说""}, {""sex"": ""1"", ""content"": ""没事，不愿意说就不勉强了""}, {""sex"": ""1"", ""content"": ""看来是被我戳到伤心处了哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去吃点东西""}, {""sex"": ""1"", ""content"": ""没关系我还不饿，一会再吃。""}, {""sex"": ""1"", ""content"": ""我想吃你给我买的东西，好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我打完了""}, {""sex"": ""1"", ""content"": ""那我现在打过去不会占线了吧？""}, {""sex"": ""1"", ""content"": ""那该轮到和我打了吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么会有你这种人""}, {""sex"": ""1"", ""content"": ""这种事情你最好去问下上帝啥的。""}, {""sex"": ""1"", ""content"": ""世界那么大，有我这种人很正常嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙不忙？""}, {""sex"": ""1"", ""content"": ""虽然很忙，但是想你的时候就觉得时间过得飞快""}, {""sex"": ""1"", ""content"": ""咋的，你想要主动来帮我的忙吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又不打你""}, {""sex"": ""1"", ""content"": ""就算不打我，我也害怕呀，毕竟是怕老婆体质""}, {""sex"": ""1"", ""content"": ""我知道你是舍不得打我啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃完早饭了""}, {""sex"": ""1"", ""content"": ""那就好，不然我要担心你饿肚子了。""}, {""sex"": ""1"", ""content"": ""有没有吃饱一点，早饭可是很重要的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""养我代价很大""}, {""sex"": ""1"", ""content"": ""要是没有代价你早就不是我的了。""}, {""sex"": ""1"", ""content"": ""代价再大我也愿意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是花心的渣男""}, {""sex"": ""1"", ""content"": ""你看我纯洁的眼睛，哪里像渣男了。""}, {""sex"": ""1"", ""content"": ""对不起，我当不起这个称号。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪位呢？""}, {""sex"": ""1"", ""content"": ""小仙女真的是贵人多忘事，又不记得我了""}, {""sex"": ""1"", ""content"": ""我呀我呀我呀，最喜欢小仙女的那个人呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近失眠了""}, {""sex"": ""1"", ""content"": ""是不是想太多了，有烦恼的时候会睡不好觉的。""}, {""sex"": ""1"", ""content"": ""失眠很难受吧，我也有一段时间失眠了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""终于不下雨了""}, {""sex"": ""1"", ""content"": ""终于可以和你一起出门吃好吃的了。""}, {""sex"": ""1"", ""content"": ""就算是下雨也阻挡不了想你的心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还认识我不""}, {""sex"": ""1"", ""content"": ""为什么不认识你呢。""}, {""sex"": ""1"", ""content"": ""我有什么不认识你的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请问你认识我吗""}, {""sex"": ""1"", ""content"": ""现在不认识，等会儿就认识了。""}, {""sex"": ""1"", ""content"": ""认识啊，我的梦中人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认识？""}, {""sex"": ""1"", ""content"": ""何止认识，还很熟呢。""}, {""sex"": ""1"", ""content"": ""开玩笑，难道有谁是我不认识的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心里的路？""}, {""sex"": ""1"", ""content"": ""而你已经在路上走了很久了。""}, {""sex"": ""1"", ""content"": ""对啊，我走在去你心里的路上了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么心里话""}, {""sex"": ""1"", ""content"": ""那需要你到我的心里来听听。""}, {""sex"": ""1"", ""content"": ""心里的话全是关于你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喊起床""}, {""sex"": ""1"", ""content"": ""不用喊，直接压上去秒醒！""}, {""sex"": ""1"", ""content"": ""只需要一个吻，就能起床。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理她""}, {""sex"": ""1"", ""content"": ""讨厌的人忽略就好了，这样生气的反而是她自己。""}, {""sex"": ""1"", ""content"": ""嗯嗯，她是谁啊，咱们才不管呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去干嘛呀""}, {""sex"": ""1"", ""content"": ""先不告诉你，跟着我就知道啦。""}, {""sex"": ""1"", ""content"": ""你想干嘛都可以呀，我陪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没见过""}, {""sex"": ""1"", ""content"": ""有机会带你见识一下。""}, {""sex"": ""1"", ""content"": ""那我们约个时间见一见吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天你也没见我啊""}, {""sex"": ""1"", ""content"": ""我已经在梦里见到你了。""}, {""sex"": ""1"", ""content"": ""想念也可以当做见面啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯早啊""}, {""sex"": ""1"", ""content"": ""一大早看到小仙女真的是会精神百倍呢""}, {""sex"": ""1"", ""content"": ""早呀，小仙女早上很精神呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还瘦了""}, {""sex"": ""1"", ""content"": ""你这瘦瘦的样子还挺好看的啊。""}, {""sex"": ""1"", ""content"": ""你不瘦了，我感觉你胖了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""健身房呢""}, {""sex"": ""1"", ""content"": ""原来小仙女在健身，有机会约健身房见呀。""}, {""sex"": ""1"", ""content"": ""热爱健身的小仙女身材肯定很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抱抱抱抱""}, {""sex"": ""1"", ""content"": ""不仅要抱抱，还要亲亲。""}, {""sex"": ""1"", ""content"": ""怎么办，不想松手了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我抱抱你""}, {""sex"": ""1"", ""content"": ""抱了，就不要松手了好不好。""}, {""sex"": ""1"", ""content"": ""我也抱抱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是不了解我哎""}, {""sex"": ""1"", ""content"": ""你不和我在一起当然不能了解你啊""}, {""sex"": ""1"", ""content"": ""我了解不了解你，取决于你！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安喵""}, {""sex"": ""1"", ""content"": ""汪，早安！""}, {""sex"": ""1"", ""content"": ""我家仙女喵这么早就起床了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们算是朋友吧""}, {""sex"": ""1"", ""content"": ""算，我们算是男女朋友。""}, {""sex"": ""1"", ""content"": ""别跟我做朋友，我只想做你的恋人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""算卦""}, {""sex"": ""1"", ""content"": ""是想算我们的姻缘吗？""}, {""sex"": ""1"", ""content"": ""算算我们这辈子能不能成为一家人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早起""}, {""sex"": ""1"", ""content"": ""冬天早起实在是太困难了。""}, {""sex"": ""2"", ""content"": ""是啊，太冷了。""}, {""sex"": ""1"", ""content"": ""不过你要是在我身边，我就有动力起来给你做早饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还要撩吗""}, {""sex"": ""1"", ""content"": ""撩你还需要什么吗？！""}, {""sex"": ""1"", ""content"": ""撩你还能咋滴啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是小孩子""}, {""sex"": ""1"", ""content"": ""那我只好宠着你了。""}, {""sex"": ""1"", ""content"": ""我还是喜欢小孩多一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨晚做了个梦""}, {""sex"": ""1"", ""content"": ""没有我的梦，都是噩梦。""}, {""sex"": ""1"", ""content"": ""梦里的我有没有向你求婚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那晚上做噩梦""}, {""sex"": ""1"", ""content"": ""对不起，都怪我没能好好保护你。""}, {""sex"": ""1"", ""content"": ""有我在，不用怕的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是猪呀""}, {""sex"": ""1"", ""content"": ""你见过我这么帅气的猪嘛？""}, {""sex"": ""1"", ""content"": ""难道你想要被猪喜欢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你该上班了""}, {""sex"": ""1"", ""content"": ""上班呢，我要是不上班你来养我吗？""}, {""sex"": ""1"", ""content"": ""上班使我快乐，但是有你会让我更快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就知道是你""}, {""sex"": ""1"", ""content"": ""既然知道是我，你就没有一点表示吗？""}, {""sex"": ""1"", ""content"": ""原来你知道是我啊，我还以为我隐藏得很好呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片不可信""}, {""sex"": ""1"", ""content"": ""我愿意被照片骗。""}, {""sex"": ""1"", ""content"": ""只要是你的照片，被骗也无所谓。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想说就算了""}, {""sex"": ""1"", ""content"": ""我说喜欢你，你又不信说了干嘛。""}, {""sex"": ""1"", ""content"": ""有些话不能说的太清楚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等上课""}, {""sex"": ""1"", ""content"": ""还没上课呢，那还可以跟我聊聊天。""}, {""sex"": ""1"", ""content"": ""一会要上什么课？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新年快乐呦""}, {""sex"": ""1"", ""content"": ""祝小可爱新年快乐，新的一年依旧可可爱爱。""}, {""sex"": ""1"", ""content"": ""新年快乐呀，把美好的祝福送给你，祝你身体健康工作顺利心想事成！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在不想触碰感情""}, {""sex"": ""1"", ""content"": ""我们只是过日子，不是碰感情。""}, {""sex"": ""1"", ""content"": ""没事，没有感情也是可以结婚的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过得真快""}, {""sex"": ""1"", ""content"": ""对啊，时间过得真的快啊。""}, {""sex"": ""1"", ""content"": ""没办法，就是这么快。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨天晚上做梦梦到你了""}, {""sex"": ""1"", ""content"": ""我是你梦里的保镖，梦到我很正常的。""}, {""sex"": ""1"", ""content"": ""这梦肯定是个美梦！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的第三条腿""}, {""sex"": ""1"", ""content"": ""我又不是变异人，哪里有第三条腿啊。""}, {""sex"": ""1"", ""content"": ""我要是八爪鱼的话，还能有八条腿呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""周三""}, {""sex"": ""1"", ""content"": ""周三都来了，周五还会远吗？""}, {""sex"": ""1"", ""content"": ""我现在就已经开始期待周末了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说话真甜""}, {""sex"": ""1"", ""content"": ""甜不甜你得尝过了才知道啊""}, {""sex"": ""1"", ""content"": ""那也不看看我是对谁说的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭没得""}, {""sex"": ""1"", ""content"": ""还没得，等你一起吃饭咯。""}, {""sex"": ""1"", ""content"": ""你又不在，我哪能吃啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭没""}, {""sex"": ""1"", ""content"": ""我以为小仙女问我这个问题是想约我吃饭""}, {""sex"": ""2"", ""content"": ""然而并不是""}, {""sex"": ""1"", ""content"": ""你是不是背着我约了别的猪一起吃饭？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺能说的""}, {""sex"": ""1"", ""content"": ""说你好看，必须能说。""}, {""sex"": ""1"", ""content"": ""能说会道只是我的一个优点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我看""}, {""sex"": ""1"", ""content"": ""不给不给，你想看可不是这么简单的事哦""}, {""sex"": ""1"", ""content"": ""那就给你看看我有多喜欢你吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点心虚""}, {""sex"": ""1"", ""content"": ""心虚啥啊，这有啥可心虚的。""}, {""sex"": ""1"", ""content"": ""心虚啥啊，这不是还有我在吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早餐""}, {""sex"": ""1"", ""content"": ""不吃早餐对身体不好，乖""}, {""sex"": ""1"", ""content"": ""没有，你吃了吗，要不要一起去吃？""}, {""sex"": ""1"", ""content"": ""早餐都不吃，莫名的心疼你了""}], ""lock"": 1}"
