"{""chat"": [{""sex"": ""1"", ""content"": ""你好，请问下一站到是哪里？""}, {""sex"": ""2"", ""content"": ""哦……人民广场。""}, {""sex"": ""1"", ""content"": ""谢谢，你真是个好人，可以把你的电话号码告诉我吗？""}, {""sex"": ""2"", ""content"": ""嗯，要我电话号码做什么？""}, {""sex"": ""1"", ""content"": ""呵呵，其实我是想以后问时间的时候可以打电话问你啦，难得遇到你这样的好人""}, {""sex"": ""2"", ""content"": ""呵呵，你还真好玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好我不好""}, {""sex"": ""1"", ""content"": ""哪里不好，可以跟我说说哦""}, {""sex"": ""1"", ""content"": ""所以我来让你变好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想娶我吗""}, {""sex"": ""1"", ""content"": ""不想，我想你嫁给我。""}, {""sex"": ""1"", ""content"": ""这是我毕生的追求。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我早点睡""}, {""sex"": ""1"", ""content"": ""那我是不是也应该早点睡早点梦到你。""}, {""sex"": ""1"", ""content"": ""不要那么早睡，等会儿梦不到我咋办呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可以早点睡""}, {""sex"": ""1"", ""content"": ""那我早点睡就可以梦到你了吗？""}, {""sex"": ""1"", ""content"": ""那你得早点和我说晚安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己看吧""}, {""sex"": ""1"", ""content"": ""可我自己看不出来，需要你帮我看""}, {""sex"": ""1"", ""content"": ""自己看多无聊啊，你陪我一起看吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想自己""}, {""sex"": ""1"", ""content"": ""我想自己干嘛，干嘛还不如用来想你呢。""}, {""sex"": ""1"", ""content"": ""你都这么好了，想你就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开始了""}, {""sex"": ""1"", ""content"": ""开始了，我对你的喜欢开始了。""}, {""sex"": ""1"", ""content"": ""这次开始就不会轻易的停下了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想我呀？""}, {""sex"": ""1"", ""content"": ""每天开始我都在想你呀。""}, {""sex"": ""1"", ""content"": ""我想你这么久，你也不给我来点提示吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个大头鬼""}, {""sex"": ""1"", ""content"": ""不对，我只是你的风流鬼而已。""}, {""sex"": ""1"", ""content"": ""我这大头鬼最后还是倒在你的石榴裙下了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""像男生的名字""}, {""sex"": ""1"", ""content"": ""不过也蛮好听的不是吗！""}, {""sex"": ""1"", ""content"": ""可能希望你像男生一样勇往直前吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不是很忙""}, {""sex"": ""1"", ""content"": ""要好好照顾自己啊，别让自己累着我会心疼的""}, {""sex"": ""1"", ""content"": ""那有空和我谈个恋爱吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢玩手机""}, {""sex"": ""1"", ""content"": ""我喜欢玩手机和你聊天。""}, {""sex"": ""1"", ""content"": ""手机有啥好玩的，还不如开心的看我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要跟你聊天""}, {""sex"": ""1"", ""content"": ""跟我聊天可是要收费的，刷卡还是现金？""}, {""sex"": ""1"", ""content"": ""小仙女想跟我聊什么呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每天都在忙啥呢""}, {""sex"": ""1"", ""content"": ""忙着变帅变有钱。""}, {""sex"": ""1"", ""content"": ""忙着想你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心就好""}, {""sex"": ""1"", ""content"": ""光开心不够。""}, {""sex"": ""2"", ""content"": ""那不然呢？""}, {""sex"": ""1"", ""content"": ""要你开心才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不晓得咯""}, {""sex"": ""1"", ""content"": ""你这么笨，估计也只有我能教会你了 ""}, {""sex"": ""1"", ""content"": ""没事，跟着我混啥都晓得了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真心的嘛""}, {""sex"": ""1"", ""content"": ""我会用行动告诉你我是真心的""}, {""sex"": ""1"", ""content"": ""要不你问问我的心，它告诉你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喝酒喝醉了""}, {""sex"": ""1"", ""content"": ""酒壮怂人胆，刚好对你说喜欢你。""}, {""sex"": ""1"", ""content"": ""那我是不是可以说情话给你听，然后酒醒了你就忘了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""沟通有障碍""}, {""sex"": ""1"", ""content"": ""你没有天线我们没办法好好沟通。""}, {""sex"": ""1"", ""content"": ""看来我只能跟你的灵魂沟通，毕竟我跟她没有沟通障碍。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又失眠了！""}, {""sex"": ""1"", ""content"": ""你什么时候不失眠呢！""}, {""sex"": ""1"", ""content"": ""睡在我旁边就不会失眠了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是失眠了""}, {""sex"": ""1"", ""content"": ""所以你才需要我来陪你呀。""}, {""sex"": ""1"", ""content"": ""失眠的时候找我，专治失眠多梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是病""}, {""sex"": ""1"", ""content"": ""这是相思病！""}, {""sex"": ""1"", ""content"": ""那你有药吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想占人家位置哦""}, {""sex"": ""1"", ""content"": ""那你有本事占回来啊。""}, {""sex"": ""1"", ""content"": ""我只想占你心里的位置。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心 知道吗""}, {""sex"": ""1"", ""content"": ""心知道我喜欢你啊。""}, {""sex"": ""1"", ""content"": ""知不知道有什么用呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们不认识啊""}, {""sex"": ""1"", ""content"": "" 你把不去掉，不就认识了？""}, {""sex"": ""1"", ""content"": ""那我们可以认识认识啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不认识你""}, {""sex"": ""1"", ""content"": ""好巧，我也不认识，有兴趣互相了解一下吗？""}, {""sex"": ""1"", ""content"": ""没事，聊着聊着就认识了""}, {""sex"": ""1"", ""content"": ""朋友和情人不都是从陌生到熟悉的吗？""}, {""sex"": ""1"", ""content"": ""擦肩而过也有前世姻缘""}, {""sex"": ""1"", ""content"": ""网络一线牵，相逢即是缘""}, {""sex"": ""1"", ""content"": ""认不认识不重要，重要的是我想认识你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是大妈""}, {""sex"": ""1"", ""content"": ""那我就是大爷！""}, {""sex"": ""1"", ""content"": ""那种肥肥胖胖的大妈吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上撩""}, {""sex"": ""1"", ""content"": ""哟，挺懂事嘛，一大早就知道来请安了。""}, {""sex"": ""1"", ""content"": ""早上好，今天又是想你的一天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喝哦""}, {""sex"": ""1"", ""content"": ""干嘛不喝呀，是不合你的胃口嘛。""}, {""sex"": ""1"", ""content"": ""那就不喝了，我可不能勉强小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你快去吃""}, {""sex"": ""1"", ""content"": ""没你在身边吃啥都不给力啊。""}, {""sex"": ""1"", ""content"": ""感觉没啥胃口啥都吃不下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见面聊天""}, {""sex"": ""1"", ""content"": ""好啊，这样我就能近距离欣赏小仙女的美了""}, {""sex"": ""1"", ""content"": ""那我可要先想想咱们见了面聊什么好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我该怎么相信你""}, {""sex"": ""1"", ""content"": ""我这么老实怎么就不能相信了。""}, {""sex"": ""1"", ""content"": ""你要是不相信我还能相信谁。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很会聊啊""}, {""sex"": ""1"", ""content"": ""其实还好吧，只是遇见对的人而已""}, {""sex"": ""1"", ""content"": ""那你会喜欢我这么和你聊天吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我吃饱咯""}, {""sex"": ""1"", ""content"": ""你这小吃货终于给我吃饱了呀！""}, {""sex"": ""1"", ""content"": ""这时候不应该来个散步，消化消化你的小肚子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没有洗澡""}, {""sex"": ""1"", ""content"": ""洗澡的时候记得叫啥我呀""}, {""sex"": ""1"", ""content"": ""我很期待你洗完澡香喷喷的味道哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没有洗澡呢""}, {""sex"": ""1"", ""content"": ""你是准备带我一起去洗澡吗。""}, {""sex"": ""1"", ""content"": ""那你赶紧去洗香香。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我太累""}, {""sex"": ""1"", ""content"": ""那你就先好好休息一下吧。""}, {""sex"": ""1"", ""content"": ""不要让自己太累，这不是还有我吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欺负老实人算什么""}, {""sex"": ""1"", ""content"": ""毕竟也只敢欺负老实人而已呀""}, {""sex"": ""1"", ""content"": ""我不欺负老实人，我欺负你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚做噩梦了""}, {""sex"": ""1"", ""content"": ""别怕，有我在呢，那些都只是梦。""}, {""sex"": ""1"", ""content"": ""你要是梦到我了，我就可以保护你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做了一晚上噩梦""}, {""sex"": ""1"", ""content"": ""是不是因为梦里没有我！""}, {""sex"": ""1"", ""content"": ""都怪我没能在你梦里保护好你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我昨晚做了一个噩梦""}, {""sex"": ""1"", ""content"": ""对不起，我没能在梦里好好保护你。""}, {""sex"": ""1"", ""content"": ""都让你睡前想我会儿啦，这样我就能出现在你梦里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还没上班吗""}, {""sex"": ""1"", ""content"": ""是啊，也不知道还要等多久。""}, {""sex"": ""1"", ""content"": ""已经在上班了，一边上班一边跟你聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说喜欢一个人是什么感觉""}, {""sex"": ""1"", ""content"": ""就像现在的我喜欢你一样。""}, {""sex"": ""1"", ""content"": ""你可以试着喜欢我，就有感觉了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片吗""}, {""sex"": ""1"", ""content"": ""你的照片这么好看，我心动了。""}, {""sex"": ""1"", ""content"": ""对啊，不是照片还能是什么呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在上课呢""}, {""sex"": ""1"", ""content"": ""那你怎么还给我发消息呀，快专心听课。""}, {""sex"": ""1"", ""content"": ""哎呀，我影响到你听课了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去吃饭了吗""}, {""sex"": ""1"", ""content"": ""怎么？想和我一起去吃饭吗？""}, {""sex"": ""1"", ""content"": ""你想请我吃饭你就直说啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说话这么甜""}, {""sex"": ""1"", ""content"": ""甜甜的比较适合你啊。""}, {""sex"": ""1"", ""content"": ""你都没尝过怎么知道甜呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃晚饭没""}, {""sex"": ""1"", ""content"": ""还没呢，在等一个陪我吃饭的人。""}, {""sex"": ""1"", ""content"": ""我最近在减肥，所以我决定晚饭不吃了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你看一半""}, {""sex"": ""1"", ""content"": ""剩下的一半就交给以后的我看吧。""}, {""sex"": ""1"", ""content"": ""你已经勾引起好奇的猫了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上怎么聊""}, {""sex"": ""1"", ""content"": ""晚上好——来自一个神秘帅哥的问候""}, {""sex"": ""1"", ""content"": ""忙了一天有个人陪你聊天也不错啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吹牛吧你""}, {""sex"": ""1"", ""content"": ""你要是喜欢，我能把你吹上天""}, {""sex"": ""1"", ""content"": ""春暖花开都是我吹的，你信不""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有心事？""}, {""sex"": ""1"", ""content"": ""你有酒吗？我听说心事和酒很配。""}, {""sex"": ""1"", ""content"": ""那你愿意听我述说心事吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么说早""}, {""sex"": ""1"", ""content"": ""早啊，没有梦到小仙女的一天，心累""}, {""sex"": ""1"", ""content"": ""早早早。美好的一天从我开始咯""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起的这么早""}, {""sex"": ""1"", ""content"": ""因为我梦见你出来了，所以我就早早的来了。""}, {""sex"": ""1"", ""content"": ""因为我想要早点看到你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""内心世界""}, {""sex"": ""1"", ""content"": ""你愿意给我一个机会，让我走进你的内心世界吗？""}, {""sex"": ""1"", ""content"": ""你的内心世界一定很丰富吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞎溜达""}, {""sex"": ""1"", ""content"": ""那你到我家里来溜达溜达吧。""}, {""sex"": ""1"", ""content"": ""你都在我心里溜达一整天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡醒一觉了""}, {""sex"": ""1"", ""content"": ""感觉整个人都变得精神了。""}, {""sex"": ""1"", ""content"": ""感谢你出现在我的梦里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很老吗""}, {""sex"": ""1"", ""content"": ""怎么说话的，这叫成熟好吗？""}, {""sex"": ""1"", ""content"": ""我这是历尽沧桑岁月赠予我的礼物。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找错人咯""}, {""sex"": ""1"", ""content"": ""我的心告诉我，你就在这""}, {""sex"": ""1"", ""content"": ""不如我们将错就错的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""精神粮食""}, {""sex"": ""1"", ""content"": ""你就是我的精神食粮，想你就饱了。""}, {""sex"": ""1"", ""content"": ""精神食粮真的很重要，才不会让一个人浑浑噩噩得过且过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要约我去玩？""}, {""sex"": ""1"", ""content"": ""这么好的天气当然约你出去啦。""}, {""sex"": ""1"", ""content"": ""除了出去玩还有别的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""活跃""}, {""sex"": ""1"", ""content"": ""跟活跃的人相处才会感受到生活的乐趣呀""}, {""sex"": ""1"", ""content"": ""你都不知道你自己有多活跃，在我脑海里一直转一直转一直转""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""永远十八岁""}, {""sex"": ""1"", ""content"": ""十八岁的姑娘一枝花，我想把你采回家。""}, {""sex"": ""1"", ""content"": ""你可是小仙女，永远年轻可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太能说了吧""}, {""sex"": ""1"", ""content"": ""能说会道是一种本事知道不。""}, {""sex"": ""1"", ""content"": ""那也是得遇见了能让我这么会说的人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片给我看看""}, {""sex"": ""1"", ""content"": ""照骗难道不比来直接看我本人不好吗。""}, {""sex"": ""1"", ""content"": ""你不觉得你的照片比我的照片更有吸引力啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁美""}, {""sex"": ""1"", ""content"": ""当然必须是你美啦。""}, {""sex"": ""1"", ""content"": ""美若天仙说的就是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""偷笑表情""}, {""sex"": ""1"", ""content"": ""仙女连偷笑都这么迷人的吗？""}, {""sex"": ""1"", ""content"": ""你就这么偷偷一笑，还顺便偷走了我的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自从遇见你""}, {""sex"": ""1"", ""content"": ""遇见我开始，就是你幸福的开始。""}, {""sex"": ""1"", ""content"": ""遇见你真的不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长得又不好看""}, {""sex"": ""1"", ""content"": ""好看的人总说自己不好看。""}, {""sex"": ""1"", ""content"": ""反正不好看也是我看，有什么关系？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天挺累的""}, {""sex"": ""1"", ""content"": ""那小仙女好好休息好吗，这样才能快速恢复精力。""}, {""sex"": ""1"", ""content"": ""别把自己当成铁，你累着我会心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道干啥""}, {""sex"": ""1"", ""content"": ""那你怎么都不问问我？""}, {""sex"": ""1"", ""content"": ""不知道干啥的时候就跟着我走吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好开场白""}, {""sex"": ""1"", ""content"": ""叮咚，我来认识小仙女了哦""}, {""sex"": ""1"", ""content"": ""小姐姐，小姐姐，我特意来开始我们友谊的小船咯""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""阴天上午开场白""}, {""sex"": ""1"", ""content"": ""看不到你的早上，心情跟天空一样""}, {""sex"": ""1"", ""content"": ""估计只有见到你乌云才会散开""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近在忙""}, {""sex"": ""1"", ""content"": ""我可以等你不会忙的时候啊。""}, {""sex"": ""1"", ""content"": ""那你啥时候不忙了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不说""}, {""sex"": ""1"", ""content"": ""有时候不说话只是为了能更好的说话。""}, {""sex"": ""1"", ""content"": ""我以为我们之间心有灵犀呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄差的不小""}, {""sex"": ""1"", ""content"": ""我喜欢比我大的不可以吗。""}, {""sex"": ""1"", ""content"": ""爱情里难道还有年龄差距吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太巧了吧""}, {""sex"": ""1"", ""content"": ""一定是上帝不想让你错过我。""}, {""sex"": ""1"", ""content"": ""所有的巧合都是命中注定呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥都不会哎""}, {""sex"": ""1"", ""content"": ""这不是还有我在陪你吗。""}, {""sex"": ""1"", ""content"": ""我手把手教你就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心情好的时候""}, {""sex"": ""1"", ""content"": ""那现在不就是你心情好的时候吗？""}, {""sex"": ""1"", ""content"": ""那你什么时候能心情好呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你拍照好看吗？""}, {""sex"": ""1"", ""content"": ""那得看我拍的是谁的啊。""}, {""sex"": ""1"", ""content"": ""好不好看拍了不就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也伤心""}, {""sex"": ""1"", ""content"": ""那我们抱在一起互相舔伤吧。""}, {""sex"": ""1"", ""content"": ""你别伤心，我最见不得女孩子伤心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我醒的比你早""}, {""sex"": ""1"", ""content"": ""下次你比我早醒就喊我，我们一起起床""}, {""sex"": ""1"", ""content"": ""怎么醒得这么早呀，有没有睡够？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起床了吗[愉快][愉快]""}, {""sex"": ""1"", ""content"": ""还在等你甜甜的早安吻呢""}, {""sex"": ""1"", ""content"": ""你是不是看不起我昨天晚上的熬夜？怎么可能那么早就起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得你那里适合我""}, {""sex"": ""1"", ""content"": ""我觉得吧，我哪哪都适合你。""}, {""sex"": ""1"", ""content"": ""我有颗爱你的心就已经很适合你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直都是这样的""}, {""sex"": ""1"", ""content"": ""那我是不是可以来改变你啊。""}, {""sex"": ""1"", ""content"": ""你一直都是我最特别的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么这么固执""}, {""sex"": ""1"", ""content"": ""不知道，可能是我爸遗传给我的吧。""}, {""sex"": ""1"", ""content"": ""固执点难道不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里温柔了""}, {""sex"": ""1"", ""content"": ""你哪里不温柔了。""}, {""sex"": ""1"", ""content"": ""你的眼睛都像一片温柔的水。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想让你哄我睡觉嘛""}, {""sex"": ""1"", ""content"": ""等会儿我把我自己给哄睡着了。""}, {""sex"": ""1"", ""content"": ""你这种小可爱还需要别人哄你睡觉的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就很难受""}, {""sex"": ""1"", ""content"": ""肩膀借你靠，怀抱借你躺，别难受了。""}, {""sex"": ""1"", ""content"": ""看你难受，我心里也觉得不好受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥声音很好听""}, {""sex"": ""1"", ""content"": ""你喜欢的话我可以天天讲话给你听。""}, {""sex"": ""1"", ""content"": ""你可能会更喜欢亲耳听到我的声音。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""输啦""}, {""sex"": ""1"", ""content"": ""输赢乃兵家常事，输了就输了呗""}, {""sex"": ""1"", ""content"": ""输了就请我吃饭呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""家里看电视""}, {""sex"": ""1"", ""content"": ""是不是无聊到只能看电视了？""}, {""sex"": ""1"", ""content"": ""在看什么好看的电视剧，可以推荐给我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""走开啦""}, {""sex"": ""1"", ""content"": ""你见过地球离开太阳的吗？""}, {""sex"": ""1"", ""content"": ""你说走开就走开，这让我多没面子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上聊天怎么开头""}, {""sex"": ""1"", ""content"": ""晚上好呀，小仙女有没有一丢丢丢想我呢""}, {""sex"": ""1"", ""content"": ""今晚夜色这么好，不出去走走浪费了呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""居然欺负我""}, {""sex"": ""1"", ""content"": ""我还不能欺负自己家的老婆啦。""}, {""sex"": ""1"", ""content"": ""我就是欺负你，有啥不可以的吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""才怪哦""}, {""sex"": ""1"", ""content"": ""难道不是嘛，我可没说错。""}, {""sex"": ""1"", ""content"": ""你这反驳否认的样子也很可爱嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别联系""}, {""sex"": ""1"", ""content"": ""我喜欢你，就不可能不跟你联系""}, {""sex"": ""1"", ""content"": ""即使是不联系，我也不会停止想念你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在洗衣服呢""}, {""sex"": ""1"", ""content"": ""这么贤妻良母，我好喜欢呢。""}, {""sex"": ""1"", ""content"": ""什么时候把我的衣服洗洗呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有男朋友。""}, {""sex"": ""1"", ""content"": ""在你还没有结婚之前，什么都有可能。""}, {""sex"": ""1"", ""content"": ""我不是来找你男朋友的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋个可能""}, {""sex"": ""1"", ""content"": ""喜欢你就是有可能！""}, {""sex"": ""1"", ""content"": ""有句话说得好，一切皆有可能""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里有比我可爱的""}, {""sex"": ""1"", ""content"": ""我现在仔细一看，的确是没有你可爱。""}, {""sex"": ""1"", ""content"": ""像你这么可爱的，还需要去比嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猪吧你""}, {""sex"": ""1"", ""content"": ""而且还是喜欢你的猪猪。""}, {""sex"": ""1"", ""content"": ""猪哪里会有这么帅气迷人的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没知道你的名字""}, {""sex"": ""1"", ""content"": ""该知道的时候自然会知道。""}, {""sex"": ""1"", ""content"": ""名字什么的都是为了遇见你的代号而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心情不好不想聊天""}, {""sex"": ""1"", ""content"": ""那我就默默陪着你吧，你要是想聊天了就给我发消息，我一直都在。""}, {""sex"": ""1"", ""content"": ""就是因为心情不好才要聊聊天，这样心情就会好起来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能好好聊天啊""}, {""sex"": ""1"", ""content"": ""能啊，不过我也不是很想聊天。""}, {""sex"": ""1"", ""content"": ""聊天干嘛，还不如视频呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想理你你了""}, {""sex"": ""1"", ""content"": ""没事，我理你不就好了。""}, {""sex"": ""1"", ""content"": ""你又在违背自己的良心说假话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为什么那么喜欢我""}, {""sex"": ""1"", ""content"": ""因为你是上帝派下来给我的余生""}, {""sex"": ""1"", ""content"": ""如果喜欢是有理由的呢，那理由就多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都下雨了""}, {""sex"": ""1"", ""content"": ""下雨的时候最适合用来想你了。""}, {""sex"": ""1"", ""content"": ""你的送伞使者已经来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我剪头发""}, {""sex"": ""1"", ""content"": ""那你记得给我好好剪头发哟。""}, {""sex"": ""1"", ""content"": ""长长的头发还需要剪头发吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忘记吧""}, {""sex"": ""1"", ""content"": ""对不起，喜欢一个人是忘不了的。""}, {""sex"": ""1"", ""content"": ""那得看时间愿不愿意让我忘记了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忘记买了""}, {""sex"": ""1"", ""content"": ""笨蛋，这都能忘记，我去帮你买吧""}, {""sex"": ""1"", ""content"": ""果然没有我提醒你是不行啊""}], ""lock"": 1}"
