"{""chat"": [{""sex"": ""1"", ""content"": ""你好，我和朋友在讨论一个问题，我们都觉得自己说得对，想听听女孩的看法？""}, {""sex"": ""2"", ""content"": ""什么问题？""}, {""sex"": ""1"", ""content"": ""你觉得男人更爱撒谎还是女人更爱撒谎？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""噫嘻""}, {""sex"": ""1"", ""content"": ""你这么笑让我觉得瘆得慌。""}, {""sex"": ""1"", ""content"": ""能让你天天都嘻嘻笑也挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你上班？""}, {""sex"": ""1"", ""content"": ""正在努力上班赚钱养你啦。""}, {""sex"": ""1"", ""content"": ""上班是我快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""臭宝宝""}, {""sex"": ""1"", ""content"": ""宝宝明明洗得香香的。""}, {""sex"": ""1"", ""content"": ""你不爱我了，你开始嫌弃我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还宝宝呢""}, {""sex"": ""1"", ""content"": ""还不允许我当一个有你的宝宝吗？""}, {""sex"": ""1"", ""content"": ""在别人面前是成熟男人，在你面前就是小宝宝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那咋说""}, {""sex"": ""1"", ""content"": ""我就是想说喜欢你而已。""}, {""sex"": ""1"", ""content"": ""那我的行动就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暂时不行哦""}, {""sex"": ""1"", ""content"": ""只是暂时而已，那什么时候可以呀？""}, {""sex"": ""1"", ""content"": ""好吧，小仙女说不行那也没办法了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猜猜我做什么菜""}, {""sex"": ""1"", ""content"": ""猜对了能奖励个亲亲嘛？""}, {""sex"": ""1"", ""content"": ""不管做什么菜，反正我都喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我在想什么吗""}, {""sex"": ""1"", ""content"": ""肯定是在想我。""}, {""sex"": ""1"", ""content"": ""不知道，女孩的心思很难猜的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你年龄大了""}, {""sex"": ""1"", ""content"": ""年纪大就显得成熟一点啊。""}, {""sex"": ""1"", ""content"": ""年龄大一点才能照顾你多一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想的呀""}, {""sex"": ""1"", ""content"": ""那你有多想我呀？""}, {""sex"": ""1"", ""content"": ""给想我的小宝贝奖励一个么么哒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没谈过恋爱？""}, {""sex"": ""1"", ""content"": ""这都是为了遇到你准备的。""}, {""sex"": ""1"", ""content"": ""没遇见你之前，我不没想谈恋爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以要个520吗""}, {""sex"": ""1"", ""content"": ""做我女朋友就可以要了。""}, {""sex"": ""1"", ""content"": ""还好你是说520，而不是要5201314。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个可以的""}, {""sex"": ""1"", ""content"": ""那有什么是不可以的呀？""}, {""sex"": ""1"", ""content"": ""可以把你的心交给我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""需要呀""}, {""sex"": ""1"", ""content"": ""只要你需要我的时候，我都会陪着你。""}, {""sex"": ""1"", ""content"": ""我看你最需要一个疼你爱你的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想玩了""}, {""sex"": ""1"", ""content"": ""那我们换个游戏玩吧，好不好？""}, {""sex"": ""1"", ""content"": ""那就不玩了，不想玩就不要勉强自己了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你明白什么""}, {""sex"": ""1"", ""content"": ""明白你爱我却不敢说出口的心。""}, {""sex"": ""1"", ""content"": ""女孩都是口是心非，你想我却不告诉我，我都明白。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不白""}, {""sex"": ""1"", ""content"": ""黑白配知道不！""}, {""sex"": ""1"", ""content"": ""我又不是白血病，要那么白干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""白不白""}, {""sex"": ""1"", ""content"": ""又白又嫩，我很喜欢。""}, {""sex"": ""1"", ""content"": ""很白啊，就像洁白无瑕的雪一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还以为你要说啥""}, {""sex"": ""1"", ""content"": ""看起来你在期待我说一些什么呀""}, {""sex"": ""1"", ""content"": ""难道你以为我是要跟你表白？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我运气差""}, {""sex"": ""1"", ""content"": ""跟着我走，让我帮你挡开你的坏运气""}, {""sex"": ""1"", ""content"": ""在实力面前，运气不值一提""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才不听我的呢""}, {""sex"": ""1"", ""content"": ""我为什么不听我老婆的呢。""}, {""sex"": ""1"", ""content"": ""我这么乖怎么会不听你的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手机烫""}, {""sex"": ""1"", ""content"": ""为什么要这样折磨手机呢，我们见面聊多好啊。""}, {""sex"": ""1"", ""content"": ""那快让手机休息一下，我可不想你的手机出事联系不到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里的小仙女""}, {""sex"": ""1"", ""content"": ""你不就是我的小仙女吗。""}, {""sex"": ""1"", ""content"": ""从天上下来的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你爱我的什么""}, {""sex"": ""1"", ""content"": ""不是你的什么，而是你的一切""}, {""sex"": ""1"", ""content"": ""或许是爱你的笑容吧，让我觉得十分心动""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那叫你什么""}, {""sex"": ""1"", ""content"": ""什么亲爱的，老公啊，你觉得怎么样。""}, {""sex"": ""1"", ""content"": ""你想叫我什么就叫我呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我到公司了""}, {""sex"": ""1"", ""content"": ""辛苦我的小宝贝了，要记得想我哟。""}, {""sex"": ""1"", ""content"": ""又是一个想我却见不到我的工作日。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有结果的""}, {""sex"": ""1"", ""content"": ""没有试试怎么知道没有结果？""}, {""sex"": ""1"", ""content"": ""很多结果其实是你现在意想不到的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以心换心""}, {""sex"": ""1"", ""content"": ""那就用我的真心交换你的真心吧。""}, {""sex"": ""1"", ""content"": ""人与人之间不就是要心换心，真诚地往来吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开心哦""}, {""sex"": ""1"", ""content"": ""那我得好好怎么才能让你开心一下了。""}, {""sex"": ""1"", ""content"": ""你不开心的样子也能这么好看的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥都不晓得""}, {""sex"": ""1"", ""content"": ""这样才能凸显我存在的意义啊，我来教你。""}, {""sex"": ""1"", ""content"": ""从不知道到知道是需要经过一个过程的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是很忙吗""}, {""sex"": ""1"", ""content"": ""再忙我也会有时间来想你啊。""}, {""sex"": ""1"", ""content"": ""想你的时候我也是很忙的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上很忙""}, {""sex"": ""1"", ""content"": ""怎么会这么忙呢，老板是不是给你布置了很多任务？""}, {""sex"": ""1"", ""content"": ""忙完早上，下午是不是就有时间啦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有啥好见的""}, {""sex"": ""1"", ""content"": ""这不就是想看看仙女是长啥样的吗。""}, {""sex"": ""1"", ""content"": ""我喜欢的女孩子还不让我看了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你比我大好几岁""}, {""sex"": ""1"", ""content"": ""比你成熟才能更好地照顾你呀。""}, {""sex"": ""1"", ""content"": ""难道大你好几岁就不可以跟你交朋友了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都没吃早饭""}, {""sex"": ""1"", ""content"": ""怎么不吃早饭啊，不吃早饭容易得胃病的。""}, {""sex"": ""1"", ""content"": ""那你肯定饿坏了吧，感觉去吃午饭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早饭没有""}, {""sex"": ""1"", ""content"": ""还没，肚子已经咕咕叫了，你听到了吗？""}, {""sex"": ""1"", ""content"": ""吃了，不过你要是想请我吃早饭我不介意再吃一顿哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如何问候圣诞节""}, {""sex"": ""1"", ""content"": ""你是冬日里的阳光，温暖了我的心房，照亮了我的世界，希望你的圣诞节能快快乐乐哦！""}, {""sex"": ""1"", ""content"": ""圣诞快乐呀小仙女，希望你能一直拥有好心情，让美好的事情都围绕你。""}, {""sex"": ""1"", ""content"": ""我点击整个冬天看到你的笑颜，复制你的笑颜粘贴到我的心间，下载我的思念另存为永远，打开我的手机让圣诞老人带去我最美好的祝愿：小可爱""}, {""sex"": ""1"", ""content"": ""圣诞节让这个冬天更加浪漫，你的出现让我的生活更加温暖，送你装满一口袋的爱心，希望你能天天开心，圣诞快乐~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""送花花""}, {""sex"": ""1"", ""content"": ""想要你这朵花花，行吗？""}, {""sex"": ""1"", ""content"": ""你送的花花我都舍不得让它枯萎。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想说啥""}, {""sex"": ""1"", ""content"": ""本来想跟你表白的，怕吓着你。""}, {""sex"": ""1"", ""content"": ""我要是说了，你可不能假装没听到啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""习惯性失眠""}, {""sex"": ""1"", ""content"": ""一定是没有我陪你睡，所以你失眠了。""}, {""sex"": ""1"", ""content"": ""没事，你失眠了我陪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失眠了吧""}, {""sex"": ""1"", ""content"": ""想你想得没办法不失眠啊。""}, {""sex"": ""1"", ""content"": ""你见过我什么时候不失眠了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢小动物""}, {""sex"": ""1"", ""content"": ""我也同时喜欢你啊""}, {""sex"": ""1"", ""content"": ""小动物也喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""毛病真多""}, {""sex"": ""1"", ""content"": ""那你能帮我改一改这些毛病吗！""}, {""sex"": ""1"", ""content"": ""我这毛病一看你就会犯的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问题是我不认识你啊""}, {""sex"": ""1"", ""content"": ""那就慢慢认识一下吧！""}, {""sex"": ""1"", ""content"": ""对哦 现在不是认识了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不是狗。""}, {""sex"": ""1"", ""content"": ""你不是单身狗吗？""}, {""sex"": ""1"", ""content"": ""不跟我在一起就是单身狗了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上叫起床""}, {""sex"": ""1"", ""content"": ""起床啦！起床啦！小仙女的屁屁照太阳啦！""}, {""sex"": ""1"", ""content"": ""再不起床，我就，我就，我就亲你啦！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子要疼死了""}, {""sex"": ""1"", ""content"": ""怎么会肚子疼呢，是不是吃坏东西了？""}, {""sex"": ""1"", ""content"": ""你又没有好好照顾自己了，我好担心啊，怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在肚子疼死了""}, {""sex"": ""1"", ""content"": ""我都替你感到疼，要不要紧，家里有没有止疼药啊？""}, {""sex"": ""1"", ""content"": ""你先在床上躺着，我这就过去找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我比她丑""}, {""sex"": ""1"", ""content"": ""谁说的！在我眼里你比她好看无数倍。""}, {""sex"": ""1"", ""content"": ""我的仙女怎么会比她丑呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺瘦的""}, {""sex"": ""1"", ""content"": ""正好可以配的上你就行。""}, {""sex"": ""1"", ""content"": ""我怕我太瘦你会不喜欢我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不忙啥""}, {""sex"": ""1"", ""content"": ""那我要开始忙着喜欢你了。""}, {""sex"": ""1"", ""content"": ""不忙的话，不妨我们聊会天好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是挺忙的吗""}, {""sex"": ""1"", ""content"": ""忙着也需要陪你聊天啊。""}, {""sex"": ""1"", ""content"": ""忙着忙着就开始不忙了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在不想谈啊""}, {""sex"": ""1"", ""content"": ""再不谈可就来不及了。""}, {""sex"": ""1"", ""content"": ""那等你想谈的时候第一时间告诉我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么要失望""}, {""sex"": ""1"", ""content"": ""大概是期望太大了吧。""}, {""sex"": ""1"", ""content"": ""不知道，我只是觉得很失落。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩人的技术还是不错的""}, {""sex"": ""1"", ""content"": ""那你撩我试试看，看你能不能撩动我！""}, {""sex"": ""1"", ""content"": ""撩你的技术那可是响当当的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很懒""}, {""sex"": ""1"", ""content"": ""懒人有懒福，比如你遇到了勤快的我。""}, {""sex"": ""1"", ""content"": ""就是因为懒所以你很需要一个男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要去吃了""}, {""sex"": ""1"", ""content"": ""去吃都不准备带我的吗？""}, {""sex"": ""1"", ""content"": ""吃胖点，这样就没人和我抢你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快点去吃吧""}, {""sex"": ""1"", ""content"": ""我可以吃饭聊天两不误。""}, {""sex"": ""1"", ""content"": ""好~那我吃完就来找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不了解你""}, {""sex"": ""1"", ""content"": ""那你想了解我吗？""}, {""sex"": ""2"", ""content"": ""想""}, {""sex"": ""1"", ""content"": ""那你走进我心里来吧，慢慢就会了解了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安""}, {""sex"": ""1"", ""content"": ""要是你能在我耳边说早安就完美了。""}, {""sex"": ""1"", ""content"": ""这么乖，以后每天听你说早安，每天心情都会变好呀。""}, {""sex"": ""1"", ""content"": ""早啊，我的小仙女。""}, {""sex"": ""1"", ""content"": ""早安，醒来觉得甚是爱你。""}, {""sex"": ""1"", ""content"": ""不知道为什么，早晨醒来第一个想到的人是你。""}, {""sex"": ""1"", ""content"": ""想当你的闹钟，每天都在你的耳边不休地唤你的名字，亲爱的，早安""}, {""sex"": ""1"", ""content"": ""不早了，锄禾日当午太阳晒屁股了。""}, {""sex"": ""1"", ""content"": ""昨晚梦见你，今天一睁眼就看到你的消息。""}, {""sex"": ""1"", ""content"": ""有你的早上才能叫早安""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只是想想""}, {""sex"": ""1"", ""content"": ""我不信你只是想想而已。""}, {""sex"": ""1"", ""content"": ""光想想可不行，要想办法实现呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起的早""}, {""sex"": ""1"", ""content"": ""早睡早起身体好啊。""}, {""sex"": ""1"", ""content"": ""早点起床才能更好地想你不是吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没遇见""}, {""sex"": ""1"", ""content"": ""那你好好看一看，现在是不是遇到了？""}, {""sex"": ""1"", ""content"": ""很多事情不是去遇见的，而是等到的，你现在等到我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃好咯""}, {""sex"": ""1"", ""content"": ""这个时候就应该一起散散步消化一下。""}, {""sex"": ""1"", ""content"": ""吃好喝好，人生真的不要太快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老婆是什么？""}, {""sex"": ""1"", ""content"": ""老婆不就是你吗！""}, {""sex"": ""1"", ""content"": ""老婆就是我喜欢的人呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁你老婆""}, {""sex"": ""1"", ""content"": ""你啊，我老婆。""}, {""sex"": ""1"", ""content"": ""谁回答了就是谁是！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚在洗澡""}, {""sex"": ""1"", ""content"": ""下次洗澡叫我啊，咱们一起洗""}, {""sex"": ""1"", ""content"": ""这是在暗示我快点去找你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡不着呢""}, {""sex"": ""1"", ""content"": ""睡不着的时候找我啊，正好可以好好陪陪你。""}, {""sex"": ""1"", ""content"": ""是不是睡前的时候想我了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安宝贝""}, {""sex"": ""1"", ""content"": ""早安，亲爱的猪猪，快起来了，太阳公公要非礼你了""}, {""sex"": ""1"", ""content"": ""早安！昨晚有梦到我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""勉强就别爱""}, {""sex"": ""1"", ""content"": ""我是坚定地说爱你好不好！""}, {""sex"": ""1"", ""content"": ""我爱你从来都不是勉强。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息""}, {""sex"": ""1"", ""content"": ""可是我不想这么早休息。""}, {""sex"": ""2"", ""content"": ""为什么？""}, {""sex"": ""1"", ""content"": ""因为我还没把你想够呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩到你了没""}, {""sex"": ""1"", ""content"": ""你再亲我一下就撩到了。""}, {""sex"": ""1"", ""content"": ""可是我的心早就给了你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别再做噩梦了""}, {""sex"": ""1"", ""content"": ""有我在你旁边，噩梦不敢来了。""}, {""sex"": ""1"", ""content"": ""放心吧，我会在梦里保护你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那要什么""}, {""sex"": ""1"", ""content"": ""什么都不要，只要你。""}, {""sex"": ""1"", ""content"": ""要是说想要就能得到就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我老公不是你呀""}, {""sex"": ""1"", ""content"": ""我是你未来老公。""}, {""sex"": ""1"", ""content"": ""可是我的老婆是你，这咋回事？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你今天不上班吗？""}, {""sex"": ""1"", ""content"": ""上班也要抽空回复你的消息呀。""}, {""sex"": ""1"", ""content"": ""我倒是想不上班，可是生活不允许啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们可以做朋友""}, {""sex"": ""1"", ""content"": ""好啊，反正朋友还分很多种，我们可以做男女朋友的那种。""}, {""sex"": ""1"", ""content"": ""那我们就做朋友吧，关系很特别的朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉什么""}, {""sex"": ""1"", ""content"": ""就是，你觉得我这个人怎么样啊？""}, {""sex"": ""1"", ""content"": ""我对你浓浓的爱意啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可是照顾不好自己咋整""}, {""sex"": ""1"", ""content"": ""那就给我，我帮你照顾！""}, {""sex"": ""1"", ""content"": ""那我们换下，你照顾我，我照顾你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""12点左右""}, {""sex"": ""1"", ""content"": ""那我们还能再聊一会呢。""}, {""sex"": ""1"", ""content"": ""小仙女睡得这么晚吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是猫吗""}, {""sex"": ""1"", ""content"": ""你要是喜欢，我就做把你的心挠得痒痒的小猫咪。""}, {""sex"": ""1"", ""content"": ""快摸摸我的头，撸猫不要钱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很会说话啊""}, {""sex"": ""1"", ""content"": ""那也只是说给你一个人听而已。""}, {""sex"": ""1"", ""content"": ""原道对的人只说对的话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""飞吧""}, {""sex"": ""1"", ""content"": ""飞进你的心里。""}, {""sex"": ""1"", ""content"": ""我要带你一起飞，蝴蝶都是成双成对的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片不是本人""}, {""sex"": ""1"", ""content"": ""必须的，本人肯定比照片好看！""}, {""sex"": ""1"", ""content"": ""照片没办法拍出万分之一的美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在上课""}, {""sex"": ""1"", ""content"": ""都怪你！""}, {""sex"": ""2"", ""content"": ""我怎么了？""}, {""sex"": ""1"", ""content"": ""上课一想你，我就老走神。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上课吗""}, {""sex"": ""1"", ""content"": ""不上课难道还能干嘛？""}, {""sex"": ""1"", ""content"": ""上课的时候我就喜欢和你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想累死我啊""}, {""sex"": ""1"", ""content"": ""我怎么忍心把你给累死呢。""}, {""sex"": ""1"", ""content"": ""我累死谁都不敢把你给累死呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不准碰我""}, {""sex"": ""1"", ""content"": ""就算我想，也碰不到啊。""}, {""sex"": ""1"", ""content"": ""你不让我碰，我就偏偏要碰你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道说什么啊""}, {""sex"": ""1"", ""content"": ""我们之间还有什么不能说的吗？""}, {""sex"": ""1"", ""content"": ""我是你小蛔虫我知道你想说什么的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累吗？""}, {""sex"": ""1"", ""content"": ""累死了！小仙女怎么现在才来？委屈！""}, {""sex"": ""1"", ""content"": ""小仙女一问，我就不累了！我还可以！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""离职了""}, {""sex"": ""1"", ""content"": ""我相信你会找到更好更合适的工作的""}, {""sex"": ""1"", ""content"": ""怎么离职了呢？是做得不开心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问候晚安""}, {""sex"": ""1"", ""content"": ""愿余生有人鲜衣怒马，陪你看烈焰繁花。愿余生有人素面白纱，陪你度恬淡年华。晚安！""}, {""sex"": ""1"", ""content"": ""初冬的阳光总显得那样温暖，花草树木也完成了春夏的使命，我想悄悄跟你说句。晚安""}, {""sex"": ""1"", ""content"": ""时光如水 总是无言 若你安好 便是晴天 。晚安！""}, {""sex"": ""1"", ""content"": ""愿你每天都有好心情，笑容如太阳般灿烂。晚安！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上搭讪""}, {""sex"": ""1"", ""content"": ""小姐姐你好，网恋吗？我帅哥音""}, {""sex"": ""1"", ""content"": ""晚上好——来自一个神秘帅哥的问候""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一般一般，世界第三""}, {""sex"": ""1"", ""content"": ""你在我的世界里可是第一。""}, {""sex"": ""1"", ""content"": ""竟然还有两个人比你厉害。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想表达什么意思""}, {""sex"": ""1"", ""content"": ""你希望我表达什么呢？""}, {""sex"": ""1"", ""content"": ""你觉得我在和你表达什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""所以你想表达什么""}, {""sex"": ""1"", ""content"": ""我听说你近视，看来的确没错。""}, {""sex"": ""1"", ""content"": ""你还不清楚我想表达的是什么吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也不喜欢我""}, {""sex"": ""1"", ""content"": ""你听说瞎说我不喜欢你的？""}, {""sex"": ""1"", ""content"": ""我是不喜欢你，因为我爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi~ 是你吗？""}, {""sex"": ""1"", ""content"": ""是我，就是我，你的小可爱是也""}, {""sex"": ""1"", ""content"": ""我只知道你就是我要找的那个人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没得太阳""}, {""sex"": ""1"", ""content"": ""让我做你心中的太阳吧。""}, {""sex"": ""1"", ""content"": ""一定是看到你太美所以太阳害羞了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祸不单行""}, {""sex"": ""1"", ""content"": ""祸福相依，你要知道好事很快就会发生的""}, {""sex"": ""1"", ""content"": ""这一定是生活在考验你的忍耐力，所以你一定要撑住！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回来请你吃饭""}, {""sex"": ""1"", ""content"": ""那你有可能会被吃穷呦。""}, {""sex"": ""1"", ""content"": ""看来痛宰你一顿的机会来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班不用干活吗？聊天。""}, {""sex"": ""1"", ""content"": ""干活也能偷偷和你聊聊天啊。""}, {""sex"": ""1"", ""content"": ""上班时间就不能回复你嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是美女哦""}, {""sex"": ""1"", ""content"": ""但是你是一个好看的人。""}, {""sex"": ""1"", ""content"": ""我并不是非美女不可的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拜拜吧""}, {""sex"": ""1"", ""content"": ""再见，期待下一次和你相遇""}, {""sex"": ""1"", ""content"": ""我想和你永远不说拜拜""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很幸运遇见你""}, {""sex"": ""1"", ""content"": ""我花费了所有的运气，只为了 遇见你。""}, {""sex"": ""1"", ""content"": ""我又何尝不是一样呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白不错""}, {""sex"": ""1"", ""content"": ""那是不是给你留下了特别的印象呢？""}, {""sex"": ""1"", ""content"": ""对待特别的人就是要用特别的开场白呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场白""}, {""sex"": ""1"", ""content"": ""你朋友圈那些旅游的照片挺好的，就是感觉好像少了 点什么东西？""}, {""sex"": ""1"", ""content"": ""你也喜欢泰 迪吗？我家的泰迪刚刚被我打一顿。""}, {""sex"": ""1"", ""content"": ""Hi，你觉得我要问你什么样的问题才可以认识你呢？""}], ""lock"": 1}"
